7.547216000000e-06	5.968097635119e-01
7.994417000000e-06	5.968095189915e-01
8.468116000000e-06	5.968084682992e-01
8.969883000000e-06	5.968098446681e-01
9.501382000000e-06	5.968084451905e-01
1.006437000000e-05	5.968083682992e-01
1.066073000000e-05	5.968083451905e-01
1.129241000000e-05	5.968091170083e-01
1.196153000000e-05	5.968084471645e-01
1.267030000000e-05	5.968085520438e-01
1.342106000000e-05	5.968080682992e-01
1.421631000000e-05	5.968079682992e-01
1.505868000000e-05	5.968078682992e-01
1.595096000000e-05	5.968077451905e-01
1.689611000000e-05	5.968085594429e-01
1.789727000000e-05	5.968087167655e-01
1.895775000000e-05	5.968084381203e-01
2.008107000000e-05	5.968083673978e-01
2.127095000000e-05	5.968068451905e-01
2.253133000000e-05	5.968066451905e-01
2.386639000000e-05	5.968070876031e-01
2.528057000000e-05	5.968073582788e-01
2.677853000000e-05	5.968058460601e-01
2.836526000000e-05	5.968053451905e-01
3.004601000000e-05	5.968055161549e-01
3.182635000000e-05	5.968044451905e-01
3.371218000000e-05	5.968039220819e-01
3.570975000000e-05	5.968034460649e-01
3.782568000000e-05	5.968026220819e-01
4.006700000000e-05	5.968032113428e-01
4.244112000000e-05	5.968018967283e-01
4.495591000000e-05	5.968009036414e-01
4.761972000000e-05	5.968002955023e-01
5.044136000000e-05	5.967988474449e-01
5.343020000000e-05	5.967973250163e-01
5.659614000000e-05	5.967954695798e-01
5.994967000000e-05	5.967931758646e-01
6.350191000000e-05	5.967916337345e-01
6.726464000000e-05	5.967891296474e-01
7.125032000000e-05	5.967873212950e-01
7.547216000000e-05	5.967849260698e-01
7.994417000000e-05	5.967812797235e-01
8.468116000000e-05	5.967776372129e-01
8.969883000000e-05	5.967742205172e-01
9.501382000000e-05	5.967700162906e-01
1.006437000000e-04	5.967651569134e-01
1.066073000000e-04	5.967600456171e-01
1.129241000000e-04	5.967542588079e-01
1.196153000000e-04	5.967466980420e-01
1.267030000000e-04	5.967397120609e-01
1.342106000000e-04	5.967306412360e-01
1.421631000000e-04	5.967212467834e-01
1.505868000000e-04	5.967107399622e-01
1.595096000000e-04	5.966988716598e-01
1.689611000000e-04	5.966852838354e-01
1.789727000000e-04	5.966705488732e-01
1.895775000000e-04	5.966535885828e-01
2.008107000000e-04	5.966338551586e-01
2.127095000000e-04	5.966132652474e-01
2.253133000000e-04	5.965888434195e-01
2.386639000000e-04	5.965613873937e-01
2.528057000000e-04	5.965315249986e-01
2.677853000000e-04	5.964977123071e-01
2.836526000000e-04	5.964595333880e-01
3.004601000000e-04	5.964170801635e-01
3.182635000000e-04	5.963687339263e-01
3.371218000000e-04	5.963154762726e-01
3.570975000000e-04	5.962554993766e-01
3.782568000000e-04	5.961875782744e-01
4.006700000000e-04	5.961120381599e-01
4.244112000000e-04	5.960266642087e-01
4.495591000000e-04	5.959318196780e-01
4.761972000000e-04	5.958247477660e-01
5.044136000000e-04	5.957049153289e-01
5.343020000000e-04	5.955707448631e-01
5.659614000000e-04	5.954199241877e-01
5.994967000000e-04	5.952515313318e-01
6.350191000000e-04	5.950622755912e-01
6.726464000000e-04	5.948504064833e-01
7.125032000000e-04	5.946126070852e-01
7.547216000000e-04	5.943465058049e-01
7.994417000000e-04	5.940481809445e-01
8.468116000000e-04	5.937146912532e-01
8.969883000000e-04	5.933411002495e-01
9.501382000000e-04	5.929226805029e-01
1.006437000000e-03	5.924544983052e-01
1.066073000000e-03	5.919310265865e-01
1.129241000000e-03	5.913456537775e-01
1.196153000000e-03	5.906911747641e-01
1.267030000000e-03	5.899604012907e-01
1.342106000000e-03	5.891442867461e-01
1.421631000000e-03	5.882335124130e-01
1.505868000000e-03	5.872178804844e-01
1.595096000000e-03	5.860861570641e-01
1.689611000000e-03	5.848261438448e-01
1.789727000000e-03	5.834245878487e-01
1.895775000000e-03	5.818672985216e-01
2.008107000000e-03	5.801389292827e-01
2.127095000000e-03	5.782234091386e-01
2.253133000000e-03	5.761034657764e-01
2.386639000000e-03	5.737611989420e-01
2.528057000000e-03	5.711785571181e-01
2.677853000000e-03	5.683360297570e-01
2.836526000000e-03	5.652157655263e-01
3.004601000000e-03	5.617987894022e-01
3.182635000000e-03	5.580679041979e-01
3.371218000000e-03	5.540071250160e-01
3.570975000000e-03	5.496037264642e-01
3.782568000000e-03	5.448457964087e-01
4.006700000000e-03	5.397293906969e-01
4.244112000000e-03	5.342513039559e-01
4.495591000000e-03	5.284140695210e-01
4.761972000000e-03	5.222311556140e-01
5.044136000000e-03	5.157109492915e-01
5.343020000000e-03	5.088794407598e-01
5.659614000000e-03	5.017562545428e-01
5.994967000000e-03	4.943689487212e-01
6.350191000000e-03	4.867407205930e-01
6.726464000000e-03	4.788843429294e-01
7.125032000000e-03	4.708049444172e-01
7.547216000000e-03	4.624989877609e-01
7.994417000000e-03	4.539414116769e-01
8.468116000000e-03	4.450931311074e-01
8.969883000000e-03	4.359048021501e-01
9.501382000000e-03	4.263288528319e-01
1.006437000000e-02	4.163277841949e-01
1.066073000000e-02	4.058863997901e-01
1.129241000000e-02	3.950175902243e-01
1.196153000000e-02	3.837562444858e-01
1.267030000000e-02	3.721460286246e-01
1.342106000000e-02	3.602213177143e-01
1.421631000000e-02	3.479956053167e-01
1.505867000000e-02	3.354685172147e-01
1.595094000000e-02	3.226490339897e-01
1.689606000000e-02	3.095787529169e-01
1.789709000000e-02	2.963338415863e-01
1.895719000000e-02	2.830075821937e-01
2.007949000000e-02	2.696864356395e-01
2.126684000000e-02	2.564583968893e-01
2.252138000000e-02	2.434336072138e-01
2.384395000000e-02	2.307549688351e-01
2.523329000000e-02	2.185785617375e-01
2.668532000000e-02	2.070556495040e-01
2.819295000000e-02	1.963237181076e-01
2.974662000000e-02	1.864955929602e-01
3.133584000000e-02	1.776256093787e-01
3.295097000000e-02	1.696848684607e-01
3.458470000000e-02	1.625815703101e-01
3.623268000000e-02	1.562511264339e-01
3.789333000000e-02	1.505404119107e-01
3.956723000000e-02	1.453132901747e-01
4.125648000000e-02	1.404347143159e-01
4.296406000000e-02	1.357856692473e-01
4.469344000000e-02	1.312599287180e-01
4.644833000000e-02	1.267746938964e-01
4.823247000000e-02	1.222662220956e-01
5.004959000000e-02	1.176959373727e-01
5.190332000000e-02	1.130502768713e-01
5.379724000000e-02	1.083382054516e-01
5.573483000000e-02	1.035917840511e-01
5.771950000000e-02	9.886303385995e-02
5.975460000000e-02	9.421874670244e-02
6.184347000000e-02	8.973487738354e-02
6.398938000000e-02	8.548842343628e-02
6.619561000000e-02	8.154843834967e-02
6.846544000000e-02	7.796639916118e-02
7.080216000000e-02	7.476902863606e-02
7.320908000000e-02	7.195076889691e-02
7.568953000000e-02	6.947196180014e-02
7.824689000000e-02	6.725990421847e-02
8.088455000000e-02	6.521751481627e-02
8.360597000000e-02	6.323358936284e-02
8.641466000000e-02	6.119974535971e-02
8.931417000000e-02	5.903152968805e-02
9.230810000000e-02	5.668429498516e-02
9.540012000000e-02	5.416313667403e-02
9.859394000000e-02	5.152733949708e-02
1.018934000000e-01	4.887931437951e-02
1.053023000000e-01	4.634089078916e-02
1.088245000000e-01	4.402784718783e-02
1.124642000000e-01	4.201479272633e-02
1.162253000000e-01	4.031358746923e-02
1.201121000000e-01	3.886539277001e-02
1.241288000000e-01	3.755877689507e-02
1.282798000000e-01	3.626474361715e-02
1.325696000000e-01	3.486192558362e-02
1.370029000000e-01	3.330374141527e-02
1.415844000000e-01	3.163372417950e-02
1.463192000000e-01	2.996184387632e-02
1.512123000000e-01	2.840709828996e-02
1.562693000000e-01	2.705186394297e-02
1.614958000000e-01	2.590859389702e-02
1.668978000000e-01	2.490802542533e-02
1.724815000000e-01	2.393366112579e-02
1.782537000000e-01	2.289657126632e-02
1.842215000000e-01	2.178130353513e-02
1.903925000000e-01	2.064927301745e-02
1.967751000000e-01	1.959785891085e-02
2.033780000000e-01	1.868120820614e-02
2.102109000000e-01	1.787177299744e-02
2.172843000000e-01	1.709664666314e-02
2.246097000000e-01	1.629413109820e-02
2.321997000000e-01	1.547067757106e-02
2.400683000000e-01	1.468039353746e-02
2.482308000000e-01	1.396525574068e-02
2.567045000000e-01	1.331249824097e-02
2.655086000000e-01	1.267470585258e-02
2.746647000000e-01	1.203370914272e-02
2.841971000000e-01	1.141048450592e-02
2.941335000000e-01	1.082925031573e-02
3.045053000000e-01	1.028397300243e-02
3.153487000000e-01	9.751451936211e-03
3.267052000000e-01	9.228825820774e-03
3.386229000000e-01	8.731378281888e-03
3.511576000000e-01	8.259011700446e-03
3.643747000000e-01	7.798612302752e-03
3.783504000000e-01	7.352690054185e-03
3.931747000000e-01	6.925451339567e-03
4.089531000000e-01	6.511511417956e-03
4.258096000000e-01	6.109807204465e-03
4.438887000000e-01	5.722091861818e-03
4.633576000000e-01	5.345654746135e-03
4.844055000000e-01	4.981113088504e-03
5.072407000000e-01	4.628118888923e-03
5.320823000000e-01	4.287012147394e-03
5.591463000000e-01	3.958335632829e-03
5.886260000000e-01	3.643396883056e-03
6.206731000000e-01	3.343623666989e-03
6.553855000000e-01	3.060540984628e-03
6.928113000000e-01	2.795407373801e-03
7.329681000000e-01	2.549011141248e-03
7.758705000000e-01	2.321472980228e-03
8.215538000000e-01	2.112430890742e-03
8.700864000000e-01	1.921000641703e-03
9.215728000000e-01	1.746069695283e-03
9.761493000000e-01	1.586476282569e-03
1.033978000000e+00	1.440977865734e-03
