### The result of the verage over time 
### d tau = 3.75901e-07
### number of kessence update = 1
### initial time = 0.642703
### 1- tau	 2- pi_k(x)	3-zeta(x)	4-|k|	 5-vec{k} 	 6-|k|^2
 0.642713	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642713	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642713	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642713	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642713	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642713	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642714	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642714	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642714	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642714	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642714	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642714	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642714	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642714	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642714	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642715	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642715	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642715	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642715	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642715	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642715	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642716	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642716	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642716	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642716	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642716	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642716	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642716	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642716	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642716	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642717	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642717	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642717	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642717	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642717	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642717	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642717	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642717	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642717	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642718	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642718	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642718	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642718	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642718	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642718	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642719	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642719	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642719	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642719	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642719	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642719	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642719	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642719	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642719	      nan nan	      nan nan	 (0 , 0 , 1) 	1
  0.64272	      nan nan	      nan nan	 (1 , 0 , 0) 	1
  0.64272	      nan nan	      nan nan	 (0 , 1 , 0) 	1
  0.64272	      nan nan	      nan nan	 (0 , 0 , 1) 	1
  0.64272	      nan nan	      nan nan	 (1 , 0 , 0) 	1
  0.64272	      nan nan	      nan nan	 (0 , 1 , 0) 	1
  0.64272	      nan nan	      nan nan	 (0 , 0 , 1) 	1
  0.64272	      nan nan	      nan nan	 (1 , 0 , 0) 	1
  0.64272	      nan nan	      nan nan	 (0 , 1 , 0) 	1
  0.64272	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642721	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642721	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642721	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642721	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642721	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642721	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642722	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642722	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642722	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642722	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642722	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642722	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642722	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642722	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642722	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642723	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642723	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642723	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642723	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642723	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642723	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642723	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642723	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642723	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642724	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642724	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642724	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642724	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642724	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642724	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642725	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642725	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642725	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642725	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642725	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642725	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642725	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642725	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642725	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642726	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642726	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642726	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642726	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642726	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642726	      nan nan	      nan nan	 (0 , 0 , 1) 	1
