### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642702
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
 0.642702	3.46612e-06	        0	 (32 , 32 , 32) 
 0.657738	3.52463e-06	2.64753e-09	 (32 , 32 , 32) 
 0.673084	3.5914e-06	7.68523e-09	 (32 , 32 , 32) 
 0.688744	3.65611e-06	1.24156e-08	 (32 , 32 , 32) 
 0.704726	3.72139e-06	1.68971e-08	 (32 , 32 , 32) 
 0.721035	3.7875e-06	2.11679e-08	 (32 , 32 , 32) 
 0.737679	3.85455e-06	2.52602e-08	 (32 , 32 , 32) 
 0.754663	3.92263e-06	2.92035e-08	 (32 , 32 , 32) 
 0.771995	3.99185e-06	3.30243e-08	 (32 , 32 , 32) 
  0.78968	4.06227e-06	3.67469e-08	 (32 , 32 , 32) 
 0.807727	4.13398e-06	4.03934e-08	 (32 , 32 , 32) 
 0.826142	4.20703e-06	4.39845e-08	 (32 , 32 , 32) 
 0.844932	4.2815e-06	4.75389e-08	 (32 , 32 , 32) 
 0.864104	4.35744e-06	5.10742e-08	 (32 , 32 , 32) 
 0.883667	4.43491e-06	5.46068e-08	 (32 , 32 , 32) 
 0.903628	4.51397e-06	5.81518e-08	 (32 , 32 , 32) 
 0.923995	4.59465e-06	6.17237e-08	 (32 , 32 , 32) 
 0.944775	4.67701e-06	6.53359e-08	 (32 , 32 , 32) 
 0.965978	4.7611e-06	6.90012e-08	 (32 , 32 , 32) 
  0.98761	4.84695e-06	7.27319e-08	 (32 , 32 , 32) 
  1.00968	4.93462e-06	7.65396e-08	 (32 , 32 , 32) 
   1.0322	5.02414e-06	8.04357e-08	 (32 , 32 , 32) 
  1.05517	5.11556e-06	8.4431e-08	 (32 , 32 , 32) 
  1.07861	5.20892e-06	8.85362e-08	 (32 , 32 , 32) 
  1.10253	5.30425e-06	9.27618e-08	 (32 , 32 , 32) 
  1.12693	5.40161e-06	9.71179e-08	 (32 , 32 , 32) 
  1.15182	5.50102e-06	1.01615e-07	 (32 , 32 , 32) 
  1.17721	5.60254e-06	1.06263e-07	 (32 , 32 , 32) 
  1.20312	5.70621e-06	1.11071e-07	 (32 , 32 , 32) 
  1.22955	5.81206e-06	1.16051e-07	 (32 , 32 , 32) 
  1.25651	5.92015e-06	1.21212e-07	 (32 , 32 , 32) 
  1.28402	6.03051e-06	1.26565e-07	 (32 , 32 , 32) 
  1.31208	6.14321e-06	1.32119e-07	 (32 , 32 , 32) 
  1.34071	6.25827e-06	1.37887e-07	 (32 , 32 , 32) 
  1.36991	6.37576e-06	1.43878e-07	 (32 , 32 , 32) 
   1.3997	6.49572e-06	1.50104e-07	 (32 , 32 , 32) 
  1.43009	6.61821e-06	1.56575e-07	 (32 , 32 , 32) 
   1.4611	6.74327e-06	1.63305e-07	 (32 , 32 , 32) 
  1.49273	6.87097e-06	1.70305e-07	 (32 , 32 , 32) 
  1.52499	7.00135e-06	1.77586e-07	 (32 , 32 , 32) 
   1.5579	7.13449e-06	1.85163e-07	 (32 , 32 , 32) 
  1.59147	7.27043e-06	1.93049e-07	 (32 , 32 , 32) 
  1.62572	7.40924e-06	2.01256e-07	 (32 , 32 , 32) 
  1.66066	7.55097e-06	2.098e-07	 (32 , 32 , 32) 
  1.69629	7.69571e-06	2.18694e-07	 (32 , 32 , 32) 
  1.73264	7.84351e-06	2.27955e-07	 (32 , 32 , 32) 
  1.76972	7.99444e-06	2.37598e-07	 (32 , 32 , 32) 
  1.80754	8.14856e-06	2.47639e-07	 (32 , 32 , 32) 
  1.84612	8.30597e-06	2.58095e-07	 (32 , 32 , 32) 
  1.88548	8.46672e-06	2.68985e-07	 (32 , 32 , 32) 
  1.92561	8.63089e-06	2.80325e-07	 (32 , 32 , 32) 
  1.96656	8.79856e-06	2.92136e-07	 (32 , 32 , 32) 
  2.00832	8.96982e-06	3.04436e-07	 (32 , 32 , 32) 
  2.05091	9.14473e-06	3.17247e-07	 (32 , 32 , 32) 
  2.09435	9.3234e-06	3.30589e-07	 (32 , 32 , 32) 
  2.13866	9.50589e-06	3.44485e-07	 (32 , 32 , 32) 
  2.18385	9.6923e-06	3.58956e-07	 (32 , 32 , 32) 
  2.22994	9.88271e-06	3.74028e-07	 (32 , 32 , 32) 
  2.27695	1.00772e-05	3.89723e-07	 (32 , 32 , 32) 
  2.32489	1.02759e-05	4.06068e-07	 (32 , 32 , 32) 
  2.37378	1.04789e-05	4.23088e-07	 (32 , 32 , 32) 
  2.42363	1.06863e-05	4.40811e-07	 (32 , 32 , 32) 
  2.47447	1.08981e-05	4.59263e-07	 (32 , 32 , 32) 
  2.52632	1.11145e-05	4.78474e-07	 (32 , 32 , 32) 
  2.57918	1.13356e-05	4.98473e-07	 (32 , 32 , 32) 
  2.63309	1.15614e-05	5.19289e-07	 (32 , 32 , 32) 
  2.68805	1.17921e-05	5.40954e-07	 (32 , 32 , 32) 
  2.74408	1.20277e-05	5.63498e-07	 (32 , 32 , 32) 
