### The result of the verage over time 
### d tau = 0.0426039
### number of kessence update = 10
### initial time = 1.44254
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
  1.44254	        0	        0	 (32 , 32 , 32) 
  1.48515	2.15124e-07	-2.29968e-08	 (32 , 32 , 32) 
  1.52879	4.17665e-07	-2.0409e-08	 (32 , 32 , 32) 
   1.5735	6.1427e-07	-1.80874e-08	 (32 , 32 , 32) 
  1.61929	8.06097e-07	-1.59914e-08	 (32 , 32 , 32) 
  1.66619	9.93766e-07	-1.40856e-08	 (32 , 32 , 32) 
   1.7142	1.17773e-06	-1.23393e-08	 (32 , 32 , 32) 
  1.76337	1.35834e-06	-1.07254e-08	 (32 , 32 , 32) 
  1.81369	1.53588e-06	-9.22059e-09	 (32 , 32 , 32) 
  1.86521	1.7106e-06	-7.80431e-09	 (32 , 32 , 32) 
  1.91793	1.88272e-06	-6.45879e-09	 (32 , 32 , 32) 
  1.97188	2.05245e-06	-5.16847e-09	 (32 , 32 , 32) 
  2.02709	2.21999e-06	-3.91981e-09	 (32 , 32 , 32) 
  2.08358	2.38552e-06	-2.70099e-09	 (32 , 32 , 32) 
  2.14137	2.54924e-06	-1.50166e-09	 (32 , 32 , 32) 
  2.20048	2.71131e-06	-3.12799e-10	 (32 , 32 , 32) 
  2.26094	2.87191e-06	8.73536e-10	 (32 , 32 , 32) 
  2.32278	3.03122e-06	2.06431e-09	 (32 , 32 , 32) 
  2.38603	3.18939e-06	3.26568e-09	 (32 , 32 , 32) 
  2.45069	3.34658e-06	4.48309e-09	 (32 , 32 , 32) 
  2.51682	3.50295e-06	5.7214e-09	 (32 , 32 , 32) 
  2.58442	3.65865e-06	6.98496e-09	 (32 , 32 , 32) 
  2.65353	3.81384e-06	8.27772e-09	 (32 , 32 , 32) 
  2.72418	3.96865e-06	9.60325e-09	 (32 , 32 , 32) 
  2.79639	4.12323e-06	1.09648e-08	 (32 , 32 , 32) 
   2.8702	4.27771e-06	1.23656e-08	 (32 , 32 , 32) 
  2.94563	4.43224e-06	1.38083e-08	 (32 , 32 , 32) 
  3.02271	4.58695e-06	1.52958e-08	 (32 , 32 , 32) 
  3.10149	4.74197e-06	1.68307e-08	 (32 , 32 , 32) 
  3.18198	4.89743e-06	1.84154e-08	 (32 , 32 , 32) 
  3.26421	5.05345e-06	2.00527e-08	 (32 , 32 , 32) 
  3.34824	5.21017e-06	2.17448e-08	 (32 , 32 , 32) 
  3.43408	5.3677e-06	2.34943e-08	 (32 , 32 , 32) 
  3.52176	5.52616e-06	2.53037e-08	 (32 , 32 , 32) 
  3.61134	5.68569e-06	2.71756e-08	 (32 , 32 , 32) 
