# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=10
# for k=1.05469e-05 to 239.653 h/Mpc,
# number of wavenumbers equal to 199
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       1.054685259621e-05      -1.594729087753e+00      -1.196046821589e+00      -1.196046821589e+00      -1.195975083672e-01      -1.594729087634e+00      -1.193690516989e+00       6.013552649109e-01       5.993774961678e-01       4.830934921485e-08       4.831438893072e-08       4.831438920707e-08       4.831453331062e-08       4.830924258196e-08       4.831436741082e-08 
       1.183376324775e-05      -1.594770020239e+00      -1.196077524542e+00      -1.196077524541e+00      -1.195983631070e-01      -1.594770020051e+00      -1.193721151893e+00       6.013547503235e-01       5.993770233446e-01       6.081608297216e-08       6.082419465521e-08       6.082419492235e-08       6.082437114551e-08       6.081591182748e-08       6.082415985012e-08 
       1.327770074781e-05      -1.594822393273e+00      -1.196116810336e+00      -1.196116810337e+00      -1.195992584229e-01      -1.594822392963e+00      -1.193760350024e+00       6.013538914301e-01       5.993762208690e-01       7.655983645893e-08       7.657303075914e-08       7.657303286487e-08       7.657324646954e-08       7.655955575046e-08       7.657297552377e-08 
       1.489782526975e-05      -1.594884535671e+00      -1.196163426247e+00      -1.196163426249e+00      -1.196003164316e-01      -1.594884535178e+00      -1.193806861951e+00       6.013537575084e-01       5.993761520208e-01       9.637870514518e-08       9.639968931507e-08       9.639969348697e-08       9.639995138073e-08       9.637825801044e-08       9.639960213290e-08 
       1.671563488162e-05      -1.594964213058e+00      -1.196223198912e+00      -1.196223198919e+00      -1.196017571487e-01      -1.594964212275e+00      -1.193866501480e+00       6.013532266448e-01       5.993757040716e-01       1.213265009711e-07       1.213599341249e-07       1.213599420371e-07       1.213602493385e-07       1.213257886668e-07       1.213597962515e-07 
       1.875525081255e-05      -1.595066922708e+00      -1.196300254419e+00      -1.196300254427e+00      -1.196038414309e-01      -1.595066921479e+00      -1.193943385793e+00       6.013519562253e-01       5.993745383269e-01       1.527296690280e-07       1.527829463898e-07       1.527829585087e-07       1.527833094588e-07       1.527285380274e-07       1.527827262301e-07 
       2.104373752675e-05      -1.595190411807e+00      -1.196392907656e+00      -1.196392907670e+00      -1.196063872676e-01      -1.595190409850e+00      -1.194035833866e+00       6.013518082239e-01       5.993745180036e-01       1.922580768106e-07       1.923423003012e-07       1.923423195423e-07       1.923427123612e-07       1.922562856419e-07       1.923419522703e-07 
       2.361146185250e-05      -1.595350772997e+00      -1.196513237960e+00      -1.196513237980e+00      -1.196095046039e-01      -1.595350769896e+00      -1.194155896771e+00       6.013503927089e-01       5.993732718285e-01       2.420097352607e-07       2.421441608141e-07       2.421441913894e-07       2.421446088823e-07       2.420068838077e-07       2.421436051649e-07 
       2.649249593155e-05      -1.595545369426e+00      -1.196659276536e+00      -1.196659276566e+00      -1.196131744700e-01      -1.595545364524e+00      -1.194301610233e+00       6.013504269892e-01       5.993735066077e-01       3.046289130504e-07       3.048412132403e-07       3.048412614634e-07       3.048416607768e-07       3.046244064168e-07       3.048403355486e-07 
       2.972506933572e-05      -1.595799990434e+00      -1.196850388741e+00      -1.196850388793e+00      -1.196181993414e-01      -1.595799982638e+00      -1.194492297819e+00       6.013480496710e-01       5.993713889063e-01       3.834346825218e-07       3.837716597128e-07       3.837717371993e-07       3.837720371193e-07       3.834275277973e-07       3.837702672589e-07 
