# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.05469e-05 to 239.653 h/Mpc,
# number of wavenumbers equal to 199
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       1.054685259621e-05      -2.078634435461e+00      -1.558976370663e+00      -1.558976370678e+00      -1.558113796503e-01      -2.078634414951e+00      -5.938397703804e-01       4.806670962912e-01       4.805253067780e-01       1.168391727115e-07       1.169918067815e-07       1.169918074945e-07       1.169914993158e-07       1.168360191773e-07       1.169917023722e-07 
       1.183376324775e-05      -2.078920385909e+00      -1.559191094439e+00      -1.559191094483e+00      -1.558203159863e-01      -2.078920353878e+00      -5.939129472801e-01       4.806799084153e-01       4.805381391033e-01       1.470612664369e-07       1.472876690595e-07       1.472876722813e-07       1.472872040593e-07       1.470563634927e-07       1.472875140445e-07 
       1.327770074781e-05      -2.079347738212e+00      -1.559512088133e+00      -1.559512088213e+00      -1.558263371651e-01      -2.079347686940e+00      -5.940172930273e-01       4.806791399742e-01       4.805374065850e-01       1.850636911538e-07       1.854238892753e-07       1.854238945956e-07       1.854231465271e-07       1.850558719864e-07       1.854236422517e-07 
       1.489782526975e-05      -2.079908656465e+00      -1.559933565177e+00      -1.559933565329e+00      -1.558320429775e-01      -2.079908574651e+00      -5.941527895343e-01       4.806723781181e-01       4.805306927674e-01       2.328514500057e-07       2.334319178715e-07       2.334319273439e-07       2.334307244514e-07       2.328389767488e-07       2.334315210645e-07 
       1.671563488162e-05      -2.080570535598e+00      -1.560431156217e+00      -1.560431156403e+00      -1.558426839061e-01      -2.080570406226e+00      -5.943154410390e-01       4.806748789260e-01       4.805332476590e-01       2.929636125766e-07       2.938749412942e-07       2.938749530182e-07       2.938730460787e-07       2.929439059373e-07       2.938743122230e-07 
       1.875525081255e-05      -2.081396317113e+00      -1.561052349207e+00      -1.561052349544e+00      -1.558564937505e-01      -2.081396112249e+00      -5.945188568795e-01       4.806797756265e-01       4.805382118835e-01       3.685396853902e-07       3.699701892854e-07       3.699702109175e-07       3.699672182285e-07       3.685085196827e-07       3.699692047379e-07 
       2.104373752675e-05      -2.082475843570e+00      -1.561865013094e+00      -1.561865013622e+00      -1.558709981618e-01      -2.082475518970e+00      -5.947825214973e-01       4.806757202220e-01       4.805342462279e-01       4.634846142927e-07       4.657613627775e-07       4.657613969807e-07       4.657565972239e-07       4.634352212908e-07       4.657597890076e-07 
       2.361146185250e-05      -2.083900319013e+00      -1.562938189871e+00      -1.562938190752e+00      -1.558862418724e-01      -2.083899803652e+00      -5.951280183373e-01       4.806539085143e-01       4.805125487613e-01       5.827041958245e-07       5.863426869762e-07       5.863427500683e-07       5.863351282817e-07       5.826258246058e-07       5.863401881573e-07 
       2.649249593155e-05      -2.085484015414e+00      -1.564133353180e+00      -1.564133354519e+00      -1.559161831138e-01      -2.085483200884e+00      -5.955217050916e-01       4.806784473305e-01       4.805372221230e-01       7.324943494875e-07       7.381866291889e-07       7.381867151111e-07       7.381746732570e-07       7.323705726754e-07       7.381826872889e-07 
       2.972506933572e-05      -2.087613994881e+00      -1.565742804204e+00      -1.565742806250e+00      -1.559461437718e-01      -2.087612703353e+00      -5.960447321933e-01       4.806743618890e-01       4.805333141990e-01       9.202772800773e-07       9.293152330122e-07       9.293153652850e-07       9.292961689680e-07       9.200811570382e-07       9.293089568004e-07 
