### The result of the verage over time 
### d tau = 0.0426039
### number of kessence update = 10
### initial time = 1.44254
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
  1.44254	-1.33482e-25	        0	5.29396e-23
  1.48515	-3.78296e-12	-9.36368e-11	5.29396e-23
  1.52879	-4.63731e-12	-8.28082e-11	3.94391e-11
   1.5735	-3.81263e-12	-7.26338e-11	7.39533e-11
  1.61929	-1.48982e-12	-6.27872e-11	1.05778e-10
  1.66619	2.15583e-12	-5.29984e-11	1.35359e-10
   1.7142	6.97512e-12	-4.30431e-11	1.6294e-10
  1.76337	1.2843e-11	-3.27353e-11	1.88723e-10
  1.81369	1.9655e-11	-2.19224e-11	2.12886e-10
  1.86521	2.73246e-11	-1.0479e-11	2.35593e-10
  1.91793	3.57806e-11	1.69638e-12	2.56992e-10
  1.97188	4.49645e-11	1.46855e-11	2.77221e-10
  2.02709	5.48293e-11	2.85537e-11	2.96409e-10
  2.08358	6.53374e-11	4.33523e-11	3.14675e-10
  2.14137	7.64595e-11	5.91215e-11	3.32129e-10
  2.20048	8.81732e-11	7.58922e-11	3.48875e-10
  2.26094	1.00462e-10	9.36878e-11	3.6501e-10
  2.32278	1.13315e-10	1.12526e-10	3.80623e-10
  2.38603	1.26726e-10	1.32419e-10	3.95798e-10
  2.45069	1.4069e-10	1.53378e-10	4.10614e-10
  2.51682	1.5521e-10	1.75409e-10	4.25144e-10
  2.58442	1.70287e-10	1.98518e-10	4.39458e-10
  2.65353	1.85927e-10	2.2271e-10	4.53619e-10
  2.72418	2.02137e-10	2.47988e-10	4.67688e-10
  2.79639	2.18928e-10	2.74358e-10	4.81722e-10
   2.8702	2.36311e-10	3.01826e-10	4.95776e-10
  2.94563	2.54297e-10	3.30396e-10	5.099e-10
  3.02271	2.72902e-10	3.60078e-10	5.24142e-10
  3.10149	2.92139e-10	3.90881e-10	5.38548e-10
  3.18198	3.12027e-10	4.22814e-10	5.53162e-10
  3.26421	3.32581e-10	4.55893e-10	5.68026e-10
  3.34824	3.5382e-10	4.90131e-10	5.8318e-10
  3.43408	3.75765e-10	5.25546e-10	5.98662e-10
  3.52176	3.98435e-10	5.62158e-10	6.14511e-10
  3.61134	4.21852e-10	5.9999e-10	6.30762e-10
  3.70284	4.46038e-10	6.39065e-10	6.4745e-10
  3.79629	4.71017e-10	6.79412e-10	6.64612e-10
  3.89174	4.96814e-10	7.21059e-10	6.8228e-10
  3.98922	5.23453e-10	7.6404e-10	7.00488e-10
  4.08877	5.50962e-10	8.08391e-10	7.19271e-10
  4.19044	5.79369e-10	8.54148e-10	7.3866e-10
  4.29425	6.08702e-10	9.01353e-10	7.58689e-10
  4.40026	6.38991e-10	9.50049e-10	7.79392e-10
  4.50851	6.70269e-10	1.00028e-09	8.00802e-10
  4.61903	7.02567e-10	1.0521e-09	8.22952e-10
  4.73187	7.35921e-10	1.10557e-09	8.45877e-10
  4.84707	7.70365e-10	1.16072e-09	8.69611e-10
  4.96469	8.05936e-10	1.21763e-09	8.94189e-10
  5.08477	8.42674e-10	1.27635e-09	9.19647e-10
  5.20734	8.80619e-10	1.33696e-09	9.46021e-10
  5.33248	9.19811e-10	1.39951e-09	9.73349e-10
  5.46021	9.60296e-10	1.46407e-09	1.00167e-09
   5.5906	1.00212e-09	1.53073e-09	1.03102e-09
  5.72369	1.04532e-09	1.59956e-09	1.06145e-09
  5.85954	1.08997e-09	1.67065e-09	1.09298e-09
   5.9982	1.13609e-09	1.74406e-09	1.12567e-09
  6.13972	1.18375e-09	1.81991e-09	1.15957e-09
  6.28416	1.23301e-09	1.89827e-09	1.19471e-09
  6.43158	1.28392e-09	1.97924e-09	1.23114e-09
  6.58203	1.33654e-09	2.06293e-09	1.26891e-09
  6.73558	1.39094e-09	2.14943e-09	1.30808e-09
  6.89228	1.44717e-09	2.23886e-09	1.34868e-09
   7.0522	1.50532e-09	2.33133e-09	1.39079e-09
   7.2154	1.56544e-09	2.42695e-09	1.43445e-09
  7.38194	1.6276e-09	2.52586e-09	1.47971e-09
  7.55189	1.6919e-09	2.62817e-09	1.52665e-09
  7.72531	1.7584e-09	2.73401e-09	1.57532e-09
  7.90228	1.82719e-09	2.84353e-09	1.62579e-09
