# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.05469e-05 to 8.92137 h/Mpc,
# number of wavenumbers equal to 2527
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from qthe transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_fld                 13:t_ur                  14:t_tot              
       1.309552386392e-05      -2.018072851795e-03      -1.514774037573e-03      -1.514774117098e-03      -3.006729006718e-05      -2.018024123532e-03      -4.935464600789e-04       4.806778802092e-01       4.805361426250e-01      -3.416088755520e-10      -5.145113140203e-15      -7.312015816642e-17      -3.490295455402e-10      -1.112432638014e-13 
       1.315597005566e-05      -2.036730641997e-03      -1.528790046177e-03      -1.528790127181e-03      -3.034557560379e-05      -2.036681008126e-03      -4.981132333585e-04       4.806779208812e-01       4.805361848408e-01      -3.479580306211e-10      -5.240802200540e-15      -7.447965682998e-17      -3.555165809114e-10      -1.133108377755e-13 
       1.321669525435e-05      -2.055560864289e-03      -1.542935800267e-03      -1.542935882776e-03      -3.062636359859e-05      -2.055510308036e-03      -5.027222303671e-04       4.806779304686e-01       4.805361959720e-01      -3.544252158465e-10      -5.338175182197e-15      -7.586436786155e-17      -3.621241883570e-10      -1.154168329124e-13 
       1.327770074781e-05      -2.074564904937e-03      -1.557212347225e-03      -1.557212431268e-03      -3.090976619639e-05      -2.074513409125e-03      -5.073738552043e-04       4.806779222440e-01       4.805361893219e-01      -3.610125623020e-10      -5.437417178685e-15      -7.727484864430e-17      -3.688545824266e-10      -1.175619674706e-13 
       1.333898782985e-05      -2.093744550958e-03      -1.571621035076e-03      -1.571621120681e-03      -3.119579185932e-05      -2.093692098129e-03      -5.120685345003e-04       4.806779266790e-01       4.805361953392e-01      -3.677222866050e-10      -5.538470432687e-15      -7.871157713574e-17      -3.757100104618e-10      -1.197469494451e-13 
       1.340055780019e-05      -2.113101347464e-03      -1.586163031131e-03      -1.586163118328e-03      -3.148441579471e-05      -2.113047919404e-03      -5.168066155981e-04       4.806778962288e-01       4.805361664999e-01      -3.745567250548e-10      -5.641474598073e-15      -8.017481214335e-17      -3.826929126994e-10      -1.219725598128e-13 
       1.346241196461e-05      -2.132636915549e-03      -1.600839559142e-03      -1.600839647960e-03      -3.177565221255e-05      -2.132582494607e-03      -5.215884902874e-04       4.806778223784e-01       4.805360942628e-01      -3.815181464558e-10      -5.746369096466e-15      -8.166524523316e-17      -3.898054858963e-10      -1.242395095110e-13 
       1.352455163488e-05      -2.152352940913e-03      -1.615651892416e-03      -1.615651982885e-03      -3.206978998109e-05      -2.152297508562e-03      -5.264147547553e-04       4.806778802748e-01       4.805361537902e-01      -3.886089960178e-10      -5.853163662013e-15      -8.318371791179e-17      -3.970503093671e-10      -1.265486020595e-13 
       1.358697812884e-05      -2.172251125739e-03      -1.630601315394e-03      -1.630601407545e-03      -3.236639464242e-05      -2.172194663182e-03      -5.312855111151e-04       4.806777884073e-01       4.805360635644e-01      -3.958315503832e-10      -5.961991883385e-15      -8.472999317321e-17      -4.044296992688e-10      -1.289005899844e-13 
       1.364969277040e-05      -2.192333094279e-03      -1.645689055740e-03      -1.645689149604e-03      -3.266600199167e-05      -2.192275582340e-03      -5.362015111573e-04       4.806778542627e-01       4.805361310783e-01      -4.031883856758e-10      -6.072791757282e-15      -8.630541422834e-17      -4.119462832750e-10      -1.312962989781e-13 
       1.371269688959e-05      -2.212600476587e-03      -1.660916344609e-03      -1.660916440218e-03      -3.296822342403e-05      -2.212541896025e-03      -5.411628719018e-04       4.806778072135e-01       4.805360857031e-01      -4.106819374143e-10      -6.185674661129e-15      -8.790987718816e-17      -4.196025192966e-10      -1.337365275048e-13 
       1.377599182259e-05      -2.233055188292e-03      -1.676284627134e-03      -1.676284724520e-03      -3.327319533283e-05      -2.232995518890e-03      -5.461701382921e-04       4.806777593912e-01       4.805360395695e-01      -4.183146336995e-10      -6.300691256029e-15      -8.954416337969e-17      -4.274009751652e-10      -1.362220795085e-13 
       1.383957891171e-05      -2.253698719078e-03      -1.691795030794e-03      -1.691795129990e-03      -3.358103593147e-05      -2.253637940751e-03      -5.512237436050e-04       4.806777183345e-01       4.805360002205e-01      -4.260892362696e-10      -6.417816555484e-15      -9.120886136169e-17      -4.353443916803e-10      -1.387538352802e-13 
       1.390345950551e-05      -2.274532954055e-03      -1.707448978438e-03      -1.707449079478e-03      -3.389175889284e-05      -2.274471046196e-03      -5.563241414131e-04       4.806777052958e-01       4.805359889031e-01      -4.340083096150e-10      -6.537118520819e-15      -9.290455620333e-17      -4.434354143564e-10      -1.413326369792e-13 
       1.396763495873e-05      -2.295559549615e-03      -1.723247722568e-03      -1.723247825487e-03      -3.420533892939e-05      -2.295496491656e-03      -5.614717053121e-04       4.806776690282e-01       4.805359543649e-01      -4.420746536494e-10      -6.658580547177e-15      -9.463170209205e-17      -4.516768354785e-10      -1.439593799288e-13 
       1.403210663239e-05      -2.316780406152e-03      -1.739192696904e-03      -1.739192801737e-03      -3.452183182360e-05      -2.316716176085e-03      -5.666669212340e-04       4.806776518271e-01       4.805359389244e-01      -4.502907430562e-10      -6.782419527443e-15      -9.639104690769e-17      -4.600713571961e-10      -1.466349155890e-13 
       1.409687589377e-05      -2.338197252345e-03      -1.755285208908e-03      -1.755285315689e-03      -3.484126174853e-05      -2.338131828875e-03      -5.719102139529e-04       4.806776398185e-01       4.805359286768e-01      -4.586595736255e-10      -6.908433787966e-15      -9.818307402387e-17      -4.686218524285e-10      -1.493601635634e-13 
       1.416194411647e-05      -2.359811956850e-03      -1.771526669114e-03      -1.771526777881e-03      -3.516366802768e-05      -2.359745317054e-03      -5.772020508420e-04       4.806776516182e-01       4.805359422706e-01      -4.671837565791e-10      -7.036918270290e-15      -1.000085053482e-16      -4.773311920290e-10      -1.521360332257e-13 
       1.422731268045e-05      -2.381626235442e-03      -1.787918376603e-03      -1.787918487391e-03      -3.548904226774e-05      -2.381558357564e-03      -5.825428316573e-04       4.806776461728e-01       4.805359386195e-01      -4.758665394586e-10      -7.167687010708e-15      -1.018678962344e-16      -4.862024525991e-10      -1.549635206508e-13 
       1.429298297201e-05      -2.403641941399e-03      -1.804461730326e-03      -1.804461843172e-03      -3.581745479236e-05      -2.403572802285e-03      -5.879330414797e-04       4.806776499906e-01       4.805359442507e-01      -4.847106138768e-10      -7.300891281747e-15      -1.037617021869e-16      -4.952385080784e-10      -1.578435326094e-13 
       1.435895638386e-05      -2.425860931967e-03      -1.821158134253e-03      -1.821158249198e-03      -3.614882699699e-05      -2.425790507792e-03      -5.933730645143e-04       4.806776037313e-01       4.805358998351e-01      -4.937189866589e-10      -7.436642681851e-15      -1.056907320250e-16      -5.044425028529e-10      -1.607770661705e-13 
       1.442523431514e-05      -2.448285201587e-03      -1.838009095094e-03      -1.838009212176e-03      -3.648332081358e-05      -2.448213468707e-03      -5.988634824930e-04       4.806776051708e-01       4.805359031211e-01      -5.028947653873e-10      -7.574829204753e-15      -1.076557857899e-16      -5.138174824188e-10      -1.637650962010e-13 
       1.449181817146e-05      -2.470916441860e-03      -1.855015892806e-03      -1.855016012065e-03      -3.682087791031e-05      -2.470843375713e-03      -6.044046548529e-04       4.806775685836e-01       4.805358684131e-01      -5.122410326889e-10      -7.715709759430e-15      -1.096571793208e-16      -5.233667016124e-10      -1.668086672150e-13 
       1.455870936489e-05      -2.493756710851e-03      -1.872180081960e-03      -1.872180203436e-03      -3.716158125991e-05      -2.493682286564e-03      -6.099971239541e-04       4.806775518608e-01       4.805358535823e-01      -5.217609474969e-10      -7.859118380352e-15      -1.116958844345e-16      -5.330933348222e-10      -1.699087739212e-13 
       1.462590931404e-05      -2.516807960543e-03      -1.889503138544e-03      -1.889503262278e-03      -3.750548667554e-05      -2.516732153210e-03      -6.156413889439e-04       4.806775738173e-01       4.805358774399e-01      -5.314577963422e-10      -8.005204245117e-15      -1.137725477725e-16      -5.430007051350e-10      -1.730664946132e-13 
       1.469341944407e-05      -2.540072021594e-03      -1.906986447116e-03      -1.906986573150e-03      -3.785249173170e-05      -2.539994805488e-03      -6.213378115814e-04       4.806775429049e-01       4.805358484510e-01      -5.413348268434e-10      -8.154047832776e-15      -1.158876716409e-16      -5.530921797403e-10      -1.762828972589e-13 
