# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=3
# for k=1.05469e-05 to 8.92137 h/Mpc,
# number of wavenumbers equal to 2527
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_fld                 13:t_ur                  14:t_tot              
       1.054685259621e-05      -4.217661704074e-04      -3.163716239761e-04      -3.163716361098e-04      -8.471226709080e-06      -4.217636201071e-04      -3.012297407969e-04       5.953582057648e-01       5.946407667419e-01      -2.397529448944e-11      -4.271204260504e-15      -6.819395580802e-18      -2.504313496105e-11      -3.864715736373e-14 
       1.059553465589e-05      -4.256681327750e-04      -3.192989694438e-04      -3.192989818030e-04      -8.549609971245e-06      -4.256655350644e-04      -3.040169798244e-04       5.953581941052e-01       5.946407565938e-01      -2.442100064286e-11      -4.350650508855e-15      -6.946176920156e-18      -2.550869507986e-11      -3.936562507417e-14 
       1.064444142175e-05      -4.296061934276e-04      -3.222534048657e-04      -3.222534174548e-04      -8.628718511046e-06      -4.296035474211e-04      -3.068300122290e-04       5.953581888749e-01       5.946407528338e-01      -2.487499545587e-11      -4.431514711125e-15      -7.075316478664e-18      -2.598291068469e-11      -4.009744327539e-14 
       1.069357393098e-05      -4.335806791006e-04      -3.252351755951e-04      -3.252351884182e-04      -8.708558945400e-06      -4.335779838985e-04      -3.096690716267e-04       5.953581803214e-01       5.946407456480e-01      -2.533743556885e-11      -4.513814420284e-15      -7.206856384519e-18      -2.646594152275e-11      -4.084286041121e-14 
       1.074293322557e-05      -4.375919252247e-04      -3.282445335192e-04      -3.282445465806e-04      -8.789138007978e-06      -4.375891799189e-04      -3.125343978494e-04       5.953581673576e-01       5.946407343206e-01      -2.580846132360e-11      -4.597857091144e-15      -7.340840963453e-18      -2.695795126462e-11      -4.160215688358e-14 
       1.079252035232e-05      -4.416402782279e-04      -3.312817387649e-04      -3.312817520692e-04      -8.870462633420e-06      -4.416374818835e-04      -3.154262385654e-04       5.953581577302e-01       5.946407262705e-01      -2.628824419636e-11      -4.683354351045e-15      -7.477317168971e-18      -2.745910780144e-11      -4.237555311831e-14 
       1.084233636284e-05      -4.457260794208e-04      -3.343470476379e-04      -3.343470611896e-04      -8.952539926297e-06      -4.457232310901e-04      -3.183448378322e-04       5.953581494775e-01       5.946407195513e-01      -2.677695029476e-11      -4.770421230808e-15      -7.616330846862e-18      -2.796958073107e-11      -4.316332733910e-14 
       1.089238231362e-05      -4.498496786922e-04      -3.374407228807e-04      -3.374407366843e-04      -9.035376948309e-06      -4.498467774118e-04      -3.212904458151e-04       5.953581471027e-01       5.946407186046e-01      -2.727474809427e-11      -4.859020019081e-15      -7.757930042026e-18      -2.848954362565e-11      -4.396573923336e-14 
       1.094265926601e-05      -4.540114141342e-04      -3.405630183928e-04      -3.405630324530e-04      -9.118980048226e-06      -4.540084589137e-04      -3.242633042420e-04       5.953581359100e-01       5.946407091159e-01      -2.778178311909e-11      -4.949416065869e-15      -7.902160191685e-18      -2.901917186155e-11      -4.478307501676e-14 
       1.099316828627e-05      -4.582116474769e-04      -3.437142058093e-04      -3.437142201309e-04      -9.203356791765e-06      -4.582086373290e-04      -3.272636717582e-04       5.953581277017e-01       5.946407023269e-01      -2.829826709503e-11      -5.041368639470e-15      -8.049072410374e-18      -2.955864603411e-11      -4.561560758493e-14 
       1.104391044557e-05      -4.624507289534e-04      -3.468945481570e-04      -3.468945627447e-04      -9.288514177409e-06      -4.624476628658e-04      -3.302917987950e-04       5.953581150660e-01       5.946406912728e-01      -2.882434030376e-11      -5.135139540529e-15      -8.198714983149e-18      -3.010814838443e-11      -4.646362202923e-14 
       1.109488682004e-05      -4.667290279595e-04      -3.501043228053e-04      -3.501043376642e-04      -9.374459870391e-06      -4.667259048656e-04      -3.333479494665e-04       5.953581105334e-01       5.946406881988e-01      -2.936020052219e-11      -5.230485193489e-15      -8.351141233216e-18      -3.066786662155e-11      -4.732738224061e-14 
       1.114609849077e-05      -4.710468965930e-04      -3.533437941968e-04      -3.533438093321e-04      -9.461200554986e-06      -4.710437154284e-04      -3.364323755351e-04       5.953581014015e-01       5.946406808486e-01      -2.990600359520e-11      -5.327818645809e-15      -8.506400421497e-18      -3.123798938142e-11      -4.820721515985e-14 
       1.119754654382e-05      -4.754047022823e-04      -3.566132382730e-04      -3.566132536897e-04      -9.548743857952e-06      -4.754014619706e-04      -3.395453397475e-04       5.953580893282e-01       5.946406704506e-01      -3.046195978540e-11      -5.426911728631e-15      -8.664545505510e-18      -3.181871021089e-11      -4.910340231116e-14 
       1.124923207030e-05      -4.798028217006e-04      -3.599129379176e-04      -3.599129536208e-04      -9.637097136894e-06      -4.797995211589e-04      -3.426871114345e-04       5.953580833988e-01       5.946406661198e-01      -3.102825850745e-11      -5.527763695833e-15      -8.825632003157e-18      -3.241022710652e-11      -5.001624379832e-14 
