# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.05469e-05 to 8.92137 h/Mpc,
# number of wavenumbers equal to 2527
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#w
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_fld                 13:t_ur                  14:t_tot              
       1.054685259621e-05      -1.599782809163e-05      -1.199842147938e-05      -1.199842191441e-05      -3.403493059980e-07      -1.599782001125e-05      -1.211357613869e-05       6.122881259202e-01       5.968102447608e-01      -1.534831397220e-13      -1.399517653066e-16      -5.280044927504e-20      -1.635849456795e-13      -6.019789322146e-15 
       1.059553465589e-05      -1.614585352704e-05      -1.210944149315e-05      -1.210944193626e-05      -3.434985168421e-07      -1.614584529644e-05      -1.222566164962e-05       6.122881238825e-01       5.968102437836e-01      -1.563365995656e-13      -1.425538017412e-16      -5.378208262801e-20      -1.666262112701e-13      -6.131705387391e-15 
       1.064444142175e-05      -1.629524871436e-05      -1.222148883825e-05      -1.222148928961e-05      -3.466768747222e-07      -1.629524033073e-05      -1.233878435126e-05       6.122881260183e-01       5.968102473117e-01      -1.592431000007e-13      -1.452066426978e-16      -5.478196597277e-20      -1.697240171627e-13      -6.245702266194e-15 
       1.069357393098e-05      -1.644602612297e-05      -1.233457286709e-05      -1.233457332683e-05      -3.498846337476e-07      -1.644601758348e-05      -1.245295368574e-05       6.122881238670e-01       5.968102462324e-01      -1.622036454247e-13      -1.479063240511e-16      -5.580043845611e-20      -1.728794163233e-13      -6.361818352887e-15 
       1.074293322557e-05      -1.659819864475e-05      -1.244870324887e-05      -1.244870371717e-05      -3.531220739897e-07      -1.659818994650e-05      -1.256817941507e-05       6.122881216793e-01       5.968102451243e-01      -1.652192313824e-13      -1.506561940873e-16      -5.683784576916e-20      -1.760934785914e-13      -6.480093193673e-15 
       1.079252035232e-05      -1.675177918578e-05      -1.256388966351e-05      -1.256389014051e-05      -3.563894696508e-07      -1.675177032582e-05      -1.268447131204e-05       6.122881193584e-01       5.968102438948e-01      -1.682908811124e-13      -1.534571857804e-16      -5.789453989660e-20      -1.793672945551e-13      -6.600566921209e-15 
       1.084233636284e-05      -1.690678077852e-05      -1.268014188569e-05      -1.268014237156e-05      -3.596870985028e-07      -1.690677175384e-05      -1.280183924515e-05       6.122881170674e-01       5.968102427005e-01      -1.714196369437e-13      -1.563102482483e-16      -5.897087945527e-20      -1.827019751417e-13      -6.723280416597e-15 
       1.089238231362e-05      -1.706321656289e-05      -1.279746977069e-05      -1.279747026560e-05      -3.630152394341e-07      -1.706320737043e-05      -1.292029316426e-05       6.122881145014e-01       5.968102412449e-01      -1.746065605125e-13      -1.592163459317e-16      -6.006722962308e-20      -1.860986518926e-13      -6.848275318412e-15 
       1.094265926601e-05      -1.722109981950e-05      -1.291588327934e-05      -1.291588378345e-05      -3.663741756339e-07      -1.722109045614e-05      -1.303984312577e-05       6.122881120220e-01       5.968102398790e-01      -1.778527332834e-13      -1.621764681118e-16      -6.118396248391e-20      -1.895584774283e-13      -6.975594043095e-15 
       1.099316828627e-05      -1.738044393660e-05      -1.303539245318e-05      -1.303539296665e-05      -3.697641916030e-07      -1.738043439917e-05      -1.316049926759e-05       6.122881090208e-01       5.968102382871e-01      -1.811592574736e-13      -1.651916251588e-16      -6.232145694785e-20      -1.930826155932e-13      -7.105279651791e-15 
       1.104391044557e-05      -1.754126242526e-05      -1.315600742587e-05      -1.315600794889e-05      -3.731855746472e-07      -1.754125271052e-05      -1.328227182064e-05       6.122881061692e-01       5.968102365748e-01      -1.845272537329e-13      -1.682628090960e-16      -6.348009899852e-20      -1.966722819156e-13      -7.237376421940e-15 
       1.109488682004e-05      -1.770356893821e-05      -1.327773843735e-05      -1.327773897009e-05      -3.766386157396e-07      -1.770355904285e-05      -1.340517112312e-05       6.122881038990e-01       5.968102351557e-01      -1.879578646717e-13      -1.713911035217e-16      -6.466028179921e-20      -2.003286963705e-13      -7.371929207904e-15 
       1.114609849077e-05      -1.786737723262e-05      -1.340059580587e-05      -1.340059634852e-05      -3.801236072021e-07      -1.786736715329e-05      -1.352920759228e-05       6.122881008845e-01       5.968102332950e-01      -1.914522560923e-13      -1.745775436955e-16      -6.586240582661e-20      -2.040530774959e-13      -7.508983356304e-15 
       1.119754654382e-05      -1.803270121897e-05      -1.352458996468e-05      -1.352459051742e-05      -3.836408449620e-07      -1.803269095225e-05      -1.365439176153e-05       6.122880981029e-01       5.968102316697e-01      -1.950116129579e-13      -1.778232391115e-16      -6.708687902821e-20      -2.078466998782e-13      -7.648585528123e-15 
       1.124923207030e-05      -1.819955491145e-05      -1.364973142483e-05      -1.364973198784e-05      -3.871906273197e-07      -1.819954445386e-05      -1.378073424274e-05       6.122880952103e-01       5.968102299484e-01      -1.986371429910e-13      -1.811292897395e-16      -6.833411685528e-20      -2.117108507222e-13      -7.790783091366e-15 
       1.130115616633e-05      -1.836795234885e-05      -1.377603071581e-05      -1.377603128929e-05      -3.907732466485e-07      -1.836794169684e-05      -1.390824566649e-05       6.122880881682e-01       5.968102241740e-01      -2.023300768610e-13      -1.844958174991e-16      -6.960454226336e-20      -2.156468411641e-13      -7.935624157026e-15 
       1.135331993310e-05      -1.853790804924e-05      -1.390349872657e-05      -1.390349931071e-05      -3.943890241563e-07      -1.853789719919e-05      -1.403693702619e-05       6.122880851838e-01       5.968102223794e-01      -2.060916669189e-13      -1.879259193227e-16      -7.089858692001e-20      -2.196560070577e-13      -8.083158151825e-15 
