# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=10
# for k=1.05469e-05 to 8.92137 h/Mpc,
# number of wavenumbers equal to 2527
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_fld                 13:t_ur                  14:t_tot              
       1.167139792907e-05      -1.888714375912e-04      -1.416629269387e-04      -1.416629281231e-04      -3.849830684587e-06      -1.888712527400e-04      -1.413489583830e-04       6.013537251870e-01       5.993760022683e-01      -7.977195623665e-12      -1.834668250075e-15      -2.286072087038e-18      -8.146738575359e-12      -3.479251280258e-14 
       1.172527065417e-05      -1.906189254206e-04      -1.429737166144e-04      -1.429737178208e-04      -3.885452685801e-06      -1.906187371332e-04      -1.426568425795e-04       6.013537171269e-01       5.993759958249e-01      -8.125500598287e-12      -1.868755627502e-15      -2.328573317108e-18      -8.298194044998e-12      -3.543933843624e-14 
       1.177939204446e-05      -1.923825803478e-04      -1.442966348443e-04      -1.442966360731e-04      -3.921404294486e-06      -1.923823885599e-04      -1.439768284394e-04       6.013537089280e-01       5.993759894231e-01      -8.276561239737e-12      -1.903497673795e-15      -2.371864705502e-18      -8.452465177834e-12      -3.609818876214e-14 
       1.183376324775e-05      -1.941625519081e-04      -1.456317938400e-04      -1.456317950916e-04      -3.957688557472e-06      -1.941623565543e-04      -1.453090279254e-04       6.013537005394e-01       5.993759828897e-01      -8.430429864809e-12      -1.938889401279e-15      -2.415960939870e-18      -8.609604317013e-12      -3.676928727021e-14 
       1.188838541710e-05      -1.959589910880e-04      -1.469793069031e-04      -1.469793081780e-04      -3.994308554565e-06      -1.959587921024e-04      -1.466535540877e-04       6.013536921741e-01       5.993759763614e-01      -8.587159302443e-12      -1.974936436946e-15      -2.460876983425e-18      -8.769664781880e-12      -3.745286232503e-14 
       1.194325971094e-05      -1.977720501981e-04      -1.483392883286e-04      -1.483392896272e-04      -4.031267392174e-06      -1.977718475132e-04      -1.480105209678e-04       6.013536837556e-01       5.993759698091e-01      -8.746802326090e-12      -2.011656692964e-15      -2.506628078940e-18      -8.932700901233e-12      -3.814914573239e-14 
       1.199838729300e-05      -1.996018829743e-04      -1.497118534821e-04      -1.497118548049e-04      -4.068568202965e-06      -1.996016765215e-04      -1.493800436754e-04       6.013536752727e-01       5.993759632483e-01      -8.909412966590e-12      -2.049064533869e-15      -2.553229746761e-18      -9.098767948155e-12      -3.885837359278e-14 
       1.205376933243e-05      -2.014486445738e-04      -1.510971187955e-04      -1.510971201429e-04      -4.106214154930e-06      -2.014484342825e-04      -1.507622383841e-04       6.013536666663e-01       5.993759566847e-01      -9.075045582599e-12      -2.087182955523e-15      -2.600697807171e-18      -9.267922295173e-12      -3.958078621859e-14 
       1.210940700373e-05      -2.033124915874e-04      -1.524952017786e-04      -1.524952031511e-04      -4.144208439297e-06      -2.033122773869e-04      -1.521572223430e-04       6.013536579314e-01       5.993759496350e-01      -9.243760848541e-12      -2.125952956035e-15      -2.649048364319e-18      -9.440221333472e-12      -4.031662858268e-14 
       1.216530148686e-05      -2.051935820431e-04      -1.539062210190e-04      -1.539062224169e-04      -4.182554274963e-06      -2.051933638607e-04      -1.535651138765e-04       6.013536490420e-01       5.993759426836e-01      -9.415610696851e-12      -2.165476345161e-15      -2.698297809481e-18      -9.615723356589e-12      -4.106615070300e-14 
       1.222145396719e-05      -2.070920755431e-04      -1.553302962871e-04      -1.553302977110e-04      -4.221254919934e-06      -2.070918533048e-04      -1.549860324895e-04       6.013536403225e-01       5.993759360688e-01      -9.590653856212e-12      -2.205760443547e-15      -2.748462875415e-18      -9.794488243719e-12      -4.182960745829e-14 
       1.227786563560e-05      -2.090081328449e-04      -1.567675482200e-04      -1.567675496704e-04      -4.260313672604e-06      -2.090079064745e-04      -1.564200985515e-04       6.013536311491e-01       5.993759289262e-01      -9.768951752932e-12      -2.246787353728e-15      -2.799560612084e-18      -9.976576647360e-12      -4.260725830860e-14 
       1.233453768844e-05      -2.109419166985e-04      -1.582180989515e-04      -1.582181004289e-04      -4.299733814433e-06      -2.109416861197e-04      -1.578674339251e-04       6.013536221445e-01       5.993759216198e-01      -9.950567717086e-12      -2.288512814299e-15      -2.851608287339e-18      -1.016205002047e-11      -4.339936437357e-14 
       1.239147132759e-05      -2.128935909764e-04      -1.596820714586e-04      -1.596820729634e-04      -4.339518703689e-06      -2.128933561115e-04      -1.593281613147e-04       6.013536132108e-01       5.993759146781e-01      -1.013555774471e-11      -2.331057632430e-15      -2.904623610502e-18      -1.035097146271e-11      -4.420619710199e-14 
       1.244866776048e-05      -2.148633210151e-04      -1.611595898168e-04      -1.611595913496e-04      -4.379671731720e-06      -2.148630817842e-04      -1.608024045204e-04       6.013536038733e-01       5.993759071914e-01      -1.032398794814e-11      -2.374376040222e-15      -2.958624614895e-18      -1.054340524635e-11      -4.502802974632e-14 
       1.250612820011e-05      -2.168512740368e-04      -1.626507795168e-04      -1.626507810781e-04      -4.420196280914e-06      -2.168510303579e-04      -1.622902887546e-04       6.013535946360e-01       5.993759000445e-01      -1.051591917950e-11      -2.418528366590e-15      -3.013629521032e-18      -1.073941632285e-11      -4.586513996178e-14 
