### The result of the verage over time 
### d tau = 0.238644
### number of kessence update = 10
### initial time = 11.9322
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
  11.9322	        0	        0	5.61159e-21
  12.1708	-1.0938e-11	-2.68988e-10	5.61159e-21
  12.4142	1.9866e-11	-2.3182e-10	6.89019e-10
  12.6625	7.22402e-11	-1.86422e-10	1.29592e-09
  12.9158	1.42638e-10	-1.28454e-10	1.82837e-09
  13.1741	2.2823e-10	-5.44575e-11	2.29529e-09
  13.4376	3.26756e-10	3.81815e-11	2.70467e-09
  13.7063	4.36433e-10	1.51388e-10	3.06369e-09
  13.9805	5.55873e-10	2.86533e-10	3.37879e-09
  14.2601	6.84022e-10	4.44546e-10	3.65575e-09
  14.5453	8.20102e-10	6.26009e-10	3.89974e-09
  14.8362	9.63565e-10	8.31236e-10	4.11539e-09
  15.1329	1.11405e-09	1.06034e-09	4.30685e-09
  15.4356	1.27136e-09	1.31327e-09	4.47786e-09
  15.7443	1.43541e-09	1.58989e-09	4.63173e-09
  16.0591	1.60624e-09	1.88998e-09	4.77145e-09
  16.3803	1.78396e-09	2.21329e-09	4.89969e-09
  16.7079	1.96876e-09	2.55956e-09	5.01885e-09
  17.0421	2.16089e-09	2.9285e-09	5.13107e-09
  17.3829	2.36062e-09	3.3199e-09	5.23826e-09
  17.7306	2.56829e-09	3.73352e-09	5.34217e-09
  18.0852	2.78425e-09	4.1692e-09	5.44433e-09
  18.4469	3.00889e-09	4.62683e-09	5.54615e-09
  18.8159	3.2426e-09	5.10633e-09	5.64888e-09
  19.1922	3.4858e-09	5.60771e-09	5.75367e-09
   19.576	3.73893e-09	6.13101e-09	5.86154e-09
  19.9675	4.00243e-09	6.67638e-09	5.97342e-09
  20.3669	4.27676e-09	7.24398e-09	6.09019e-09
  20.7742	4.56239e-09	7.83408e-09	6.21261e-09
  21.1897	4.8598e-09	8.44701e-09	6.34142e-09
  21.6135	5.16947e-09	9.08316e-09	6.47728e-09
  22.0458	5.49192e-09	9.74299e-09	6.62083e-09
  22.4867	5.82765e-09	1.0427e-08	6.77264e-09
  22.9364	6.17719e-09	1.11359e-08	6.93328e-09
  23.3951	6.54109e-09	1.18702e-08	7.10327e-09
  23.8631	6.91989e-09	1.26307e-08	7.28312e-09
  24.3403	7.31418e-09	1.34182e-08	7.47332e-09
  24.8271	7.72453e-09	1.42336e-08	7.67436e-09
  25.3237	8.15157e-09	1.50778e-08	7.8867e-09
  25.8301	8.59591e-09	1.59517e-08	8.11081e-09
  26.3467	9.0582e-09	1.68565e-08	8.34717e-09
  26.8737	9.53911e-09	1.77932e-08	8.59622e-09
  27.4111	1.00394e-08	1.8763e-08	8.85846e-09
  27.9594	1.05596e-08	1.97672e-08	9.13437e-09
  28.5186	1.11007e-08	2.0807e-08	9.42444e-09
  29.0889	1.16633e-08	2.18839e-08	9.72918e-09
  29.6707	1.22483e-08	2.29991e-08	1.00491e-08
  30.2641	1.28565e-08	2.41544e-08	1.03848e-08
  30.8694	1.34888e-08	2.53511e-08	1.07368e-08
  31.4868	1.4146e-08	2.65909e-08	1.11057e-08
  32.1165	1.48291e-08	2.78756e-08	1.1492e-08
  32.7589	1.55392e-08	2.92068e-08	1.18965e-08
   33.414	1.62771e-08	3.05865e-08	1.23197e-08
  34.0823	1.7044e-08	3.20165e-08	1.27625e-08
   34.764	1.78409e-08	3.34989e-08	1.32255e-08
  35.4592	1.86691e-08	3.50358e-08	1.37095e-08
  36.1684	1.95296e-08	3.66295e-08	1.42153e-08
  36.8918	2.04238e-08	3.82821e-08	1.47436e-08
  37.6296	2.13529e-08	3.99962e-08	1.52955e-08
  38.3796	2.23151e-08	4.17681e-08	1.58717e-08
  39.1296	2.3295e-08	4.35701e-08	1.64704e-08
  39.8796	2.42923e-08	4.54024e-08	1.70777e-08
  40.6296	2.53069e-08	4.72652e-08	1.76942e-08
  41.3796	2.63386e-08	4.91587e-08	1.83202e-08
  42.1296	2.73873e-08	5.1083e-08	1.8956e-08
  42.8796	2.84531e-08	5.30382e-08	1.9602e-08
  43.6296	2.95358e-08	5.50246e-08	2.02585e-08
  44.3796	3.06356e-08	5.70424e-08	2.09258e-08
  45.1296	3.17523e-08	5.90917e-08	2.16041e-08
  45.8796	3.2886e-08	6.11726e-08	2.22938e-08
  46.6296	3.40367e-08	6.32854e-08	2.29953e-08
  47.3796	3.52046e-08	6.54303e-08	2.37087e-08
  48.1296	3.63896e-08	6.76073e-08	2.44344e-08
  48.8796	3.75918e-08	6.98167e-08	2.51727e-08
  49.6296	3.88113e-08	7.20586e-08	2.5924e-08
  50.3796	4.00482e-08	7.43331e-08	2.66886e-08
  51.1296	4.13025e-08	7.66405e-08	2.74668e-08
  51.8796	4.25744e-08	7.89808e-08	2.8259e-08
  52.6296	4.38639e-08	8.13543e-08	2.90657e-08
  53.3796	4.51712e-08	8.3761e-08	2.98871e-08
  54.1296	4.64965e-08	8.62011e-08	3.07239e-08
  54.8796	4.78397e-08	8.86748e-08	3.15766e-08
  55.6296	4.92012e-08	9.11822e-08	3.24458e-08
  56.3796	5.05809e-08	9.37235e-08	3.33321e-08
  57.1296	5.19792e-08	9.62988e-08	3.42359e-08
  57.8796	5.3396e-08	9.89083e-08	3.5158e-08
  58.6296	5.48317e-08	1.01552e-07	3.60988e-08
  59.3796	5.62864e-08	1.0423e-07	3.70588e-08
  60.1296	5.77603e-08	1.06943e-07	3.80389e-08
  60.8796	5.92535e-08	1.09691e-07	3.90394e-08
  61.6296	6.07662e-08	1.12473e-07	4.00606e-08
  62.3796	6.22986e-08	1.1529e-07	4.1103e-08
  63.1296	6.38509e-08	1.18142e-07	4.21666e-08
  63.8796	6.54232e-08	1.2103e-07	4.32519e-08
  64.6296	6.70157e-08	1.23952e-07	4.43596e-08
  65.3796	6.86286e-08	1.2691e-07	4.54899e-08
  66.1296	7.02621e-08	1.29903e-07	4.66436e-08
  66.8796	7.19163e-08	1.32932e-07	4.78212e-08
  67.6296	7.35914e-08	1.35995e-07	4.90235e-08
  68.3796	7.52876e-08	1.39094e-07	5.02509e-08
  69.1296	7.70051e-08	1.42228e-07	5.15032e-08
  69.8796	7.87441e-08	1.45397e-07	5.27825e-08
  70.6296	8.05047e-08	1.48602e-07	5.40873e-08
  71.3796	8.2287e-08	1.51841e-07	5.54167e-08
  72.1296	8.40911e-08	1.55115e-07	5.67697e-08
  72.8796	8.5917e-08	1.58424e-07	5.81459e-08
  73.6296	8.77648e-08	1.61767e-07	5.95444e-08
  74.3796	8.96346e-08	1.65145e-07	6.09662e-08
  75.1296	9.15264e-08	1.68556e-07	6.24108e-08
  75.8796	9.34403e-08	1.72001e-07	6.38791e-08
  76.6296	9.53762e-08	1.7548e-07	6.53703e-08
  77.3796	9.73342e-08	1.78991e-07	6.68851e-08
  78.1296	9.93143e-08	1.82535e-07	6.84237e-08
  78.8796	1.01317e-07	1.86112e-07	6.9987e-08
  79.6296	1.03341e-07	1.8972e-07	7.15755e-08
  80.3796	1.05388e-07	1.9336e-07	7.31906e-08
  81.1296	1.07457e-07	1.97031e-07	7.48328e-08
  81.8796	1.09549e-07	2.00733e-07	7.65034e-08
  82.6296	1.11663e-07	2.04465e-07	7.82022e-08
  83.3796	1.13799e-07	2.08227e-07	7.99291e-08
  84.1296	1.15958e-07	2.12018e-07	8.16853e-08
  84.8796	1.1814e-07	2.15839e-07	8.34707e-08
  85.6296	1.20344e-07	2.19688e-07	8.52869e-08
  86.3796	1.22571e-07	2.23564e-07	8.71319e-08
  87.1296	1.24821e-07	2.27469e-07	8.90028e-08
  87.8796	1.27093e-07	2.314e-07	9.08989e-08
  88.6296	1.29387e-07	2.35357e-07	9.28174e-08
  89.3796	1.31703e-07	2.3934e-07	9.47559e-08
  90.1296	1.34042e-07	2.43348e-07	9.67146e-08
  90.8796	1.36402e-07	2.4738e-07	9.86937e-08
  91.6296	1.38784e-07	2.51435e-07	1.00692e-07
  92.3796	1.41188e-07	2.55513e-07	1.02707e-07
  93.1296	1.43612e-07	2.59613e-07	1.04737e-07
  93.8796	1.46057e-07	2.63733e-07	1.06779e-07
  94.6296	1.48523e-07	2.67873e-07	1.08831e-07
  95.3796	1.51008e-07	2.72032e-07	1.10894e-07
  96.1296	1.53514e-07	2.7621e-07	1.12968e-07
  96.8796	1.56039e-07	2.80404e-07	1.15053e-07
  97.6296	1.58583e-07	2.84614e-07	1.1715e-07
  98.3796	1.61146e-07	2.8884e-07	1.19258e-07
  99.1296	1.63727e-07	2.93079e-07	1.21377e-07
  99.8796	1.66327e-07	2.97332e-07	1.23507e-07
   100.63	1.68944e-07	3.01597e-07	1.25644e-07
   101.38	1.71579e-07	3.05874e-07	1.27789e-07
   102.13	1.74231e-07	3.1016e-07	1.2994e-07
   102.88	1.76899e-07	3.14457e-07	1.32095e-07
   103.63	1.79584e-07	3.18761e-07	1.34255e-07
   104.38	1.82284e-07	3.23073e-07	1.36421e-07
   105.13	 1.85e-07	3.27392e-07	1.38593e-07
