### The result of the verage over time 
### d tau = 0.15036
### number of kessence update = 10
### initial time = 6.42703
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
  6.42703	        0	        0	        0
  6.57739	-1.52295e-11	-3.7522e-10	        0
  6.73084	-1.52186e-11	-3.289e-10	2.17846e-10
  6.88745	-6.07247e-12	-2.80551e-10	4.17503e-10
  7.04726	1.15231e-11	-2.26993e-10	6.05844e-10
  7.21036	3.69798e-11	-1.65605e-10	7.84243e-10
   7.3768	6.98803e-11	-9.42184e-11	9.53954e-10
  7.54664	1.09949e-10	-1.10527e-11	1.11612e-09
  7.71996	1.57027e-10	8.5345e-11	1.27181e-09
  7.89681	2.11048e-10	1.96151e-10	1.42196e-09
  8.07728	2.72026e-10	3.22312e-10	1.56749e-09
  8.26143	3.40034e-10	4.64581e-10	1.7092e-09
  8.44933	4.15195e-10	6.23553e-10	1.84785e-09
  8.64106	4.97672e-10	7.99693e-10	1.98414e-09
  8.83669	5.87656e-10	9.93366e-10	2.11872e-09
  9.03631	6.85365e-10	1.20485e-09	2.25219e-09
  9.23998	7.91031e-10	1.43437e-09	2.38512e-09
  9.44778	9.04903e-10	1.68208e-09	2.51804e-09
  9.65981	1.02724e-09	1.94814e-09	2.65145e-09
  9.87614	1.1583e-09	2.23265e-09	2.7858e-09
  10.0969	1.29836e-09	2.53573e-09	2.92156e-09
   10.322	1.4477e-09	2.85748e-09	3.05914e-09
  10.5518	1.60659e-09	3.19801e-09	3.19894e-09
  10.7862	1.77532e-09	3.55744e-09	3.34136e-09
  11.0253	1.95416e-09	3.93592e-09	3.48678e-09
  11.2693	2.14342e-09	4.33362e-09	3.63555e-09
  11.5182	2.34338e-09	4.75072e-09	3.78803e-09
  11.7722	2.55433e-09	5.18744e-09	3.94458e-09
  12.0313	2.77659e-09	5.64404e-09	4.10553e-09
  12.2956	3.01046e-09	6.12081e-09	4.27122e-09
  12.5652	3.25625e-09	6.61807e-09	4.442e-09
  12.8403	3.51429e-09	7.13619e-09	4.6182e-09
   13.121	3.78491e-09	7.67557e-09	4.80015e-09
  13.4073	4.06846e-09	8.23667e-09	4.9882e-09
  13.6993	4.36528e-09	8.81998e-09	5.18269e-09
  13.9973	4.67576e-09	9.42604e-09	5.38396e-09
  14.3012	5.00027e-09	1.00554e-08	5.59238e-09
  14.6113	5.3392e-09	1.07088e-08	5.80829e-09
  14.9276	5.69298e-09	1.13867e-08	6.03207e-09
  15.2503	6.06204e-09	1.20901e-08	6.26409e-09
  15.5795	6.44683e-09	1.28196e-08	6.50475e-09
  15.9153	6.84783e-09	1.35761e-08	6.75443e-09
  16.2578	7.26552e-09	1.43604e-08	7.01355e-09
  16.6072	7.70044e-09	1.51736e-08	7.28252e-09
  16.9637	8.15312e-09	1.60165e-08	7.5618e-09
  17.3273	8.62414e-09	1.68903e-08	7.85182e-09
  17.6982	9.11409e-09	1.7796e-08	8.15304e-09
  18.0765	9.6236e-09	1.87348e-08	8.46597e-09
  18.4625	1.01533e-08	1.9708e-08	8.79107e-09
  18.8561	1.0704e-08	2.07168e-08	9.12886e-09
  19.2577	1.12762e-08	2.17625e-08	9.47987e-09
  19.6673	1.18709e-08	2.28466e-08	9.84464e-09
  20.0851	1.24887e-08	2.39705e-08	1.02237e-08
  20.5113	1.31306e-08	2.51358e-08	1.06178e-08
   20.946	1.37973e-08	2.63439e-08	1.10273e-08
  21.3894	1.44899e-08	2.75966e-08	1.1453e-08
  21.8417	1.52092e-08	2.88955e-08	1.18955e-08
   22.303	1.59562e-08	3.02424e-08	1.23555e-08
  22.7735	1.6732e-08	3.16391e-08	1.28336e-08
  23.2534	1.75376e-08	3.30874e-08	1.33307e-08
  23.7428	1.83743e-08	3.45893e-08	1.38475e-08
   24.242	1.92432e-08	3.61468e-08	1.43847e-08
  24.7512	2.01455e-08	3.77619e-08	1.49432e-08
  25.2704	2.10825e-08	3.94366e-08	1.55238e-08
