### The result of the verage over time 
### d tau = 0.421009
### number of kessence update = 10
### initial time = 17.9957
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
  17.9957	        0	        0	 (32 , 32 , 32) 
  18.4167	5.72752e-07	-1.80624e-09	 (32 , 32 , 32) 
  18.8464	1.13612e-06	-1.5984e-09	 (32 , 32 , 32) 
  19.2848	1.68865e-06	-1.40461e-09	 (32 , 32 , 32) 
  19.7323	2.2316e-06	-1.21894e-09	 (32 , 32 , 32) 
   20.189	2.76557e-06	-1.03633e-09	 (32 , 32 , 32) 
   20.655	3.29117e-06	-8.52461e-10	 (32 , 32 , 32) 
  21.1306	3.80898e-06	-6.63694e-10	 (32 , 32 , 32) 
  21.6159	4.31957e-06	-4.66931e-10	 (32 , 32 , 32) 
  22.1111	4.8235e-06	-2.5956e-10	 (32 , 32 , 32) 
  22.6164	5.32129e-06	-3.93738e-11	 (32 , 32 , 32) 
   23.132	5.81348e-06	1.95486e-10	 (32 , 32 , 32) 
  23.6581	6.30059e-06	4.46588e-10	 (32 , 32 , 32) 
   24.195	6.7831e-06	7.15256e-10	 (32 , 32 , 32) 
  24.7427	7.2615e-06	1.00261e-09	 (32 , 32 , 32) 
  25.3017	7.73627e-06	1.3096e-09	 (32 , 32 , 32) 
  25.8719	8.20788e-06	1.63705e-09	 (32 , 32 , 32) 
  26.4538	8.67678e-06	1.98566e-09	 (32 , 32 , 32) 
  27.0475	9.14342e-06	2.35605e-09	 (32 , 32 , 32) 
  27.6532	9.60822e-06	2.74878e-09	 (32 , 32 , 32) 
  28.2712	1.00716e-05	3.16436e-09	 (32 , 32 , 32) 
  28.9017	1.0534e-05	3.60326e-09	 (32 , 32 , 32) 
   29.545	1.09959e-05	4.06594e-09	 (32 , 32 , 32) 
  30.2014	1.14576e-05	4.55286e-09	 (32 , 32 , 32) 
   30.871	1.19195e-05	5.06446e-09	 (32 , 32 , 32) 
  31.5541	1.2382e-05	5.60121e-09	 (32 , 32 , 32) 
  32.2511	1.28456e-05	6.16359e-09	 (32 , 32 , 32) 
  32.9622	1.33105e-05	6.75211e-09	 (32 , 32 , 32) 
  33.6876	1.37772e-05	7.3673e-09	 (32 , 32 , 32) 
  34.4277	1.42462e-05	8.00975e-09	 (32 , 32 , 32) 
  35.1777	1.47147e-05	8.67563e-09	 (32 , 32 , 32) 
  35.9277	1.51772e-05	9.35607e-09	 (32 , 32 , 32) 
  36.6777	1.5634e-05	1.00507e-08	 (32 , 32 , 32) 
  37.4277	1.60859e-05	1.07594e-08	 (32 , 32 , 32) 
  38.1777	1.65334e-05	1.14821e-08	 (32 , 32 , 32) 
  38.9277	1.69783e-05	1.22189e-08	 (32 , 32 , 32) 
  39.6777	1.74219e-05	1.297e-08	 (32 , 32 , 32) 
  40.4277	1.78671e-05	1.37352e-08	 (32 , 32 , 32) 
  41.1777	1.83145e-05	1.45146e-08	 (32 , 32 , 32) 
  41.9277	1.87625e-05	1.5308e-08	 (32 , 32 , 32) 
  42.6777	1.9212e-05	1.6115e-08	 (32 , 32 , 32) 
