### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
 0.642703	        0	        0	-3.11285e-20
 0.657739	-7.52102e-10	-1.84475e-08	-3.11285e-20
 0.673084	-1.32054e-09	-1.53737e-08	5.93511e-10
 0.688745	-1.69464e-09	-1.1008e-08	1.10011e-09
 0.704726	-1.82292e-09	-4.72762e-09	1.56786e-09
 0.721036	-1.63631e-09	3.96356e-09	2.00256e-09
  0.73768	-1.05272e-09	1.54643e-08	2.40793e-09
 0.754664	1.88749e-11	3.00924e-08	2.78723e-09
 0.771996	1.67506e-09	4.8097e-08	3.14343e-09
 0.789681	4.01526e-09	6.96707e-08	3.47917e-09
 0.807728	7.13962e-09	9.4958e-08	3.79688e-09
 0.826143	1.11473e-08	1.24065e-07	4.09877e-09
 0.844933	1.6135e-08	1.57065e-07	4.38685e-09
 0.864106	2.21966e-08	1.94007e-07	4.66296e-09
 0.883669	2.94215e-08	2.34917e-07	4.92877e-09
 0.903631	3.78952e-08	2.79809e-07	5.18582e-09
 0.923998	4.76983e-08	3.28683e-07	5.43552e-09
 0.944778	5.89065e-08	3.81529e-07	5.67918e-09
 0.965981	7.1591e-08	4.38335e-07	5.91798e-09
 0.987614	8.58184e-08	4.99084e-07	6.15303e-09
  1.00969	1.0165e-07	5.63757e-07	6.38536e-09
   1.0322	1.19145e-07	6.32338e-07	6.61592e-09
  1.05518	1.38356e-07	7.04812e-07	6.84558e-09
  1.07862	1.59334e-07	7.81168e-07	7.07518e-09
  1.10253	1.82126e-07	8.61398e-07	7.3055e-09
  1.12693	2.06777e-07	9.45501e-07	7.53726e-09
  1.15182	2.33328e-07	1.03348e-06	7.77115e-09
  1.17722	2.61818e-07	1.12535e-06	8.00783e-09
  1.20313	2.92287e-07	1.22113e-06	8.24793e-09
  1.22956	3.24772e-07	1.32085e-06	8.49204e-09
  1.25652	3.59307e-07	1.42453e-06	8.74073e-09
  1.28403	3.9593e-07	1.53222e-06	8.99457e-09
   1.3121	4.34674e-07	1.64397e-06	9.25408e-09
  1.34073	4.75576e-07	1.75985e-06	9.5198e-09
  1.36993	5.1867e-07	1.87991e-06	9.79224e-09
  1.39973	5.63995e-07	2.00423e-06	1.00719e-08
  1.43012	6.11587e-07	2.13291e-06	1.03593e-08
  1.46113	6.61486e-07	2.26602e-06	1.06549e-08
  1.49276	7.13731e-07	2.40369e-06	1.09592e-08
  1.52503	7.68366e-07	2.546e-06	1.12728e-08
  1.55795	8.25436e-07	2.69309e-06	1.1596e-08
  1.59153	8.84985e-07	2.84509e-06	1.19294e-08
  1.62578	9.47066e-07	3.00212e-06	1.22735e-08
  1.66072	1.01173e-06	3.16434e-06	1.26289e-08
  1.69637	1.07903e-06	3.3319e-06	1.2996e-08
  1.73273	1.14902e-06	3.50496e-06	1.33753e-08
  1.76982	1.22177e-06	3.68369e-06	1.37674e-08
  1.80765	1.29734e-06	3.86827e-06	1.41728e-08
  1.84625	1.3758e-06	4.05889e-06	1.45921e-08
  1.88561	1.45722e-06	4.25573e-06	1.50258e-08
  1.92577	1.54168e-06	4.45901e-06	1.54746e-08
  1.96673	1.62925e-06	4.66894e-06	1.59391e-08
  2.00851	1.72002e-06	4.88572e-06	1.64197e-08
  2.05113	1.81408e-06	5.1096e-06	1.69172e-08
   2.0946	1.91151e-06	5.34079e-06	1.74323e-08
  2.13894	2.01242e-06	5.57954e-06	1.79655e-08
  2.18417	2.11691e-06	5.82609e-06	1.85176e-08
   2.2303	2.22508e-06	6.08071e-06	1.90893e-08
  2.27735	2.33704e-06	6.34364e-06	1.96813e-08
  2.32534	2.4529e-06	6.61516e-06	2.02943e-08
  2.37428	2.57279e-06	6.89554e-06	2.0929e-08
   2.4242	2.69683e-06	7.18507e-06	2.15864e-08
  2.47512	2.82516e-06	7.48402e-06	2.2267e-08
  2.52704	2.95791e-06	7.79271e-06	2.29719e-08
  2.57999	3.09521e-06	8.11142e-06	2.37018e-08
  2.63399	3.23723e-06	8.44049e-06	2.44575e-08
  2.68906	3.38412e-06	8.78023e-06	2.524e-08
  2.74522	3.53604e-06	9.13099e-06	2.60501e-08
  2.80248	3.69316e-06	9.49314e-06	2.68887e-08
  2.86087	3.85567e-06	9.86707e-06	2.77567e-08
   2.9204	4.02377e-06	1.02532e-05	2.8655e-08
   2.9811	4.19764e-06	1.0652e-05	2.95845e-08
  3.04298	4.37753e-06	1.1064e-05	3.05462e-08
  3.10606	4.56366e-06	1.14898e-05	3.15408e-08
  3.17036	4.75631e-06	1.19301e-05	3.25694e-08
  3.23589	4.95576e-06	1.23858e-05	3.36327e-08
  3.30269	5.16233e-06	1.28579e-05	3.47316e-08
  3.37075	5.37641e-06	1.33478e-05	3.58668e-08
   3.4401	5.59841e-06	1.38572e-05	3.7039e-08
  3.51076	5.82883e-06	1.43881e-05	3.82489e-08
  3.58272	6.06828e-06	1.49435e-05	3.9497e-08
  3.65602	6.31747e-06	1.55272e-05	4.07837e-08
  3.73065	6.57728e-06	1.6144e-05	4.21092e-08
  3.80663	6.84883e-06	1.68008e-05	4.34737e-08
  3.88396	7.1335e-06	1.75068e-05	4.48771e-08
  3.96265	7.43311e-06	1.82748e-05	4.6319e-08
  4.04269	7.75003e-06	1.91233e-05	4.77988e-08
  4.12408	8.08748e-06	2.00796e-05	4.93155e-08
  4.20681	8.44994e-06	2.1186e-05	5.08679e-08
  4.29088	8.8439e-06	2.25119e-05	5.24541e-08
  4.37626	9.27934e-06	2.4179e-05	5.40721e-08
  4.46293	9.77277e-06	2.64272e-05	5.57189e-08
  4.55086	1.03551e-05	2.98162e-05	5.73914e-08
  4.64001	1.10965e-05	3.60044e-05	5.90854e-08
  4.73035	1.22203e-05	5.25435e-05	6.07963e-08
  4.82181	1.53945e-05	0.000185969	6.25185e-08
  4.91434	2.46118e+15	6.23157e+17	6.42456e-08
  5.00787	      nan	      nan	6.59705e-08
  5.10231	      nan	      nan	6.7685e-08
  5.19758	      nan	      nan	6.93802e-08
  5.29358	      nan	      nan	7.10461e-08
  5.39019	      nan	      nan	7.2672e-08
   5.4873	      nan	      nan	7.42463e-08
  5.58476	      nan	      nan	7.57569e-08
  5.68245	      nan	      nan	7.71911e-08
   5.7802	      nan	      nan	7.85359e-08
  5.87787	      nan	      nan	7.97782e-08
  5.97529	      nan	      nan	8.09051e-08
   6.0723	      nan	      nan	8.19044e-08
