### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
 0.642703	        0	        0	 (32 , 32 , 32) 
 0.657739	1.91521e-07	-9.89681e-08	 (32 , 32 , 32) 
 0.673084	3.86218e-07	-8.58469e-08	 (32 , 32 , 32) 
 0.688745	5.74011e-07	-7.0731e-08	 (32 , 32 , 32) 
 0.704726	7.5776e-07	-5.21997e-08	 (32 , 32 , 32) 
 0.721036	9.37975e-07	-2.90617e-08	 (32 , 32 , 32) 
  0.73768	1.11504e-06	-3.22484e-10	 (32 , 32 , 32) 
 0.754664	1.28934e-06	3.48463e-08	 (32 , 32 , 32) 
 0.771996	1.46124e-06	7.71323e-08	 (32 , 32 , 32) 
 0.789681	1.63111e-06	1.27105e-07	 (32 , 32 , 32) 
 0.807728	1.79933e-06	1.85234e-07	 (32 , 32 , 32) 
 0.826143	1.96626e-06	2.51911e-07	 (32 , 32 , 32) 
 0.844933	2.13228e-06	3.27457e-07	 (32 , 32 , 32) 
 0.864106	2.29776e-06	4.12145e-07	 (32 , 32 , 32) 
 0.883669	2.46307e-06	5.06203e-07	 (32 , 32 , 32) 
 0.903631	2.6286e-06	6.0983e-07	 (32 , 32 , 32) 
 0.923998	2.7947e-06	7.23202e-07	 (32 , 32 , 32) 
 0.944778	2.96177e-06	8.46482e-07	 (32 , 32 , 32) 
 0.965981	3.13018e-06	9.79825e-07	 (32 , 32 , 32) 
 0.987614	3.30031e-06	1.12338e-06	 (32 , 32 , 32) 
  1.00969	3.47256e-06	1.27732e-06	 (32 , 32 , 32) 
   1.0322	3.64732e-06	1.4418e-06	 (32 , 32 , 32) 
  1.05518	3.82499e-06	1.61701e-06	 (32 , 32 , 32) 
  1.07862	4.00599e-06	1.80314e-06	 (32 , 32 , 32) 
  1.10253	4.19074e-06	2.00041e-06	 (32 , 32 , 32) 
  1.12693	4.37968e-06	2.20908e-06	 (32 , 32 , 32) 
  1.15182	4.57323e-06	2.42941e-06	 (32 , 32 , 32) 
  1.17722	4.77188e-06	2.66171e-06	 (32 , 32 , 32) 
  1.20313	4.97609e-06	2.90632e-06	 (32 , 32 , 32) 
  1.22956	5.18636e-06	3.1636e-06	 (32 , 32 , 32) 
  1.25652	5.40321e-06	3.43397e-06	 (32 , 32 , 32) 
  1.28403	5.62718e-06	3.71788e-06	 (32 , 32 , 32) 
   1.3121	5.85882e-06	4.01584e-06	 (32 , 32 , 32) 
  1.34073	6.09874e-06	4.32837e-06	 (32 , 32 , 32) 
  1.36993	6.34755e-06	4.65608e-06	 (32 , 32 , 32) 
  1.39973	6.60591e-06	4.99962e-06	 (32 , 32 , 32) 
  1.43012	6.87452e-06	5.35967e-06	 (32 , 32 , 32) 
  1.46113	7.1541e-06	5.737e-06	 (32 , 32 , 32) 
  1.49276	7.44543e-06	6.13242e-06	 (32 , 32 , 32) 
  1.52503	7.74933e-06	6.54683e-06	 (32 , 32 , 32) 
  1.55795	8.06668e-06	6.98115e-06	 (32 , 32 , 32) 
  1.59153	8.39841e-06	7.43641e-06	 (32 , 32 , 32) 
  1.62578	8.7455e-06	7.91369e-06	 (32 , 32 , 32) 
  1.66072	9.10902e-06	8.41416e-06	 (32 , 32 , 32) 
  1.69637	9.49009e-06	8.93903e-06	 (32 , 32 , 32) 
  1.73273	9.88992e-06	9.48961e-06	 (32 , 32 , 32) 
  1.76982	1.03098e-05	1.00673e-05	 (32 , 32 , 32) 
  1.80765	1.07511e-05	1.06735e-05	 (32 , 32 , 32) 
  1.84625	1.12153e-05	1.13097e-05	 (32 , 32 , 32) 
  1.88561	1.17039e-05	1.19776e-05	 (32 , 32 , 32) 
  1.92577	1.22187e-05	1.26787e-05	 (32 , 32 , 32) 
  1.96673	1.27614e-05	1.34147e-05	 (32 , 32 , 32) 
  2.00851	1.33339e-05	1.41872e-05	 (32 , 32 , 32) 
  2.05113	1.39383e-05	1.49979e-05	 (32 , 32 , 32) 
   2.0946	1.45767e-05	1.58483e-05	 (32 , 32 , 32) 
  2.13894	1.52515e-05	1.67401e-05	 (32 , 32 , 32) 
  2.18417	1.5965e-05	1.76745e-05	 (32 , 32 , 32) 
   2.2303	1.67198e-05	1.86528e-05	 (32 , 32 , 32) 
  2.27735	1.75185e-05	1.96757e-05	 (32 , 32 , 32) 
  2.32534	1.83639e-05	2.07438e-05	 (32 , 32 , 32) 
  2.37428	1.92588e-05	2.1857e-05	 (32 , 32 , 32) 
   2.4242	2.02063e-05	2.30148e-05	 (32 , 32 , 32) 
  2.47512	2.12092e-05	2.42157e-05	 (32 , 32 , 32) 
  2.52704	2.22704e-05	2.54574e-05	 (32 , 32 , 32) 
  2.57999	2.33929e-05	2.67364e-05	 (32 , 32 , 32) 
  2.63399	2.45794e-05	2.80478e-05	 (32 , 32 , 32) 
