# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   5.623646e-01   9.900990e-03   5.696668e+00   0.000000e+00   3.120460e-01
      1   5.755211e-01   1.030088e-02   5.581878e+00   5.603081e-10   3.120460e-01
      2   5.889481e-01   1.071692e-02   5.469515e+00   1.079066e-09   3.120460e-01
      3   6.026510e-01   1.114977e-02   5.359523e+00   1.561805e-09   3.120460e-01
      4   6.166351e-01   1.160010e-02   5.251844e+00   2.012642e-09   3.120460e-01
      5   6.309059e-01   1.206863e-02   5.146426e+00   2.435292e-09   3.120460e-01
      6   6.454691e-01   1.255609e-02   5.043215e+00   2.833118e-09   3.120460e-01
      7   6.603302e-01   1.306324e-02   4.942160e+00   3.209176e-09   3.120460e-01
      8   6.754953e-01   1.359088e-02   4.843211e+00   3.566249e-09   3.120460e-01
      9   6.909702e-01   1.413984e-02   4.746320e+00   3.906873e-09   3.120460e-01
     10   7.067609e-01   1.471097e-02   4.651440e+00   4.233366e-09   3.120460e-01
     11   7.228738e-01   1.530518e-02   4.558526e+00   4.547852e-09   3.120460e-01
     12   7.393151e-01   1.592340e-02   4.467532e+00   4.852278e-09   3.120460e-01
     13   7.560913e-01   1.656659e-02   4.378415e+00   5.148435e-09   3.120460e-01
     14   7.732089e-01   1.723576e-02   4.291134e+00   5.437974e-09   3.120459e-01
     15   7.906748e-01   1.793197e-02   4.205648e+00   5.722421e-09   3.120459e-01
     16   8.084956e-01   1.865631e-02   4.121916e+00   6.003189e-09   3.120459e-01
     17   8.266784e-01   1.940991e-02   4.039901e+00   6.281594e-09   3.120459e-01
     18   8.452304e-01   2.019396e-02   3.959563e+00   6.558861e-09   3.120459e-01
     19   8.641588e-01   2.100968e-02   3.880868e+00   6.836140e-09   3.120459e-01
     20   8.834710e-01   2.185835e-02   3.803777e+00   7.114510e-09   3.120459e-01
     21   9.031746e-01   2.274132e-02   3.728258e+00   7.394989e-09   3.120459e-01
     22   9.232773e-01   2.365995e-02   3.654275e+00   7.678543e-09   3.120459e-01
     23   9.437870e-01   2.461570e-02   3.581796e+00   7.966091e-09   3.120459e-01
     24   9.646203e-01   2.560568e-02   3.511092e+00   8.256754e-09   3.120459e-01
     25   9.854537e-01   2.661495e-02   3.443156e+00   8.545041e-09   3.120459e-01
     26   1.006287e+00   2.764352e-02   3.377828e+00   8.831812e-09   3.120459e-01
     27   1.027120e+00   2.869139e-02   3.314958e+00   9.117800e-09   3.120459e-01
     28   1.047954e+00   2.975855e-02   3.254411e+00   9.403629e-09   3.120459e-01
     29   1.068787e+00   3.084502e-02   3.196058e+00   9.689837e-09   3.120458e-01
     30   1.089620e+00   3.195079e-02   3.139781e+00   9.976886e-09   3.120458e-01
     31   1.110454e+00   3.307587e-02   3.085472e+00   1.026518e-08   3.120458e-01
     32   1.131287e+00   3.422024e-02   3.033027e+00   1.055505e-08   3.120458e-01
     33   1.152120e+00   3.538393e-02   2.982353e+00   1.084681e-08   3.120458e-01
     34   1.172954e+00   3.656692e-02   2.933360e+00   1.114071e-08   3.120458e-01
     35   1.193787e+00   3.776922e-02   2.885965e+00   1.143699e-08   3.120458e-01
     36   1.214620e+00   3.899084e-02   2.840093e+00   1.173584e-08   3.120458e-01
     37   1.235454e+00   4.023176e-02   2.795669e+00   1.203743e-08   3.120458e-01
     38   1.256287e+00   4.149200e-02   2.752627e+00   1.234191e-08   3.120458e-01
     39   1.277120e+00   4.277156e-02   2.710902e+00   1.264943e-08   3.120458e-01
     40   1.297954e+00   4.407044e-02   2.670436e+00   1.296010e-08   3.120458e-01
     41   1.318787e+00   4.538865e-02   2.631171e+00   1.327402e-08   3.120457e-01
     42   1.339620e+00   4.672618e-02   2.593055e+00   1.359129e-08   3.120457e-01
     43   1.360454e+00   4.808304e-02   2.556039e+00   1.391199e-08   3.120457e-01
