### The result of the verage over time 
### d tau = 0.241233
### number of kessence update = 10
### initial time = 10.9925
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
  10.9925	        0	        0	 (32 , 32 , 32) 
  11.2337	9.99999e-07	-1.80472e-09	 (32 , 32 , 32) 
  11.4798	2.02455e-06	-1.58544e-09	 (32 , 32 , 32) 
  11.7309	2.99409e-06	-1.36104e-09	 (32 , 32 , 32) 
   11.987	3.93147e-06	-1.1194e-09	 (32 , 32 , 32) 
  12.2483	4.84006e-06	-8.50679e-10	 (32 , 32 , 32) 
  12.5149	5.72218e-06	-5.47202e-10	 (32 , 32 , 32) 
  12.7868	 6.58e-06	-2.03072e-10	 (32 , 32 , 32) 
  13.0642	7.41553e-06	1.86169e-10	 (32 , 32 , 32) 
  13.3472	8.23069e-06	6.23819e-10	 (32 , 32 , 32) 
  13.6359	9.02727e-06	1.11225e-09	 (32 , 32 , 32) 
  13.9304	9.80696e-06	1.65309e-09	 (32 , 32 , 32) 
  14.2309	1.05714e-05	2.24742e-09	 (32 , 32 , 32) 
  14.5374	1.1322e-05	2.89588e-09	 (32 , 32 , 32) 
    14.85	1.20602e-05	3.5988e-09	 (32 , 32 , 32) 
  15.1689	1.27874e-05	4.35627e-09	 (32 , 32 , 32) 
  15.4943	1.35049e-05	5.16827e-09	 (32 , 32 , 32) 
  15.8262	1.42138e-05	6.03465e-09	 (32 , 32 , 32) 
  16.1647	1.49154e-05	6.95526e-09	 (32 , 32 , 32) 
  16.5101	1.56106e-05	7.92997e-09	 (32 , 32 , 32) 
  16.8624	1.63006e-05	8.95866e-09	 (32 , 32 , 32) 
  17.2218	1.69863e-05	1.00413e-08	 (32 , 32 , 32) 
  17.5884	1.76688e-05	1.1178e-08	 (32 , 32 , 32) 
  17.9624	1.83487e-05	1.23689e-08	 (32 , 32 , 32) 
  18.3438	1.90272e-05	1.36143e-08	 (32 , 32 , 32) 
   18.733	1.97049e-05	1.49147e-08	 (32 , 32 , 32) 
  19.1299	2.03827e-05	1.62706e-08	 (32 , 32 , 32) 
  19.5348	2.10614e-05	1.76827e-08	 (32 , 32 , 32) 
  19.9478	2.17417e-05	1.9152e-08	 (32 , 32 , 32) 
  20.3691	2.24243e-05	2.06794e-08	 (32 , 32 , 32) 
  20.7989	2.311e-05	2.22662e-08	 (32 , 32 , 32) 
  21.2373	2.37994e-05	2.39136e-08	 (32 , 32 , 32) 
  21.6845	2.44931e-05	2.56233e-08	 (32 , 32 , 32) 
  22.1406	2.51921e-05	2.73968e-08	 (32 , 32 , 32) 
  22.6059	2.5897e-05	2.92362e-08	 (32 , 32 , 32) 
  23.0806	2.66086e-05	3.11435e-08	 (32 , 32 , 32) 
  23.5647	2.73276e-05	3.31214e-08	 (32 , 32 , 32) 
  24.0585	2.80548e-05	3.51729e-08	 (32 , 32 , 32) 
  24.5623	2.87916e-05	3.73016e-08	 (32 , 32 , 32) 
  25.0761	2.95414e-05	3.95119e-08	 (32 , 32 , 32) 
  25.6003	3.03084e-05	4.18079e-08	 (32 , 32 , 32) 
  26.1349	3.10993e-05	4.41933e-08	 (32 , 32 , 32) 
  26.6803	3.19108e-05	4.66726e-08	 (32 , 32 , 32) 
  27.2366	3.27443e-05	4.92486e-08	 (32 , 32 , 32) 
   27.804	3.36017e-05	5.19217e-08	 (32 , 32 , 32) 
  28.3828	3.44817e-05	5.46933e-08	 (32 , 32 , 32) 
  28.9732	3.53849e-05	5.75657e-08	 (32 , 32 , 32) 
  29.5754	3.63125e-05	6.05404e-08	 (32 , 32 , 32) 
  30.1897	3.72643e-05	6.36185e-08	 (32 , 32 , 32) 
