### The result of the verage over time 
### d tau = 0.238644
### number of kessence update = 10
### initial time = 11.9322
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
  11.9322	        0	        0	 (32 , 32 , 32) 
  12.1708	1.00987e-06	-5.75991e-09	 (32 , 32 , 32) 
  12.4142	2.07636e-06	-5.08711e-09	 (32 , 32 , 32) 
  12.6625	3.07619e-06	-4.45076e-09	 (32 , 32 , 32) 
  12.9158	4.04193e-06	-3.83404e-09	 (32 , 32 , 32) 
  13.1741	4.97754e-06	-3.2224e-09	 (32 , 32 , 32) 
  13.4376	5.88549e-06	-2.60407e-09	 (32 , 32 , 32) 
  13.7063	6.76806e-06	-1.96953e-09	 (32 , 32 , 32) 
  13.9805	7.62738e-06	-1.31119e-09	 (32 , 32 , 32) 
  14.2601	8.46544e-06	-6.22985e-10	 (32 , 32 , 32) 
  14.5453	9.28413e-06	9.98848e-11	 (32 , 32 , 32) 
  14.8362	1.00852e-05	8.61194e-10	 (32 , 32 , 32) 
  15.1329	1.08704e-05	1.6639e-09	 (32 , 32 , 32) 
  15.4356	1.16412e-05	2.5103e-09	 (32 , 32 , 32) 
  15.7443	1.23991e-05	3.4022e-09	 (32 , 32 , 32) 
  16.0591	1.31456e-05	4.341e-09	 (32 , 32 , 32) 
  16.3803	1.38819e-05	5.32783e-09	 (32 , 32 , 32) 
  16.7079	1.46094e-05	6.36359e-09	 (32 , 32 , 32) 
  17.0421	1.53292e-05	7.44905e-09	 (32 , 32 , 32) 
  17.3829	1.60424e-05	8.5849e-09	 (32 , 32 , 32) 
  17.7306	1.67502e-05	9.77179e-09	 (32 , 32 , 32) 
  18.0852	1.74535e-05	1.10104e-08	 (32 , 32 , 32) 
  18.4469	1.81534e-05	1.23013e-08	 (32 , 32 , 32) 
  18.8159	1.88508e-05	1.36453e-08	 (32 , 32 , 32) 
  19.1922	1.95466e-05	1.50432e-08	 (32 , 32 , 32) 
   19.576	2.02417e-05	1.6496e-08	 (32 , 32 , 32) 
  19.9675	2.09368e-05	1.80045e-08	 (32 , 32 , 32) 
  20.3669	2.16328e-05	1.957e-08	 (32 , 32 , 32) 
  20.7742	2.23305e-05	2.11936e-08	 (32 , 32 , 32) 
  21.1897	2.30306e-05	2.28767e-08	 (32 , 32 , 32) 
  21.6135	2.37339e-05	2.46209e-08	 (32 , 32 , 32) 
  22.0458	2.4441e-05	2.64278e-08	 (32 , 32 , 32) 
  22.4867	2.51527e-05	2.82991e-08	 (32 , 32 , 32) 
  22.9364	2.58697e-05	3.02368e-08	 (32 , 32 , 32) 
  23.3951	2.6593e-05	3.22432e-08	 (32 , 32 , 32) 
  23.8631	2.73232e-05	3.43206e-08	 (32 , 32 , 32) 
  24.3403	2.80611e-05	3.6472e-08	 (32 , 32 , 32) 
  24.8271	2.88075e-05	3.87008e-08	 (32 , 32 , 32) 
  25.3237	2.95647e-05	4.1011e-08	 (32 , 32 , 32) 
  25.8301	3.03354e-05	4.34072e-08	 (32 , 32 , 32) 
  26.3467	3.11265e-05	4.58881e-08	 (32 , 32 , 32) 
  26.8737	3.19418e-05	4.84445e-08	 (32 , 32 , 32) 
  27.4111	3.27775e-05	5.10744e-08	 (32 , 32 , 32) 
  27.9594	3.36367e-05	5.37794e-08	 (32 , 32 , 32) 
  28.5186	3.45197e-05	5.65601e-08	 (32 , 32 , 32) 
  29.0889	3.54258e-05	5.94217e-08	 (32 , 32 , 32) 
  29.6707	3.63559e-05	6.23687e-08	 (32 , 32 , 32) 
  30.2641	3.73107e-05	6.54047e-08	 (32 , 32 , 32) 
  30.8694	3.82902e-05	6.85322e-08	 (32 , 32 , 32) 
  31.4868	3.92941e-05	7.1754e-08	 (32 , 32 , 32) 
  32.1165	4.03232e-05	7.50728e-08	 (32 , 32 , 32) 
  32.7589	4.13797e-05	7.84883e-08	 (32 , 32 , 32) 
   33.414	4.24641e-05	8.19974e-08	 (32 , 32 , 32) 
  34.0823	4.35759e-05	8.55988e-08	 (32 , 32 , 32) 
   34.764	4.47145e-05	8.92919e-08	 (32 , 32 , 32) 
  35.4592	4.58794e-05	9.30769e-08	 (32 , 32 , 32) 
  36.1684	4.70712e-05	9.69529e-08	 (32 , 32 , 32) 
  36.8918	4.8292e-05	1.00918e-07	 (32 , 32 , 32) 
  37.6296	4.95425e-05	1.0497e-07	 (32 , 32 , 32) 
  38.3796	5.0819e-05	1.09088e-07	 (32 , 32 , 32) 
  39.1296	5.20998e-05	1.132e-07	 (32 , 32 , 32) 
  39.8796	5.33829e-05	1.17305e-07	 (32 , 32 , 32) 
  40.6296	5.4668e-05	1.21407e-07	 (32 , 32 , 32) 
  41.3796	5.59547e-05	1.25507e-07	 (32 , 32 , 32) 
  42.1296	5.72435e-05	1.29603e-07	 (32 , 32 , 32) 
  42.8796	5.85348e-05	1.33696e-07	 (32 , 32 , 32) 
  43.6296	5.98279e-05	1.37784e-07	 (32 , 32 , 32) 
  44.3796	6.11242e-05	1.41867e-07	 (32 , 32 , 32) 
  45.1296	6.24229e-05	1.45943e-07	 (32 , 32 , 32) 
  45.8796	6.37226e-05	1.50006e-07	 (32 , 32 , 32) 
  46.6296	6.50232e-05	1.54049e-07	 (32 , 32 , 32) 
  47.3796	6.63265e-05	1.58062e-07	 (32 , 32 , 32) 
  48.1296	6.76315e-05	1.62034e-07	 (32 , 32 , 32) 
  48.8796	6.89399e-05	1.65958e-07	 (32 , 32 , 32) 
  49.6296	7.02578e-05	1.69825e-07	 (32 , 32 , 32) 
  50.3796	7.15844e-05	1.73623e-07	 (32 , 32 , 32) 
  51.1296	7.29186e-05	1.77348e-07	 (32 , 32 , 32) 
  51.8796	7.42599e-05	1.80998e-07	 (32 , 32 , 32) 
  52.6296	7.56078e-05	1.84573e-07	 (32 , 32 , 32) 
  53.3796	7.69603e-05	1.88075e-07	 (32 , 32 , 32) 
  54.1296	7.83173e-05	1.9151e-07	 (32 , 32 , 32) 
  54.8796	7.96785e-05	1.94882e-07	 (32 , 32 , 32) 
  55.6296	8.10431e-05	1.98194e-07	 (32 , 32 , 32) 
  56.3796	8.24107e-05	2.0145e-07	 (32 , 32 , 32) 
  57.1296	8.3781e-05	2.04652e-07	 (32 , 32 , 32) 
  57.8796	8.51536e-05	2.07802e-07	 (32 , 32 , 32) 
  58.6296	8.6528e-05	2.10901e-07	 (32 , 32 , 32) 
  59.3796	8.79032e-05	2.13952e-07	 (32 , 32 , 32) 
  60.1296	8.9279e-05	2.16956e-07	 (32 , 32 , 32) 
  60.8796	9.06547e-05	2.19915e-07	 (32 , 32 , 32) 
  61.6296	9.20298e-05	2.2283e-07	 (32 , 32 , 32) 
  62.3796	9.34044e-05	2.25701e-07	 (32 , 32 , 32) 
  63.1296	9.47781e-05	2.28528e-07	 (32 , 32 , 32) 
  63.8796	9.61501e-05	2.31311e-07	 (32 , 32 , 32) 
  64.6296	9.75193e-05	2.34049e-07	 (32 , 32 , 32) 
  65.3796	9.88854e-05	2.3674e-07	 (32 , 32 , 32) 
  66.1296	0.000100249	2.39381e-07	 (32 , 32 , 32) 
  66.8796	0.000101611	2.4197e-07	 (32 , 32 , 32) 
  67.6296	0.000102971	2.44503e-07	 (32 , 32 , 32) 
  68.3796	0.000104329	2.46978e-07	 (32 , 32 , 32) 
  69.1296	0.000105687	2.49391e-07	 (32 , 32 , 32) 
  69.8796	0.000107045	2.51738e-07	 (32 , 32 , 32) 
  70.6296	0.000108402	2.54013e-07	 (32 , 32 , 32) 
  71.3796	0.000109758	2.56213e-07	 (32 , 32 , 32) 
  72.1296	0.000111113	2.58337e-07	 (32 , 32 , 32) 
  72.8796	0.000112468	2.60382e-07	 (32 , 32 , 32) 
  73.6296	0.000113822	2.62347e-07	 (32 , 32 , 32) 
  74.3796	0.000115176	2.64229e-07	 (32 , 32 , 32) 
  75.1296	0.00011653	2.66025e-07	 (32 , 32 , 32) 
  75.8796	0.000117883	2.67734e-07	 (32 , 32 , 32) 
  76.6296	0.000119235	2.69354e-07	 (32 , 32 , 32) 
  77.3796	0.000120586	2.70885e-07	 (32 , 32 , 32) 
  78.1296	0.000121935	2.72328e-07	 (32 , 32 , 32) 
  78.8796	0.000123281	2.73683e-07	 (32 , 32 , 32) 
  79.6296	0.000124625	2.74951e-07	 (32 , 32 , 32) 
