### The result of the verage over time 
### d tau = 3.75901e-05
### number of kessence update = 1
### initial time = 0.642703
### 1- tau	 2- pi_k(x)	3-zeta(x)	4-|k|	 5-vec{k} 	 6-|k|^2
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
  0.64274	4.86688e-05 3.83195e-05	   1.0932 0.275232	 (1 , 0 , 0) 	1
  0.64274	-8.21665e-05 4.87974e-05	0.0985335 0.504707	 (0 , 1 , 0) 	1
  0.64274	3.34981e-05 -3.7398e-05	 0.895046 -0.0547862	 (0 , 0 , 1) 	1
 0.642778	  71818.3 18088.3	1.91022e+09 4.8093e+08	 (1 , 0 , 0) 	1
 0.642778	   6450.5 33163.8	1.72174e+08 8.81907e+08	 (0 , 1 , 0) 	1
 0.642778	  58798.6 -3608.36	1.56397e+09 -9.57315e+07	 (0 , 0 , 1) 	1
 0.642816	3.24376e+15 5.53577e+14	8.6288e+19 1.47258e+19	 (1 , 0 , 0) 	1
 0.642816	9.92256e+14 1.9378e+15	2.63953e+19 5.1548e+19	 (0 , 1 , 0) 	1
 0.642816	4.17029e+15 -1.70805e+14	1.10935e+20 -4.54363e+18	 (0 , 0 , 1) 	1
 0.642853	2.77603e+37 -6.60821e+36	7.38423e+41 -1.75778e+41	 (1 , 0 , 0) 	1
 0.642853	2.81904e+37 1.53224e+37	7.49864e+41 4.07575e+41	 (0 , 1 , 0) 	1
 0.642853	4.89411e+37 1.77737e+36	1.30183e+42 4.72781e+40	 (0 , 0 , 1) 	1
 0.642891	2.34879e+82 -4.67613e+80	6.24745e+86 -1.24379e+85	 (1 , 0 , 0) 	1
 0.642891	2.41989e+82 3.61587e+81	6.43659e+86 9.61772e+85	 (0 , 1 , 0) 	1
 0.642891	2.67055e+82 1.34198e+81	7.1033e+86 3.56949e+85	 (0 , 0 , 1) 	1
 0.642928	3.45903e+172 4.69969e+171	9.20006e+176 1.24999e+176	 (1 , 0 , 0) 	1
 0.642928	3.4681e+172 2.2658e+171	9.22419e+176 6.0264e+175	 (0 , 1 , 0) 	1
 0.642928	3.48245e+172 1.14456e+171	9.26237e+176 3.04423e+175	 (0 , 0 , 1) 	1
 0.642966	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642966	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642966	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643004	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643004	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643004	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643041	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643041	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643041	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643079	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643079	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643079	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643116	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643116	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643116	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643154	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643154	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643154	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643192	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643192	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643192	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643229	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643229	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643229	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643267	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643267	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643267	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643304	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643304	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643304	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643342	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643342	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643342	      nan nan	      nan nan	 (0 , 0 , 1) 	1
  0.64338	      nan nan	      nan nan	 (1 , 0 , 0) 	1
  0.64338	      nan nan	      nan nan	 (0 , 1 , 0) 	1
  0.64338	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643417	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643417	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643417	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643455	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643455	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643455	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643493	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643493	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643493	      nan nan	      nan nan	 (0 , 0 , 1) 	1
  0.64353	      nan nan	      nan nan	 (1 , 0 , 0) 	1
  0.64353	      nan nan	      nan nan	 (0 , 1 , 0) 	1
  0.64353	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643568	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643568	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643568	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643605	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643605	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643605	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643643	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643643	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643643	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643681	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643681	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643681	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643718	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643718	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643718	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643756	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643756	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643756	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643794	      nan nan	      nan nan	 (1 , 0 , 0) 	1
