### The result of the verage over time 
### d tau = 3.75901e-05
### number of kessence update = 1
### initial time = 0.642703
### 1- tau	 2- pi_k(x)	3-zeta(x)	4-|k|	 5-vec{k} 	 6-|k|^2
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.643794	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643794	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643831	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643831	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643831	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643869	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643869	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643869	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643907	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643907	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643907	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643944	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643944	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643944	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.643982	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.643982	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.643982	      nan nan	      nan nan	 (0 , 0 , 1) 	1
  0.64402	      nan nan	      nan nan	 (1 , 0 , 0) 	1
  0.64402	      nan nan	      nan nan	 (0 , 1 , 0) 	1
  0.64402	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.644057	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.644057	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.644057	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.644095	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.644095	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.644095	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.644133	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.644133	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.644133	      nan nan	      nan nan	 (0 , 0 , 1) 	1
  0.64417	      nan nan	      nan nan	 (1 , 0 , 0) 	1
  0.64417	      nan nan	      nan nan	 (0 , 1 , 0) 	1
  0.64417	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.644208	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.644208	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.644208	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.644246	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.644246	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.644246	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.644283	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.644283	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.644283	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.644321	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.644321	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.644321	      nan nan	      nan nan	 (0 , 0 , 1) 	1
