### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
 0.642703	        0	        0	 (32 , 32 , 32) 
 0.657739	1.85352e-07	-4.94917e-07	 (32 , 32 , 32) 
 0.673084	3.74759e-07	-4.29853e-07	 (32 , 32 , 32) 
 0.688745	5.58205e-07	-3.55636e-07	 (32 , 32 , 32) 
 0.704726	7.38707e-07	-2.65376e-07	 (32 , 32 , 32) 
 0.721036	9.17017e-07	-1.53226e-07	 (32 , 32 , 32) 
  0.73768	1.09384e-06	-1.42375e-08	 (32 , 32 , 32) 
 0.754664	1.26994e-06	1.55779e-07	 (32 , 32 , 32) 
 0.771996	1.44614e-06	3.60371e-07	 (32 , 32 , 32) 
 0.789681	1.62331e-06	6.02551e-07	 (32 , 32 , 32) 
 0.807728	1.8024e-06	8.84897e-07	 (32 , 32 , 32) 
 0.826143	1.98438e-06	1.20964e-06	 (32 , 32 , 32) 
 0.844933	2.17029e-06	1.57875e-06	 (32 , 32 , 32) 
 0.864106	2.36121e-06	1.99401e-06	 (32 , 32 , 32) 
 0.883669	2.55827e-06	2.45709e-06	 (32 , 32 , 32) 
 0.903631	2.76265e-06	2.96961e-06	 (32 , 32 , 32) 
 0.923998	2.9756e-06	3.53323e-06	 (32 , 32 , 32) 
 0.944778	3.1984e-06	4.14968e-06	 (32 , 32 , 32) 
 0.965981	3.43242e-06	4.82085e-06	 (32 , 32 , 32) 
 0.987614	3.67909e-06	5.54886e-06	 (32 , 32 , 32) 
  1.00969	3.93992e-06	6.33609e-06	 (32 , 32 , 32) 
   1.0322	4.21653e-06	7.1853e-06	 (32 , 32 , 32) 
  1.05518	4.51063e-06	8.09964e-06	 (32 , 32 , 32) 
  1.07862	4.82405e-06	9.08275e-06	 (32 , 32 , 32) 
  1.10253	5.15879e-06	1.01388e-05	 (32 , 32 , 32) 
  1.12693	5.51698e-06	1.12727e-05	 (32 , 32 , 32) 
  1.15182	5.90095e-06	1.24897e-05	 (32 , 32 , 32) 
  1.17722	6.31322e-06	1.37961e-05	 (32 , 32 , 32) 
  1.20313	6.75658e-06	1.51987e-05	 (32 , 32 , 32) 
  1.22956	7.23405e-06	1.6705e-05	 (32 , 32 , 32) 
  1.25652	7.74897e-06	1.8323e-05	 (32 , 32 , 32) 
  1.28403	8.30498e-06	2.00613e-05	 (32 , 32 , 32) 
   1.3121	8.90606e-06	2.19283e-05	 (32 , 32 , 32) 
  1.34073	9.55656e-06	2.39323e-05	 (32 , 32 , 32) 
  1.36993	1.02611e-05	2.60805e-05	 (32 , 32 , 32) 
  1.39973	1.10248e-05	2.83783e-05	 (32 , 32 , 32) 
  1.43012	1.18528e-05	3.08281e-05	 (32 , 32 , 32) 
  1.46113	1.27506e-05	3.34278e-05	 (32 , 32 , 32) 
  1.49276	1.37235e-05	3.61691e-05	 (32 , 32 , 32) 
  1.52503	1.47768e-05	3.90352e-05	 (32 , 32 , 32) 
  1.55795	1.5915e-05	4.19988e-05	 (32 , 32 , 32) 
  1.59153	1.71418e-05	4.5019e-05	 (32 , 32 , 32) 
  1.62578	1.84592e-05	4.80395e-05	 (32 , 32 , 32) 
  1.66072	1.98673e-05	5.09867e-05	 (32 , 32 , 32) 
  1.69637	2.1363e-05	5.37693e-05	 (32 , 32 , 32) 
  1.73273	2.29399e-05	5.62797e-05	 (32 , 32 , 32) 
  1.76982	2.45873e-05	5.83992e-05	 (32 , 32 , 32) 
  1.80765	2.62896e-05	6.00055e-05	 (32 , 32 , 32) 
  1.84625	2.80266e-05	6.09854e-05	 (32 , 32 , 32) 
  1.88561	2.97738e-05	6.1249e-05	 (32 , 32 , 32) 
  1.92577	3.15033e-05	6.07442e-05	 (32 , 32 , 32) 
  1.96673	3.31854e-05	5.94654e-05	 (32 , 32 , 32) 
  2.00851	3.47906e-05	5.74542e-05	 (32 , 32 , 32) 
  2.05113	3.62915e-05	5.47883e-05	 (32 , 32 , 32) 
   2.0946	3.76636e-05	5.15667e-05	 (32 , 32 , 32) 
  2.13894	3.88864e-05	4.79042e-05	 (32 , 32 , 32) 
  2.18417	3.99447e-05	4.39561e-05	 (32 , 32 , 32) 
   2.2303	4.08323e-05	3.99761e-05	 (32 , 32 , 32) 
  2.27735	4.1558e-05	3.63932e-05	 (32 , 32 , 32) 
  2.32534	4.21577e-05	3.39006e-05	 (32 , 32 , 32) 
  2.37428	4.27133e-05	3.37473e-05	 (32 , 32 , 32) 
   2.4242	4.34203e-05	3.9693e-05	 (32 , 32 , 32) 
  2.47512	      nan	      nan	 (32 , 32 , 32) 
  2.52704	      nan	      nan	 (32 , 32 , 32) 
  2.57999	      nan	      nan	 (32 , 32 , 32) 
  2.63399	      nan	      nan	 (32 , 32 , 32) 
  2.68906	      nan	      nan	 (32 , 32 , 32) 
  2.74522	      nan	      nan	 (32 , 32 , 32) 
