### The result of the verage over time 
### d tau = 0.0426039
### number of kessence update = 10
### initial time = 1.44254
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
  1.44254	5.17359e-10	        0	 (32 , 32 , 32) 
  1.48515	2.16533e-07	-2.29952e-09	 (32 , 32 , 32) 
  1.52879	4.1985e-07	-2.04073e-09	 (32 , 32 , 32) 
   1.5735	6.17123e-07	-1.80852e-09	 (32 , 32 , 32) 
  1.61929	8.09523e-07	-1.59884e-09	 (32 , 32 , 32) 
  1.66619	9.97677e-07	-1.40813e-09	 (32 , 32 , 32) 
   1.7142	1.18205e-06	-1.23332e-09	 (32 , 32 , 32) 
  1.76337	1.36298e-06	-1.07172e-09	 (32 , 32 , 32) 
  1.81369	1.54078e-06	-9.20968e-10	 (32 , 32 , 32) 
  1.86521	1.7157e-06	-7.79041e-10	 (32 , 32 , 32) 
  1.91793	1.88795e-06	-6.44157e-10	 (32 , 32 , 32) 
  1.97188	2.05775e-06	-5.14767e-10	 (32 , 32 , 32) 
  2.02709	2.2253e-06	-3.89522e-10	 (32 , 32 , 32) 
  2.08358	2.39079e-06	-2.67246e-10	 (32 , 32 , 32) 
  2.14137	2.5544e-06	-1.46912e-10	 (32 , 32 , 32) 
  2.20048	2.71632e-06	-2.76195e-11	 (32 , 32 , 32) 
  2.26094	2.87671e-06	9.14171e-11	 (32 , 32 , 32) 
  2.32278	3.03575e-06	2.1089e-10	 (32 , 32 , 32) 
  2.38603	3.19359e-06	3.31409e-10	 (32 , 32 , 32) 
  2.45069	3.35039e-06	4.53515e-10	 (32 , 32 , 32) 
  2.51682	3.50631e-06	5.77689e-10	 (32 , 32 , 32) 
  2.58442	3.6615e-06	7.04361e-10	 (32 , 32 , 32) 
  2.65353	3.81611e-06	8.33921e-10	 (32 , 32 , 32) 
  2.72418	3.97027e-06	9.66723e-10	 (32 , 32 , 32) 
  2.79639	4.12413e-06	1.10309e-09	 (32 , 32 , 32) 
   2.8702	4.27781e-06	1.24333e-09	 (32 , 32 , 32) 
  2.94563	4.43146e-06	1.38772e-09	 (32 , 32 , 32) 
  3.02271	4.58521e-06	1.53654e-09	 (32 , 32 , 32) 
  3.10149	4.73917e-06	1.69003e-09	 (32 , 32 , 32) 
  3.18198	4.89348e-06	1.84846e-09	 (32 , 32 , 32) 
  3.26421	5.04826e-06	2.01206e-09	 (32 , 32 , 32) 
  3.34824	5.20362e-06	2.18109e-09	 (32 , 32 , 32) 
  3.43408	5.35968e-06	2.35578e-09	 (32 , 32 , 32) 
  3.52176	5.51657e-06	2.53638e-09	 (32 , 32 , 32) 
  3.61134	5.67438e-06	2.72314e-09	 (32 , 32 , 32) 
  3.70284	5.83324e-06	2.91632e-09	 (32 , 32 , 32) 
  3.79629	5.99326e-06	3.11617e-09	 (32 , 32 , 32) 
  3.89174	6.15454e-06	3.32296e-09	 (32 , 32 , 32) 
  3.98922	6.3172e-06	3.53697e-09	 (32 , 32 , 32) 
  4.08877	6.48133e-06	3.75849e-09	 (32 , 32 , 32) 
  4.19044	6.64705e-06	3.98781e-09	 (32 , 32 , 32) 
  4.29425	6.81445e-06	4.22525e-09	 (32 , 32 , 32) 
  4.40026	6.98365e-06	4.47113e-09	 (32 , 32 , 32) 
  4.50851	7.15475e-06	4.72577e-09	 (32 , 32 , 32) 
  4.61903	7.32784e-06	4.98954e-09	 (32 , 32 , 32) 
  4.73187	7.50303e-06	5.2628e-09	 (32 , 32 , 32) 
  4.84707	7.68043e-06	5.54592e-09	 (32 , 32 , 32) 
  4.96469	7.86013e-06	5.83931e-09	 (32 , 32 , 32) 
  5.08477	8.04223e-06	6.14337e-09	 (32 , 32 , 32) 
  5.20734	8.22684e-06	6.45854e-09	 (32 , 32 , 32) 
  5.33248	8.41406e-06	6.78527e-09	 (32 , 32 , 32) 
  5.46021	8.60398e-06	7.12403e-09	 (32 , 32 , 32) 
   5.5906	8.79671e-06	7.4753e-09	 (32 , 32 , 32) 
  5.72369	8.99236e-06	7.83959e-09	 (32 , 32 , 32) 
  5.85954	9.19101e-06	8.21745e-09	 (32 , 32 , 32) 
   5.9982	9.39279e-06	8.60941e-09	 (32 , 32 , 32) 
  6.13972	9.59778e-06	9.01606e-09	 (32 , 32 , 32) 
  6.28416	9.80609e-06	9.438e-09	 (32 , 32 , 32) 
  6.43158	1.00178e-05	9.87585e-09	 (32 , 32 , 32) 
  6.58203	1.02331e-05	1.03303e-08	 (32 , 32 , 32) 
  6.73558	1.0452e-05	1.08019e-08	 (32 , 32 , 32) 
  6.89228	1.06747e-05	1.12916e-08	 (32 , 32 , 32) 
   7.0522	1.09012e-05	1.17999e-08	 (32 , 32 , 32) 
   7.2154	1.11316e-05	1.23276e-08	 (32 , 32 , 32) 
  7.38194	1.13662e-05	1.28756e-08	 (32 , 32 , 32) 
  7.55189	1.16049e-05	1.34447e-08	 (32 , 32 , 32) 
  7.72531	1.1848e-05	1.40357e-08	 (32 , 32 , 32) 
  7.90228	1.20954e-05	1.46496e-08	 (32 , 32 , 32) 
  8.08285	1.23474e-05	1.52873e-08	 (32 , 32 , 32) 
  8.26712	1.2604e-05	1.59497e-08	 (32 , 32 , 32) 
  8.45514	1.28654e-05	1.66378e-08	 (32 , 32 , 32) 
  8.64698	1.31317e-05	1.73528e-08	 (32 , 32 , 32) 
  8.84274	1.3403e-05	1.80957e-08	 (32 , 32 , 32) 
  9.04247	1.36795e-05	1.88676e-08	 (32 , 32 , 32) 
  9.24627	1.39612e-05	1.96698e-08	 (32 , 32 , 32) 
   9.4542	1.42483e-05	2.05034e-08	 (32 , 32 , 32) 
  9.66636	1.4541e-05	2.13698e-08	 (32 , 32 , 32) 
  9.88282	1.48393e-05	2.22703e-08	 (32 , 32 , 32) 
  10.1037	1.51434e-05	2.32062e-08	 (32 , 32 , 32) 
   10.329	1.54535e-05	2.41791e-08	 (32 , 32 , 32) 
  10.5589	1.57697e-05	2.51904e-08	 (32 , 32 , 32) 
  10.7934	1.60922e-05	2.62416e-08	 (32 , 32 , 32) 
  11.0327	1.6421e-05	2.73344e-08	 (32 , 32 , 32) 
  11.2769	1.67564e-05	2.84706e-08	 (32 , 32 , 32) 
  11.5259	1.70985e-05	2.96517e-08	 (32 , 32 , 32) 
    11.78	1.74474e-05	3.08798e-08	 (32 , 32 , 32) 
  12.0393	1.78034e-05	3.21566e-08	 (32 , 32 , 32) 
  12.3038	1.81666e-05	3.34841e-08	 (32 , 32 , 32) 
  12.5736	1.85372e-05	3.48644e-08	 (32 , 32 , 32) 
  12.8488	1.89153e-05	3.62997e-08	 (32 , 32 , 32) 
  13.1296	1.93011e-05	3.77921e-08	 (32 , 32 , 32) 
  13.4161	1.96949e-05	3.93439e-08	 (32 , 32 , 32) 
  13.7083	2.00967e-05	4.09576e-08	 (32 , 32 , 32) 
  14.0065	2.05069e-05	4.26357e-08	 (32 , 32 , 32) 
  14.3106	2.09255e-05	4.43807e-08	 (32 , 32 , 32) 
  14.6209	2.13528e-05	4.61953e-08	 (32 , 32 , 32) 
  14.9374	2.17891e-05	4.80824e-08	 (32 , 32 , 32) 
  15.2603	2.22345e-05	5.00449e-08	 (32 , 32 , 32) 
  15.5896	2.26892e-05	5.20857e-08	 (32 , 32 , 32) 
  15.9256	2.31535e-05	5.42081e-08	 (32 , 32 , 32) 
  16.2684	2.36276e-05	5.64153e-08	 (32 , 32 , 32) 
   16.618	2.41118e-05	5.87107e-08	 (32 , 32 , 32) 
  16.9747	2.46063e-05	6.10978e-08	 (32 , 32 , 32) 
  17.3385	2.51114e-05	6.35804e-08	 (32 , 32 , 32) 
  17.7096	2.56276e-05	6.61624e-08	 (32 , 32 , 32) 
  18.0882	2.61553e-05	6.88479e-08	 (32 , 32 , 32) 
  18.4744	2.66949e-05	7.16415e-08	 (32 , 32 , 32) 
  18.8683	2.72469e-05	7.45481e-08	 (32 , 32 , 32) 
  19.2701	2.78118e-05	7.75738e-08	 (32 , 32 , 32) 
    19.68	2.83911e-05	8.07245e-08	 (32 , 32 , 32) 
   20.098	2.89897e-05	8.40075e-08	 (32 , 32 , 32) 
  20.5245	2.9617e-05	8.74312e-08	 (32 , 32 , 32) 
  20.9595	3.02737e-05	9.1005e-08	 (32 , 32 , 32) 
  21.4031	3.09601e-05	9.47355e-08	 (32 , 32 , 32) 
  21.8557	3.16757e-05	9.86226e-08	 (32 , 32 , 32) 
  22.3172	3.24185e-05	1.02668e-07	 (32 , 32 , 32) 
   22.788	3.31892e-05	1.06873e-07	 (32 , 32 , 32) 
  23.2682	3.3988e-05	1.11242e-07	 (32 , 32 , 32) 
   23.758	3.48162e-05	1.15776e-07	 (32 , 32 , 32) 
  24.2574	3.56736e-05	1.20478e-07	 (32 , 32 , 32) 
  24.7669	3.65601e-05	1.25347e-07	 (32 , 32 , 32) 
  25.2864	3.74757e-05	1.30383e-07	 (32 , 32 , 32) 
  25.8163	3.84193e-05	1.35587e-07	 (32 , 32 , 32) 
  26.3566	3.9394e-05	1.40962e-07	 (32 , 32 , 32) 
  26.9076	4.03998e-05	1.46506e-07	 (32 , 32 , 32) 
  27.4695	4.14352e-05	1.52221e-07	 (32 , 32 , 32) 
  28.0425	4.24998e-05	1.58106e-07	 (32 , 32 , 32) 
  28.6267	4.35937e-05	1.64157e-07	 (32 , 32 , 32) 
  29.2224	4.47163e-05	1.70373e-07	 (32 , 32 , 32) 
  29.8297	4.58674e-05	1.7675e-07	 (32 , 32 , 32) 
  30.4489	4.7051e-05	1.83284e-07	 (32 , 32 , 32) 
    31.08	4.82665e-05	1.89972e-07	 (32 , 32 , 32) 
  31.7234	4.95117e-05	1.96806e-07	 (32 , 32 , 32) 
  32.3792	5.07866e-05	2.03784e-07	 (32 , 32 , 32) 
  33.0475	5.20907e-05	2.10904e-07	 (32 , 32 , 32) 
  33.7285	5.3425e-05	2.18158e-07	 (32 , 32 , 32) 
  34.4224	5.479e-05	2.25539e-07	 (32 , 32 , 32) 
  35.1294	5.61863e-05	2.33032e-07	 (32 , 32 , 32) 
  35.8495	5.76134e-05	2.40621e-07	 (32 , 32 , 32) 
  36.5828	5.9068e-05	2.48284e-07	 (32 , 32 , 32) 
  37.3296	6.05486e-05	2.55978e-07	 (32 , 32 , 32) 
  38.0796	6.20351e-05	2.63552e-07	 (32 , 32 , 32) 
  38.8296	6.35218e-05	2.70936e-07	 (32 , 32 , 32) 
  39.5796	6.50202e-05	2.78108e-07	 (32 , 32 , 32) 
  40.3296	6.65281e-05	2.85054e-07	 (32 , 32 , 32) 
  41.0796	6.80415e-05	2.9177e-07	 (32 , 32 , 32) 
  41.8296	6.95588e-05	2.98257e-07	 (32 , 32 , 32) 
  42.5796	7.10784e-05	3.04512e-07	 (32 , 32 , 32) 
  43.3296	7.25976e-05	3.10535e-07	 (32 , 32 , 32) 
  44.0796	7.41116e-05	3.16333e-07	 (32 , 32 , 32) 
  44.8296	7.56192e-05	3.21913e-07	 (32 , 32 , 32) 
  45.5796	7.71183e-05	3.2728e-07	 (32 , 32 , 32) 
  46.3296	7.86063e-05	3.32434e-07	 (32 , 32 , 32) 
  47.0796	8.00809e-05	3.37377e-07	 (32 , 32 , 32) 
