### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
 0.642703	        0	        0	 (32 , 32 , 32) 
 0.657739	1.47432e-06	-4.96219e-10	 (32 , 32 , 32) 
 0.673084	2.92172e-06	-4.40588e-10	 (32 , 32 , 32) 
 0.688745	4.34384e-06	-3.91194e-10	 (32 , 32 , 32) 
 0.704726	5.74227e-06	-3.47337e-10	 (32 , 32 , 32) 
 0.721036	7.11854e-06	-3.08396e-10	 (32 , 32 , 32) 
  0.73768	8.47413e-06	-2.73821e-10	 (32 , 32 , 32) 
 0.754664	9.81049e-06	-2.43122e-10	 (32 , 32 , 32) 
 0.771996	1.1129e-05	-2.15865e-10	 (32 , 32 , 32) 
 0.789681	1.24311e-05	-1.91663e-10	 (32 , 32 , 32) 
 0.807728	1.3718e-05	-1.70175e-10	 (32 , 32 , 32) 
 0.826143	1.4991e-05	-1.51095e-10	 (32 , 32 , 32) 
 0.844933	1.62514e-05	-1.34155e-10	 (32 , 32 , 32) 
 0.864106	1.75004e-05	-1.19114e-10	 (32 , 32 , 32) 
 0.883669	1.87392e-05	-1.05759e-10	 (32 , 32 , 32) 
 0.903631	1.99689e-05	-9.39015e-11	 (32 , 32 , 32) 
 0.923998	2.11906e-05	-8.33733e-11	 (32 , 32 , 32) 
 0.944778	2.24055e-05	-7.40255e-11	 (32 , 32 , 32) 
 0.965981	2.36146e-05	-6.57257e-11	 (32 , 32 , 32) 
 0.987614	2.48188e-05	-5.83564e-11	 (32 , 32 , 32) 
  1.00969	2.60194e-05	-5.18134e-11	 (32 , 32 , 32) 
   1.0322	2.72172e-05	-4.6004e-11	 (32 , 32 , 32) 
  1.05518	2.84132e-05	-4.08459e-11	 (32 , 32 , 32) 
  1.07862	2.96084e-05	-3.62661e-11	 (32 , 32 , 32) 
  1.10253	3.08037e-05	-3.21998e-11	 (32 , 32 , 32) 
  1.12693	  3.2e-05	-2.85894e-11	 (32 , 32 , 32) 
  1.15182	3.31982e-05	-2.53839e-11	 (32 , 32 , 32) 
  1.17722	3.43993e-05	-2.25377e-11	 (32 , 32 , 32) 
  1.20313	3.5604e-05	-2.00107e-11	 (32 , 32 , 32) 
  1.22956	3.68132e-05	-1.7767e-11	 (32 , 32 , 32) 
  1.25652	3.80278e-05	-1.57748e-11	 (32 , 32 , 32) 
  1.28403	3.92485e-05	-1.4006e-11	 (32 , 32 , 32) 
   1.3121	4.04763e-05	-1.24356e-11	 (32 , 32 , 32) 
  1.34073	4.17119e-05	-1.10412e-11	 (32 , 32 , 32) 
  1.36993	4.29561e-05	-9.8032e-12	 (32 , 32 , 32) 
  1.39973	4.42096e-05	-8.70399e-12	 (32 , 32 , 32) 
  1.43012	4.54734e-05	-7.72803e-12	 (32 , 32 , 32) 
  1.46113	4.6748e-05	-6.8615e-12	 (32 , 32 , 32) 
  1.49276	4.80344e-05	-6.09213e-12	 (32 , 32 , 32) 
  1.52503	4.93332e-05	-5.40903e-12	 (32 , 32 , 32) 
  1.55795	5.06452e-05	-4.80252e-12	 (32 , 32 , 32) 
  1.59153	5.19712e-05	-4.26401e-12	 (32 , 32 , 32) 
  1.62578	5.33119e-05	-3.78589e-12	 (32 , 32 , 32) 
  1.66072	5.4668e-05	-3.36138e-12	 (32 , 32 , 32) 
  1.69637	5.60403e-05	-2.98446e-12	 (32 , 32 , 32) 
  1.73273	5.74295e-05	-2.64981e-12	 (32 , 32 , 32) 
  1.76982	5.88363e-05	-2.35269e-12	 (32 , 32 , 32) 
  1.80765	6.02614e-05	-2.08888e-12	 (32 , 32 , 32) 
  1.84625	6.17057e-05	-1.85465e-12	 (32 , 32 , 32) 
  1.88561	6.31697e-05	-1.64668e-12	 (32 , 32 , 32) 
  1.92577	6.46542e-05	-1.46203e-12	 (32 , 32 , 32) 
  1.96673	6.616e-05	-1.29809e-12	 (32 , 32 , 32) 
  2.00851	6.76878e-05	-1.15253e-12	 (32 , 32 , 32) 
  2.05113	6.92382e-05	-1.02329e-12	 (32 , 32 , 32) 
   2.0946	7.0812e-05	-9.08548e-13	 (32 , 32 , 32) 
  2.13894	7.24099e-05	-8.06668e-13	 (32 , 32 , 32) 
  2.18417	7.40327e-05	-7.16212e-13	 (32 , 32 , 32) 
   2.2303	7.5681e-05	-6.35898e-13	 (32 , 32 , 32) 
  2.27735	7.73555e-05	-5.64591e-13	 (32 , 32 , 32) 
  2.32534	7.90569e-05	-5.01279e-13	 (32 , 32 , 32) 
  2.37428	8.07861e-05	-4.45066e-13	 (32 , 32 , 32) 
   2.4242	8.25435e-05	-3.95156e-13	 (32 , 32 , 32) 
  2.47512	8.43301e-05	-3.50843e-13	 (32 , 32 , 32) 
  2.52704	8.61463e-05	-3.11499e-13	 (32 , 32 , 32) 
  2.57999	8.7993e-05	-2.76567e-13	 (32 , 32 , 32) 
  2.63399	8.98707e-05	-2.45551e-13	 (32 , 32 , 32) 
  2.68906	9.17801e-05	-2.18013e-13	 (32 , 32 , 32) 
  2.74522	9.37219e-05	-1.93564e-13	 (32 , 32 , 32) 
  2.80248	9.56967e-05	-1.71855e-13	 (32 , 32 , 32) 
  2.86087	9.7705e-05	-1.52581e-13	 (32 , 32 , 32) 
   2.9204	9.97475e-05	-1.35469e-13	 (32 , 32 , 32) 
   2.9811	0.000101825	-1.20275e-13	 (32 , 32 , 32) 
  3.04298	0.000103937	-1.06785e-13	 (32 , 32 , 32) 
  3.10606	0.000106085	-9.48071e-14	 (32 , 32 , 32) 
  3.17036	0.000108268	-8.41727e-14	 (32 , 32 , 32) 
  3.23589	0.000110489	-7.47307e-14	 (32 , 32 , 32) 
  3.30269	0.000112745	-6.63475e-14	 (32 , 32 , 32) 
  3.37075	0.000115039	-5.89044e-14	 (32 , 32 , 32) 
   3.4401	0.000117369	-5.22959e-14	 (32 , 32 , 32) 
  3.51076	0.000119736	-4.64284e-14	 (32 , 32 , 32) 
  3.58272	0.00012214	-4.12189e-14	 (32 , 32 , 32) 
  3.65602	0.00012458	-3.65935e-14	 (32 , 32 , 32) 
  3.73065	0.000127055	-3.24868e-14	 (32 , 32 , 32) 
  3.80663	0.000129566	-2.88406e-14	 (32 , 32 , 32) 
  3.88396	0.000132111	-2.56033e-14	 (32 , 32 , 32) 
  3.96265	0.000134689	-2.2729e-14	 (32 , 32 , 32) 
  4.04269	0.000137299	-2.01771e-14	 (32 , 32 , 32) 
  4.12408	0.000139939	-1.79113e-14	 (32 , 32 , 32) 
  4.20681	0.000142607	-1.58996e-14	 (32 , 32 , 32) 
  4.29088	0.0001453	-1.41135e-14	 (32 , 32 , 32) 
  4.37626	0.000148016	-1.25277e-14	 (32 , 32 , 32) 
  4.46293	0.000150751	-1.11198e-14	 (32 , 32 , 32) 
  4.55086	0.000153501	-9.86977e-15	 (32 , 32 , 32) 
  4.64001	0.000156262	-8.75995e-15	 (32 , 32 , 32) 
  4.73035	0.000159029	-7.77463e-15	 (32 , 32 , 32) 
  4.82181	0.000161797	-6.89984e-15	 (32 , 32 , 32) 
  4.91434	0.000164558	-6.12319e-15	 (32 , 32 , 32) 
  5.00787	0.000167307	-5.43369e-15	 (32 , 32 , 32) 
  5.10231	0.000170034	-4.82156e-15	 (32 , 32 , 32) 
  5.19758	0.000172732	-4.27813e-15	 (32 , 32 , 32) 
  5.29358	0.000175392	-3.79571e-15	 (32 , 32 , 32) 
  5.39019	0.000178004	-3.36745e-15	 (32 , 32 , 32) 
   5.4873	0.000180557	-2.9873e-15	 (32 , 32 , 32) 
  5.58476	0.000183041	-2.64985e-15	 (32 , 32 , 32) 
  5.68245	0.000185443	-2.35033e-15	 (32 , 32 , 32) 
   5.7802	0.000187752	-2.08449e-15	 (32 , 32 , 32) 
  5.87787	0.000189956	-1.84855e-15	 (32 , 32 , 32) 
