### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
 0.642703	        0	    1e-08	-3.11285e-20
 0.657739	3.78468e-10	9.33501e-09	-3.11285e-20
 0.673084	6.92499e-10	8.28847e-09	5.93511e-10
 0.688745	9.50607e-10	7.35925e-09	1.10011e-09
 0.704726	1.16028e-09	6.5342e-09	1.56786e-09
 0.721036	1.32808e-09	5.80164e-09	2.00256e-09
  0.73768	1.45979e-09	5.15121e-09	2.40793e-09
 0.754664	1.56045e-09	4.57369e-09	2.78723e-09
 0.771996	1.6345e-09	4.06091e-09	3.14343e-09
 0.789681	1.68582e-09	3.60562e-09	3.47917e-09
 0.807728	1.71779e-09	3.20138e-09	3.79688e-09
 0.826143	1.73338e-09	2.84245e-09	4.09877e-09
 0.844933	1.73516e-09	2.52376e-09	4.38685e-09
 0.864106	1.72539e-09	2.24081e-09	4.66296e-09
 0.883669	1.70602e-09	1.98957e-09	4.92877e-09
 0.903631	1.67875e-09	1.7665e-09	5.18582e-09
 0.923998	1.64505e-09	1.56844e-09	5.43552e-09
 0.944778	1.60619e-09	1.39259e-09	5.67918e-09
 0.965981	1.56327e-09	1.23645e-09	5.91798e-09
 0.987614	1.51723e-09	1.09782e-09	6.15303e-09
  1.00969	1.46888e-09	9.74729e-10	6.38536e-09
   1.0322	1.41891e-09	8.6544e-10	6.61592e-09
  1.05518	1.36792e-09	7.68405e-10	6.84558e-09
  1.07862	1.31639e-09	6.82249e-10	7.07518e-09
  1.10253	1.26476e-09	6.05752e-10	7.3055e-09
  1.12693	1.21337e-09	5.37833e-10	7.53726e-09
  1.15182	1.16252e-09	4.77529e-10	7.77115e-09
  1.17722	1.11245e-09	4.23986e-10	8.00783e-09
  1.20313	1.06336e-09	3.76446e-10	8.24793e-09
  1.22956	1.01541e-09	3.34237e-10	8.49204e-09
  1.25652	9.68713e-10	2.9676e-10	8.74073e-09
  1.28403	9.23376e-10	2.63486e-10	8.99457e-09
   1.3121	8.7947e-10	2.33942e-10	9.25408e-09
  1.34073	8.37044e-10	2.07711e-10	9.5198e-09
  1.36993	7.96132e-10	1.84421e-10	9.79224e-09
  1.39973	7.56752e-10	1.63742e-10	1.00719e-08
  1.43012	7.18908e-10	1.45382e-10	1.03593e-08
  1.46113	6.82594e-10	1.29081e-10	1.06549e-08
  1.49276	6.47797e-10	1.14607e-10	1.09592e-08
  1.52503	6.14493e-10	1.01756e-10	1.12728e-08
  1.55795	5.82654e-10	9.03464e-11	1.1596e-08
  1.59153	5.52247e-10	8.02159e-11	1.19294e-08
  1.62578	5.23236e-10	7.12213e-11	1.22735e-08
  1.66072	4.95579e-10	6.32352e-11	1.26289e-08
  1.69637	4.69235e-10	5.61446e-11	1.2996e-08
  1.73273	4.44161e-10	4.98491e-11	1.33753e-08
  1.76982	4.2031e-10	4.42594e-11	1.37674e-08
  1.80765	3.97638e-10	3.92966e-11	1.41728e-08
  1.84625	3.76099e-10	3.48902e-11	1.45921e-08
  1.88561	3.55648e-10	3.09779e-11	1.50258e-08
  1.92577	3.36238e-10	2.75042e-11	1.54746e-08
  1.96673	3.17827e-10	2.44201e-11	1.59391e-08
  2.00851	3.00369e-10	2.16818e-11	1.64197e-08
  2.05113	2.83823e-10	1.92505e-11	1.69172e-08
   2.0946	2.68147e-10	1.70919e-11	1.74323e-08
