### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
 0.642703	        0	    1e-08	 (32 , 32 , 32) 
 0.657739	1.3892e-10	8.93175e-09	 (32 , 32 , 32) 
 0.673084	2.5941e-10	7.93042e-09	 (32 , 32 , 32) 
 0.688745	3.63405e-10	7.04134e-09	 (32 , 32 , 32) 
 0.704726	4.52654e-10	6.25193e-09	 (32 , 32 , 32) 
 0.721036	5.28732e-10	5.55102e-09	 (32 , 32 , 32) 
  0.73768	5.9306e-10	4.92868e-09	 (32 , 32 , 32) 
 0.754664	6.46919e-10	4.37611e-09	 (32 , 32 , 32) 
 0.771996	6.91463e-10	3.88549e-09	 (32 , 32 , 32) 
 0.789681	7.27731e-10	3.44987e-09	 (32 , 32 , 32) 
 0.807728	7.56659e-10	3.06308e-09	 (32 , 32 , 32) 
 0.826143	7.79089e-10	2.71966e-09	 (32 , 32 , 32) 
 0.844933	7.95777e-10	2.41474e-09	 (32 , 32 , 32) 
 0.864106	8.07403e-10	2.144e-09	 (32 , 32 , 32) 
 0.883669	8.14578e-10	1.90362e-09	 (32 , 32 , 32) 
 0.903631	8.17852e-10	1.69019e-09	 (32 , 32 , 32) 
 0.923998	8.17715e-10	1.50069e-09	 (32 , 32 , 32) 
 0.944778	8.14609e-10	1.33243e-09	 (32 , 32 , 32) 
 0.965981	8.08928e-10	1.18304e-09	 (32 , 32 , 32) 
 0.987614	8.01026e-10	1.05039e-09	 (32 , 32 , 32) 
  1.00969	7.91218e-10	9.32621e-10	 (32 , 32 , 32) 
   1.0322	7.79786e-10	8.28054e-10	 (32 , 32 , 32) 
  1.05518	7.66983e-10	7.3521e-10	 (32 , 32 , 32) 
  1.07862	7.53032e-10	6.52776e-10	 (32 , 32 , 32) 
  1.10253	7.38131e-10	5.79585e-10	 (32 , 32 , 32) 
  1.12693	7.2246e-10	5.14599e-10	 (32 , 32 , 32) 
  1.15182	7.06173e-10	4.569e-10	 (32 , 32 , 32) 
  1.17722	6.89411e-10	4.0567e-10	 (32 , 32 , 32) 
  1.20313	6.72296e-10	3.60184e-10	 (32 , 32 , 32) 
  1.22956	6.54936e-10	3.19798e-10	 (32 , 32 , 32) 
  1.25652	6.37426e-10	2.83941e-10	 (32 , 32 , 32) 
  1.28403	6.1985e-10	2.52103e-10	 (32 , 32 , 32) 
   1.3121	6.0228e-10	2.23836e-10	 (32 , 32 , 32) 
  1.34073	5.8478e-10	1.98738e-10	 (32 , 32 , 32) 
  1.36993	5.67405e-10	1.76454e-10	 (32 , 32 , 32) 
  1.39973	5.50202e-10	1.56669e-10	 (32 , 32 , 32) 
  1.43012	5.33212e-10	1.39102e-10	 (32 , 32 , 32) 
  1.46113	5.16469e-10	1.23504e-10	 (32 , 32 , 32) 
  1.49276	5.00004e-10	1.09656e-10	 (32 , 32 , 32) 
  1.52503	4.83839e-10	9.73604e-11	 (32 , 32 , 32) 
  1.55795	4.67995e-10	8.64435e-11	 (32 , 32 , 32) 
  1.59153	4.52489e-10	7.67506e-11	 (32 , 32 , 32) 
  1.62578	4.37334e-10	6.81446e-11	 (32 , 32 , 32) 
  1.66072	4.22539e-10	6.05035e-11	 (32 , 32 , 32) 
  1.69637	4.08113e-10	5.37192e-11	 (32 , 32 , 32) 
  1.73273	3.9406e-10	4.76957e-11	 (32 , 32 , 32) 
  1.76982	3.80383e-10	4.23475e-11	 (32 , 32 , 32) 
  1.80765	3.67084e-10	3.7599e-11	 (32 , 32 , 32) 
  1.84625	3.54163e-10	3.3383e-11	 (32 , 32 , 32) 
  1.88561	3.41618e-10	2.96397e-11	 (32 , 32 , 32) 
  1.92577	3.29446e-10	2.63161e-11	 (32 , 32 , 32) 
  1.96673	3.17643e-10	2.33652e-11	 (32 , 32 , 32) 
  2.00851	3.06206e-10	2.07452e-11	 (32 , 32 , 32) 
  2.05113	2.95127e-10	1.84189e-11	 (32 , 32 , 32) 
   2.0946	2.84402e-10	1.63535e-11	 (32 , 32 , 32) 
  2.13894	2.74025e-10	1.45197e-11	 (32 , 32 , 32) 
  2.18417	2.63987e-10	1.28916e-11	 (32 , 32 , 32) 
   2.2303	2.54282e-10	1.14459e-11	 (32 , 32 , 32) 
  2.27735	2.44902e-10	1.01624e-11	 (32 , 32 , 32) 
  2.32534	2.3584e-10	9.02284e-12	 (32 , 32 , 32) 
  2.37428	2.27087e-10	8.01103e-12	 (32 , 32 , 32) 
   2.4242	2.18636e-10	7.11267e-12	 (32 , 32 , 32) 
  2.47512	2.10478e-10	6.31505e-12	 (32 , 32 , 32) 
  2.52704	2.02605e-10	5.60687e-12	 (32 , 32 , 32) 
  2.57999	1.9501e-10	4.9781e-12	 (32 , 32 , 32) 
  2.63399	1.87684e-10	4.41983e-12	 (32 , 32 , 32) 
  2.68906	1.80618e-10	3.92417e-12	 (32 , 32 , 32) 
  2.74522	1.73806e-10	3.48408e-12	 (32 , 32 , 32) 
  2.80248	1.67239e-10	3.09334e-12	 (32 , 32 , 32) 
  2.86087	1.6091e-10	2.74641e-12	 (32 , 32 , 32) 
   2.9204	1.5481e-10	2.43839e-12	 (32 , 32 , 32) 
   2.9811	1.48933e-10	2.1649e-12	 (32 , 32 , 32) 
  3.04298	1.43271e-10	1.92209e-12	 (32 , 32 , 32) 
  3.10606	1.37817e-10	1.7065e-12	 (32 , 32 , 32) 
  3.17036	1.32565e-10	1.51508e-12	 (32 , 32 , 32) 
  3.23589	1.27506e-10	1.34513e-12	 (32 , 32 , 32) 
  3.30269	1.22635e-10	1.19423e-12	 (32 , 32 , 32) 
  3.37075	1.17945e-10	1.06026e-12	 (32 , 32 , 32) 
   3.4401	1.1343e-10	9.41309e-13	 (32 , 32 , 32) 
  3.51076	1.09084e-10	8.35696e-13	 (32 , 32 , 32) 
  3.58272	1.049e-10	7.41926e-13	 (32 , 32 , 32) 
  3.65602	1.00873e-10	6.58671e-13	 (32 , 32 , 32) 
  3.73065	9.69977e-11	5.84752e-13	 (32 , 32 , 32) 
  3.80663	9.3268e-11	5.19122e-13	 (32 , 32 , 32) 
  3.88396	8.96789e-11	4.60852e-13	 (32 , 32 , 32) 
  3.96265	8.62253e-11	4.09115e-13	 (32 , 32 , 32) 
  4.04269	8.29021e-11	3.63181e-13	 (32 , 32 , 32) 
  4.12408	7.97048e-11	3.22398e-13	 (32 , 32 , 32) 
  4.20681	7.66285e-11	2.86188e-13	 (32 , 32 , 32) 
  4.29088	7.36688e-11	2.54039e-13	 (32 , 32 , 32) 
  4.37626	7.08214e-11	2.25495e-13	 (32 , 32 , 32) 
  4.46293	6.80822e-11	2.00153e-13	 (32 , 32 , 32) 
  4.55086	6.5447e-11	1.77653e-13	 (32 , 32 , 32) 
  4.64001	6.2912e-11	1.57677e-13	 (32 , 32 , 32) 
  4.73035	6.04734e-11	1.39941e-13	 (32 , 32 , 32) 
  4.82181	5.81276e-11	1.24195e-13	 (32 , 32 , 32) 
  4.91434	5.5871e-11	1.10216e-13	 (32 , 32 , 32) 
  5.00787	5.37004e-11	9.7805e-14	 (32 , 32 , 32) 
  5.10231	5.16124e-11	8.67869e-14	 (32 , 32 , 32) 
  5.19758	4.9604e-11	7.70053e-14	 (32 , 32 , 32) 
  5.29358	4.7672e-11	6.83219e-14	 (32 , 32 , 32) 
  5.39019	4.58137e-11	6.06134e-14	 (32 , 32 , 32) 
   5.4873	4.40262e-11	5.37707e-14	 (32 , 32 , 32) 
  5.58476	4.23068e-11	4.76968e-14	 (32 , 32 , 32) 
  5.68245	4.0653e-11	4.23055e-14	 (32 , 32 , 32) 
   5.7802	3.90623e-11	3.75204e-14	 (32 , 32 , 32) 
  5.87787	3.75323e-11	3.32735e-14	 (32 , 32 , 32) 
  5.97529	3.60608e-11	2.95046e-14	 (32 , 32 , 32) 
   6.0723	3.46454e-11	2.61602e-14	 (32 , 32 , 32) 
  6.16872	3.32843e-11	2.31925e-14	 (32 , 32 , 32) 
  6.26439	3.19752e-11	2.05595e-14	 (32 , 32 , 32) 
  6.35915	3.07164e-11	1.82237e-14	 (32 , 32 , 32) 
  6.45282	2.95058e-11	1.61516e-14	 (32 , 32 , 32) 
  6.54525	2.83418e-11	1.43137e-14	 (32 , 32 , 32) 
   6.6363	2.72227e-11	1.26837e-14	 (32 , 32 , 32) 
  6.72582	2.61467e-11	1.12383e-14	 (32 , 32 , 32) 
  6.81369	2.51123e-11	9.95669e-15	 (32 , 32 , 32) 
   6.8998	2.41179e-11	8.82046e-15	 (32 , 32 , 32) 
  6.98405	2.31622e-11	7.81322e-15	 (32 , 32 , 32) 
  7.06634	2.22435e-11	6.92045e-15	 (32 , 32 , 32) 
  7.14661	2.13607e-11	6.12923e-15	 (32 , 32 , 32) 
   7.2248	2.05123e-11	5.42807e-15	 (32 , 32 , 32) 
  7.30085	1.9697e-11	4.80681e-15	 (32 , 32 , 32) 
  7.37475	1.89137e-11	4.25638e-15	 (32 , 32 , 32) 
  7.44647	1.81611e-11	3.76877e-15	 (32 , 32 , 32) 
  7.51601	1.74381e-11	3.33684e-15	 (32 , 32 , 32) 
  7.58335	1.67435e-11	2.95427e-15	 (32 , 32 , 32) 
  7.64853	1.60763e-11	2.61544e-15	 (32 , 32 , 32) 
  7.71154	1.54355e-11	2.31538e-15	 (32 , 32 , 32) 
  7.77243	1.482e-11	2.04967e-15	 (32 , 32 , 32) 
  7.83122	1.42288e-11	1.81439e-15	 (32 , 32 , 32) 
  7.88795	1.3661e-11	1.60606e-15	 (32 , 32 , 32) 
  7.94267	1.31158e-11	1.42162e-15	 (32 , 32 , 32) 
  7.99541	1.25922e-11	1.25833e-15	 (32 , 32 , 32) 
  8.04623	1.20894e-11	1.11377e-15	 (32 , 32 , 32) 
  8.09517	1.16066e-11	9.85797e-16	 (32 , 32 , 32) 
   8.1423	1.11429e-11	8.72513e-16	 (32 , 32 , 32) 
  8.18766	1.06978e-11	7.72235e-16	 (32 , 32 , 32) 
  8.23131	1.02703e-11	6.83472e-16	 (32 , 32 , 32) 
  8.27329	9.8599e-12	6.04904e-16	 (32 , 32 , 32) 
  8.31367	9.46584e-12	5.35361e-16	 (32 , 32 , 32) 
   8.3525	9.0875e-12	4.73809e-16	 (32 , 32 , 32) 
  8.38983	8.72425e-12	4.1933e-16	 (32 , 32 , 32) 
  8.42571	8.37549e-12	3.71112e-16	 (32 , 32 , 32) 
  8.46019	8.04064e-12	3.28436e-16	 (32 , 32 , 32) 
  8.49333	7.71917e-12	2.90665e-16	 (32 , 32 , 32) 
  8.52517	7.41053e-12	2.57237e-16	 (32 , 32 , 32) 
  8.55576	7.11422e-12	2.27653e-16	 (32 , 32 , 32) 
  8.58515	6.82975e-12	2.01469e-16	 (32 , 32 , 32) 
  8.61338	6.55664e-12	1.78297e-16	 (32 , 32 , 32) 
   8.6405	6.29444e-12	1.57789e-16	 (32 , 32 , 32) 
  8.66654	6.04272e-12	1.3964e-16	 (32 , 32 , 32) 
  8.69156	5.80106e-12	1.23578e-16	 (32 , 32 , 32) 
