# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.996041
# for k=2.10937e-07 to 223.611 h/Mpc,
# number of wavenumbers equal to 873
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       2.109370519242e-07      -1.720714245635e+00      -1.290535684226e+00      -1.290535684226e+00      -1.290535478004e-01      -1.720714245635e+00      -9.954660940886e-01       5.698215184517e-01       5.694767915739e-01       4.240592153672e-11       4.240593357706e-11       4.240593357796e-11       4.240593357815e-11       4.240592112793e-11       4.240593356861e-11 
       2.158504070464e-07      -1.720714255321e+00      -1.290535691491e+00      -1.290535691491e+00      -1.290535483898e-01      -1.720714255321e+00      -9.954660996573e-01       5.698215197939e-01       5.694767929145e-01       4.440445112914e-11       4.440446375961e-11       4.440446376050e-11       4.440446376070e-11       4.440445070997e-11       4.440446375070e-11 
       2.208782089115e-07      -1.720714272724e+00      -1.290535704543e+00      -1.290535704543e+00      -1.290535485997e-01      -1.720714272724e+00      -9.954661094468e-01       5.698215193842e-01       5.694767925091e-01       4.649716769354e-11       4.649718163074e-11       4.649718163172e-11       4.649718163193e-11       4.649716722913e-11       4.649718162091e-11 
       2.260231233267e-07      -1.720714290315e+00      -1.290535717736e+00      -1.290535717736e+00      -1.290535488549e-01      -1.720714290315e+00      -9.954661193532e-01       5.698215191132e-01       5.694767922419e-01       4.868851095506e-11       4.868852626685e-11       4.868852626793e-11       4.868852626815e-11       4.868851044404e-11       4.868852625605e-11 
       2.312878781936e-07      -1.720714310202e+00      -1.290535732652e+00      -1.290535732652e+00      -1.290535490399e-01      -1.720714310202e+00      -9.954661305260e-01       5.698215184628e-01       5.694767915967e-01       5.098312878621e-11       5.098314575917e-11       5.098314576037e-11       5.098314576060e-11       5.098312821598e-11       5.098314574720e-11 
       2.366752649550e-07      -1.720714328079e+00      -1.290535746059e+00      -1.290535746059e+00      -1.290535493989e-01      -1.720714328079e+00      -9.954661406184e-01       5.698215185186e-01       5.694767916557e-01       5.338588891712e-11       5.338590739957e-11       5.338590740086e-11       5.338590740110e-11       5.338588829812e-11       5.338590738652e-11 
       2.421881400746e-07      -1.720714348227e+00      -1.290535761170e+00      -1.290535761170e+00      -1.290535496947e-01      -1.720714348227e+00      -9.954661519656e-01       5.698215182198e-01       5.694767913612e-01       5.590188737896e-11       5.590190767310e-11       5.590190767452e-11       5.590190767477e-11       5.590188669838e-11       5.590190765877e-11 
       2.478294265519e-07      -1.720714368095e+00      -1.290535776071e+00      -1.290535776071e+00      -1.290535500734e-01      -1.720714368095e+00      -9.954661631772e-01       5.698215182143e-01       5.694767913594e-01       5.853646127912e-11       5.853648341506e-11       5.853648341659e-11       5.853648341685e-11       5.853646053834e-11       5.853648339942e-11 
       2.536021154715e-07      -1.720714388665e+00      -1.290535791499e+00      -1.290535791499e+00      -1.290535504831e-01      -1.720714388665e+00      -9.954661747893e-01       5.698215182671e-01       5.694767914158e-01       6.129519877203e-11       6.129522289274e-11       6.129522289439e-11       6.129522289466e-11       6.129519796702e-11       6.129522287568e-11 
       2.595092675895e-07      -1.720714412317e+00      -1.290535809238e+00      -1.290535809238e+00      -1.290535507936e-01      -1.720714412317e+00      -9.954661881007e-01       5.698215177942e-01       5.694767909484e-01       6.418395113287e-11       6.418397769791e-11       6.418397769973e-11       6.418397770001e-11       6.418395024381e-11       6.418397767912e-11 
