# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=2.10937e-07 to 223.611 h/Mpc,
# number of wavenumbers equal to 873
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       2.109370519242e-07      -2.077283205912e+00      -1.557962404434e+00      -1.557962404434e+00      -1.557962064610e-01      -2.077283205912e+00      -5.935128052655e-01       4.806793288783e-01       4.805374248727e-01       4.679783583810e-11       4.679786103297e-11       4.679786103351e-11       4.679786103360e-11       4.679783525487e-11       4.679786102530e-11 
       2.158504070464e-07      -2.077283225963e+00      -1.557962419472e+00      -1.557962419472e+00      -1.557962071946e-01      -2.077283225963e+00      -5.935128104646e-01       4.806793300091e-01       4.805374260036e-01       4.900334953095e-11       4.900337639058e-11       4.900337639113e-11       4.900337639122e-11       4.900334892260e-11       4.900337638238e-11 
       2.208782089115e-07      -2.077283253083e+00      -1.557962439813e+00      -1.557962439813e+00      -1.557962074690e-01      -2.077283253083e+00      -5.935128170030e-01       4.806793296620e-01       4.805374256591e-01       5.131280476486e-11       5.131283433298e-11       5.131283433359e-11       5.131283433368e-11       5.131280409270e-11       5.131283432395e-11 
       2.260231233267e-07      -2.077283280949e+00      -1.557962460712e+00      -1.557962460712e+00      -1.557962077993e-01      -2.077283280949e+00      -5.935128237543e-01       4.806793294317e-01       4.805374254315e-01       5.373110122641e-11       5.373113368631e-11       5.373113368697e-11       5.373113368707e-11       5.373110048747e-11       5.373113367639e-11 
       2.312878781936e-07      -2.077283311365e+00      -1.557962483524e+00      -1.557962483524e+00      -1.557962080455e-01      -2.077283311365e+00      -5.935128310449e-01       4.806793288813e-01       4.805374248843e-01       5.626336810185e-11       5.626340393842e-11       5.626340393915e-11       5.626340393926e-11       5.626336728105e-11       5.626340392747e-11 
       2.366752649550e-07      -2.077283340729e+00      -1.557962505547e+00      -1.557962505547e+00      -1.557962085037e-01      -2.077283340729e+00      -5.935128382348e-01       4.806793289267e-01       4.805374249320e-01       5.891497735902e-11       5.891501648054e-11       5.891501648133e-11       5.891501648145e-11       5.891497646575e-11       5.891501646859e-11 
       2.421881400746e-07      -2.077283372681e+00      -1.557962529511e+00      -1.557962529511e+00      -1.557962088863e-01      -2.077283372681e+00      -5.935128459789e-01       4.806793286727e-01       4.805374246810e-01       6.169155270090e-11       6.169159563382e-11       6.169159563469e-11       6.169159563481e-11       6.169155171948e-11       6.169159562070e-11 
       2.478294265519e-07      -2.077283405102e+00      -1.557962553827e+00      -1.557962553827e+00      -1.557962093705e-01      -2.077283405102e+00      -5.935128539027e-01       4.806793286661e-01       4.805374246770e-01       6.459898404464e-11       6.459903096280e-11       6.459903096373e-11       6.459903096386e-11       6.459898297443e-11       6.459903094844e-11 
       2.536021154715e-07      -2.077283438854e+00      -1.557962579141e+00      -1.557962579141e+00      -1.557962098936e-01      -2.077283438854e+00      -5.935128621645e-01       4.806793287086e-01       4.805374247223e-01       6.764343826296e-11       6.764348950429e-11       6.764348950530e-11       6.764348950543e-11       6.764343709729e-11       6.764348948861e-11 
       2.595092675895e-07      -2.077283475978e+00      -1.557962606984e+00      -1.557962606984e+00      -1.557962102975e-01      -2.077283475978e+00      -5.935128711342e-01       4.806793283076e-01       4.805374243248e-01       7.083137255101e-11       7.083142889168e-11       7.083142889279e-11       7.083142889292e-11       7.083137126608e-11       7.083142887443e-11 
       2.655540149563e-07      -2.077283512017e+00      -1.557962634013e+00      -1.557962634013e+00      -1.557962109491e-01      -2.077283512017e+00      -5.935128800201e-01       4.806793285964e-01       4.805374246162e-01       7.416955001320e-11       7.416961133702e-11       7.416961133821e-11       7.416961133835e-11       7.416954862249e-11       7.416961131823e-11 
       2.717395625768e-07      -2.077283553843e+00      -1.557962665382e+00      -1.557962665382e+00      -1.557962113018e-01      -2.077283553843e+00      -5.935128900552e-01       4.806793278767e-01       4.805374239009e-01       7.766504961819e-11       7.766511731399e-11       7.766511731532e-11       7.766511731546e-11       7.766504807408e-11       7.766511729325e-11 
       2.780691901103e-07      -2.077283593303e+00      -1.557962694977e+00      -1.557962694977e+00      -1.557962120208e-01      -2.077283593303e+00      -5.935128997884e-01       4.806793282074e-01       4.805374242344e-01       8.132528791163e-11       8.132536158404e-11       8.132536158545e-11       8.132536158561e-11       8.132528624072e-11       8.132536156145e-11 
