# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=9.86328
# for k=2.10937e-07 to 223.611 h/Mpc,
# number of wavenumbers equal to 873
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       2.109370519242e-07      -1.594711557649e+00      -1.196033668237e+00      -1.196033668237e+00      -1.196033602050e-01      -1.594711557649e+00      -1.193536804953e+00       6.013221257964e-01       5.993696306753e-01       1.944780843439e-11       1.944780992489e-11       1.944780992548e-11       1.944780992652e-11       1.944780839997e-11       1.944780991901e-11 
       2.158504070464e-07      -1.594711554831e+00      -1.196033666123e+00      -1.196033666123e+00      -1.196033605364e-01      -1.594711554831e+00      -1.193536802846e+00       6.013221272177e-01       5.993696320778e-01       2.036435561325e-11       2.036435701642e-11       2.036435701696e-11       2.036435701805e-11       2.036435558191e-11       2.036435701088e-11 
       2.208782089115e-07      -1.594711559538e+00      -1.196033669654e+00      -1.196033669654e+00      -1.196033605190e-01      -1.594711559538e+00      -1.193536806367e+00       6.013221267915e-01       5.993696316609e-01       2.132409800387e-11       2.132409958004e-11       2.132409958064e-11       2.132409958178e-11       2.132409796832e-11       2.132409957381e-11 
       2.260231233267e-07      -1.594711563801e+00      -1.196033672850e+00      -1.196033672850e+00      -1.196033605325e-01      -1.594711563801e+00      -1.193536809556e+00       6.013221265118e-01       5.993696313884e-01       2.232907167944e-11       2.232907342180e-11       2.232907342246e-11       2.232907342365e-11       2.232907163996e-11       2.232907341491e-11 
       2.312878781936e-07      -1.594711569811e+00      -1.196033677358e+00      -1.196033677358e+00      -1.196033604731e-01      -1.594711569811e+00      -1.193536814053e+00       6.013221258321e-01       5.993696307223e-01       2.338140821825e-11       2.338141020596e-11       2.338141020672e-11       2.338141020797e-11       2.338140817253e-11       2.338141019810e-11 
       2.366752649550e-07      -1.594711572995e+00      -1.196033679747e+00      -1.196033679747e+00      -1.196033605588e-01      -1.594711572995e+00      -1.193536816436e+00       6.013221258978e-01       5.993696307903e-01       2.448333999375e-11       2.448334212316e-11       2.448334212396e-11       2.448334212527e-11       2.448333994489e-11       2.448334211473e-11 
       2.421881400746e-07      -1.594711577838e+00      -1.196033683378e+00      -1.196033683378e+00      -1.196033605768e-01      -1.594711577838e+00      -1.193536820059e+00       6.013221255896e-01       5.993696304902e-01       2.563720412760e-11       2.563720647630e-11       2.563720647718e-11       2.563720647855e-11       2.563720407342e-11       2.563720646700e-11 
       2.478294265519e-07      -1.594711581611e+00      -1.196033686208e+00      -1.196033686208e+00      -1.196033606574e-01      -1.594711581611e+00      -1.193536822882e+00       6.013221255911e-01       5.993696304955e-01       2.684544826333e-11       2.684545079394e-11       2.684545079487e-11       2.684545079631e-11       2.684544820493e-11       2.684545078391e-11 
       2.536021154715e-07      -1.594711585315e+00      -1.196033688986e+00      -1.196033688986e+00      -1.196033607535e-01      -1.594711585315e+00      -1.193536825654e+00       6.013221256546e-01       5.993696305618e-01       2.811063519878e-11       2.811063791480e-11       2.811063791579e-11       2.811063791729e-11       2.811063513613e-11       2.811063790402e-11 
       2.595092675895e-07      -1.594711591422e+00      -1.196033693566e+00      -1.196033693566e+00      -1.196033607481e-01      -1.594711591422e+00      -1.193536830223e+00       6.013221251639e-01       5.993696300825e-01       2.943544841324e-11       2.943545144142e-11       2.943545144253e-11       2.943545144410e-11       2.943544834298e-11       2.943545142941e-11 
