# Matter power spectrum P(k) at redshift z=9.86328
# for k=2.10937e-07 to 223.611 h/Mpc,
# number of wavenumbers equal to 873
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.109370519242e-07       3.852502200320e-02 
       2.158504070464e-07       3.118274977747e-02 
       2.208782089115e-07       3.300338532722e-02 
       2.260231233267e-07       3.410062207701e-02 
       2.312878781936e-07       3.694977464045e-02 
       2.366752649550e-07       3.641127957879e-02 
       2.421881400746e-07       3.750683159864e-02 
       2.478294265519e-07       3.727815567134e-02 
       2.536021154715e-07       3.683997112559e-02 
       2.595092675895e-07       3.858207280044e-02 
       2.655540149563e-07       3.701599731772e-02 
       2.717395625768e-07       4.013913339305e-02 
       2.780691901103e-07       3.845110526498e-02 
       2.845462536090e-07       4.041823094959e-02 
       2.911741872978e-07       3.991765967414e-02 
       2.979565053949e-07       4.142246289903e-02 
       3.048968039751e-07       4.174533472463e-02 
       3.119987628765e-07       3.958693115300e-02 
       3.192661476518e-07       4.198189092680e-02 
       3.267028115646e-07       4.141105854734e-02 
       3.343126976324e-07       4.253303601847e-02 
       3.420998407177e-07       4.393821695571e-02 
       3.500683696668e-07       4.222711925156e-02 
       3.582225094992e-07       4.329755527352e-02 
       3.665665836478e-07       4.319125847286e-02 
       3.751050162511e-07       4.242681539413e-02 
       3.838423344991e-07       4.418720937451e-02 
       3.927831710336e-07       4.387960648338e-02 
       4.019322664045e-07       4.446614039560e-02 
       4.112944715832e-07       4.479833197296e-02 
       4.208747505349e-07       4.511353512543e-02 
       4.306781828503e-07       4.529065179962e-02 
       4.407099664389e-07       4.623561196196e-02 
       4.509754202852e-07       4.676584670622e-02 
       4.614799872687e-07       4.763159431182e-02 
       4.722292370499e-07       4.836212024041e-02 
       4.832288690233e-07       4.820022632688e-02 
       4.944847153393e-07       4.855842791572e-02 
       5.060027439966e-07       4.975831682215e-02 
       5.177890620066e-07       5.009228914782e-02 
       5.298499186309e-07       5.077836164100e-02 
       5.421917086956e-07       5.068164779470e-02 
       5.548209759809e-07       5.178446125256e-02 
       5.677444166916e-07       5.284166379914e-02 
       5.809688830071e-07       5.297289594599e-02 
       5.945013867143e-07       5.379129331552e-02 
       6.083491029259e-07       5.496335974834e-02 
