# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   5.623646e-01   9.900990e-03   5.696668e+00   0.000000e+00   3.120460e-01
      1   5.640091e-01   9.950555e-03   5.682055e+00   6.688631e-11   3.120460e-01
      2   5.656579e-01   1.000037e-02   5.667481e+00   1.328465e-10   3.120460e-01
      3   5.673110e-01   1.005043e-02   5.652947e+00   1.981819e-10   3.120460e-01
      4   5.689682e-01   1.010074e-02   5.638452e+00   2.629024e-10   3.120460e-01
      5   5.706298e-01   1.015131e-02   5.623996e+00   3.270172e-10   3.120460e-01
      6   5.722956e-01   1.020213e-02   5.609579e+00   3.905352e-10   3.120460e-01
      7   5.739657e-01   1.025320e-02   5.595201e+00   4.534651e-10   3.120460e-01
      8   5.756401e-01   1.030453e-02   5.580861e+00   5.158154e-10   3.120460e-01
      9   5.773188e-01   1.035611e-02   5.566560e+00   5.775946e-10   3.120460e-01
     10   5.790018e-01   1.040796e-02   5.552298e+00   6.388110e-10   3.120460e-01
     11   5.806891e-01   1.046006e-02   5.538074e+00   6.994727e-10   3.120460e-01
     12   5.823807e-01   1.051242e-02   5.523888e+00   7.595878e-10   3.120460e-01
     13   5.840767e-01   1.056505e-02   5.509741e+00   8.191641e-10   3.120460e-01
     14   5.857771e-01   1.061794e-02   5.495631e+00   8.782096e-10   3.120460e-01
     15   5.874818e-01   1.067109e-02   5.481560e+00   9.367319e-10   3.120460e-01
     16   5.891909e-01   1.072451e-02   5.467526e+00   9.947385e-10   3.120460e-01
     17   5.909044e-01   1.077820e-02   5.453530e+00   1.052237e-09   3.120460e-01
     18   5.926223e-01   1.083216e-02   5.439572e+00   1.109235e-09   3.120460e-01
     19   5.943446e-01   1.088639e-02   5.425651e+00   1.165739e-09   3.120460e-01
     20   5.960713e-01   1.094088e-02   5.411767e+00   1.221758e-09   3.120460e-01
     21   5.978024e-01   1.099565e-02   5.397920e+00   1.277297e-09   3.120460e-01
     22   5.995380e-01   1.105070e-02   5.384111e+00   1.332364e-09   3.120460e-01
     23   6.012780e-01   1.110602e-02   5.370339e+00   1.386966e-09   3.120460e-01
     24   6.030225e-01   1.116162e-02   5.356604e+00   1.441109e-09   3.120460e-01
     25   6.047715e-01   1.121749e-02   5.342905e+00   1.494802e-09   3.120460e-01
     26   6.065249e-01   1.127365e-02   5.329243e+00   1.548049e-09   3.120460e-01
     27   6.082829e-01   1.133009e-02   5.315618e+00   1.600858e-09   3.120460e-01
     28   6.100453e-01   1.138681e-02   5.302029e+00   1.653235e-09   3.120460e-01
     29   6.118123e-01   1.144381e-02   5.288477e+00   1.705187e-09   3.120460e-01
     30   6.135838e-01   1.150110e-02   5.274960e+00   1.756720e-09   3.120460e-01
     31   6.153598e-01   1.155867e-02   5.261480e+00   1.807841e-09   3.120460e-01
     32   6.171404e-01   1.161654e-02   5.248036e+00   1.858555e-09   3.120460e-01
     33   6.189255e-01   1.167469e-02   5.234628e+00   1.908869e-09   3.120460e-01
     34   6.207153e-01   1.173314e-02   5.221256e+00   1.958788e-09   3.120460e-01
     35   6.225096e-01   1.179187e-02   5.207919e+00   2.008319e-09   3.120460e-01
     36   6.243085e-01   1.185090e-02   5.194618e+00   2.057468e-09   3.120460e-01
     37   6.261120e-01   1.191023e-02   5.181353e+00   2.106241e-09   3.120460e-01
     38   6.279201e-01   1.196986e-02   5.168123e+00   2.154642e-09   3.120460e-01
     39   6.297328e-01   1.202978e-02   5.154928e+00   2.202679e-09   3.120460e-01
     40   6.315502e-01   1.209000e-02   5.141769e+00   2.250356e-09   3.120460e-01
     41   6.333723e-01   1.215052e-02   5.128644e+00   2.297680e-09   3.120460e-01
     42   6.351990e-01   1.221135e-02   5.115554e+00   2.344655e-09   3.120460e-01
     43   6.370304e-01   1.227248e-02   5.102500e+00   2.391288e-09   3.120460e-01
     44   6.388664e-01   1.233392e-02   5.089480e+00   2.437583e-09   3.120460e-01
     45   6.407072e-01   1.239566e-02   5.076495e+00   2.483546e-09   3.120460e-01
     46   6.425526e-01   1.245772e-02   5.063544e+00   2.529183e-09   3.120460e-01
     47   6.444028e-01   1.252008e-02   5.050628e+00   2.574497e-09   3.120460e-01
     48   6.462578e-01   1.258276e-02   5.037746e+00   2.619496e-09   3.120460e-01
     49   6.481174e-01   1.264575e-02   5.024898e+00   2.664182e-09   3.120460e-01
     50   6.499818e-01   1.270906e-02   5.012085e+00   2.708563e-09   3.120460e-01
     51   6.518510e-01   1.277268e-02   4.999305e+00   2.752642e-09   3.120460e-01
     52   6.537250e-01   1.283662e-02   4.986560e+00   2.796425e-09   3.120460e-01
     53   6.556037e-01   1.290088e-02   4.973849e+00   2.839916e-09   3.120460e-01
     54   6.574873e-01   1.296547e-02   4.961171e+00   2.883121e-09   3.120460e-01
     55   6.593757e-01   1.303037e-02   4.948527e+00   2.926043e-09   3.120460e-01
     56   6.612689e-01   1.309560e-02   4.935916e+00   2.968688e-09   3.120460e-01
     57   6.631669e-01   1.316116e-02   4.923339e+00   3.011061e-09   3.120460e-01
     58   6.650698e-01   1.322705e-02   4.910795e+00   3.053165e-09   3.120460e-01
     59   6.669775e-01   1.329326e-02   4.898285e+00   3.095006e-09   3.120460e-01
     60   6.688901e-01   1.335981e-02   4.885807e+00   3.136588e-09   3.120460e-01
     61   6.708076e-01   1.342669e-02   4.873363e+00   3.177915e-09   3.120460e-01
