# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   2.249460e+00   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   2.302086e+00   1.030088e-02   5.581859e+00   4.521612e-10   3.120460e-01
      2   2.355794e+00   1.071692e-02   5.469494e+00   8.710107e-10   3.120460e-01
      3   2.410606e+00   1.114977e-02   5.359500e+00   1.263588e-09   3.120460e-01
      4   2.466542e+00   1.160010e-02   5.251820e+00   1.632965e-09   3.120460e-01
      5   2.523626e+00   1.206863e-02   5.146399e+00   1.981916e-09   3.120460e-01
      6   2.581879e+00   1.255609e-02   5.043186e+00   2.312968e-09   3.120460e-01
      7   2.641324e+00   1.306324e-02   4.942128e+00   2.628423e-09   3.120460e-01
      8   2.701985e+00   1.359088e-02   4.843177e+00   2.930391e-09   3.120460e-01
      9   2.763884e+00   1.413984e-02   4.746283e+00   3.220804e-09   3.120460e-01
     10   2.827048e+00   1.471097e-02   4.651400e+00   3.501436e-09   3.120460e-01
     11   2.891500e+00   1.530518e-02   4.558482e+00   3.773920e-09   3.120460e-01
     12   2.957266e+00   1.592339e-02   4.467484e+00   4.039762e-09   3.120460e-01
     13   3.024371e+00   1.656658e-02   4.378363e+00   4.300353e-09   3.120460e-01
     14   3.092843e+00   1.723576e-02   4.291078e+00   4.556981e-09   3.120460e-01
     15   3.162707e+00   1.793197e-02   4.205587e+00   4.810844e-09   3.120460e-01
     16   3.233991e+00   1.865631e-02   4.121850e+00   5.063057e-09   3.120459e-01
     17   3.306724e+00   1.940990e-02   4.039829e+00   5.314664e-09   3.120459e-01
     18   3.380933e+00   2.019395e-02   3.959485e+00   5.566642e-09   3.120459e-01
