### The result of the verage over time 
### d tau = 0.238644
### number of kessence update = 10
### initial time = 11.9322
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
  11.9322	        0	        0	 (32 , 32 , 32) 
  12.1708	1.01084e-06	-1.81252e-09	 (32 , 32 , 32) 
  12.4142	2.07818e-06	-1.59153e-09	 (32 , 32 , 32) 
  12.6625	3.07873e-06	-1.36357e-09	 (32 , 32 , 32) 
  12.9158	4.04509e-06	-1.11598e-09	 (32 , 32 , 32) 
  13.1741	4.98121e-06	-8.38433e-10	 (32 , 32 , 32) 
  13.4376	5.8896e-06	-5.22905e-10	 (32 , 32 , 32) 
  13.7063	6.77252e-06	-1.63258e-10	 (32 , 32 , 32) 
  13.9805	7.63211e-06	2.4511e-10	 (32 , 32 , 32) 
  14.2601	8.47038e-06	7.05571e-10	 (32 , 32 , 32) 
  14.5453	9.28922e-06	1.22052e-09	 (32 , 32 , 32) 
  14.8362	1.00904e-05	1.79156e-09	 (32 , 32 , 32) 
  15.1329	1.08756e-05	2.41975e-09	 (32 , 32 , 32) 
  15.4356	1.16464e-05	3.10564e-09	 (32 , 32 , 32) 
  15.7443	1.24043e-05	3.8495e-09	 (32 , 32 , 32) 
  16.0591	1.31507e-05	4.65134e-09	 (32 , 32 , 32) 
  16.3803	1.38869e-05	5.51105e-09	 (32 , 32 , 32) 
  16.7079	1.46142e-05	6.42843e-09	 (32 , 32 , 32) 
  17.0421	1.53338e-05	7.40324e-09	 (32 , 32 , 32) 
  17.3829	1.60468e-05	8.43529e-09	 (32 , 32 , 32) 
  17.7306	1.67543e-05	9.52442e-09	 (32 , 32 , 32) 
  18.0852	1.74574e-05	1.06706e-08	 (32 , 32 , 32) 
  18.4469	1.8157e-05	1.18737e-08	 (32 , 32 , 32) 
  18.8159	1.88541e-05	1.31341e-08	 (32 , 32 , 32) 
  19.1922	1.95496e-05	1.44521e-08	 (32 , 32 , 32) 
   19.576	2.02443e-05	1.58279e-08	 (32 , 32 , 32) 
  19.9675	2.0939e-05	1.72623e-08	 (32 , 32 , 32) 
  20.3669	2.16347e-05	1.8756e-08	 (32 , 32 , 32) 
  20.7742	2.2332e-05	2.03099e-08	 (32 , 32 , 32) 
  21.1897	2.30316e-05	2.19251e-08	 (32 , 32 , 32) 
  21.6135	2.37344e-05	2.36029e-08	 (32 , 32 , 32) 
  22.0458	2.44411e-05	2.53446e-08	 (32 , 32 , 32) 
  22.4867	2.51522e-05	2.71519e-08	 (32 , 32 , 32) 
  22.9364	2.58688e-05	2.90266e-08	 (32 , 32 , 32) 
  23.3951	2.65916e-05	3.09707e-08	 (32 , 32 , 32) 
  23.8631	2.73212e-05	3.29866e-08	 (32 , 32 , 32) 
  24.3403	2.80586e-05	3.5077e-08	 (32 , 32 , 32) 
  24.8271	2.88044e-05	3.72454e-08	 (32 , 32 , 32) 
  25.3237	2.95609e-05	3.94957e-08	 (32 , 32 , 32) 
  25.8301	3.03311e-05	4.18325e-08	 (32 , 32 , 32) 
  26.3467	3.11215e-05	4.42599e-08	 (32 , 32 , 32) 
  26.8737	3.19362e-05	4.67817e-08	 (32 , 32 , 32) 
  27.4111	3.27712e-05	4.94024e-08	 (32 , 32 , 32) 
  27.9594	3.36298e-05	5.21241e-08	 (32 , 32 , 32) 
