### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
 0.642703	        0	        0	-3.11285e-20
 0.657739	-5.64077e-10	-1.38356e-08	-3.11285e-20
 0.673084	-9.81848e-10	-1.15302e-08	5.93511e-10
 0.688745	-1.24992e-09	-8.25597e-09	1.10011e-09
 0.704726	-1.33004e-09	-3.54558e-09	1.56786e-09
 0.721036	-1.1709e-09	2.97292e-09	2.00256e-09
  0.73768	-7.11386e-10	1.15987e-08	2.40793e-09
 0.754664	1.16396e-10	2.25699e-08	2.78723e-09
 0.771996	1.38454e-09	3.60737e-08	3.14343e-09
 0.789681	3.16734e-09	5.22543e-08	3.47917e-09
 0.807728	5.53963e-09	7.12203e-08	3.79688e-09
 0.826143	8.57555e-09	9.30511e-08	4.09877e-09
 0.844933	1.23476e-08	1.17802e-07	4.38685e-09
 0.864106	1.69257e-08	1.45509e-07	4.66296e-09
 0.883669	2.23771e-08	1.76193e-07	4.92877e-09
 0.903631	2.87656e-08	2.09864e-07	5.18582e-09
 0.923998	3.61517e-08	2.46521e-07	5.43552e-09
 0.944778	4.45921e-08	2.86157e-07	5.67918e-09
 0.965981	5.41401e-08	3.28764e-07	5.91798e-09
 0.987614	6.48455e-08	3.74329e-07	6.15303e-09
  1.00969	7.67548e-08	4.22837e-07	6.38536e-09
   1.0322	8.99114e-08	4.74276e-07	6.61592e-09
  1.05518	1.04356e-07	5.28635e-07	6.84558e-09
  1.07862	1.20125e-07	5.85906e-07	7.07518e-09
  1.10253	1.37256e-07	6.46083e-07	7.3055e-09
  1.12693	1.5578e-07	7.09166e-07	7.53726e-09
  1.15182	1.7573e-07	7.75157e-07	7.77115e-09
  1.17722	1.97136e-07	8.44065e-07	8.00783e-09
  1.20313	2.20026e-07	9.15905e-07	8.24793e-09
  1.22956	2.44427e-07	9.90694e-07	8.49204e-09
  1.25652	2.70367e-07	1.06846e-06	8.74073e-09
  1.28403	2.97873e-07	1.14923e-06	8.99457e-09
   1.3121	3.26971e-07	1.23305e-06	9.25408e-09
  1.34073	3.57687e-07	1.31996e-06	9.5198e-09
  1.36993	3.90048e-07	1.41001e-06	9.79224e-09
  1.39973	4.24082e-07	1.50326e-06	1.00719e-08
  1.43012	4.59818e-07	1.59977e-06	1.03593e-08
  1.46113	4.97284e-07	1.69961e-06	1.06549e-08
  1.49276	5.36511e-07	1.80285e-06	1.09592e-08
  1.52503	5.7753e-07	1.90959e-06	1.12728e-08
  1.55795	6.20376e-07	2.01991e-06	1.1596e-08
  1.59153	6.65084e-07	2.13392e-06	1.19294e-08
  1.62578	7.1169e-07	2.2517e-06	1.22735e-08
  1.66072	7.60233e-07	2.37338e-06	1.26289e-08
  1.69637	8.10756e-07	2.49906e-06	1.2996e-08
  1.73273	8.63302e-07	2.62888e-06	1.33753e-08
  1.76982	9.17917e-07	2.76296e-06	1.37674e-08
  1.80765	9.74651e-07	2.90144e-06	1.41728e-08
  1.84625	1.03355e-06	3.04447e-06	1.45921e-08
  1.88561	1.09468e-06	3.19218e-06	1.50258e-08
  1.92577	1.15809e-06	3.34474e-06	1.54746e-08
  1.96673	1.22384e-06	3.50232e-06	1.59391e-08
  2.00851	1.29199e-06	3.66507e-06	1.64197e-08
  2.05113	1.36262e-06	3.83318e-06	1.69172e-08
   2.0946	1.43579e-06	4.00682e-06	1.74323e-08
  2.13894	1.51158e-06	4.18619e-06	1.79655e-08
  2.18417	1.59006e-06	4.37147e-06	1.85176e-08
   2.2303	1.67132e-06	4.56286e-06	1.90893e-08
  2.27735	1.75543e-06	4.76058e-06	1.96813e-08
  2.32534	1.8425e-06	4.96482e-06	2.02943e-08
  2.37428	1.93261e-06	5.17581e-06	2.0929e-08
   2.4242	2.02585e-06	5.39377e-06	2.15864e-08
  2.47512	2.12234e-06	5.61891e-06	2.2267e-08
