### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
 0.642703	        0	        0	 (32 , 32 , 32) 
 0.657739	1.91907e-07	-7.42253e-08	 (32 , 32 , 32) 
 0.673084	3.86934e-07	-6.43792e-08	 (32 , 32 , 32) 
 0.688745	5.74998e-07	-5.30292e-08	 (32 , 32 , 32) 
 0.704726	7.58947e-07	-3.91078e-08	 (32 , 32 , 32) 
 0.721036	9.39275e-07	-2.17206e-08	 (32 , 32 , 32) 
  0.73768	1.11635e-06	-1.21459e-10	 (32 , 32 , 32) 
 0.754664	1.29052e-06	2.63101e-08	 (32 , 32 , 32) 
 0.771996	1.46213e-06	5.80884e-08	 (32 , 32 , 32) 
 0.789681	1.63152e-06	9.56386e-08	 (32 , 32 , 32) 
 0.807728	1.79903e-06	1.39311e-07	 (32 , 32 , 32) 
 0.826143	1.96498e-06	1.89395e-07	 (32 , 32 , 32) 
 0.844933	2.12971e-06	2.4613e-07	 (32 , 32 , 32) 
 0.864106	2.29354e-06	3.09714e-07	 (32 , 32 , 32) 
 0.883669	2.45681e-06	3.80314e-07	 (32 , 32 , 32) 
 0.903631	2.61984e-06	4.58073e-07	 (32 , 32 , 32) 
 0.923998	2.78294e-06	5.43116e-07	 (32 , 32 , 32) 
 0.944778	2.94645e-06	6.35557e-07	 (32 , 32 , 32) 
 0.965981	3.11069e-06	7.35505e-07	 (32 , 32 , 32) 
 0.987614	3.27597e-06	8.43062e-07	 (32 , 32 , 32) 
  1.00969	3.44264e-06	9.58338e-07	 (32 , 32 , 32) 
   1.0322	3.61102e-06	1.08144e-06	 (32 , 32 , 32) 
  1.05518	3.78144e-06	1.2125e-06	 (32 , 32 , 32) 
  1.07862	3.95424e-06	1.35164e-06	 (32 , 32 , 32) 
  1.10253	4.12977e-06	1.49901e-06	 (32 , 32 , 32) 
  1.12693	4.30838e-06	1.65477e-06	 (32 , 32 , 32) 
