### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
 0.642703	        0	        0	-3.11285e-20
 0.657739	3.8427e-08	-9.29555e-11	-3.11285e-20
 0.673084	7.462e-08	-8.25344e-11	5.93511e-10
 0.688745	1.0871e-07	-7.32815e-11	1.10011e-09
 0.704726	1.40821e-07	-6.50658e-11	1.56786e-09
 0.721036	1.71068e-07	-5.77712e-11	2.00256e-09
  0.73768	1.99562e-07	-5.12943e-11	2.40793e-09
 0.754664	2.26404e-07	-4.55436e-11	2.78723e-09
 0.771996	2.51691e-07	-4.04375e-11	3.14343e-09
 0.789681	2.75515e-07	-3.59038e-11	3.47917e-09
 0.807728	2.9796e-07	-3.18785e-11	3.79688e-09
 0.826143	3.19107e-07	-2.83044e-11	4.09877e-09
 0.844933	3.39032e-07	-2.5131e-11	4.38685e-09
 0.864106	3.57807e-07	-2.23133e-11	4.66296e-09
 0.883669	3.75497e-07	-1.98116e-11	4.92877e-09
 0.903631	3.92167e-07	-1.75903e-11	5.18582e-09
 0.923998	4.07875e-07	-1.56181e-11	5.43552e-09
 0.944778	4.22678e-07	-1.3867e-11	5.67918e-09
 0.965981	4.36628e-07	-1.23122e-11	5.91798e-09
 0.987614	4.49774e-07	-1.09318e-11	6.15303e-09
  1.00969	4.62164e-07	-9.70609e-12	6.38536e-09
   1.0322	4.73841e-07	-8.61782e-12	6.61592e-09
  1.05518	4.84847e-07	-7.65157e-12	6.84558e-09
  1.07862	4.9522e-07	-6.79365e-12	7.07518e-09
  1.10253	5.04997e-07	-6.03192e-12	7.3055e-09
  1.12693	5.14213e-07	-5.3556e-12	7.53726e-09
  1.15182	5.22899e-07	-4.7551e-12	7.77115e-09
  1.17722	5.31088e-07	-4.22194e-12	8.00783e-09
  1.20313	5.38807e-07	-3.74855e-12	8.24793e-09
  1.22956	5.46084e-07	-3.32824e-12	8.49204e-09
  1.25652	5.52944e-07	-2.95506e-12	8.74073e-09
  1.28403	5.59411e-07	-2.62372e-12	8.99457e-09
   1.3121	5.65508e-07	-2.32953e-12	9.25408e-09
  1.34073	5.71257e-07	-2.06833e-12	9.5198e-09
  1.36993	5.76677e-07	-1.83641e-12	9.79224e-09
  1.39973	5.81787e-07	-1.6305e-12	1.00719e-08
  1.43012	5.86606e-07	-1.44767e-12	1.03593e-08
  1.46113	5.91151e-07	-1.28535e-12	1.06549e-08
  1.49276	5.95436e-07	-1.14122e-12	1.09592e-08
  1.52503	5.99478e-07	-1.01326e-12	1.12728e-08
  1.55795	6.0329e-07	-8.99644e-13	1.1596e-08
  1.59153	6.06885e-07	-7.98768e-13	1.19294e-08
  1.62578	6.10276e-07	-7.09202e-13	1.22735e-08
  1.66072	6.13476e-07	-6.29679e-13	1.26289e-08
  1.69637	6.16495e-07	-5.59073e-13	1.2996e-08
  1.73273	6.19343e-07	-4.96384e-13	1.33753e-08
  1.76982	6.22032e-07	-4.40724e-13	1.37674e-08
  1.80765	6.24569e-07	-3.91305e-13	1.41728e-08
  1.84625	6.26965e-07	-3.47427e-13	1.45921e-08
  1.88561	6.29227e-07	-3.08469e-13	1.50258e-08
  1.92577	6.31364e-07	-2.7388e-13	1.54746e-08
  1.96673	6.33382e-07	-2.43169e-13	1.59391e-08
  2.00851	6.35291e-07	-2.15901e-13	1.64197e-08
  2.05113	6.37095e-07	-1.91692e-13	1.69172e-08
   2.0946	6.38803e-07	-1.70196e-13	1.74323e-08
  2.13894	6.40419e-07	-1.51111e-13	1.79655e-08
  2.18417	6.4195e-07	-1.34166e-13	1.85176e-08
   2.2303	6.43402e-07	-1.19121e-13	1.90893e-08
  2.27735	6.44779e-07	-1.05764e-13	1.96813e-08
  2.32534	6.46088e-07	-9.39034e-14	2.02943e-08
  2.37428	6.47334e-07	-8.33732e-14	2.0929e-08
   2.4242	6.48521e-07	-7.40238e-14	2.15864e-08
  2.47512	6.49654e-07	-6.57227e-14	2.2267e-08
  2.52704	6.50738e-07	-5.83524e-14	2.29719e-08
  2.57999	6.51778e-07	-5.18086e-14	2.37018e-08
  2.63399	6.52779e-07	-4.59985e-14	2.44575e-08
  2.68906	6.53744e-07	-4.084e-14	2.524e-08
  2.74522	6.5468e-07	-3.62598e-14	2.60501e-08
  2.80248	6.5559e-07	-3.21933e-14	2.68887e-08
  2.86087	6.56479e-07	-2.85827e-14	2.77567e-08
   2.9204	6.57353e-07	-2.5377e-14	2.8655e-08
   2.9811	6.58216e-07	-2.25308e-14	2.95845e-08
  3.04298	6.59075e-07	-2.00037e-14	3.05462e-08
  3.10606	6.59935e-07	-1.776e-14	3.15408e-08
  3.17036	6.60802e-07	-1.57679e-14	3.25694e-08
  3.23589	6.61682e-07	-1.39991e-14	3.36327e-08
  3.30269	6.62584e-07	-1.24287e-14	3.47316e-08
  3.37075	6.63513e-07	-1.10344e-14	3.58668e-08
   3.4401	6.64478e-07	-9.79647e-15	3.7039e-08
  3.51076	6.65489e-07	-8.69733e-15	3.82489e-08
  3.58272	6.66554e-07	-7.72144e-15	3.9497e-08
  3.65602	6.67685e-07	-6.85498e-15	4.07837e-08
  3.73065	6.68893e-07	-6.08568e-15	4.21092e-08
  3.80663	6.7019e-07	-5.40265e-15	4.34737e-08
  3.88396	6.71591e-07	-4.79621e-15	4.48771e-08
  3.96265	6.7311e-07	-4.25778e-15	4.6319e-08
  4.04269	6.74765e-07	-3.77973e-15	4.77988e-08
  4.12408	6.76573e-07	-3.35528e-15	4.93155e-08
  4.20681	6.78556e-07	-2.97844e-15	5.08679e-08
  4.29088	6.80734e-07	-2.64385e-15	5.24541e-08
  4.37626	6.83133e-07	-2.34679e-15	5.40721e-08
  4.46293	6.85778e-07	-2.08305e-15	5.57189e-08
  4.55086	6.88697e-07	-1.84888e-15	5.73914e-08
  4.64001	6.91923e-07	-1.64099e-15	5.90854e-08
  4.73035	6.95488e-07	-1.45641e-15	6.07963e-08
  4.82181	6.99427e-07	-1.29253e-15	6.25185e-08
  4.91434	7.0378e-07	-1.14705e-15	6.42456e-08
  5.00787	7.08588e-07	-1.01788e-15	6.59705e-08
  5.10231	7.13892e-07	-9.03213e-16	6.7685e-08
  5.19758	7.19739e-07	-8.01414e-16	6.93802e-08
  5.29358	7.26176e-07	-7.11043e-16	7.10461e-08
  5.39019	7.33251e-07	-6.30819e-16	7.2672e-08
   5.4873	7.41013e-07	-5.59605e-16	7.42463e-08
  5.58476	7.49513e-07	-4.96392e-16	7.57569e-08
  5.68245	7.58801e-07	-4.40284e-16	7.71911e-08
   5.7802	7.68927e-07	-3.90484e-16	7.85359e-08
  5.87787	7.79936e-07	-3.46285e-16	7.97782e-08
  5.97529	7.91876e-07	-3.07062e-16	8.09051e-08
   6.0723	8.04787e-07	-2.72255e-16	8.19044e-08
  6.16872	8.18708e-07	-2.4137e-16	8.27643e-08
  6.26439	8.33672e-07	-2.13968e-16	8.34743e-08
  6.35915	8.49706e-07	-1.89658e-16	8.40253e-08
  6.45282	8.66833e-07	-1.68093e-16	8.44098e-08
  6.54525	8.85066e-07	-1.48966e-16	8.46222e-08
   6.6363	9.04416e-07	-1.32002e-16	8.46588e-08
  6.72582	9.24883e-07	-1.16959e-16	8.45184e-08
  6.81369	9.46463e-07	-1.03621e-16	8.42015e-08
   6.8998	9.69143e-07	-9.17962e-17	8.37112e-08
  6.98405	9.92906e-07	-8.13137e-17	8.30522e-08
  7.06634	1.01773e-06	-7.20224e-17	8.22315e-08
  7.14661	1.04358e-06	-6.37879e-17	8.12574e-08
   7.2248	1.07043e-06	-5.64909e-17	8.014e-08
  7.30085	1.09825e-06	-5.00252e-17	7.88902e-08
  7.37475	1.12698e-06	-4.42968e-17	7.75199e-08
  7.44647	1.1566e-06	-3.92221e-17	7.60416e-08
  7.51601	1.18705e-06	-3.4727e-17	7.44681e-08
  7.58335	1.21829e-06	-3.07454e-17	7.28124e-08
  7.64853	1.25028e-06	-2.72192e-17	7.1087e-08
  7.71154	1.28297e-06	-2.40964e-17	6.93044e-08
  7.77243	1.31633e-06	-2.13311e-17	6.74765e-08
  7.83122	1.35029e-06	-1.88825e-17	6.56145e-08
  7.88795	1.38483e-06	-1.67144e-17	6.37291e-08
  7.94267	1.4199e-06	-1.47949e-17	6.18299e-08
  7.99541	1.45547e-06	-1.30955e-17	5.9926e-08
  8.04623	1.49149e-06	-1.15911e-17	5.80255e-08
  8.09517	1.52794e-06	-1.02592e-17	5.61356e-08
   8.1423	1.56477e-06	-9.08027e-18	5.42629e-08
  8.18766	1.60197e-06	-8.03666e-18	5.24129e-08
  8.23131	1.63949e-06	-7.1129e-18	5.05907e-08
  8.27329	1.67731e-06	-6.29523e-18	4.88004e-08
  8.31367	1.71541e-06	-5.5715e-18	4.70456e-08
   8.3525	1.75376e-06	-4.93091e-18	4.53293e-08
  8.38983	1.79234e-06	-4.36395e-18	4.36539e-08
  8.42571	1.83113e-06	-3.86214e-18	4.20212e-08
  8.46019	1.87012e-06	-3.41801e-18	4.04326e-08
  8.49333	1.90928e-06	-3.02493e-18	3.88894e-08
  8.52517	1.94859e-06	-2.67704e-18	3.7392e-08
  8.55576	1.98806e-06	-2.36915e-18	3.59409e-08
  8.58515	2.02765e-06	-2.09666e-18	3.45361e-08
  8.61338	2.06736e-06	-1.85551e-18	3.31775e-08
   8.6405	2.10718e-06	-1.64208e-18	3.18648e-08
  8.66654	2.1471e-06	-1.4532e-18	3.05974e-08
  8.69156	2.18711e-06	-1.28604e-18	2.93747e-08
  8.71558	2.22719e-06	-1.13811e-18	2.81958e-08
  8.73865	2.26735e-06	-1.00719e-18	2.70599e-08
   8.7608	2.30758e-06	-8.91331e-19	2.5966e-08
  8.78207	2.34786e-06	-7.88797e-19	2.4913e-08
   8.8025	2.3882e-06	-6.98057e-19	 2.39e-08
  8.82211	2.42859e-06	-6.17754e-19	2.29256e-08
  8.84094	2.46902e-06	-5.46688e-19	2.19889e-08
  8.85902	2.50949e-06	-4.83797e-19	2.10886e-08
  8.87638	2.54999e-06	-4.28141e-19	2.02235e-08
  8.89305	2.59053e-06	-3.78887e-19	1.93926e-08
  8.90906	2.63109e-06	-3.35299e-19	1.85947e-08
  8.92442	2.67169e-06	-2.96725e-19	1.78286e-08
  8.93917	2.7123e-06	-2.62589e-19	1.70932e-08
  8.95333	2.75294e-06	-2.3238e-19	1.63873e-08
  8.96693	2.79359e-06	-2.05646e-19	1.571e-08
  8.97998	2.83426e-06	-1.81987e-19	1.50601e-08
  8.99252	2.87495e-06	-1.6105e-19	1.44366e-08
  9.00455	2.91565e-06	-1.42522e-19	1.38385e-08
   9.0161	2.95637e-06	-1.26125e-19	1.32648e-08
  9.02719	2.99709e-06	-1.11615e-19	1.27146e-08
  9.03784	3.03783e-06	-9.87742e-20	1.2187e-08
  9.04806	3.07857e-06	-8.74105e-20	1.16811e-08
  9.05787	3.11932e-06	-7.73541e-20	1.11959e-08
  9.06729	3.16008e-06	-6.84547e-20	1.07308e-08
  9.07633	3.20085e-06	-6.05791e-20	1.02848e-08
  9.08501	3.24162e-06	-5.36095e-20	9.85725e-09
  9.09335	3.2824e-06	-4.74418e-20	9.44737e-09
  9.10135	3.32318e-06	-4.19837e-20	9.05445e-09
  9.10903	3.36397e-06	-3.71535e-20	8.67779e-09
   9.1164	3.40476e-06	-3.2879e-20	8.31674e-09
  9.12348	3.44555e-06	-2.90962e-20	7.97066e-09
  9.13028	3.48634e-06	-2.57487e-20	7.63893e-09
   9.1368	3.52714e-06	-2.27863e-20	7.32096e-09
  9.14307	3.56794e-06	-2.01647e-20	7.0162e-09
  9.14908	3.60875e-06	-1.78447e-20	6.72409e-09
  9.15485	3.64955e-06	-1.57917e-20	6.44412e-09
  9.16039	3.69036e-06	-1.39748e-20	6.17579e-09
  9.16571	3.73117e-06	-1.2367e-20	5.91861e-09
  9.17082	3.77198e-06	-1.09441e-20	5.67213e-09
  9.17572	3.81279e-06	-9.68497e-21	5.43589e-09
  9.18043	3.8536e-06	-8.57068e-21	5.20949e-09
  9.18495	3.89442e-06	-7.58459e-21	4.9925e-09
  9.18928	3.93523e-06	-6.71195e-21	4.78455e-09
  9.19345	3.97605e-06	-5.93971e-21	4.58525e-09
  9.19745	4.01686e-06	-5.25632e-21	4.39424e-09
  9.20128	4.05768e-06	-4.65155e-21	4.21119e-09
  9.20497	4.0985e-06	-4.11636e-21	4.03576e-09
  9.20851	4.13931e-06	-3.64275e-21	3.86763e-09
   9.2119	4.18013e-06	-3.22362e-21	3.70651e-09
  9.21516	4.22095e-06	-2.85272e-21	3.55209e-09
  9.21829	4.26177e-06	-2.52449e-21	3.4041e-09
  9.22129	4.30259e-06	-2.23403e-21	3.26228e-09
  9.22418	4.34341e-06	-1.97698e-21	3.12637e-09
  9.22695	4.38423e-06	-1.74951e-21	2.99611e-09
   9.2296	4.42505e-06	-1.54821e-21	2.87128e-09
  9.23216	4.46587e-06	-1.37007e-21	2.75166e-09
   9.2346	4.50669e-06	-1.21243e-21	2.63701e-09
  9.23696	4.54751e-06	-1.07292e-21	2.52714e-09
  9.23921	4.58833e-06	-9.4947e-22	2.42185e-09
  9.24138	4.62915e-06	-8.4022e-22	2.32094e-09
  9.24346	4.66997e-06	-7.4354e-22	2.22424e-09
  9.24546	4.7108e-06	-6.57984e-22	2.13157e-09
  9.24738	4.75162e-06	-5.82272e-22	2.04275e-09
  9.24922	4.79244e-06	-5.15271e-22	1.95764e-09
  9.25098	4.83326e-06	-4.5598e-22	1.87607e-09
  9.25268	4.87408e-06	-4.0351e-22	1.79791e-09
  9.25431	4.9149e-06	-3.57078e-22	1.72299e-09
  9.25587	4.95572e-06	-3.15989e-22	1.6512e-09
  9.25737	4.99655e-06	-2.79627e-22	1.58241e-09
  9.25881	5.03737e-06	-2.47449e-22	1.51647e-09
   9.2602	5.07819e-06	-2.18974e-22	1.45329e-09
  9.26152	5.11901e-06	-1.93775e-22	1.39273e-09
   9.2628	5.15983e-06	-1.71476e-22	1.3347e-09
  9.26402	5.20066e-06	-1.51743e-22	1.27909e-09
   9.2652	5.24148e-06	-1.3428e-22	1.2258e-09
  9.26632	5.2823e-06	-1.18827e-22	1.17472e-09
  9.26741	5.32312e-06	-1.05152e-22	1.12578e-09
  9.26845	5.36394e-06	-9.30503e-23	1.07887e-09
  9.26944	5.40477e-06	-8.23414e-23	1.03392e-09
   9.2704	5.44559e-06	-7.28648e-23	9.90836e-10
  9.27132	5.48641e-06	-6.44788e-23	9.49551e-10
   9.2722	5.52723e-06	-5.70577e-23	9.09987e-10
  9.27305	5.56805e-06	-5.04907e-23	8.72071e-10
  9.27387	5.60888e-06	-4.46794e-23	8.35735e-10
  9.27465	5.6497e-06	-3.95369e-23	8.00912e-10
   9.2754	5.69052e-06	-3.49861e-23	7.67541e-10
  9.27612	5.73134e-06	-3.09591e-23	7.3556e-10
  9.27681	5.77216e-06	-2.73955e-23	7.04912e-10
  9.27747	5.81299e-06	-2.42421e-23	6.75541e-10
  9.27811	5.85381e-06	-2.14515e-23	6.47393e-10
  9.27872	5.89463e-06	-1.89822e-23	6.20419e-10
  9.27931	5.93545e-06	-1.6797e-23	5.94568e-10
  9.27987	5.97627e-06	-1.48633e-23	5.69794e-10
  9.28041	6.0171e-06	-1.31522e-23	5.46053e-10
  9.28093	6.05792e-06	-1.16381e-23	5.23301e-10
  9.28143	6.09874e-06	-1.02982e-23	5.01496e-10
  9.28191	6.13956e-06	-9.11252e-24	4.80601e-10
  9.28237	6.18038e-06	-8.06334e-24	4.60576e-10
  9.28281	6.22121e-06	-7.13492e-24	4.41385e-10
  9.28323	6.26203e-06	-6.31338e-24	4.22994e-10
  9.28364	6.30285e-06	-5.5864e-24	4.05369e-10
  9.28403	6.34367e-06	-4.94311e-24	3.88479e-10
   9.2844	6.38449e-06	-4.37387e-24	3.72292e-10
  9.28476	6.42532e-06	-3.87017e-24	3.5678e-10
  9.28511	6.46614e-06	-3.42445e-24	3.41914e-10
  9.28544	6.50696e-06	-3.03005e-24	3.27668e-10
  9.28576	6.54778e-06	-2.68106e-24	3.14015e-10
  9.28606	6.58861e-06	-2.37225e-24	3.00931e-10
  9.28635	6.62943e-06	-2.09899e-24	2.88392e-10
  9.28664	6.67025e-06	-1.8572e-24	2.76376e-10
  9.28691	6.71107e-06	-1.64325e-24	2.6486e-10
  9.28717	6.75189e-06	-1.45393e-24	2.53824e-10
  9.28741	6.79272e-06	-1.28642e-24	2.43248e-10
  9.28765	6.83354e-06	-1.1382e-24	2.33113e-10
  9.28788	6.87436e-06	-1.00704e-24	2.234e-10
   9.2881	6.91518e-06	-8.90995e-25	2.14092e-10
  9.28831	6.956e-06	-7.88313e-25	2.05171e-10
  9.28852	6.99683e-06	-6.97458e-25	1.96622e-10
  9.28871	7.03765e-06	-6.17068e-25	1.8843e-10
   9.2889	7.07847e-06	-5.45938e-25	1.80579e-10
  9.28908	7.11929e-06	-4.83002e-25	1.73054e-10
  9.28925	7.16011e-06	-4.27317e-25	1.65844e-10
  9.28942	7.20094e-06	-3.78048e-25	1.58934e-10
  9.28958	7.24176e-06	-3.34455e-25	1.52311e-10
  9.28973	7.28258e-06	-2.95885e-25	1.45965e-10
  9.28988	7.3234e-06	-2.6176e-25	1.39883e-10
  9.29002	7.36423e-06	-2.31567e-25	1.34055e-10
  9.29015	7.40505e-06	-2.04854e-25	1.28469e-10
  9.29028	7.44587e-06	-1.8122e-25	1.23116e-10
  9.29041	7.48669e-06	-1.6031e-25	1.17986e-10
  9.29052	7.52751e-06	-1.4181e-25	1.1307e-10
  9.29064	7.56834e-06	-1.25443e-25	1.08359e-10
  9.29075	7.60916e-06	-1.10964e-25	1.03844e-10
  9.29086	7.64998e-06	-9.81534e-26	9.95173e-11
  9.29096	7.6908e-06	-8.68205e-26	9.53707e-11
  9.29105	7.73162e-06	-7.67945e-26	9.13969e-11
  9.29115	7.77245e-06	-6.79249e-26	8.75887e-11
  9.29124	7.81327e-06	-6.00785e-26	8.39392e-11
  9.29132	7.85409e-06	-5.31372e-26	8.04417e-11
  9.29141	7.89491e-06	-4.69968e-26	7.709e-11
