# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.02819e-05 to 5.00333 h/Mpc,
# number of wavenumbers equal to 1940
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       1.469168224802e-05      -3.234271306056e-05      -2.425724134318e-05      -2.425724305342e-05      -3.234267920112e-05      -2.448315857958e-05       6.119562298373e-01       5.969089708627e-01 
       1.477649825524e-05      -3.271722056946e-05      -2.453812678596e-05      -2.453812853603e-05      -3.271718592133e-05      -2.476665994059e-05       6.119562222000e-01       5.969089656310e-01 
       1.486180391061e-05      -3.309606459074e-05      -2.482226472509e-05      -2.482226651593e-05      -3.309602913555e-05      -2.505344408699e-05       6.119562143641e-01       5.969089603280e-01 
       1.494760204091e-05      -3.347929289650e-05      -2.510969099224e-05      -2.510969282480e-05      -3.347925661546e-05      -2.534354718409e-05       6.119561606610e-01       5.969089074760e-01 
       1.503389548922e-05      -3.386696358840e-05      -2.540044916638e-05      -2.540045104161e-05      -3.386692646230e-05      -2.563701321666e-05       6.119561980863e-01       5.969089490461e-01 
       1.512068711504e-05      -3.425912075555e-05      -2.569457231701e-05      -2.569457423592e-05      -3.425908276468e-05      -2.593387556210e-05       6.119561899696e-01       5.969089435664e-01 
       1.520797979438e-05      -3.465581879838e-05      -2.599210124727e-05      -2.599210321089e-05      -3.465577992257e-05      -2.623417540351e-05       6.119561820290e-01       5.969089381898e-01 
       1.529577641986e-05      -3.505711030341e-05      -2.629307539992e-05      -2.629307740928e-05      -3.505707052206e-05      -2.653795255089e-05       6.119561738613e-01       5.969089327184e-01 
       1.538407990080e-05      -3.546304845921e-05      -2.659753466933e-05      -2.659753672549e-05      -3.546300775125e-05      -2.684524727007e-05       6.119561654362e-01       5.969089273658e-01 
       1.547289316329e-05      -3.587368705352e-05      -2.690551939928e-05      -2.690552150334e-05      -3.587364539735e-05      -2.715610028050e-05       6.119561570430e-01       5.969089217199e-01 
       1.556221915034e-05      -3.628908052047e-05      -2.721707041844e-05      -2.721707257150e-05      -3.628903789401e-05      -2.747055279101e-05       6.119561485019e-01       5.969089159633e-01 
       1.565206082194e-05      -3.670928391525e-05      -2.753222902135e-05      -2.753223122456e-05      -3.670924029590e-05      -2.778864648065e-05       6.119561398239e-01       5.969089100651e-01 
       1.574242115517e-05      -3.713435293628e-05      -2.785103698502e-05      -2.785103923956e-05      -3.713430830091e-05      -2.811042351541e-05       6.119561311440e-01       5.969089040961e-01 
       1.583330314430e-05      -3.756434392728e-05      -2.817353657055e-05      -2.817353887759e-05      -3.756429825223e-05      -2.843592654989e-05       6.119561223924e-01       5.969088980383e-01 
       1.592470980088e-05      -3.799931386492e-05      -2.849977051376e-05      -2.849977287455e-05      -3.799926712595e-05      -2.876519871785e-05       6.119561135300e-01       5.969088919478e-01 
       1.601664415384e-05      -3.843932041440e-05      -2.882978206704e-05      -2.882978448282e-05      -3.843927258677e-05      -2.909828367438e-05       6.119561044451e-01       5.969088860292e-01 
       1.610910924962e-05      -3.888442191917e-05      -2.916361499149e-05      -2.916361746353e-05      -3.888437297751e-05      -2.943522558805e-05       6.119560960900e-01       5.969088806789e-01 
       1.620210815222e-05      -3.933467726765e-05      -2.950131345699e-05      -2.950131598661e-05      -3.933462718598e-05      -2.977606904001e-05       6.119560857627e-01       5.969088732412e-01 
       1.629564394334e-05      -3.979014616815e-05      -2.984292224850e-05      -2.984292483705e-05      -3.979009491993e-05      -3.012085923222e-05       6.119560750167e-01       5.969088655344e-01 
       1.638971972248e-05      -4.025088912554e-05      -3.018848674843e-05      -3.018848939728e-05      -4.025083668361e-05      -3.046964196963e-05       6.119560656841e-01       5.969088593013e-01 
       1.648433860702e-05      -4.071696714913e-05      -3.053805271763e-05      -3.053805542818e-05      -4.071691348568e-05      -3.082246343917e-05       6.119560567308e-01       5.969088535771e-01 
       1.657950373234e-05      -4.118844193619e-05      -3.089166643300e-05      -3.089166920668e-05      -4.118838702276e-05      -3.117937034863e-05       6.119560470931e-01       5.969088470911e-01 
       1.667521825193e-05      -4.166537604974e-05      -3.124937482087e-05      -3.124937765915e-05      -4.166531985724e-05      -3.154041006125e-05       6.119560379088e-01       5.969088412638e-01 
       1.677148533746e-05      -4.214783263961e-05      -3.161122524770e-05      -3.161122815210e-05      -4.214777513822e-05      -3.190563038452e-05       6.119560281348e-01       5.969088345292e-01 
       1.686830817895e-05      -4.263587569729e-05      -3.197726571138e-05      -3.197726868342e-05      -4.263581685653e-05      -3.227507976323e-05       6.119560183252e-01       5.969088280606e-01 
       1.696568998480e-05      -4.312956987438e-05      -3.234754470492e-05      -3.234754774619e-05      -4.312950966305e-05      -3.264880714190e-05       6.119560083916e-01       5.969088213936e-01 
       1.706363398195e-05      -4.362898063454e-05      -3.272211133052e-05      -3.272211444263e-05      -4.362891902072e-05      -3.302686207990e-05       6.119559984520e-01       5.969088148327e-01 
       1.716214341596e-05      -4.413417408015e-05      -3.310101516951e-05      -3.310101835410e-05      -4.413411103122e-05      -3.340929462020e-05       6.119559875216e-01       5.969088070542e-01 
       1.726122155115e-05      -4.464521731190e-05      -3.348430655199e-05      -3.348430981077e-05      -4.464515279435e-05      -3.379615556151e-05       6.119559774802e-01       5.969088003300e-01 
       1.736087167065e-05      -4.516217802623e-05      -3.387203625510e-05      -3.387203958978e-05      -4.516211200588e-05      -3.418749615373e-05       6.119559672792e-01       5.969087939220e-01 
       1.746109707657e-05      -4.568512468294e-05      -3.426425562853e-05      -3.426425904088e-05      -4.568505712480e-05      -3.458336822465e-05       6.119559567139e-01       5.969087869678e-01 
       1.756190109007e-05      -4.621412662281e-05      -3.466101668282e-05      -3.466102017466e-05      -4.621405749105e-05      -3.498382426907e-05       6.119559461220e-01       5.969087799172e-01 
       1.766328705150e-05      -4.674925395870e-05      -3.506237200773e-05      -3.506237558090e-05      -4.674918321666e-05      -3.538891736637e-05       6.119559354318e-01       5.969087728185e-01 
       1.776525832046e-05      -4.729057760897e-05      -3.546837479723e-05      -3.546837845363e-05      -4.729050521915e-05      -3.579870120580e-05       6.119559245664e-01       5.969087656369e-01 
       1.786781827599e-05      -4.783816932248e-05      -3.587907886830e-05      -3.587908260987e-05      -4.783809524650e-05      -3.621323010538e-05       6.119559135567e-01       5.969087583369e-01 
       1.797097031660e-05      -4.839210167849e-05      -3.629453866084e-05      -3.629454248956e-05      -4.839202587709e-05      -3.663255901188e-05       6.119559024272e-01       5.969087509344e-01 
       1.807471786044e-05      -4.895244820997e-05      -3.671480933013e-05      -3.671481324803e-05      -4.895237064291e-05      -3.705674359410e-05       6.119558925605e-01       5.969087445781e-01 
       1.817906434539e-05      -4.951928293084e-05      -3.713994639238e-05      -3.713995040153e-05      -4.951920355706e-05      -3.748583988511e-05       6.119558809336e-01       5.969087366414e-01 
       1.828401322917e-05      -5.009268113422e-05      -3.757000632328e-05      -3.757001042579e-05      -5.009259991166e-05      -3.791990488642e-05       6.119558695980e-01       5.969087290084e-01 
       1.838956798946e-05      -5.067271877528e-05      -3.800504609508e-05      -3.800505029315e-05      -5.067263566082e-05      -3.835899610071e-05       6.119558579453e-01       5.969087211642e-01 
       1.849573212404e-05      -5.125947273020e-05      -3.844512337120e-05      -3.844512766703e-05      -5.125938767988e-05      -3.880317172823e-05       6.119558460852e-01       5.969087129052e-01 
       1.860250915086e-05      -5.185302079838e-05      -3.889029650724e-05      -3.889030090313e-05      -5.185293376703e-05      -3.925249066794e-05       6.119558339985e-01       5.969087049501e-01 
       1.870990260817e-05      -5.245344161386e-05      -3.934062448525e-05      -3.934062898354e-05      -5.245335255530e-05      -3.970701245098e-05       6.119558218000e-01       5.969086968005e-01 
       1.881791605469e-05      -5.306081476783e-05      -3.979616700518e-05      -3.979617160825e-05      -5.306072363485e-05      -4.016679733312e-05       6.119558094798e-01       5.969086885728e-01 
       1.892655306963e-05      -5.367522076425e-05      -4.025698445172e-05      -4.025698916200e-05      -5.367512750853e-05      -4.063190626123e-05       6.119557970846e-01       5.969086803115e-01 
       1.903581725291e-05      -5.429674103951e-05      -4.072313790900e-05      -4.072314272900e-05      -5.429664561158e-05      -4.110240088815e-05       6.119557848037e-01       5.969086720857e-01 
       1.914571222520e-05      -5.492545796497e-05      -4.119468916257e-05      -4.119469409485e-05      -5.492536031423e-05      -4.157834357464e-05       6.119557723483e-01       5.969086638233e-01 
       1.925624162809e-05      -5.556145485139e-05      -4.167170070272e-05      -4.167170574988e-05      -5.556135492610e-05      -4.205979739277e-05       6.119557595124e-01       5.969086552908e-01 
       1.936740912418e-05      -5.620481603054e-05      -4.215423578550e-05      -4.215424095025e-05      -5.620471377763e-05      -4.254682618753e-05       6.119557465449e-01       5.969086470730e-01 
       1.947921839724e-05      -5.685562670160e-05      -4.264235831815e-05      -4.264236360317e-05      -5.685552206701e-05      -4.303949446104e-05       6.119557334232e-01       5.969086381008e-01 
       1.959167315227e-05      -5.751397318523e-05      -4.313613304854e-05      -4.313613845667e-05      -5.751386611346e-05      -4.353786756406e-05       6.119557200236e-01       5.969086292694e-01 
       1.970477711569e-05      -5.817994272255e-05      -4.363562541551e-05      -4.363563094961e-05      -5.817983315677e-05      -4.404201154459e-05       6.119557066928e-01       5.969086205327e-01 
       1.981853403541e-05      -5.885362355509e-05      -4.414090160827e-05      -4.414090727128e-05      -5.885351143721e-05      -4.455199320807e-05       6.119556931027e-01       5.969086114815e-01 
       1.993294768100e-05      -5.953510498101e-05      -4.465202860870e-05      -4.465203440362e-05      -5.953499025154e-05      -4.506788015995e-05       6.119556795979e-01       5.969086024281e-01 
       2.004802184377e-05      -6.022447732597e-05      -4.516907416949e-05      -4.516908009939e-05      -6.022435992413e-05      -4.558974078368e-05       6.119556657119e-01       5.969085931745e-01 
       2.016376033694e-05      -6.092183195751e-05      -4.569210682495e-05      -4.569211289297e-05      -6.092171182106e-05      -4.611764425157e-05       6.119556516966e-01       5.969085838418e-01 
       2.028016699571e-05      -6.162726129862e-05      -4.622119590114e-05      -4.622120211050e-05      -6.162713836386e-05      -4.665166053510e-05       6.119556375369e-01       5.969085744169e-01 
       2.039724567747e-05      -6.234085883963e-05      -4.675641152487e-05      -4.675641787887e-05      -6.234073304138e-05      -4.719186041393e-05       6.119556231920e-01       5.969085648609e-01 
       2.051500026182e-05      -6.306271915593e-05      -4.729782463696e-05      -4.729783113896e-05      -6.306259042750e-05      -4.773831548927e-05       6.119556086486e-01       5.969085551621e-01 
       2.063343465082e-05      -6.379293791946e-05      -4.784550700082e-05      -4.784551365427e-05      -6.379280619259e-05      -4.829109819262e-05       6.119555939067e-01       5.969085453221e-01 
       2.075255276900e-05      -6.453161191114e-05      -4.839953121185e-05      -4.839953802029e-05      -6.453147711599e-05      -4.885028179520e-05       6.119555789776e-01       5.969085353527e-01 
       2.087235856358e-05      -6.527883903567e-05      -4.895997070850e-05      -4.895997767552e-05      -6.527870110075e-05      -4.941594041911e-05       6.119555640187e-01       5.969085253255e-01 
       2.099285600456e-05      -6.603471833559e-05      -4.952689978281e-05      -4.952690691211e-05      -6.603457718777e-05      -4.998814904799e-05       6.119555488955e-01       5.969085152948e-01 
       2.111404908486e-05      -6.679934997145e-05      -5.010039356558e-05      -5.010040086096e-05      -6.679920553588e-05      -5.056698351207e-05       6.119555335399e-01       5.969085051318e-01 
       2.123594182045e-05      -6.757283530329e-05      -5.068052808749e-05      -5.068053555282e-05      -6.757268750341e-05      -5.115252054979e-05       6.119555181372e-01       5.969084949730e-01 
       2.135853825048e-05      -6.835527683513e-05      -5.126738023745e-05      -5.126738787668e-05      -6.835512559261e-05      -5.174483776584e-05       6.119555025213e-01       5.969084848918e-01 
       2.148184243743e-05      -6.914677834071e-05      -5.186102785618e-05      -5.186103567346e-05      -6.914662357451e-05      -5.234401372563e-05       6.119554838795e-01       5.969084750149e-01 
       2.160585846721e-05      -6.994744452799e-05      -5.246154948743e-05      -5.246155748682e-05      -6.994728615686e-05      -5.295012770391e-05       6.119554680063e-01       5.969084643713e-01 
       2.173059044935e-05      -7.075738165064e-05      -5.306902483243e-05      -5.306903301817e-05      -7.075721959058e-05      -5.356326014392e-05       6.119554517301e-01       5.969084536320e-01 
       2.185604251708e-05      -7.157669704048e-05      -5.368353440202e-05      -5.368354277843e-05      -7.157653120560e-05      -5.418349230595e-05       6.119554355002e-01       5.969084429098e-01 
       2.198221882750e-05      -7.240549892445e-05      -5.430515937831e-05      -5.430516794985e-05      -7.240532922643e-05      -5.481090612785e-05       6.119554145080e-01       5.969084284800e-01 
       2.210912356171e-05      -7.324389779330e-05      -5.493398264239e-05      -5.493399141359e-05      -7.324372414255e-05      -5.544558526220e-05       6.119553974489e-01       5.969084170746e-01 
       2.223676092494e-05      -7.409200447087e-05      -5.557008732465e-05      -5.557009630016e-05      -7.409182677532e-05      -5.608761361324e-05       6.119553802759e-01       5.969084056144e-01 
       2.236513514672e-05      -7.494993136828e-05      -5.621355774653e-05      -5.621356693110e-05      -7.494974953375e-05      -5.673707628732e-05       6.119553629452e-01       5.969083940937e-01 
       2.249425048096e-05      -7.581779215055e-05      -5.686447917017e-05      -5.686448856868e-05      -7.581760608060e-05      -5.739405934027e-05       6.119553454492e-01       5.969083824429e-01 
       2.262411120617e-05      -7.669570183104e-05      -5.752293786929e-05      -5.752294748672e-05      -7.669551142708e-05      -5.805864984887e-05       6.119553274568e-01       5.969083702250e-01 
       2.275472162552e-05      -7.758377681992e-05      -5.818902116553e-05      -5.818903100698e-05      -7.758358198093e-05      -5.873093594761e-05       6.119553095812e-01       5.969083583303e-01 
       2.288608606705e-05      -7.848213483053e-05      -5.886281735826e-05      -5.886282742894e-05      -7.848193545323e-05      -5.941100675776e-05       6.119552919315e-01       5.969083467124e-01 
       2.301820888378e-05      -7.939089481991e-05      -5.954441567991e-05      -5.954442598517e-05      -7.939069079857e-05      -6.009895234238e-05       6.119552735624e-01       5.969083344791e-01 
       2.315109445385e-05      -8.031017728143e-05      -6.023390651555e-05      -6.023391706085e-05      -8.030996850787e-05      -6.079486392786e-05       6.119552550707e-01       5.969083221420e-01 
       2.328474718069e-05      -8.124010404065e-05      -6.093138124996e-05      -6.093139204080e-05      -8.123989040438e-05      -6.149883374952e-05       6.119552361971e-01       5.969083093216e-01 
       2.341917149315e-05      -8.218079835139e-05      -6.163693233873e-05      -6.163694338092e-05      -8.218057973896e-05      -6.221095512371e-05       6.119552171542e-01       5.969082966384e-01 
       2.355437184562e-05      -8.313238489609e-05      -6.235065331001e-05      -6.235066460942e-05      -8.313216119157e-05      -6.293132244909e-05       6.119551980547e-01       5.969082839376e-01 
       2.369035271825e-05      -8.409498977137e-05      -6.307263875280e-05      -6.307265031540e-05      -8.409476085616e-05      -6.366003119505e-05       6.119551786573e-01       5.969082709958e-01 
       2.382711861703e-05      -8.506874127923e-05      -6.380298490908e-05      -6.380299674147e-05      -8.506850703089e-05      -6.439717849983e-05       6.119551647156e-01       5.969082648078e-01 
       2.396467407396e-05      -8.605376701766e-05      -6.454178749723e-05      -6.454179960524e-05      -8.605352731318e-05      -6.514286097193e-05       6.119551444733e-01       5.969082513910e-01 
       2.410302364720e-05      -8.705019826524e-05      -6.528914499256e-05      -6.528915738260e-05      -8.704995297740e-05      -6.589717800364e-05       6.119551244815e-01       5.969082381554e-01 
       2.424217192125e-05      -8.805816709719e-05      -6.604515646946e-05      -6.604516914811e-05      -8.805791609592e-05      -6.666022959153e-05       6.119551042447e-01       5.969082247355e-01 
       2.438212350705e-05      -8.907780707220e-05      -6.680992211544e-05      -6.680993508941e-05      -8.907755022432e-05      -6.743211685561e-05       6.119550837756e-01       5.969082109190e-01 
       2.452288304217e-05      -9.010925331471e-05      -6.758354329282e-05      -6.758355656900e-05      -9.010899048414e-05      -6.821294210164e-05       6.119550629629e-01       5.969081970715e-01 
       2.466445519096e-05      -9.115264252238e-05      -6.836612254414e-05      -6.836613612957e-05      -9.115237356976e-05      -6.900280882660e-05       6.119550418394e-01       5.969081829960e-01 
