7.157919000000e-06	1.808955858559e+00	2.500000000000e-01
7.190959000000e-06	1.808998349806e+00	2.500000000000e-01
7.224151000000e-06	1.809044889879e+00	2.500000000000e-01
7.257496000000e-06	1.808661808083e+00	2.500000000000e-01
7.290995000000e-06	1.808777359539e+00	2.500000000000e-01
7.324649000000e-06	1.808741980780e+00	2.500000000000e-01
7.358458000000e-06	1.808834868112e+00	2.500000000000e-01
7.392423000000e-06	1.808592756919e+00	2.500000000000e-01
7.426545000000e-06	1.808961773489e+00	2.500000000000e-01
7.460824000000e-06	1.808704560199e+00	2.500000000000e-01
7.495262000000e-06	1.809058524409e+00	2.500000000000e-01
7.529858000000e-06	1.809000558283e+00	2.500000000000e-01
7.564615000000e-06	1.808961661349e+00	2.500000000000e-01
7.599531000000e-06	1.809009534109e+00	2.500000000000e-01
7.634609000000e-06	1.808946572506e+00	2.500000000000e-01
7.669849000000e-06	1.808761502598e+00	2.500000000000e-01
7.705251000000e-06	1.809035816381e+00	2.500000000000e-01
7.740817000000e-06	1.809085877422e+00	2.500000000000e-01
7.776547000000e-06	1.809035308076e+00	2.500000000000e-01
7.812442000000e-06	1.808932327555e+00	2.500000000000e-01
7.848503000000e-06	1.808690725735e+00	2.500000000000e-01
7.884730000000e-06	1.808642362321e+00	2.500000000000e-01
7.921124000000e-06	1.808776123695e+00	2.500000000000e-01
7.957686000000e-06	1.808612600572e+00	2.500000000000e-01
7.994417000000e-06	1.808826765907e+00	2.500000000000e-01
8.031318000000e-06	1.808939396220e+00	2.500000000000e-01
8.068389000000e-06	1.808890936766e+00	2.500000000000e-01
8.105631000000e-06	1.809036371106e+00	2.500000000000e-01
8.143044000000e-06	1.808891493529e+00	2.500000000000e-01
8.180631000000e-06	1.808839031824e+00	2.500000000000e-01
8.218391000000e-06	1.808800226269e+00	2.500000000000e-01
8.256325000000e-06	1.808996844639e+00	2.500000000000e-01
8.294435000000e-06	1.808755907421e+00	2.500000000000e-01
8.332720000000e-06	1.808933321576e+00	2.500000000000e-01
8.371182000000e-06	1.809046638130e+00	2.500000000000e-01
8.409822000000e-06	1.808967850415e+00	2.500000000000e-01
8.448640000000e-06	1.809015748533e+00	2.500000000000e-01
8.487637000000e-06	1.809008530648e+00	2.500000000000e-01
8.526814000000e-06	1.808579876758e+00	2.500000000000e-01
8.566172000000e-06	1.808893056892e+00	2.500000000000e-01
8.605712000000e-06	1.808853857508e+00	2.500000000000e-01
8.645434000000e-06	1.808856994796e+00	2.500000000000e-01
8.685340000000e-06	1.808579432645e+00	2.500000000000e-01
8.725429000000e-06	1.809051978256e+00	2.500000000000e-01
8.765704000000e-06	1.808924522595e+00	2.500000000000e-01
8.806165000000e-06	1.808885774609e+00	2.500000000000e-01
8.846812000000e-06	1.808696057252e+00	2.500000000000e-01
8.887647000000e-06	1.808570280116e+00	2.500000000000e-01
8.928671000000e-06	1.808780575307e+00	2.500000000000e-01
8.969884000000e-06	1.808590100862e+00	2.500000000000e-01
9.011287000000e-06	1.808610752296e+00	2.500000000000e-01
9.052881000000e-06	1.809058370640e+00	2.500000000000e-01
9.094667000000e-06	1.809044634227e+00	2.500000000000e-01
9.136646000000e-06	1.809031892885e+00	2.500000000000e-01
9.178819000000e-06	1.809023436700e+00	2.500000000000e-01
9.221186000000e-06	1.809017257833e+00	2.500000000000e-01
9.263750000000e-06	1.808962352699e+00	2.500000000000e-01
9.306509000000e-06	1.809058373850e+00	2.500000000000e-01
9.349466000000e-06	1.809058149557e+00	2.500000000000e-01
9.392621000000e-06	1.809058382382e+00	2.500000000000e-01
9.435975000000e-06	1.809021822652e+00	2.500000000000e-01
9.479530000000e-06	1.808574747056e+00	2.500000000000e-01
9.523285000000e-06	1.809022291797e+00	2.500000000000e-01
9.567243000000e-06	1.809057656006e+00	2.500000000000e-01
9.611403000000e-06	1.808739638948e+00	2.500000000000e-01
9.655768000000e-06	1.809067644598e+00	2.500000000000e-01
9.700337000000e-06	1.808735693315e+00	2.500000000000e-01
9.745111000000e-06	1.808859005500e+00	2.500000000000e-01
9.790093000000e-06	1.809038599601e+00	2.500000000000e-01
9.835282000000e-06	1.808590529027e+00	2.500000000000e-01
9.880679000000e-06	1.808560778299e+00	2.500000000000e-01
9.926286000000e-06	1.809052164273e+00	2.500000000000e-01
9.972104000000e-06	1.808573873136e+00	2.500000000000e-01
1.001813000000e-05	1.808756989710e+00	2.500000000000e-01
1.006437000000e-05	1.809051349461e+00	2.500000000000e-01
1.011083000000e-05	1.809087614096e+00	2.500000000000e-01
1.015750000000e-05	1.808869051483e+00	2.500000000000e-01
1.020438000000e-05	1.808951743903e+00	2.500000000000e-01
1.025149000000e-05	1.808936161713e+00	2.500000000000e-01
1.029880000000e-05	1.809049021879e+00	2.500000000000e-01
1.034634000000e-05	1.808735931901e+00	2.500000000000e-01
1.039410000000e-05	1.808683746197e+00	2.500000000000e-01
1.044207000000e-05	1.809064540112e+00	2.500000000000e-01
1.049027000000e-05	1.809050188974e+00	2.500000000000e-01
1.053869000000e-05	1.809049822940e+00	2.500000000000e-01
1.058734000000e-05	1.809014037303e+00	2.500000000000e-01
1.063621000000e-05	1.809048672838e+00	2.500000000000e-01
1.068530000000e-05	1.808752151905e+00	2.500000000000e-01
1.073462000000e-05	1.809061474603e+00	2.500000000000e-01
1.078417000000e-05	1.809061518477e+00	2.500000000000e-01
1.083395000000e-05	1.809062552985e+00	2.500000000000e-01
