### The result of the verage over time 
### d tau = 0.004
### number of kessence update = 1
### initial time = 0.642703
### 1- tau	 2- pi_k(x)	3-zeta(x)	4-|k|	 5-vec{k} 	 6-|k|^2
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.646703	0.000802087 0.00296119	        0 0	 (1 , 0 , 0) 	1
 0.646703	-0.00908977 0.00315727	        0 0	 (0 , 1 , 0) 	1
 0.646703	-1.53578e-05 -0.00374076	        0 0	 (0 , 0 , 1) 	1
 0.648215	  209.424 773.163	        0 0	 (1 , 0 , 0) 	1
 0.648215	 -2373.33 824.359	        0 0	 (0 , 1 , 0) 	1
 0.648215	 -4.00992 -976.71	        0 0	 (0 , 0 , 1) 	1
  0.64973	5.46803e+07 2.01872e+08	        0 0	 (1 , 0 , 0) 	1
  0.64973	-6.19673e+08 2.15239e+08	        0 0	 (0 , 1 , 0) 	1
  0.64973	-1.04698e+06 -2.55017e+08	        0 0	 (0 , 0 , 1) 	1
 0.651248	1.4277e+13 5.27084e+13	        0 0	 (1 , 0 , 0) 	1
 0.651248	-1.61796e+14 5.61986e+13	        0 0	 (0 , 1 , 0) 	1
 0.651248	-2.73366e+11 -6.65847e+13	        0 0	 (0 , 0 , 1) 	1
 0.652769	3.72769e+18 1.37621e+19	        0 0	 (1 , 0 , 0) 	1
 0.652769	-4.22446e+19 1.46734e+19	        0 0	 (0 , 1 , 0) 	1
 0.652769	-7.13755e+16 -1.73852e+19	        0 0	 (0 , 0 , 1) 	1
 0.654293	9.73295e+23 3.59326e+24	        0 0	 (1 , 0 , 0) 	1
 0.654293	-1.103e+25 3.8312e+24	        0 0	 (0 , 1 , 0) 	1
 0.654293	-1.8636e+22 -4.53924e+24	        0 0	 (0 , 0 , 1) 	1
 0.655821	2.54126e+29 9.38196e+29	        0 0	 (1 , 0 , 0) 	1
 0.655821	-2.87992e+30 1.00032e+30	        0 0	 (0 , 1 , 0) 	1
 0.655821	-4.86584e+27 -1.18519e+30	        0 0	 (0 , 0 , 1) 	1
 0.657351	6.63519e+34 2.44962e+35	        0 0	 (1 , 0 , 0) 	1
 0.657351	-7.51943e+35 2.61182e+35	        0 0	 (0 , 1 , 0) 	1
 0.657351	-1.27046e+33 -3.09452e+35	        0 0	 (0 , 0 , 1) 	1
 0.658885	1.73244e+40 6.39591e+40	        0 0	 (1 , 0 , 0) 	1
 0.658885	-1.96331e+41 6.81943e+40	        0 0	 (0 , 1 , 0) 	1
 0.658885	-3.31717e+38 -8.07974e+40	        0 0	 (0 , 0 , 1) 	1
 0.660422	4.52338e+45 1.66996e+46	        0 0	 (1 , 0 , 0) 	1
 0.660422	-5.12618e+46 1.78054e+46	        0 0	 (0 , 1 , 0) 	1
 0.660422	-8.66107e+43 -2.10961e+46	        0 0	 (0 , 0 , 1) 	1
 0.661962	1.18105e+51 4.36025e+51	        0 0	 (1 , 0 , 0) 	1
 0.661962	-1.33844e+52 4.64897e+51	        0 0	 (0 , 1 , 0) 	1
 0.661962	-2.26139e+49 -5.50816e+51	        0 0	 (0 , 0 , 1) 	1
 0.663505	3.0837e+56 1.13846e+57	        0 0	 (1 , 0 , 0) 	1
 0.663505	-3.49465e+57 1.21384e+57	        0 0	 (0 , 1 , 0) 	1
 0.663505	-5.90447e+54 -1.43817e+57	        0 0	 (0 , 0 , 1) 	1
 0.665051	8.05149e+61 2.97249e+62	        0 0	 (1 , 0 , 0) 	1
 0.665051	-9.12447e+62 3.16932e+62	        0 0	 (0 , 1 , 0) 	1
 0.665051	-1.54165e+60 -3.75505e+62	        0 0	 (0 , 0 , 1) 	1
 0.666601	2.10223e+67 7.76114e+67	        0 0	 (1 , 0 , 0) 	1
 0.666601	-2.38239e+68 8.27505e+67	        0 0	 (0 , 1 , 0) 	1
 0.666601	-4.02522e+65 -9.80437e+67	        0 0	 (0 , 0 , 1) 	1
 0.668154	5.4889e+72 2.02642e+73	        0 0	 (1 , 0 , 0) 	1
 0.668154	-6.22038e+73 2.1606e+73	        0 0	 (0 , 1 , 0) 	1
 0.668154	-1.05098e+71 -2.55991e+73	        0 0	 (0 , 0 , 1) 	1
  0.66971	1.43314e+78 5.29096e+78	        0 0	 (1 , 0 , 0) 	1
  0.66971	-1.62413e+79 5.64131e+78	        0 0	 (0 , 1 , 0) 	1
  0.66971	-2.74409e+76 -6.68388e+78	        0 0	 (0 , 0 , 1) 	1
 0.671269	3.74192e+83 1.38146e+84	        0 0	 (1 , 0 , 0) 	1
 0.671269	-4.24059e+84 1.47294e+84	        0 0	 (0 , 1 , 0) 	1
 0.671269	-7.16479e+81 -1.74515e+84	        0 0	 (0 , 0 , 1) 	1
 0.672831	9.7701e+88 3.60698e+89	        0 0	 (1 , 0 , 0) 	1
 0.672831	-1.10721e+90 3.84582e+89	        0 0	 (0 , 1 , 0) 	1
 0.672831	-1.87072e+87 -4.55657e+89	        0 0	 (0 , 0 , 1) 	1
 0.674396	2.55096e+94 9.41777e+94	        0 0	 (1 , 0 , 0) 	1
 0.674396	-2.89091e+95 1.00414e+95	        0 0	 (0 , 1 , 0) 	1
 0.674396	-4.88441e+92 -1.18971e+95	        0 0	 (0 , 0 , 1) 	1
 0.675965	6.66052e+99 2.45897e+100	        0 0	 (1 , 0 , 0) 	1
 0.675965	-7.54813e+100 2.62179e+100	        0 0	 (0 , 1 , 0) 	1
 0.675965	-1.27531e+98 -3.10632e+100	        0 0	 (0 , 0 , 1) 	1
 0.677537	1.73905e+105 6.42032e+105	        0 0	 (1 , 0 , 0) 	1
 0.677537	-1.97081e+106 6.84546e+105	        0 0	 (0 , 1 , 0) 	1
 0.677537	-3.32982e+103 -8.11057e+105	        0 0	 (0 , 0 , 1) 	1
 0.679112	4.54064e+110 1.67634e+111	        0 0	 (1 , 0 , 0) 	1
 0.679112	-5.14575e+111 1.78734e+111	        0 0	 (0 , 1 , 0) 	1
 0.679112	-8.69413e+108 -2.11766e+111	        0 0	 (0 , 0 , 1) 	1
 0.680691	1.18555e+116 4.37689e+116	        0 0	 (1 , 0 , 0) 	1
 0.680691	-1.34355e+117 4.66672e+116	        0 0	 (0 , 1 , 0) 	1
 0.680691	-2.27002e+114 -5.52918e+116	        0 0	 (0 , 0 , 1) 	1
 0.682272	3.09547e+121 1.1428e+122	        0 0	 (1 , 0 , 0) 	1
 0.682272	-3.50798e+122 1.21847e+122	        0 0	 (0 , 1 , 0) 	1
 0.682272	-5.927e+119 -1.44366e+122	        0 0	 (0 , 0 , 1) 	1
 0.683857	8.08222e+126 2.98384e+127	        0 0	 (1 , 0 , 0) 	1
 0.683857	-9.1593e+127 3.18142e+127	        0 0	 (0 , 1 , 0) 	1
