# # Transfer functions T_i(k) for kessence field (normalized to initial curvature=1 at z= 1          # for k=1.05469e-05 to 239.653 h/Mpc,          #  number of wavenumbers equal to 199         # kessence model with w=-0.9 , cs^2= 1.0               # d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization          # d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot         # (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same         #  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)         # t_i   stands for theta_i(k,z) with above normalization          # t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z))          # k here is h/Mpc pi_conf (scalar field in conformal time) is in Mpc pi'_conf in dimensionless           # Hubble is conformal hubble which is normalized to H0          # d_kess means \pi_conf  in Newtonian gauge and in unit [Mpc] and t_kess means \pi' which is dimensionless 
#    
#  1:k (h/Mpc)              2:d_kess                    3:t_kess                    4:delta_fld                 5:theta_fld                  6:psi                   7:delta_cdm                 8:H_conf/H0                               
1.054685259621e-05	2.121506694276e+03	1.561169981673e-01	-1.290070644872e-01	1.059350716151e-07	5.696171921745e-01	-1.290710296354e+00	2.066050250090e-04
1.183376324775e-05	2.121445801336e+03	1.561267966751e-01	-1.290060425073e-01	1.333605257413e-07	5.696167708833e-01	-1.290866496694e+00	2.066050250090e-04
1.327770074781e-05	2.121367693807e+03	1.561407665561e-01	-1.290045794166e-01	1.678847733658e-07	5.696161098573e-01	-1.291063533375e+00	2.066050250090e-04
1.489782526975e-05	2.121270288720e+03	1.561592591276e-01	-1.290026105182e-01	2.113447028581e-07	5.696149134448e-01	-1.291312680006e+00	2.066050250090e-04
1.671563488162e-05	2.121148451678e+03	1.561774583484e-01	-1.290007586256e-01	2.660519352692e-07	5.696145937396e-01	-1.291622775458e+00	2.066050250090e-04
1.875525081255e-05	2.120993111938e+03	1.562018045179e-01	-1.289982625120e-01	3.349150132753e-07	5.696139787731e-01	-1.292013801052e+00	2.066050250090e-04
2.104373752675e-05	2.120797858889e+03	1.562340237542e-01	-1.289949277837e-01	4.215942065767e-07	5.696128507264e-01	-1.292507134230e+00	2.066050250090e-04
2.361146185250e-05	2.120552676492e+03	1.562746848608e-01	-1.289907223577e-01	5.306943002244e-07	5.696114575730e-01	-1.293128120460e+00	2.066050250090e-04
2.649249593155e-05	2.120247033332e+03	1.563251859352e-01	-1.289855409319e-01	6.680082440493e-07	5.696101443894e-01	-1.293908569059e+00	2.066050250090e-04
2.972506933572e-05	2.119859264378e+03	1.563889244403e-01	-1.289789630110e-01	8.408187494517e-07	5.696081036855e-01	-1.294892257785e+00	2.066050250090e-04
3.335207635008e-05	2.119372973380e+03	1.564689077216e-01	-1.289707192373e-01	1.058285266409e-06	5.696056492298e-01	-1.296130299213e+00	2.066050250090e-04
3.742164515408e-05	2.118760269684e+03	1.565698302780e-01	-1.289603104877e-01	1.331917050659e-06	5.696024842902e-01	-1.297689118325e+00	2.066050250090e-04
4.198777645321e-05	2.117988518187e+03	1.566972551410e-01	-1.289471474929e-01	1.676173458309e-06	5.695982792052e-01	-1.299652203516e+00	2.066050250090e-04
4.711106003561e-05	2.117017169728e+03	1.568577582069e-01	-1.289305661207e-01	2.109209595121e-06	5.695929685491e-01	-1.302123610869e+00	2.066050250090e-04
5.285947876168e-05	2.115796300340e+03	1.570594455134e-01	-1.289097567850e-01	2.653806243007e-06	5.695865624986e-01	-1.305234059895e+00	2.066050250090e-04
5.930931065539e-05	2.114260687702e+03	1.573134145727e-01	-1.288835597377e-01	3.338519311090e-06	5.695785610849e-01	-1.309149645486e+00	2.066050250090e-04
6.654614106728e-05	2.112334149585e+03	1.576297692112e-01	-1.288509415076e-01	4.199117026105e-06	5.695687334224e-01	-1.314078268066e+00	2.066050250090e-04
7.466599834007e-05	2.109905184151e+03	1.580324215811e-01	-1.288093701373e-01	5.280296347529e-06	5.695556720893e-01	-1.320284956384e+00	2.066050250090e-04
8.377662804643e-05	2.106847596453e+03	1.585416046840e-01	-1.287566994939e-01	6.637865971559e-06	5.695381487582e-01	-1.328101697393e+00	2.066050250090e-04
9.399892270729e-05	2.103010202293e+03	1.591825406921e-01	-1.286905218302e-01	8.341357551837e-06	5.695173081293e-01	-1.337938449519e+00	2.066050250090e-04
1.054685259621e-04	2.098196615429e+03	1.599861681417e-01	-1.286075903332e-01	1.047711088151e-05	5.694916206089e-01	-1.350320062046e+00	2.066050250090e-04
1.183376324775e-04	2.092156646721e+03	1.609981854432e-01	-1.285031489318e-01	1.315193205333e-05	5.694592238964e-01	-1.365906954730e+00	2.066050250090e-04
1.327770074781e-04	2.084580902851e+03	1.622763310353e-01	-1.283712697224e-01	1.649734713409e-05	5.694185773945e-01	-1.385528010378e+00	2.066050250090e-04
1.489782526975e-04	2.075104241447e+03	1.638772166335e-01	-1.282060353734e-01	2.067451242023e-05	5.693671195027e-01	-1.410228245856e+00	2.066050250090e-04
1.671563488162e-04	2.063254399264e+03	1.658926719456e-01	-1.279981870815e-01	2.587903856717e-05	5.693040918958e-01	-1.441315785262e+00	2.066050250090e-04
1.875525081255e-04	2.048463679662e+03	1.684399554645e-01	-1.277354068282e-01	3.234622670891e-05	5.692235728817e-01	-1.480450972474e+00	2.066050250090e-04
2.104373752675e-04	2.030026694897e+03	1.716435022294e-01	-1.274050066719e-01	4.035497726373e-05	5.691231180836e-01	-1.529708705770e+00	2.066050250090e-04
