### The result of the verage over time 
### d tau = 0.238644
### number of kessence update = 10
### initial time = 11.9322
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
  11.9322	        0	        0	 (32 , 32 , 32) 
  12.1708	1.01084e-06	-1.80861e-09	 (32 , 32 , 32) 
  12.4142	2.07818e-06	-1.58807e-09	 (32 , 32 , 32) 
  12.6625	3.07873e-06	-1.36051e-09	 (32 , 32 , 32) 
  12.9158	4.04509e-06	-1.11329e-09	 (32 , 32 , 32) 
  13.1741	4.98122e-06	-8.36076e-10	 (32 , 32 , 32) 
  13.4376	5.8896e-06	-5.20854e-10	 (32 , 32 , 32) 
  13.7063	6.77252e-06	-1.61487e-10	 (32 , 32 , 32) 
  13.9805	7.63212e-06	2.46623e-10	 (32 , 32 , 32) 
  14.2601	8.47039e-06	7.06845e-10	 (32 , 32 , 32) 
  14.5453	9.28922e-06	1.22157e-09	 (32 , 32 , 32) 
  14.8362	1.00904e-05	1.79241e-09	 (32 , 32 , 32) 
  15.1329	1.08756e-05	2.42039e-09	 (32 , 32 , 32) 
  15.4356	1.16464e-05	3.1061e-09	 (32 , 32 , 32) 
  15.7443	1.24043e-05	3.84977e-09	 (32 , 32 , 32) 
  16.0591	1.31507e-05	4.65145e-09	 (32 , 32 , 32) 
  16.3803	1.38869e-05	5.51099e-09	 (32 , 32 , 32) 
  16.7079	1.46142e-05	6.4282e-09	 (32 , 32 , 32) 
  17.0421	1.53338e-05	7.40285e-09	 (32 , 32 , 32) 
  17.3829	1.60468e-05	8.43473e-09	 (32 , 32 , 32) 
  17.7306	1.67543e-05	9.5237e-09	 (32 , 32 , 32) 
  18.0852	1.74574e-05	1.06697e-08	 (32 , 32 , 32) 
  18.4469	1.8157e-05	1.18727e-08	 (32 , 32 , 32) 
  18.8159	1.88541e-05	1.31329e-08	 (32 , 32 , 32) 
  19.1922	1.95496e-05	1.44507e-08	 (32 , 32 , 32) 
   19.576	2.02443e-05	1.58263e-08	 (32 , 32 , 32) 
  19.9675	2.0939e-05	1.72606e-08	 (32 , 32 , 32) 
  20.3669	2.16347e-05	1.87541e-08	 (32 , 32 , 32) 
  20.7742	2.2332e-05	2.03078e-08	 (32 , 32 , 32) 
  21.1897	2.30316e-05	2.19228e-08	 (32 , 32 , 32) 
  21.6135	2.37344e-05	2.36003e-08	 (32 , 32 , 32) 
  22.0458	2.44411e-05	2.53418e-08	 (32 , 32 , 32) 
  22.4867	2.51522e-05	2.71489e-08	 (32 , 32 , 32) 
  22.9364	2.58688e-05	2.90233e-08	 (32 , 32 , 32) 
  23.3951	2.65916e-05	3.09672e-08	 (32 , 32 , 32) 
  23.8631	2.73212e-05	3.29828e-08	 (32 , 32 , 32) 
  24.3403	2.80586e-05	3.5073e-08	 (32 , 32 , 32) 
  24.8271	2.88044e-05	3.72411e-08	 (32 , 32 , 32) 
