### The result of the verage over time 
### d tau = 0.00848419
### number of kessence update = 10
### initial time = 0.387129
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
 0.387129	        0	    1e-08	-8.47033e-22
 0.395613	3.86183e-10	1.00441e-08	-8.47033e-22
 0.404269	7.6652e-10	1.00357e-08	2.89152e-10
 0.413099	1.13391e-09	1.00179e-08	5.51209e-10
 0.422107	1.48686e-09	9.98956e-09	7.72259e-10
 0.431297	1.82434e-09	9.95026e-09	9.54481e-10
 0.440672	2.14571e-09	9.90011e-09	1.10408e-09
 0.450235	2.4506e-09	9.83937e-09	1.22732e-09
 0.459992	2.73883e-09	9.76837e-09	1.32949e-09
 0.469945	3.01044e-09	9.68748e-09	1.41476e-09
 0.480098	3.26554e-09	9.59707e-09	1.48638e-09
 0.490455	3.50435e-09	9.49747e-09	1.54684e-09
 0.501021	3.72715e-09	9.38903e-09	1.59809e-09
   0.5118	3.93427e-09	9.27204e-09	1.64166e-09
 0.522795	4.12607e-09	9.14681e-09	1.67876e-09
 0.534012	4.30293e-09	9.01358e-09	1.71037e-09
 0.545454	4.46524e-09	8.87262e-09	1.73727e-09
 0.557125	4.61341e-09	8.72415e-09	1.7601e-09
 0.569032	4.74785e-09	8.56841e-09	1.7794e-09
 0.581178	4.86896e-09	8.4056e-09	1.79559e-09
 0.593567	4.97716e-09	8.23592e-09	1.80904e-09
 0.606206	5.07283e-09	8.05957e-09	1.82006e-09
 0.619098	5.15637e-09	7.87674e-09	1.82891e-09
 0.632249	5.22816e-09	7.68761e-09	1.8358e-09
 0.645664	5.28858e-09	7.49236e-09	1.84094e-09
 0.659349	5.338e-09	7.29117e-09	1.84448e-09
 0.673308	5.37678e-09	7.0842e-09	1.84657e-09
 0.687547	5.40525e-09	6.87164e-09	1.84733e-09
 0.702072	5.42376e-09	6.65364e-09	1.84686e-09
 0.716889	5.43264e-09	6.43037e-09	1.84528e-09
 0.732002	5.43221e-09	6.20201e-09	1.84266e-09
 0.747419	5.42276e-09	5.9687e-09	1.83908e-09
 0.763145	5.40462e-09	5.73062e-09	1.83462e-09
 0.779186	5.37806e-09	5.48793e-09	1.82934e-09
 0.795549	5.34336e-09	5.24078e-09	1.82329e-09
  0.81224	5.30082e-09	4.98933e-09	1.81655e-09
 0.829265	5.25068e-09	4.73373e-09	1.80914e-09
 0.846632	5.19321e-09	4.47415e-09	1.80113e-09
 0.864347	5.12866e-09	4.21072e-09	1.79256e-09
 0.882417	5.05728e-09	3.94361e-09	1.78346e-09
 0.900849	4.97931e-09	3.67295e-09	1.77389e-09
  0.91965	4.89496e-09	3.3989e-09	1.76386e-09
