### The result of the verage over time 
### d tau = 0.238656
### number of kessence update = 10
### initial time = 11.9328
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
  11.9328	        0	        0	-6.03511e-21
  12.1714	-5.46882e-11	-1.3449e-09	-6.03511e-21
  12.4149	-5.96359e-11	-1.15907e-09	6.88936e-10
  12.6632	-3.45971e-11	-9.32094e-10	1.29576e-09
  12.9164	1.80439e-11	-6.42277e-10	1.82816e-09
  13.1748	9.71468e-11	-2.72328e-10	2.29502e-09
  13.4382	2.02499e-10	1.90822e-10	2.70435e-09
   13.707	3.34588e-10	7.56799e-10	3.06334e-09
  13.9812	4.94413e-10	1.43245e-09	3.3784e-09
  14.2608	6.83343e-10	2.22244e-09	3.65533e-09
   14.546	9.02994e-10	3.12966e-09	3.89929e-09
  14.8369	1.15514e-09	4.15568e-09	4.11492e-09
  15.1337	1.44164e-09	5.30106e-09	4.30637e-09
  15.4363	1.76438e-09	6.56559e-09	4.47736e-09
  15.7451	2.12524e-09	7.94853e-09	4.63122e-09
    16.06	2.52607e-09	9.44883e-09	4.77094e-09
  16.3812	2.96867e-09	1.10652e-08	4.89917e-09
  16.7088	3.45475e-09	1.27963e-08	5.01832e-09
   17.043	3.98596e-09	1.46408e-08	5.13053e-09
  17.3838	4.56389e-09	1.65976e-08	5.23772e-09
  17.7315	5.19002e-09	1.86654e-08	5.34162e-09
  18.0861	5.86581e-09	2.08436e-08	5.44378e-09
  18.4478	6.59261e-09	2.31314e-08	5.5456e-09
  18.8168	7.37178e-09	2.55286e-08	5.64833e-09
  19.1931	8.20457e-09	2.80351e-08	5.75311e-09
   19.577	9.09226e-09	3.06512e-08	5.86097e-09
  19.9685	1.00361e-08	3.33776e-08	5.97286e-09
  20.3679	1.10372e-08	3.62151e-08	6.08962e-09
  20.7753	1.2097e-08	3.91651e-08	6.21204e-09
  21.1908	1.32165e-08	4.22292e-08	6.34084e-09
  21.6146	1.43971e-08	4.54094e-08	6.4767e-09
  22.0469	1.56401e-08	4.87078e-08	6.62023e-09
  22.4878	1.69468e-08	5.21273e-08	6.77204e-09
  22.9376	1.83186e-08	5.56707e-08	6.93267e-09
  23.3963	1.9757e-08	5.93414e-08	7.10265e-09
  23.8642	2.12634e-08	6.31431e-08	7.28249e-09
  24.3415	2.28395e-08	6.70796e-08	7.47269e-09
  24.8284	2.4487e-08	7.11554e-08	7.67372e-09
  25.3249	2.62075e-08	7.5375e-08	7.88604e-09
  25.8314	2.80031e-08	7.97434e-08	8.11014e-09
  26.3481	2.98757e-08	8.42659e-08	8.34648e-09
   26.875	3.18274e-08	8.8948e-08	8.59552e-09
  27.4125	3.38605e-08	9.37957e-08	8.85774e-09
  27.9608	3.59771e-08	9.88152e-08	9.13363e-09
