### The result of the verage over time 
### d tau = 1e-07
### number of kessence update = 1
### initial time = 0.642703
### 1- tau	 2- pi_k(x)	3-zeta(x)	4-|k|	 5-vec{k} 	 6-|k|^2
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	2.01586e-08 7.44225e-08	        0 0	 (1 , 0 , 0) 	1
 0.642703	-2.2845e-07 7.93505e-08	        0 0	 (0 , 1 , 0) 	1
 0.642703	-3.86014e-10 -9.40153e-08	        0 0	 (0 , 0 , 1) 	1
 0.642703	0.00168261 0.0614266	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	-0.0904415 -0.100267	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642704	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642704	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642704	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642704	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642704	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642704	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642704	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642704	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642704	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642704	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642704	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642704	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642704	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642704	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642704	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642704	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642704	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642704	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642704	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642704	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642704	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642704	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642704	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642704	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642704	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642704	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642704	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642704	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642704	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642704	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642704	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642704	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642704	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642704	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642704	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642704	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642704	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642704	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642704	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642704	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642704	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642704	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642704	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642704	      nan nan	      nan nan	 (0 , 1 , 0) 	1
