### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 1
### initial time = 0.642703
### 1- tau	 2- pi_k(x)	3-zeta(x)	4-|k|	 5-vec{k} 	 6-|k|^2
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.657739	0.0030125 0.0109831	0.00273301 0.000688079	 (1 , 0 , 0) 	1
 0.657739	-0.0336794 0.0117182	0.000246334 0.00126177	 (0 , 1 , 0) 	1
 0.657739	-2.39182e-05 -0.0138638	0.00223761 -0.000136966	 (0 , 0 , 1) 	1
 0.673084	  1239.05 3060.32	  31899.3 19467.5	 (1 , 0 , 0) 	1
 0.673084	 -8510.69 3377.51	 -1634.06 28238.8	 (0 , 1 , 0) 	1
 0.673084	  644.335 -3586.16	    43221 -6176.71	 (0 , 0 , 1) 	1
 0.688745	1.17811e+14 4.89776e+13	7.67169e+15 3.18932e+15	 (1 , 0 , 0) 	1
 0.688745	-1.70042e+14 1.83663e+14	-1.10728e+16 1.19599e+16	 (0 , 1 , 0) 	1
 0.688745	1.55546e+14 -8.87706e+13	1.0129e+16 -5.7806e+15	 (0 , 0 , 1) 	1
 0.704726	1.36257e+37 -1.23829e+37	8.69452e+38 -7.90145e+38	 (1 , 0 , 0) 	1
 0.704726	-5.47458e+36 2.48152e+37	-3.4933e+38 1.58344e+39	 (0 , 1 , 0) 	1
 0.704726	2.73399e+37 -5.74081e+36	1.74455e+39 -3.66318e+38	 (0 , 0 , 1) 	1
 0.721036	1.7197e+84 -3.25654e+84	1.07528e+86 -2.03623e+86	 (1 , 0 , 0) 	1
 0.721036	5.69287e+83 3.60216e+84	3.55961e+85 2.25234e+86	 (0 , 1 , 0) 	1
 0.721036	3.17609e+84 -1.93453e+83	1.98593e+86 -1.20961e+85	 (0 , 0 , 1) 	1
  0.73768	9.78781e+178 -1.8036e+179	5.99722e+180 -1.10511e+181	 (1 , 0 , 0) 	1
  0.73768	4.96409e+178 1.99569e+179	3.04162e+180 1.22281e+181	 (0 , 1 , 0) 	1
  0.73768	2.27497e+179 -1.36178e+178	1.39393e+181 -8.34396e+179	 (0 , 0 , 1) 	1
 0.754664	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.754664	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.754664	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.771996	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.771996	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.771996	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.789681	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.789681	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.789681	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.807728	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.807728	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.807728	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.826143	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.826143	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.826143	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.844933	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.844933	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.844933	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.864106	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.864106	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.864106	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.883669	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.883669	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.883669	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.903631	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.903631	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.903631	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.923998	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.923998	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.923998	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.944778	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.944778	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.944778	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.965981	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.965981	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.965981	      nan nan	      nan nan	 (0 , 0 , 1) 	1
