# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   1.799567e+00   9.900990e-03   5.696668e+00   0.000000e+00   nan
      1   1.841667e+00   1.030088e-02   5.581878e+00   nan   nan
      2   1.884634e+00   1.071692e-02   5.469515e+00   nan   nan
      3   1.928483e+00   1.114977e-02   5.359523e+00   nan   nan
      4   1.973232e+00   1.160010e-02   5.251844e+00   nan   nan
      5   2.018899e+00   1.206863e-02   5.146426e+00   nan   nan
      6   2.065501e+00   1.255609e-02   5.043215e+00   nan   nan
      7   2.113057e+00   1.306324e-02   4.942160e+00   nan   nan
      8   2.161585e+00   1.359088e-02   4.843211e+00   nan   nan
      9   2.211105e+00   1.413984e-02   4.746320e+00   nan   nan
     10   2.261635e+00   1.471097e-02   4.651440e+00   nan   nan
     11   2.313196e+00   1.530518e-02   4.558526e+00   nan   nan
     12   2.365808e+00   1.592340e-02   4.467532e+00   nan   nan
     13   2.419492e+00   1.656659e-02   4.378415e+00   nan   nan
     14   2.474269e+00   1.723576e-02   4.291134e+00   nan   nan
     15   2.530159e+00   1.793197e-02   4.205648e+00   nan   nan
     16   2.587186e+00   1.865631e-02   4.121916e+00   nan   nan
     17   2.645371e+00   1.940991e-02   4.039901e+00   nan   nan
