### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
 0.642703	        0	        0	 (32 , 32 , 32) 
 0.657739	-8.9028e-08	5.76776e-11	 (32 , 32 , 32) 
 0.673084	-1.7837e-07	6.89726e-10	 (32 , 32 , 32) 
 0.688745	-2.64708e-07	2.30727e-09	 (32 , 32 , 32) 
 0.704726	-3.49229e-07	5.3012e-09	 (32 , 32 , 32) 
 0.721036	-4.3198e-07	9.98419e-09	 (32 , 32 , 32) 
  0.73768	-5.13028e-07	1.66097e-08	 (32 , 32 , 32) 
 0.754664	-5.92437e-07	2.53817e-08	 (32 , 32 , 32) 
 0.771996	-6.70265e-07	3.64626e-08	 (32 , 32 , 32) 
 0.789681	-7.46562e-07	4.99804e-08	 (32 , 32 , 32) 
 0.807728	-8.21372e-07	6.60348e-08	 (32 , 32 , 32) 
 0.826143	-8.94737e-07	8.47027e-08	 (32 , 32 , 32) 
 0.844933	-9.66689e-07	1.06042e-07	 (32 , 32 , 32) 
 0.864106	-1.03726e-06	1.30098e-07	 (32 , 32 , 32) 
 0.883669	-1.10647e-06	1.56902e-07	 (32 , 32 , 32) 
 0.903631	-1.17435e-06	1.86481e-07	 (32 , 32 , 32) 
 0.923998	-1.24091e-06	2.18853e-07	 (32 , 32 , 32) 
 0.944778	-1.30616e-06	2.54037e-07	 (32 , 32 , 32) 
 0.965981	-1.37011e-06	2.92047e-07	 (32 , 32 , 32) 
 0.987614	-1.43276e-06	3.32899e-07	 (32 , 32 , 32) 
  1.00969	-1.4941e-06	3.76611e-07	 (32 , 32 , 32) 
   1.0322	-1.55413e-06	4.23205e-07	 (32 , 32 , 32) 
  1.05518	-1.61284e-06	4.72706e-07	 (32 , 32 , 32) 
  1.07862	-1.6702e-06	5.25143e-07	 (32 , 32 , 32) 
  1.10253	-1.7262e-06	5.80554e-07	 (32 , 32 , 32) 
  1.12693	-1.7808e-06	6.38981e-07	 (32 , 32 , 32) 
  1.15182	-1.83398e-06	7.00476e-07	 (32 , 32 , 32) 
  1.17722	-1.88569e-06	7.65097e-07	 (32 , 32 , 32) 
  1.20313	-1.93588e-06	8.32912e-07	 (32 , 32 , 32) 
  1.22956	-1.9845e-06	9.03998e-07	 (32 , 32 , 32) 
  1.25652	-2.0315e-06	9.78442e-07	 (32 , 32 , 32) 
  1.28403	-2.07681e-06	1.05634e-06	 (32 , 32 , 32) 
   1.3121	-2.12035e-06	1.13781e-06	 (32 , 32 , 32) 
  1.34073	-2.16205e-06	1.22296e-06	 (32 , 32 , 32) 
  1.36993	-2.2018e-06	1.31193e-06	 (32 , 32 , 32) 
  1.39973	-2.23952e-06	1.40487e-06	 (32 , 32 , 32) 
  1.43012	-2.27508e-06	1.50193e-06	 (32 , 32 , 32) 
  1.46113	-2.30837e-06	1.60331e-06	 (32 , 32 , 32) 
  1.49276	-2.33926e-06	1.70918e-06	 (32 , 32 , 32) 
  1.52503	-2.36759e-06	1.81977e-06	 (32 , 32 , 32) 
  1.55795	-2.39321e-06	1.93529e-06	 (32 , 32 , 32) 
  1.59153	-2.41595e-06	2.05601e-06	 (32 , 32 , 32) 
  1.62578	-2.43561e-06	2.1822e-06	 (32 , 32 , 32) 
  1.66072	-2.45198e-06	2.31416e-06	 (32 , 32 , 32) 
  1.69637	-2.46484e-06	2.4522e-06	 (32 , 32 , 32) 
  1.73273	-2.47393e-06	2.59667e-06	 (32 , 32 , 32) 
  1.76982	-2.47899e-06	2.74797e-06	 (32 , 32 , 32) 
  1.80765	-2.47972e-06	2.9065e-06	 (32 , 32 , 32) 
  1.84625	-2.4758e-06	3.0727e-06	 (32 , 32 , 32) 
  1.88561	-2.46687e-06	3.24707e-06	 (32 , 32 , 32) 
  1.92577	-2.45255e-06	3.43012e-06	 (32 , 32 , 32) 
  1.96673	-2.43242e-06	3.62242e-06	 (32 , 32 , 32) 
  2.00851	-2.40602e-06	3.82458e-06	 (32 , 32 , 32) 
  2.05113	-2.37285e-06	4.03725e-06	 (32 , 32 , 32) 
   2.0946	-2.33237e-06	4.26112e-06	 (32 , 32 , 32) 
  2.13894	-2.28399e-06	4.49694e-06	 (32 , 32 , 32) 
  2.18417	-2.22705e-06	4.7455e-06	 (32 , 32 , 32) 
   2.2303	-2.16085e-06	5.00761e-06	 (32 , 32 , 32) 
  2.27735	-2.08463e-06	5.28413e-06	 (32 , 32 , 32) 
  2.32534	-1.99757e-06	5.57592e-06	 (32 , 32 , 32) 
  2.37428	-1.89876e-06	5.88387e-06	 (32 , 32 , 32) 
   2.4242	-1.78724e-06	6.20883e-06	 (32 , 32 , 32) 
  2.47512	-1.66197e-06	6.5516e-06	 (32 , 32 , 32) 
  2.52704	-1.52186e-06	6.9129e-06	 (32 , 32 , 32) 
  2.57999	-1.36572e-06	7.29332e-06	 (32 , 32 , 32) 
  2.63399	-1.19232e-06	7.69324e-06	 (32 , 32 , 32) 
  2.68906	-1.00039e-06	8.11275e-06	 (32 , 32 , 32) 
