# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   1.799567e+00   9.900990e-03   5.696668e+00   0.000000e+00   3.120460e-01
      1   1.841667e+00   1.030088e-02   5.581878e+00   4.099047e-10   3.120460e-01
      2   1.884634e+00   1.071692e-02   5.469515e+00   7.823014e-10   3.120460e-01
      3   1.928483e+00   1.114977e-02   5.359523e+00   1.131577e-09   3.120460e-01
      4   1.973232e+00   1.160010e-02   5.251844e+00   1.460446e-09   3.120460e-01
      5   2.018899e+00   1.206863e-02   5.146426e+00   1.771353e-09   3.120460e-01
      6   2.065501e+00   1.255609e-02   5.043215e+00   2.066522e-09   3.120460e-01
      7   2.113057e+00   1.306324e-02   4.942160e+00   2.347986e-09   3.120460e-01
      8   2.161585e+00   1.359088e-02   4.843211e+00   2.617606e-09   3.120460e-01
      9   2.211105e+00   1.413984e-02   4.746320e+00   2.877085e-09   3.120460e-01
     10   2.261635e+00   1.471097e-02   4.651440e+00   3.127991e-09   3.120460e-01
     11   2.313196e+00   1.530518e-02   4.558526e+00   3.371766e-09   3.120460e-01
     12   2.365808e+00   1.592340e-02   4.467532e+00   3.609738e-09   3.120460e-01
     13   2.419492e+00   1.656659e-02   4.378415e+00   3.843136e-09   3.120460e-01
     14   2.474269e+00   1.723576e-02   4.291134e+00   4.073099e-09   3.120460e-01
     15   2.530159e+00   1.793197e-02   4.205648e+00   4.300684e-09   3.120460e-01
     16   2.587186e+00   1.865631e-02   4.121916e+00   4.526879e-09   3.120460e-01
     17   2.645371e+00   1.940991e-02   4.039901e+00   4.752605e-09   3.120460e-01
     18   2.704737e+00   2.019396e-02   3.959563e+00   4.978727e-09   3.120460e-01
     19   2.765308e+00   2.100968e-02   3.880868e+00   5.206060e-09   3.120460e-01
     20   2.827107e+00   2.185835e-02   3.803777e+00   5.435374e-09   3.120459e-01
     21   2.890159e+00   2.274132e-02   3.728258e+00   5.667402e-09   3.120459e-01
     22   2.954487e+00   2.365995e-02   3.654275e+00   5.902841e-09   3.120459e-01
