### The result of the verage over time 
### d tau = 0.238644
### number of kessence update = 10
### initial time = 11.9322
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
  11.9322	    1e-06	    1e-06	 (32 , 32 , 32) 
  12.1708	2.20304e-06	9.34047e-07	 (32 , 32 , 32) 
  12.4142	3.4333e-06	8.29346e-07	 (32 , 32 , 32) 
  12.6625	4.57072e-06	7.36434e-07	 (32 , 32 , 32) 
  12.9158	5.65075e-06	6.54002e-07	 (32 , 32 , 32) 
  13.1741	6.67996e-06	5.80887e-07	 (32 , 32 , 32) 
  13.4376	7.66317e-06	5.16055e-07	 (32 , 32 , 32) 
  13.7063	8.60474e-06	4.58588e-07	 (32 , 32 , 32) 
  13.9805	9.5087e-06	4.07671e-07	 (32 , 32 , 32) 
  14.2601	1.03787e-05	3.62577e-07	 (32 , 32 , 32) 
  14.5453	1.12183e-05	3.22663e-07	 (32 , 32 , 32) 
  14.8362	1.20305e-05	2.87355e-07	 (32 , 32 , 32) 
  15.1329	1.28182e-05	2.56145e-07	 (32 , 32 , 32) 
  15.4356	1.35841e-05	2.2858e-07	 (32 , 32 , 32) 
  15.7443	1.43307e-05	2.0426e-07	 (32 , 32 , 32) 
  16.0591	1.50603e-05	1.82826e-07	 (32 , 32 , 32) 
  16.3803	1.5775e-05	1.63962e-07	 (32 , 32 , 32) 
  16.7079	1.64767e-05	1.47387e-07	 (32 , 32 , 32) 
  17.0421	1.71673e-05	1.32851e-07	 (32 , 32 , 32) 
  17.3829	1.78484e-05	1.20131e-07	 (32 , 32 , 32) 
  17.7306	1.85217e-05	1.09032e-07	 (32 , 32 , 32) 
  18.0852	1.91886e-05	9.93779e-08	 (32 , 32 , 32) 
  18.4469	1.98506e-05	9.10141e-08	 (32 , 32 , 32) 
  18.8159	2.05088e-05	8.38031e-08	 (32 , 32 , 32) 
  19.1922	2.11645e-05	7.76229e-08	 (32 , 32 , 32) 
   19.576	2.18189e-05	7.23655e-08	 (32 , 32 , 32) 
  19.9675	2.24729e-05	6.7935e-08	 (32 , 32 , 32) 
  20.3669	2.31277e-05	6.42468e-08	 (32 , 32 , 32) 
  20.7742	2.37841e-05	6.12258e-08	 (32 , 32 , 32) 
  21.1897	2.44432e-05	5.88057e-08	 (32 , 32 , 32) 
  21.6135	2.51057e-05	5.69277e-08	 (32 , 32 , 32) 
  22.0458	2.57724e-05	5.55402e-08	 (32 , 32 , 32) 
  22.4867	2.64443e-05	5.45974e-08	 (32 , 32 , 32) 
  22.9364	2.71221e-05	5.40591e-08	 (32 , 32 , 32) 
  23.3951	2.7807e-05	5.389e-08	 (32 , 32 , 32) 
  23.8631	2.84995e-05	5.40593e-08	 (32 , 32 , 32) 
  24.3403	2.92005e-05	5.454e-08	 (32 , 32 , 32) 
  24.8271	2.99109e-05	5.53093e-08	 (32 , 32 , 32) 
  25.3237	3.06329e-05	5.63475e-08	 (32 , 32 , 32) 
  25.8301	3.13695e-05	5.76384e-08	 (32 , 32 , 32) 
  26.3467	3.21274e-05	5.91427e-08	 (32 , 32 , 32) 
  26.8737	3.29104e-05	6.07885e-08	 (32 , 32 , 32) 
  27.4111	3.37147e-05	6.2532e-08	 (32 , 32 , 32) 
  27.9594	3.45435e-05	6.43559e-08	 (32 , 32 , 32) 
  28.5186	3.53968e-05	6.62435e-08	 (32 , 32 , 32) 
  29.0889	3.6274e-05	6.81971e-08	 (32 , 32 , 32) 
  29.6707	3.71758e-05	7.02183e-08	 (32 , 32 , 32) 
  30.2641	3.81031e-05	7.23052e-08	 (32 , 32 , 32) 
  30.8694	3.90555e-05	7.44553e-08	 (32 , 32 , 32) 
  31.4868	4.0033e-05	7.6666e-08	 (32 , 32 , 32) 
  32.1165	4.1036e-05	7.89335e-08	 (32 , 32 , 32) 
  32.7589	4.20669e-05	8.12399e-08	 (32 , 32 , 32) 
   33.414	4.3126e-05	8.35559e-08	 (32 , 32 , 32) 
  34.0823	4.42126e-05	8.58584e-08	 (32 , 32 , 32) 
   34.764	4.53261e-05	8.81294e-08	 (32 , 32 , 32) 
  35.4592	4.64659e-05	9.03571e-08	 (32 , 32 , 32) 
  36.1684	4.76324e-05	9.25328e-08	 (32 , 32 , 32) 
  36.8918	4.88275e-05	9.46419e-08	 (32 , 32 , 32) 
  37.6296	5.00519e-05	9.66547e-08	 (32 , 32 , 32) 
  38.3796	5.13017e-05	9.85222e-08	 (32 , 32 , 32) 
  39.1296	5.25554e-05	1.00185e-07	 (32 , 32 , 32) 
  39.8796	5.38109e-05	1.01651e-07	 (32 , 32 , 32) 
  40.6296	5.50677e-05	1.0294e-07	 (32 , 32 , 32) 
  41.3796	5.63252e-05	1.04072e-07	 (32 , 32 , 32) 
  42.1296	5.75839e-05	1.05059e-07	 (32 , 32 , 32) 
  42.8796	5.8844e-05	1.05913e-07	 (32 , 32 , 32) 
  43.6296	6.01047e-05	1.06651e-07	 (32 , 32 , 32) 
  44.3796	6.13674e-05	1.07294e-07	 (32 , 32 , 32) 
  45.1296	6.26312e-05	1.07856e-07	 (32 , 32 , 32) 
  45.8796	6.38946e-05	1.08353e-07	 (32 , 32 , 32) 
  46.6296	6.51574e-05	1.08818e-07	 (32 , 32 , 32) 
  47.3796	6.64216e-05	1.09276e-07	 (32 , 32 , 32) 
  48.1296	6.76863e-05	1.09741e-07	 (32 , 32 , 32) 
  48.8796	6.8953e-05	1.10218e-07	 (32 , 32 , 32) 
  49.6296	7.02279e-05	1.1067e-07	 (32 , 32 , 32) 
  50.3796	7.15102e-05	1.11041e-07	 (32 , 32 , 32) 
  51.1296	7.2799e-05	1.11304e-07	 (32 , 32 , 32) 
  51.8796	7.40935e-05	1.11442e-07	 (32 , 32 , 32) 
  52.6296	7.53932e-05	1.11438e-07	 (32 , 32 , 32) 
  53.3796	7.66962e-05	1.11295e-07	 (32 , 32 , 32) 
  54.1296	7.80021e-05	1.11031e-07	 (32 , 32 , 32) 
  54.8796	7.93108e-05	1.1066e-07	 (32 , 32 , 32) 
  55.6296	8.06214e-05	1.10187e-07	 (32 , 32 , 32) 
  56.3796	8.19334e-05	1.09623e-07	 (32 , 32 , 32) 
  57.1296	8.32466e-05	1.08976e-07	 (32 , 32 , 32) 
  57.8796	8.45606e-05	1.0825e-07	 (32 , 32 , 32) 
  58.6296	8.58748e-05	1.07449e-07	 (32 , 32 , 32) 
  59.3796	8.71882e-05	1.06576e-07	 (32 , 32 , 32) 
  60.1296	8.85005e-05	1.0563e-07	 (32 , 32 , 32) 
  60.8796	8.98111e-05	1.04609e-07	 (32 , 32 , 32) 
  61.6296	9.11196e-05	1.0351e-07	 (32 , 32 , 32) 
  62.3796	9.24259e-05	1.02328e-07	 (32 , 32 , 32) 
  63.1296	9.37296e-05	1.01058e-07	 (32 , 32 , 32) 
  63.8796	9.50299e-05	9.96955e-08	 (32 , 32 , 32) 
  64.6296	9.63256e-05	9.82502e-08	 (32 , 32 , 32) 
  65.3796	9.76166e-05	9.67418e-08	 (32 , 32 , 32) 
  66.1296	9.89034e-05	9.5194e-08	 (32 , 32 , 32) 
  66.8796	0.000100187	9.36274e-08	 (32 , 32 , 32) 
  67.6296	0.000101466	9.20589e-08	 (32 , 32 , 32) 
  68.3796	0.000102742	9.05029e-08	 (32 , 32 , 32) 
  69.1296	0.000104017	8.89607e-08	 (32 , 32 , 32) 
  69.8796	0.00010529	8.74205e-08	 (32 , 32 , 32) 
  70.6296	0.00010656	8.58734e-08	 (32 , 32 , 32) 
  71.3796	0.000107829	8.4312e-08	 (32 , 32 , 32) 
  72.1296	0.000109095	8.27293e-08	 (32 , 32 , 32) 
  72.8796	0.000110359	8.11134e-08	 (32 , 32 , 32) 
  73.6296	0.000111621	7.94424e-08	 (32 , 32 , 32) 
  74.3796	0.000112882	7.76852e-08	 (32 , 32 , 32) 
  75.1296	0.000114141	7.58102e-08	 (32 , 32 , 32) 
  75.8796	0.000115399	7.37927e-08	 (32 , 32 , 32) 
  76.6296	0.000116654	7.16132e-08	 (32 , 32 , 32) 
  77.3796	0.000117906	6.92565e-08	 (32 , 32 , 32) 
  78.1296	0.000119154	6.67118e-08	 (32 , 32 , 32) 
  78.8796	0.000120399	6.39721e-08	 (32 , 32 , 32) 
  79.6296	0.000121639	6.10346e-08	 (32 , 32 , 32) 
  80.3796	0.000122876	5.79002e-08	 (32 , 32 , 32) 
  81.1296	0.000124108	5.45715e-08	 (32 , 32 , 32) 
  81.8796	0.000125335	5.10525e-08	 (32 , 32 , 32) 
  82.6296	0.000126556	4.73576e-08	 (32 , 32 , 32) 
  83.3796	0.00012777	4.35184e-08	 (32 , 32 , 32) 
  84.1296	0.000128978	3.9576e-08	 (32 , 32 , 32) 
  84.8796	0.000130179	3.55678e-08	 (32 , 32 , 32) 
  85.6296	0.000131373	3.1527e-08	 (32 , 32 , 32) 
  86.3796	0.00013256	2.74843e-08	 (32 , 32 , 32) 
  87.1296	0.00013374	2.34683e-08	 (32 , 32 , 32) 
  87.8796	0.000134912	1.95075e-08	 (32 , 32 , 32) 
  88.6296	0.000136077	1.56283e-08	 (32 , 32 , 32) 
  89.3796	0.000137235	1.18523e-08	 (32 , 32 , 32) 
  90.1296	0.000138385	8.19715e-09	 (32 , 32 , 32) 
  90.8796	0.000139528	4.67695e-09	 (32 , 32 , 32) 
  91.6296	0.000140663	1.30207e-09	 (32 , 32 , 32) 
  92.3796	0.000141792	-1.92049e-09	 (32 , 32 , 32) 
  93.1296	0.000142913	-4.98683e-09	 (32 , 32 , 32) 
  93.8796	0.000144027	-7.89596e-09	 (32 , 32 , 32) 
  94.6296	0.000145135	-1.06495e-08	 (32 , 32 , 32) 
  95.3796	0.000146236	-1.32516e-08	 (32 , 32 , 32) 
  96.1296	0.00014733	-1.57084e-08	 (32 , 32 , 32) 
  96.8796	0.000148418	-1.80281e-08	 (32 , 32 , 32) 
  97.6296	0.0001495	-2.02207e-08	 (32 , 32 , 32) 
  98.3796	0.000150575	-2.22986e-08	 (32 , 32 , 32) 
  99.1296	0.000151645	-2.42754e-08	 (32 , 32 , 32) 
  99.8796	0.000152709	-2.61709e-08	 (32 , 32 , 32) 
   100.63	0.000153769	-2.80096e-08	 (32 , 32 , 32) 
   101.38	0.000154824	-2.98107e-08	 (32 , 32 , 32) 
   102.13	0.000155873	-3.15908e-08	 (32 , 32 , 32) 
   102.88	0.000156917	-3.33638e-08	 (32 , 32 , 32) 
   103.63	0.000157956	-3.51413e-08	 (32 , 32 , 32) 
   104.38	0.00015899	-3.69328e-08	 (32 , 32 , 32) 
   105.13	0.000160018	-3.8745e-08	 (32 , 32 , 32) 
   105.88	0.000161042	-4.05829e-08	 (32 , 32 , 32) 
   106.63	0.00016206	-4.24495e-08	 (32 , 32 , 32) 
   107.38	0.000163074	-4.43465e-08	 (32 , 32 , 32) 
   108.13	0.000164081	-4.62732e-08	 (32 , 32 , 32) 
   108.88	0.000165084	-4.82265e-08	 (32 , 32 , 32) 
   109.63	0.000166081	-5.02028e-08	 (32 , 32 , 32) 
   110.38	0.000167073	-5.21997e-08	 (32 , 32 , 32) 
   111.13	0.000168059	-5.42146e-08	 (32 , 32 , 32) 
   111.88	0.00016904	-5.62452e-08	 (32 , 32 , 32) 
   112.63	0.000170015	-5.82879e-08	 (32 , 32 , 32) 
   113.38	0.000170985	-6.03395e-08	 (32 , 32 , 32) 
   114.13	0.00017195	-6.23983e-08	 (32 , 32 , 32) 
   114.88	0.00017291	-6.44637e-08	 (32 , 32 , 32) 
   115.63	0.000173864	-6.65358e-08	 (32 , 32 , 32) 
   116.38	0.000174814	-6.86156e-08	 (32 , 32 , 32) 
   117.13	0.000175758	-7.07046e-08	 (32 , 32 , 32) 
   117.88	0.000176697	-7.28048e-08	 (32 , 32 , 32) 
   118.63	0.000177632	-7.49184e-08	 (32 , 32 , 32) 
   119.38	0.000178561	-7.70479e-08	 (32 , 32 , 32) 
   120.13	0.000179486	-7.91957e-08	 (32 , 32 , 32) 
   120.88	0.000180407	-8.13625e-08	 (32 , 32 , 32) 
   121.63	0.000181322	-8.35479e-08	 (32 , 32 , 32) 
   122.38	0.000182233	-8.57513e-08	 (32 , 32 , 32) 
   123.13	0.00018314	-8.79715e-08	 (32 , 32 , 32) 
   123.88	0.000184042	-9.02069e-08	 (32 , 32 , 32) 
   124.63	0.00018494	-9.24553e-08	 (32 , 32 , 32) 
   125.38	0.000185834	-9.47139e-08	 (32 , 32 , 32) 
   126.13	0.000186724	-9.69797e-08	 (32 , 32 , 32) 
   126.88	0.00018761	-9.92488e-08	 (32 , 32 , 32) 
   127.63	0.000188492	-1.01517e-07	 (32 , 32 , 32) 
   128.38	0.00018937	-1.03781e-07	 (32 , 32 , 32) 
   129.13	0.000190244	-1.06035e-07	 (32 , 32 , 32) 
   129.88	0.000191115	-1.08275e-07	 (32 , 32 , 32) 
   130.63	0.000191982	-1.10495e-07	 (32 , 32 , 32) 
   131.38	0.000192846	-1.12691e-07	 (32 , 32 , 32) 
   132.13	0.000193706	-1.14858e-07	 (32 , 32 , 32) 
   132.88	0.000194563	-1.16992e-07	 (32 , 32 , 32) 
   133.63	0.000195416	-1.19087e-07	 (32 , 32 , 32) 
   134.38	0.000196266	-1.2114e-07	 (32 , 32 , 32) 
   135.13	0.000197113	-1.23148e-07	 (32 , 32 , 32) 
   135.88	0.000197957	-1.25106e-07	 (32 , 32 , 32) 
   136.63	0.000198797	-1.27013e-07	 (32 , 32 , 32) 
   137.38	0.000199635	-1.28866e-07	 (32 , 32 , 32) 
   138.13	0.00020047	-1.30665e-07	 (32 , 32 , 32) 
   138.88	0.000201302	-1.32407e-07	 (32 , 32 , 32) 
   139.63	0.000202131	-1.34094e-07	 (32 , 32 , 32) 
   140.38	0.000202957	-1.35726e-07	 (32 , 32 , 32) 
   141.13	0.000203781	-1.37304e-07	 (32 , 32 , 32) 
   141.88	0.000204602	-1.3883e-07	 (32 , 32 , 32) 
   142.63	0.000205421	-1.40306e-07	 (32 , 32 , 32) 
   143.38	0.000206237	-1.41736e-07	 (32 , 32 , 32) 
   144.13	0.000207051	-1.43123e-07	 (32 , 32 , 32) 
   144.88	0.000207862	-1.4447e-07	 (32 , 32 , 32) 
   145.63	0.000208671	-1.45784e-07	 (32 , 32 , 32) 
