# Table of selected background quantitites
# All densities are mutiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:gr.fac. D             15:gr.fac. f             16:(.)rho_smg            17:(.)p_smg              18:M*^2_smg              19:kineticity_smg        20:braiding_smg          21:tensor_excess_smg     22:Mpl_running_smg       23:c_s^2                 24:kin (D)            
       2.141715229726e+12       1.647829888912e-22       2.164106263081e-07       9.896542712621e+18       1.403502526766e+04       6.553170595629e-09       3.005902736535e+16       1.249446297269e-07       5.789298887665e+37       2.408228501158e+28       1.315824922700e+29       4.004856863042e+37       9.794155766274e+37       1.170837037131e-14       1.999999998887e+00       1.747496884160e-04      -1.572747195744e-04       1.000000000000e+00       1.784224108603e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       1.784224108603e-41 
       2.126827437662e+12       1.670980251015e-22       2.179258444812e-07       9.759432446239e+18       1.403502526766e+04       6.599042789797e-09       2.985007682755e+16       1.258192421346e-07       5.629996041786e+37       2.358355547479e+28       1.288574985501e+29       3.894656110240e+37       9.524652167270e+37       1.187286126656e-14       1.999999998880e+00       1.743843748942e-04      -1.569459374048e-04       1.000000000000e+00       1.830873945123e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       1.830873945123e-41 
       2.112043135712e+12       1.694455852555e-22       2.194501576014e-07       9.624221754859e+18       1.403502526766e+04       6.645236089325e-09       2.964257877612e+16       1.266999768291e-07       5.475076696776e+37       2.309515432465e+28       1.261889377996e+29       3.787487726966e+37       9.262564438670e+37       1.203966309440e-14       1.999999998872e+00       1.740198250588e-04      -1.566178425529e-04       1.000000000000e+00       1.878743475535e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       1.878743475535e-41 
       2.097361604481e+12       1.718261262821e-22       2.209872036474e-07       9.490884321086e+18       1.403502526765e+04       6.691752741950e-09       2.943652311431e+16       1.275868766665e-07       5.324420232820e+37       2.261686766652e+28       1.235756413260e+29       3.683268272185e+37       9.007688519624e+37       1.220880832112e-14       1.999999998864e+00       1.736560373133e-04      -1.562904335820e-04       1.000000000000e+00       1.927864589622e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       1.927864589622e-41 
       2.082782129574e+12       1.742401115296e-22       2.225333446404e-07       9.359394192134e+18       1.403502526765e+04       6.738595011143e-09       2.923189981560e+16       1.284799848027e-07       5.177909349170e+37       2.214848603539e+28       1.210164646397e+29       3.581916600889e+37       8.759825964376e+37       1.238032986912e-14       1.999999998856e+00       1.732930100647e-04      -1.559637090582e-04       1.000000000000e+00       1.978270010950e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       1.978270010950e-41 
       2.068304001563e+12       1.766880108558e-22       2.240922185592e-07       9.229725774778e+18       1.403502526765e+04       6.785765176221e-09       2.902869892313e+16       1.293793446959e-07       5.035429972819e+37       2.168980430417e+28       1.185102869524e+29       3.483353800921e+37       8.518783787759e+37       1.255426112336e-14       1.999999998848e+00       1.729307417231e-04      -1.556376675508e-04       1.000000000000e+00       2.029993318665e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.029993318665e-41 
       2.053926515951e+12       1.791703007197e-22       2.256601874251e-07       9.101853830368e+18       1.403502526765e+04       6.833265532453e-09       2.882691054928e+16       1.302850001083e-07       4.896871169679e+37       2.124062159379e+28       1.160560106872e+29       3.387503131529e+37       8.284374314938e+37       1.273063593778e-14       1.999999998840e+00       1.725692307020e-04      -1.553123076318e-04       1.000000000000e+00       2.083068969865e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.083068969865e-41 
       2.039648973139e+12       1.816874642738e-22       2.272390702274e-07       8.975753469921e+18       1.403502526765e+04       6.881098391180e-09       2.862652487515e+16       1.311969951086e-07       4.762125058212e+37       2.080074118529e+28       1.136525609970e+29       3.294289963623e+37       8.056415035280e+37       1.290948864196e-14       1.999999998832e+00       1.722084754182e-04      -1.549876278764e-04       1.000000000000e+00       2.137532322554e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.137532322554e-41 
       2.025470678390e+12       1.842399914587e-22       2.288306859555e-07       8.851400149276e+18       1.403502526765e+04       6.929266079918e-09       2.842753215010e+16       1.321153740739e-07       4.631086725432e+37       2.036997043363e+28       1.112988852941e+29       3.203641721661e+37       7.834728460260e+37       1.309085404779e-14       1.999999998824e+00       1.718484742919e-04      -1.546636268627e-04       1.000000000000e+00       2.193419659195e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.193419659195e-41 
       2.011390941798e+12       1.868283790979e-22       2.304332156200e-07       8.728769664314e+18       1.403502526764e+04       6.977770942476e-09       2.822992269126e+16       1.330401816920e-07       4.503654145220e+37       1.994812068333e+28       1.089939527896e+29       3.115487827150e+37       7.619141985264e+37       1.327476745619e-14       1.999999998815e+00       1.714892257465e-04      -1.543403031719e-04       1.000000000000e+00       2.250768210885e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.250768210885e-41 
       1.997409078250e+12       1.894531309952e-22       2.320448402315e-07       8.607838146248e+18       1.403502526764e+04       7.026615339073e-09       2.803368688307e+16       1.339714629634e-07       4.379728098887e+37       1.953500718586e+28       1.067367540411e+29       3.029759643687e+37       7.409487755201e+37       1.346126466408e-14       1.999999998807e+00       1.711307282088e-04      -1.540176553879e-04       1.000000000000e+00       2.309616182153e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.309616182153e-41 
       1.983524407398e+12       1.921147580317e-22       2.336691977689e-07       8.488582056981e+18       1.403502526764e+04       7.075801646446e-09       2.783881517683e+16       1.349092632036e-07       4.259212097923e+37       1.913044901872e+28       1.045263005117e+29       2.946390423521e+37       7.205602533810e+37       1.365038197123e-14       1.999999998799e+00       1.707729801087e-04      -1.536956820978e-04       1.000000000000e+00       2.370002776414e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.370002776414e-41 
       1.969736253623e+12       1.948137782666e-22       2.353062882321e-07       8.370978184517e+18       1.403502526764e+04       7.125332257970e-09       2.764529809019e+16       1.358536280456e-07       4.142012308869e+37       1.873426900619e+28       1.023616241360e+29       2.865315255587e+37       7.007327576566e+37       1.384215618743e-14       1.999999998790e+00       1.704159798796e-04      -1.533743818916e-04       1.000000000000e+00       2.431968222086e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.431968222086e-41 
       1.956043946001e+12       1.975507170366e-22       2.369524736423e-07       8.255003638451e+18       1.403502526764e+04       7.175209583775e-09       2.745312620674e+16       1.368046034414e-07       4.028037480264e+37       1.834629364177e+28       1.002417768971e+29       2.786471014961e+37       6.814508507084e+37       1.403662463958e-14       1.999999998782e+00       1.700597259580e-04      -1.530537533622e-04       1.000000000000e+00       2.495553799386e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.495553799386e-41 
       1.942446818273e+12       2.003261070595e-22       2.386113919783e-07       8.140635845507e+18       1.403502526764e+04       7.225436050861e-09       2.726229017551e+16       1.377622356650e-07       3.917198871588e+37       1.796635301216e+28       9.816583041049e+28       2.709796313714e+37       6.626995196916e+37       1.423382517903e-14       1.999999998773e+00       1.697042167838e-04      -1.527337951054e-04       1.000000000000e+00       2.560801867833e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.560801867833e-41 
       1.928944208811e+12       2.031404885367e-22       2.402812242508e-07       8.027852545150e+18       1.403502526763e+04       7.276014103216e-09       2.707278071053e+16       1.387265713141e-07       3.809410184180e+37       1.759428072287e+28       9.613287551832e+28       2.635231453115e+37       6.444641648667e+37       1.443379618884e-14       1.999999998765e+00       1.693494508001e-04      -1.524145057201e-04       1.000000000000e+00       2.627755894467e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.627755894467e-41 
       1.915535460587e+12       2.059944092594e-22       2.419637894491e-07       7.916631785248e+18       1.403502526763e+04       7.326946201938e-09       2.688458859040e+16       1.396976573128e-07       3.704587494035e+37       1.722991382535e+28       9.414202189068e+28       2.562718377149e+37       6.267305882320e+37       1.463657659137e-14       1.999999998756e+00       1.689954264533e-04      -1.520958838080e-04       1.000000000000e+00       2.696460482805e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.696460482805e-41 
       1.902219921139e+12       2.088884247142e-22       2.436572685838e-07       7.806951917804e+18       1.403502526763e+04       7.378234825351e-09       2.669770465779e+16       1.406755409135e-07       3.602649186468e+37       1.687309274559e+28       9.219239763587e+28       2.492200627316e+37       6.094849824690e+37       1.484220585578e-14       1.999999998747e+00       1.686421421930e-04      -1.517779279737e-04       1.000000000000e+00       2.766961402557e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.766961402557e-41 
       1.888996942541e+12       2.118230981921e-22       2.453634806443e-07       7.698791594738e+18       1.403502526763e+04       7.429882469128e-09       2.651211981905e+16       1.416602696994e-07       3.503515892567e+37       1.652366121427e+28       9.028314891857e+28       2.423623298673e+37       5.927139201921e+37       1.505072400571e-14       1.999999998739e+00       1.682895964720e-04      -1.514606368248e-04       1.000000000000e+00       2.839305620111e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.839305620111e-41 
       1.875865881371e+12       2.147990008977e-22       2.470806066412e-07       7.592129763736e+18       1.403502526763e+04       7.481891646411e-09       2.632782504374e+16       1.426518915867e-07       3.407110427398e+37       1.618146619833e+28       8.841343958583e+28       2.356932997082e+37       5.764043434940e+37       1.526217162714e-14       1.999999998730e+00       1.679377877464e-04      -1.511440089717e-04       1.000000000000e+00       2.913541329831e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.913541329831e-41 
       1.862826098681e+12       2.178167120604e-22       2.488104655640e-07       7.486945664148e+18       1.403502526763e+04       7.534264887935e-09       2.614481136419e+16       1.436504548273e-07       3.313357729906e+37       1.584635783391e+28       8.658245080095e+28       2.292077797642e+37       5.605435537790e+37       1.547658987619e-14       1.999999998721e+00       1.675867144755e-04      -1.508280430279e-04       1.000000000000e+00       2.989717986152e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       2.989717986152e-41 
       1.849876959961e+12       2.208768190472e-22       2.505512384232e-07       7.383218822952e+18       1.403502526762e+04       7.587004742150e-09       2.596306987506e+16       1.446560080105e-07       3.222184804474e+37       1.551818936076e+28       8.478938068485e+28       2.229007204254e+37       5.451192018759e+37       1.569402048722e-14       1.999999998712e+00       1.672363751219e-04      -1.505127376097e-04       1.000000000000e+00       3.067886336537e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       3.067886336537e-41 
       1.837017835115e+12       2.239799174771e-22       2.523047442082e-07       7.280929050765e+18       1.403502526762e+04       7.640113775344e-09       2.578259173292e+16       1.456686000660e-07       3.133520664090e+37       1.519681705793e+28       8.303344396485e+28       2.167672110314e+37       5.301192784227e+37       1.591450578090e-14       1.999999998703e+00       1.668867681513e-04      -1.501980913362e-04       1.000000000000e+00       3.148098455273e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       3.148098455273e-41 
       1.824248098426e+12       2.271266113367e-22       2.540709829191e-07       7.180056437915e+18       1.403502526762e+04       7.693594571771e-09       2.560336815583e+16       1.466882802659e-07       3.047296275075e+37       1.488210018084e+28       8.131387163081e+28       2.108024760470e+37       5.155321045165e+37       1.613808867247e-14       1.999999998694e+00       1.665378920327e-04      -1.498841028294e-04       1.000000000000e+00       3.230407778170e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       3.230407778170e-41 
       1.811567128526e+12       2.303175130984e-22       2.558499545557e-07       7.080581350568e+18       1.403502526762e+04       7.747449733772e-09       2.542539042287e+16       1.477150982272e-07       2.963444503337e+37       1.457390089967e+28       7.962991059832e+28       2.050018713444e+37       5.013463226201e+37       1.636481268008e-14       1.999999998685e+00       1.661897452382e-04      -1.495707707143e-04       1.000000000000e+00       3.314869138156e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       3.314869138156e-41 
       1.798974308368e+12       2.335532438389e-22       2.576416591182e-07       6.982484426901e+18       1.403502526762e+04       7.801681881908e-09       2.524864987375e+16       1.487491039142e-07       2.881900062093e+37       1.427208423894e+28       7.798082337890e+28       1.993608805872e+37       4.875508877191e+37       1.659472193327e-14       1.999999998675e+00       1.658423262431e-04      -1.492580936188e-04       1.000000000000e+00       3.401538801806e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       3.401538801806e-41 
       1.786469025191e+12       2.368344333606e-22       2.594442776171e-07       6.885746573338e+18       1.403502526762e+04       7.856293655080e-09       2.507313790838e+16       1.497903476410e-07       2.802599461047e+37       1.397651801846e+28       7.636588775700e+28       1.938751117142e+37       4.741350587223e+37       1.682786118156e-14       1.999999998666e+00       1.654956335261e-04      -1.489460701735e-04       1.000000000000e+00       3.490474506823e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       3.490474506823e-41 
       1.774050670498e+12       2.401617203138e-22       2.612614480313e-07       6.790348960833e+18       1.403502526761e+04       7.911287710665e-09       2.489884598647e+16       1.508388800739e-07       2.725480956947e+37       1.368707279539e+28       7.478439647371e+28       1.885402935194e+37       4.610883900988e+37       1.706427580314e-14       1.999999998657e+00       1.651496655688e-04      -1.486346990120e-04       1.000000000000e+00       3.581735500507e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       3.581735500507e-41 
       1.761718640017e+12       2.435357523214e-22       2.630895323819e-07       6.696273021203e+18       1.403502526761e+04       7.966666724639e-09       2.472576562708e+16       1.518947522338e-07       2.650484505519e+37       1.340362180758e+28       7.323565691705e+28       1.833522723266e+37       4.484007237449e+37       1.730401181373e-14       1.999999998647e+00       1.648044208562e-04      -1.483239787706e-04       1.000000000000e+00       3.675382579220e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       3.675382579220e-41 
       1.749472333682e+12       2.469571861047e-22       2.649303496582e-07       6.603500443517e+18       1.403502526761e+04       8.022433391711e-09       2.455388840822e+16       1.529580154989e-07       2.577551714713e+37       1.312604091805e+28       7.171899081859e+28       1.783070087556e+37       4.360621810753e+37       1.754711587554e-14       1.999999998638e+00       1.644598978762e-04      -1.480139080886e-04       1.000000000000e+00       3.771478128891e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       3.771478128891e-41 
       1.737311155592e+12       2.504266876111e-22       2.667857188499e-07       6.512013170529e+18       1.403502526761e+04       8.078590425452e-09       2.438320596645e+16       1.540287216067e-07       2.506625799240e+37       1.285420856063e+28       7.023373395644e+28       1.734005745765e+37       4.240631553314e+37       1.779363530631e-14       1.999999998628e+00       1.641160951201e-04      -1.477044856081e-04       1.000000000000e+00       3.870086166573e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       3.870086166573e-41 
       1.725234513994e+12       2.539449321442e-22       2.686538209673e-07       6.421793395164e+18       1.403502526761e+04       8.135140558429e-09       2.421370999647e+16       1.551069226574e-07       2.437651536359e+37       1.258800568668e+28       6.877923586433e+28       1.686291496522e+37       4.123943041018e+37       1.804361808855e-14       1.999999998619e+00       1.637730110824e-04      -1.473957099741e-04       1.000000000000e+00       3.971272383092e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       3.971272383092e-41 
       1.713241821246e+12       2.575126044948e-22       2.705328370212e-07       6.332823557055e+18       1.403502526760e+04       8.192086542337e-09       2.404539225071e+16       1.561926711153e-07       2.370575222882e+37       1.232731571303e+28       6.735485954678e+28       1.639890189630e+37       4.010465420480e+37       1.829711287890e-14       1.999999998609e+00       1.634306442604e-04      -1.470875798343e-04       1.000000000000e+00       4.075104186806e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       4.075104186806e-41 
       1.701332493789e+12       2.611303990741e-22       2.724282239797e-07       6.245086339121e+18       1.403502526760e+04       8.249431148132e-09       2.387824453894e+16       1.572860198125e-07       2.305344633357e+37       1.207202447084e+28       6.595998120006e+28       1.594765697147e+37       3.900110338307e+37       1.855416901756e-14       1.999999998599e+00       1.630889931549e-04      -1.467800938394e-04       1.000000000000e+00       4.181650748518e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       4.181650748518e-41 
       1.689505952124e+12       2.647990200495e-22       2.743345248746e-07       6.158564664197e+18       1.403502526760e+04       8.307177166168e-09       2.371225872784e+16       1.583870219505e-07       2.241908979412e+37       1.182202015565e+28       6.459398993908e+28       1.550882885256e+37       3.792791872310e+37       1.881483653790e-14       1.999999998590e+00       1.627480562696e-04      -1.464732506427e-04       1.000000000000e+00       4.290983047549e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       4.290983047549e-41 
       1.677761620779e+12       2.685191814809e-22       2.762553776847e-07       6.073241691713e+18       1.403502526760e+04       8.365327406331e-09       2.354742674065e+16       1.594957311035e-07       2.180218870203e+37       1.157719327842e+28       6.325628752977e+28       1.508207586910e+37       3.688426464596e+37       1.907916617624e-14       1.999999998580e+00       1.624078321116e-04      -1.461670489004e-04       1.000000000000e+00       4.403173919026e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       4.403173919026e-41 
       1.666098928281e+12       2.722916074603e-22       2.781889634207e-07       5.989100814414e+18       1.403502526760e+04       8.423884698174e-09       2.338374055675e+16       1.606122012205e-07       2.120226273966e+37       1.133743661753e+28       6.194628812717e+28       1.466706575228e+37       3.586932856522e+37       1.934720938166e-14       1.999999998570e+00       1.620683191907e-04      -1.458614872717e-04       1.000000000000e+00       4.518298102404e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       4.518298102404e-41 
       1.654517307131e+12       2.761170322522e-22       2.801352820825e-07       5.906125655128e+18       1.403502526759e+04       8.482851891060e-09       2.322119221127e+16       1.617364866284e-07       2.061884480615e+37       1.110264517187e+28       6.066341801877e+28       1.426347537624e+37       3.488232025416e+37       1.961901832606e-14       1.999999998560e+00       1.617295160203e-04      -1.455565644183e-04       1.000000000000e+00       4.636432291256e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       4.636432291256e-41 
       1.643016193774e+12       2.799962004369e-22       2.820961526595e-07       5.824300063577e+18       1.403502526759e+04       8.542231854297e-09       2.305977379470e+16       1.628686420341e-07       2.005148065376e+37       1.087271611484e+28       5.940711537332e+28       1.387099050655e+37       3.392247123058e+37       1.989464591433e-14       1.999999998550e+00       1.613914211166e-04      -1.452522790049e-04       1.000000000000e+00       4.757655184362e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       4.757655184362e-41 
       1.631595028574e+12       2.839298670555e-22       2.840715751518e-07       5.743608113236e+18       1.403502526759e+04       8.602027477276e-09       2.289947745253e+16       1.640087225276e-07       1.949972853416e+37       1.064754874933e+28       5.817682999476e+28       1.348930555544e+37       3.298903415843e+37       2.017414579457e-14       1.999999998540e+00       1.610540329988e-04      -1.449486296990e-04       1.000000000000e+00       4.882047538142e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       4.882047538142e-41 
       1.620253255784e+12       2.879187977564e-22       2.860597305698e-07       5.664034098232e+18       1.403502526759e+04       8.662241669616e-09       2.274029538483e+16       1.651567835846e-07       1.896315885455e+37       1.042704446358e+28       5.697202308126e+28       1.311812334399e+37       3.208128226593e+37       2.045757236863e-14       1.999999998529e+00       1.607173501896e-04      -1.446456151707e-04       1.000000000000e+00       5.009692220448e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       5.009692220448e-41 
       1.608990323519e+12       2.919637689447e-22       2.880624379031e-07       5.585562530285e+18       1.403502526759e+04       8.722877361302e-09       2.258221984590e+16       1.663128810690e-07       1.844135384309e+37       1.021110668804e+28       5.579216698922e+28       1.275715487063e+37       3.119850877972e+37       2.074498080263e-14       1.999999998519e+00       1.603813712145e-04      -1.443432340930e-04       1.000000000000e+00       5.140674265775e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       5.140674265775e-41 
       1.597805683733e+12       2.960655679331e-22       2.900796971517e-07       5.508178135698e+18       1.403502526758e+04       8.783937502830e-09       2.242524314389e+16       1.674770712357e-07       1.793390722372e+37       9.999640853045e+27       5.463674500225e+28       1.240611908622e+37       3.034002637458e+37       2.103642703771e-14       1.999999998509e+00       1.600460946020e-04      -1.440414851418e-04       1.000000000000e+00       5.275080931904e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       5.275080931904e-41 
       1.586698792187e+12       3.002249930955e-22       2.921096893260e-07       5.431865852378e+18       1.403502526758e+04       8.845425065349e-09       2.226935764041e+16       1.686494107336e-07       1.744042389976e+37       9.792554347413e+27       5.350525110483e+28       1.206474267517e+37       2.950516663824e+37       2.133196780094e-14       1.999999998498e+00       1.597115188840e-04      -1.437403669956e-04       1.000000000000e+00       5.413001758038e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       5.413001758038e-41 
       1.575669108428e+12       3.044428540220e-22       2.941542334156e-07       5.356610826912e+18       1.403502526758e+04       8.907343040805e-09       2.211455575015e+16       1.698299566080e-07       1.696051964633e+37       9.589756477888e+27       5.239718976072e+28       1.173275984267e+37       2.869327955099e+37       2.163166061635e-14       1.999999998488e+00       1.593776425951e-04      -1.434398783356e-04       1.000000000000e+00       5.554528624444e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       5.554528624444e-41 
       1.564716095758e+12       3.087199716766e-22       2.962133294204e-07       5.282398411666e+18       1.403502526758e+04       8.969694442090e-09       2.196082994056e+16       1.710187663035e-07       1.649382081118e+37       9.391158429413e+27       5.131207569593e+28       1.140991210770e+37       2.790373297958e+37       2.193556381611e-14       1.999999998477e+00       1.590444642733e-04      -1.431400178460e-04       1.000000000000e+00       5.699755813666e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       5.699755813666e-41 
       1.553839221210e+12       3.130571785571e-22       2.982869773405e-07       5.209214161945e+18       1.403502526758e+04       9.032482303183e-09       2.180817273144e+16       1.722158976668e-07       1.603996402375e+37       9.196673226238e+27       5.024943368621e+28       1.109594810182e+37       2.713591218501e+37       2.224373655193e-14       1.999999998467e+00       1.587119824595e-04      -1.428407842135e-04       1.000000000000e+00       5.848780073335e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       5.848780073335e-41 
       1.543037955521e+12       3.174553188571e-22       3.003751771757e-07       5.137043833173e+18       1.403502526757e+04       9.095709679305e-09       2.165657669457e+16       1.734214089497e-07       1.559859591228e+37       9.006215693828e+27       4.920879834890e+28       1.079062337345e+37       2.638921934394e+37       2.255623880651e-14       1.999999998456e+00       1.583801956975e-04      -1.425421761277e-04       1.000000000000e+00       6.001700680618e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       6.001700680618e-41 
       1.532311773109e+12       3.219152486301e-22       3.024779289262e-07       5.065873378123e+18       1.403502526757e+04       9.159379647059e-09       2.150603445340e+16       1.746353588115e-07       1.516937282866e+37       8.819702421561e+27       4.818971393915e+28       1.049370019750e+37       2.566307308317e+37       2.287313140526e-14       1.999999998445e+00       1.580491025344e-04      -1.422441922810e-04       1.000000000000e+00       6.158619508357e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       6.158619508357e-41 
       1.521660152045e+12       3.264378359564e-22       3.045952325920e-07       4.995688944185e+18       1.403502526757e+04       9.223495304587e-09       2.135653868261e+16       1.758578063224e-07       1.475196058087e+37       8.637051726197e+27       4.719173415031e+28       1.020494739035e+37       2.495690802705e+37       2.319447602812e-14       1.999999998434e+00       1.577187015203e-04      -1.419468313682e-04       1.000000000000e+00       6.319641092931e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       6.319641092931e-41 
       1.511082574026e+12       3.310239611120e-22       3.067270881729e-07       4.926476870668e+18       1.403502526757e+04       9.288059771718e-09       2.120808210786e+16       1.770888109658e-07       1.434603417278e+37       8.458183616110e+27       4.621442191845e+28       9.924140129770e+36       2.427017435723e+37       2.352033522158e-14       1.999999998423e+00       1.573889912081e-04      -1.416500920873e-04       1.000000000000e+00       6.484872703902e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       6.484872703902e-41 
       1.500578524356e+12       3.356745167400e-22       3.088734956691e-07       4.858223686140e+18       1.403502526757e+04       9.353076190119e-09       2.106065750532e+16       1.783284326418e-07       1.395127755110e+37       8.283019756248e+27       4.525734923099e+28       9.651059779930e+36       2.360233738457e+37       2.385077241084e-14       1.999999998412e+00       1.570599701540e-04      -1.413539731386e-04       1.000000000000e+00       6.654424415470e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       6.654424415470e-41 
       1.490147491912e+12       3.403904080239e-22       3.110362740699e-07       4.790916105808e+18       1.403502526756e+04       9.418547723448e-09       2.091425770140e+16       1.795767316694e-07       1.356738335931e+37       8.111483433833e+27       4.432009693922e+28       9.385493721150e+36       2.295287713289e+37       2.418585191218e-14       1.999999998401e+00       1.567316369172e-04      -1.410584732254e-04       1.000000000000e+00       6.828409179806e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       6.828409179806e-41 
       1.479788969128e+12       3.451725528644e-22       3.132136043860e-07       4.724541028930e+18       1.403502526756e+04       9.484477557511e-09       2.076887557239e+16       1.808337687902e-07       1.319405269834e+37       7.943499524762e+27       4.340225457475e+28       9.127235184362e+36       2.232128793405e+37       2.452563894542e-14       1.999999998390e+00       1.564039900596e-04      -1.407635910536e-04       1.000000000000e+00       7.006942902298e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       7.006942902298e-41 
       1.469502451965e+12       3.500218820577e-22       3.154054866172e-07       4.659085536269e+18       1.403502526756e+04       9.550868900413e-09       2.062450404408e+16       1.820996051709e-07       1.283099489388e+37       7.778994460706e+27       4.250342016974e+28       8.876083090112e+36       2.170707803427e+37       2.487019964668e-14       1.999999998379e+00       1.560770281465e-04      -1.404693253318e-04       1.000000000000e+00       7.190144518763e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       7.190144518763e-41 
       1.459287439885e+12       3.549393394768e-22       3.176137397531e-07       4.594536887573e+18       1.403502526756e+04       9.617724982714e-09       2.048113609143e+16       1.833743024062e-07       1.247792727002e+37       7.617896196891e+27       4.162320008087e+28       8.631841892006e+36       2.110976921127e+37       2.521960108124e-14       1.999999998367e+00       1.557507497459e-04      -1.401756747713e-04       1.000000000000e+00       7.378136074684e-41       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       3.000000000000e-02       7.378136074684e-41 
