7.547216000000e-06	3.020122210995e+02	2.090983960878e-01	1.022480000000e-02
7.994417000000e-06	3.020221672413e+02	2.090974240868e-01	1.022480000000e-02
8.468116000000e-06	3.020089322552e+02	2.090987277838e-01	1.022809000000e-02
8.969883000000e-06	3.020246034576e+02	2.090972166413e-01	1.022809000000e-02
9.501382000000e-06	3.020089204028e+02	2.090987270464e-01	1.021646000000e-02
1.006437000000e-05	3.020211870122e+02	2.090975480735e-01	1.020998000000e-02
1.066073000000e-05	3.020088576822e+02	2.090986783188e-01	1.020350000000e-02
1.129241000000e-05	3.020186777057e+02	2.090977428594e-01	1.019703000000e-02
1.196153000000e-05	3.020116613616e+02	2.090984441640e-01	1.019055000000e-02
1.267030000000e-05	3.020142947942e+02	2.090982027535e-01	1.018408000000e-02
1.342106000000e-05	3.020087748725e+02	2.090987353029e-01	1.018408000000e-02
1.421631000000e-05	3.020087113054e+02	2.090986848933e-01	1.018717000000e-02
1.505868000000e-05	3.020087262553e+02	2.090986914967e-01	1.018717000000e-02
1.595096000000e-05	3.020087199208e+02	2.090986248348e-01	1.017761000000e-02
1.689611000000e-05	3.020200706926e+02	2.090974418549e-01	1.017761000000e-02
1.789727000000e-05	3.020113926072e+02	2.090982248817e-01	1.016805000000e-02
1.895775000000e-05	3.020235551329e+02	2.090969777799e-01	1.016165000000e-02
2.008107000000e-05	3.020244607320e+02	2.090967831047e-01	1.015525000000e-02
2.127095000000e-05	3.020085399680e+02	2.090983634245e-01	1.014886000000e-02
2.253133000000e-05	3.020084734370e+02	2.090983299419e-01	1.014246000000e-02
2.386639000000e-05	3.020175867205e+02	2.090972923501e-01	1.013607000000e-02
2.528057000000e-05	3.020244320495e+02	2.090965050279e-01	1.013607000000e-02
2.677853000000e-05	3.020124264247e+02	2.090976760485e-01	1.013859000000e-02
2.836526000000e-05	3.020081534443e+02	2.090979877018e-01	1.013859000000e-02
3.004601000000e-05	3.020262668544e+02	2.090960304800e-01	1.012968000000e-02
3.182635000000e-05	3.020079797392e+02	2.090977387071e-01	1.012968000000e-02
3.371218000000e-05	3.020078546663e+02	2.090975876196e-01	1.013485000000e-02
3.570975000000e-05	3.020092432381e+02	2.090972865935e-01	1.013485000000e-02
3.782568000000e-05	3.020163605649e+02	2.090964259456e-01	1.012077000000e-02
4.006700000000e-05	3.020199868468e+02	2.090958670850e-01	1.011479000000e-02
4.244112000000e-05	3.020214364729e+02	2.090954206432e-01	1.010881000000e-02
4.495591000000e-05	3.020172506662e+02	2.090955769838e-01	1.010284000000e-02
4.761972000000e-05	3.020225853342e+02	2.090947237766e-01	1.009686000000e-02
5.044136000000e-05	3.020196713109e+02	2.090947200882e-01	1.009089000000e-02
5.343020000000e-05	3.020177173513e+02	2.090944569908e-01	1.009089000000e-02
5.659614000000e-05	3.020146873255e+02	2.090943397509e-01	1.009256000000e-02
5.994967000000e-05	3.020146153150e+02	2.090938924799e-01	1.008492000000e-02
6.350191000000e-05	3.020096306328e+02	2.090938718135e-01	1.008492000000e-02
6.726464000000e-05	3.020046392148e+02	2.090937233319e-01	1.007728000000e-02
7.125032000000e-05	3.020164548700e+02	2.090918320292e-01	1.007050000000e-02
7.547216000000e-05	3.020191605965e+02	2.090908035012e-01	1.006373000000e-02
7.994417000000e-05	3.020057155558e+02	2.090912481690e-01	1.005696000000e-02
8.468116000000e-05	3.020051186749e+02	2.090903662659e-01	1.005019000000e-02
8.969883000000e-05	3.020012813802e+02	2.090896194208e-01	1.004342000000e-02
9.501382000000e-05	3.020050482365e+02	2.090880890742e-01	1.003665000000e-02
1.006437000000e-04	3.020041499510e+02	2.090867845838e-01	1.002989000000e-02
1.066073000000e-04	3.020095477895e+02	2.090847174184e-01	1.002313000000e-02
1.129241000000e-04	3.020058036813e+02	2.090833132841e-01	1.002313000000e-02
1.196153000000e-04	3.019964138542e+02	2.090823670054e-01	1.001637000000e-02
1.267030000000e-04	3.020056573044e+02	2.090792337213e-01	1.000976000000e-02
1.342106000000e-04	3.020005601485e+02	2.090773345916e-01	1.000316000000e-02
1.421631000000e-04	3.020019352828e+02	2.090744282571e-01	9.996555000000e-03
1.505868000000e-04	3.019997317077e+02	2.090715431338e-01	9.989955000000e-03
1.595096000000e-04	3.019891143028e+02	2.090692096522e-01	9.983357000000e-03
1.689611000000e-04	3.019998441900e+02	2.090642392592e-01	9.976761000000e-03
1.789727000000e-04	3.019935179527e+02	2.090605326251e-01	9.976761000000e-03
1.895775000000e-04	3.019811653573e+02	2.090569227254e-01	9.978840000000e-03
2.008107000000e-04	3.019808216575e+02	2.090515325383e-01	9.970167000000e-03
2.127095000000e-04	3.019821443585e+02	2.090452205618e-01	9.970167000000e-03
2.253133000000e-04	3.019760715300e+02	2.090389620315e-01	9.961498000000e-03
