# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.05469e-05 to 239.653 h/Mpc,
# number of wavenumbers equal to 199
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       1.054685259621e-05      -2.078595180798e+00      -1.558946895275e+00      -1.558946895309e+00      -1.557817754582e-01      -2.078595160494e+00      -5.938102055014e-01       4.806769263328e-01       4.805351296005e-01       1.168511971362e-07       1.169945964815e-07       1.169945986337e-07       1.169731874939e-07       1.168480943348e-07       1.169906858879e-07 
       1.183376324775e-05      -2.078936937480e+00      -1.559203512635e+00      -1.559203512688e+00      -1.557779533501e-01      -2.078936905220e+00      -5.938876841903e-01       4.806757685732e-01       4.805339999403e-01       1.470597297664e-07       1.472872958132e-07       1.472872992143e-07       1.472533440706e-07       1.470548041835e-07       1.472810940852e-07 
       1.327770074781e-05      -2.079368398903e+00      -1.559527584859e+00      -1.559527584943e+00      -1.557728022372e-01      -2.079368347627e+00      -5.939853059586e-01       4.806739741278e-01       4.805322409301e-01       1.850622632779e-07       1.854233806826e-07       1.854233860885e-07       1.853695590669e-07       1.850544431074e-07       1.854135493528e-07 
       1.489782526975e-05      -2.079910169562e+00      -1.559934668555e+00      -1.559934668688e+00      -1.557666994878e-01      -2.079910088150e+00      -5.941081866524e-01       4.806720145289e-01       4.805303259519e-01       2.328605513382e-07       2.334336754179e-07       2.334336840110e-07       2.333484176017e-07       2.328481439670e-07       2.334181014620e-07 
       1.671563488162e-05      -2.080589895620e+00      -1.560445655517e+00      -1.560445655726e+00      -1.557591619900e-01      -2.080589766697e+00      -5.942625156958e-01       4.806700480627e-01       4.805284151921e-01       2.929673480958e-07       2.938751994778e-07       2.938752130856e-07       2.937404291487e-07       2.929476977398e-07       2.938505805280e-07 
       1.875525081255e-05      -2.081442744558e+00      -1.561087188019e+00      -1.561087188351e+00      -1.557492945023e-01      -2.081442539959e+00      -5.944559941318e-01       4.806681589919e-01       4.805265965844e-01       3.685272253191e-07       3.699661227856e-07       3.699661444001e-07       3.697516773602e-07       3.684960649541e-07       3.699269511239e-07 
       2.104373752675e-05      -2.082520902065e+00      -1.561898812750e+00      -1.561898813281e+00      -1.557370054921e-01      -2.082520577317e+00      -5.947009041785e-01       4.806644524045e-01       4.805229787421e-01       4.634774627769e-07       4.657584819002e-07       4.657585162296e-07       4.654193891788e-07       4.634280547092e-07       4.656965397872e-07 
       2.361146185250e-05      -2.083877147740e+00      -1.562920756902e+00      -1.562920757746e+00      -1.557215281354e-01      -2.083876633030e+00      -5.950092759509e-01       4.806597288073e-01       4.805183666371e-01       5.827384121695e-07       5.863531555224e-07       5.863532099560e-07       5.858165762822e-07       5.826601437444e-07       5.862551368965e-07 
       2.649249593155e-05      -2.085577457243e+00      -1.564203501802e+00      -1.564203503125e+00      -1.557029327357e-01      -2.085576643511e+00      -5.953969163687e-01       4.806550512793e-01       4.805138285492e-01       7.324489827098e-07       7.381720859619e-07       7.381721720001e-07       7.373226390245e-07       7.323252080879e-07       7.380169145101e-07 
       2.972506933572e-05      -2.087719198228e+00      -1.565821741376e+00      -1.565821743477e+00      -1.556782085672e-01      -2.087717908826e+00      -5.958850713717e-01       4.806480388505e-01       4.805069923829e-01       9.202319017020e-07       9.292986584936e-07       9.292987949035e-07       9.279542220642e-07       9.200359229802e-07       9.290530629402e-07 
