# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.05469e-05 to 239.653 h/Mpc,
# number of wavenumbers equal to 199
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       1.054685259621e-05      -1.550859196214e+00      -1.163144397204e+00      -1.163144397205e+00      -1.164150430282e-01      -1.550859196206e+00      -1.174308259368e+00       6.122887679177e-01       5.968109069547e-01       1.533248052704e-08       1.533261045511e-08       1.533261062877e-08       1.534253284801e-08       1.533247030275e-08       1.533260550006e-08 
       1.183376324775e-05      -1.550863549830e+00      -1.163147662445e+00      -1.163147662445e+00      -1.164149491489e-01      -1.550863549817e+00      -1.174311555943e+00       6.122886030869e-01       5.968107724347e-01       1.930239241719e-08       1.930260964777e-08       1.930260990712e-08       1.931509816536e-08       1.930237625596e-08       1.930260134927e-08 
       1.327770074781e-05      -1.550869418481e+00      -1.163152063979e+00      -1.163152063980e+00      -1.164153014448e-01      -1.550869418460e+00      -1.174315999733e+00       6.122882986306e-01       5.968105058682e-01       2.430018080001e-08       2.430054026315e-08       2.430054065302e-08       2.431624954810e-08       2.430015526100e-08       2.430052651390e-08 
       1.489782526975e-05      -1.550876333564e+00      -1.163157250364e+00      -1.163157250366e+00      -1.164152065052e-01      -1.550876333531e+00      -1.174321235883e+00       6.122880336152e-01       5.968102874336e-01       3.059197787371e-08       3.059256146928e-08       3.059256206340e-08       3.061229919395e-08       3.059193748673e-08       3.059253912757e-08 
       1.671563488162e-05      -1.550884063747e+00      -1.163163048102e+00      -1.163163048103e+00      -1.164150108752e-01      -1.550884063699e+00      -1.174327089263e+00       6.122879438271e-01       5.968102426073e-01       3.851284104246e-08       3.851375163992e-08       3.851375221221e-08       3.853856723208e-08       3.851277933153e-08       3.851371650650e-08 
       1.875525081255e-05      -1.550895691304e+00      -1.163171768940e+00      -1.163171768943e+00      -1.164144500530e-01      -1.550895691228e+00      -1.174335893778e+00       6.122873568154e-01       5.968097205354e-01       4.848448278960e-08       4.848593439347e-08       4.848593539833e-08       4.851703271575e-08       4.848438499553e-08       4.848587846412e-08 
       2.104373752675e-05      -1.550908687300e+00      -1.163181516291e+00      -1.163181516299e+00      -1.164149460942e-01      -1.550908687170e+00      -1.174345734675e+00       6.122870283113e-01       5.968095213366e-01       6.103764022699e-08       6.104011231465e-08       6.104011473998e-08       6.107914666897e-08       6.103747905496e-08       6.104001772009e-08 
       2.361146185250e-05      -1.550925383999e+00      -1.163194039295e+00      -1.163194039308e+00      -1.164148853806e-01      -1.550925383793e+00      -1.174358377854e+00       6.122865308197e-01       5.968091446208e-01       7.684099134361e-08       7.684491957205e-08       7.684492343518e-08       7.689391999809e-08       7.684073533993e-08       7.684476925690e-08 
       2.649249593155e-05      -1.550943722345e+00      -1.163207793688e+00      -1.163207793700e+00      -1.164148594388e-01      -1.550943722036e+00      -1.174372264233e+00       6.122865749064e-01       5.968092954017e-01       9.673608137863e-08       9.674205482749e-08       9.674205905154e-08       9.680343440495e-08       9.673568838287e-08       9.674182483939e-08 
       2.972506933572e-05      -1.550969697730e+00      -1.163227276397e+00      -1.163227276419e+00      -1.164148155666e-01      -1.550969697233e+00      -1.174391933885e+00       6.122859080663e-01       5.968088070538e-01       1.217814265565e-07       1.217909682973e-07       1.217909760051e-07       1.218678336134e-07       1.217807982158e-07       1.217906016786e-07 
