# Matter power spectrum P(k) at redshift z=1
# for k=1.05469e-05 to 239.653 h/Mpc,
# number of wavenumbers equal to 199
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.054685259621e-05       1.890232300092e+01 
       1.183376324775e-05       2.117535540196e+01 
       1.327770074781e-05       2.372847820150e+01 
       1.489782526975e-05       2.662676874209e+01 
       1.671563488162e-05       2.968423503633e+01 
       1.875525081255e-05       3.314945066637e+01 
       2.104373752675e-05       3.705080547060e+01 
       2.361146185250e-05       4.139991826138e+01 
       2.649249593155e-05       4.619412385066e+01 
       2.972506933572e-05       5.161042693985e+01 
       3.335207635008e-05       5.764297694195e+01 
       3.742164515408e-05       6.439050616808e+01 
       4.198777645321e-05       7.194559241650e+01 
       4.711106003561e-05       8.038475073555e+01 
       5.285947876168e-05       8.979290976823e+01 
       5.930931065539e-05       1.002993753235e+02 
       6.654614106728e-05       1.120246957449e+02 
       7.466599834007e-05       1.251547079836e+02 
       8.377662804643e-05       1.398602518141e+02 
       9.399892270729e-05       1.562391220899e+02 
       1.054685259621e-04       1.745170987359e+02 
       1.183376324775e-04       1.949354895911e+02 
       1.327770074781e-04       2.177384766282e+02 
       1.489782526975e-04       2.432134972006e+02 
       1.671563488162e-04       2.716331284668e+02 
       1.875525081255e-04       3.033912054772e+02 
       2.104373752675e-04       3.388398561304e+02 
       2.361146185250e-04       3.784134661112e+02 
       2.649249593155e-04       4.225824142476e+02 
       2.972506933572e-04       4.718573722238e+02 
       3.335207635008e-04       5.268154429707e+02 
       3.742164515408e-04       5.880944780900e+02 
       4.198777645321e-04       6.563876962500e+02 
       4.711106003561e-04       7.324537560839e+02 
       5.285947876168e-04       8.171288700844e+02 
       5.930931065539e-04       9.113089469079e+02 
       6.654614106728e-04       1.015971547145e+03 
       7.466599834007e-04       1.132163097848e+03 
       8.377662804643e-04       1.261003240146e+03 
       9.399892270729e-04       1.403682710761e+03 
       1.054685259621e-03       1.561465091492e+03 
       1.183376324775e-03       1.735672892236e+03 
       1.327770074781e-03       1.927674014610e+03 
       1.489782526975e-03       2.138841797657e+03 
       1.671563488162e-03       2.370563779395e+03 
       1.875525081255e-03       2.624155761938e+03 
       2.104373752675e-03       2.900793710964e+03 
       2.361146185250e-03       3.201460806819e+03 
       2.649249593155e-03       3.526840758688e+03 
       2.972506933572e-03       3.877231727341e+03 
       3.335207635008e-03       4.252440355014e+03 
       3.742164515408e-03       4.651641697390e+03 
       4.198777645321e-03       5.073235357055e+03 
       4.711106003561e-03       5.514659778119e+03 
       5.285947876168e-03       5.972235495481e+03 
       5.930931065539e-03       6.440946405214e+03 
       6.654614106728e-03       6.914538901802e+03 
       7.466599834007e-03       7.384398422756e+03 
       8.377662804643e-03       7.840717377994e+03 
       9.399892270729e-03       8.271385309738e+03 
       1.054685259621e-02       8.661906659482e+03 
       1.183376324775e-02       8.996737887648e+03 
       1.327770074781e-02       9.257254698873e+03 
       1.489782526974e-02       9.424033540095e+03 
       1.671563488086e-02       9.477861168737e+03 
       1.875525076973e-02       9.400974621337e+03 
       2.104373607140e-02       9.180698071912e+03 
       2.361143066644e-02       8.811814507293e+03 
       2.649205439088e-02       8.302962018879e+03 
       2.972075451757e-02       7.679633558676e+03 
       3.332187009777e-02       6.987659073758e+03 
       3.726658787584e-02       6.295400154630e+03 
       4.140132042673e-02       5.682221365056e+03 
       4.546485493313e-02       5.202140052462e+03 
       4.927262234621e-02       4.852888341994e+03 
       5.280268412055e-02       4.599349865481e+03 
       5.611119878647e-02       4.406183254294e+03 
       5.926237879422e-02       4.247480906129e+03 
       6.230848743506e-02       4.105527986388e+03 
       6.528901860015e-02       3.968275352559e+03 
       6.823369460407e-02       3.827653743674e+03 
       7.116531250048e-02       3.678931899338e+03 
       7.410183068026e-02       3.519856216236e+03 
       7.705780747365e-02       3.350411663126e+03 
       8.004538373371e-02       3.172548300307e+03 
       8.307495976188e-02       2.989717856138e+03 
       8.615566873787e-02       2.806423014387e+03 
       8.929571346181e-02       2.627711285116e+03 
       9.250260988308e-02       2.458572985430e+03 
       9.578336594046e-02       2.303410155487e+03 
       9.914461468725e-02       2.165578730440e+03 
       1.025927145257e-01       2.047028279070e+03 
       1.061338253666e-01       1.947963963251e+03 
       1.097739668815e-01       1.867018832952e+03 
       1.135190632435e-01       1.801052070974e+03 
       1.173749775506e-01       1.745493956865e+03 
       1.213475383070e-01       1.694748457745e+03 
       1.254425597737e-01       1.642893301308e+03 
       1.296658576113e-01       1.584631591553e+03 
       1.340232609726e-01       1.516380646490e+03 
       1.385206220229e-01       1.437153903597e+03 
       1.431638237421e-01       1.348948987050e+03 
       1.479587867889e-01       1.256359162560e+03 
       1.529114761562e-01       1.165483222784e+03 
       1.580279083181e-01       1.082414770087e+03 
       1.633141595536e-01       1.011716171073e+03 
       1.687763761271e-01       9.552747141933e+02 
       1.744207869996e-01       9.118119154065e+02 
       1.802537197480e-01       8.771860413485e+02 
       1.862816203722e-01       8.457687215801e+02 
       1.925110776767e-01       8.114766248924e+02 
       1.989488529230e-01       7.700939318966e+02 
       2.056019154738e-01       7.215198369321e+02 
       2.124774851805e-01       6.696197869815e+02 
       2.195830823236e-01       6.199156522562e+02 
       2.269265859981e-01       5.769024734871e+02 
       2.345163019561e-01       5.425859421869e+02 
       2.423610410938e-01       5.157854553919e+02 
       2.504702100020e-01       4.924282533577e+02 
       2.588539153201e-01       4.678937606038e+02 
       2.675230840551e-01       4.398556061809e+02 
       2.764896025829e-01       4.092473826222e+02 
       2.857664777758e-01       3.794950186244e+02 
       2.953680246450e-01       3.539831753001e+02 
       3.053100861264e-01       3.332235949475e+02 
       3.156102922491e-01       3.151035703550e+02 
       3.262883680594e-01       2.968467682461e+02 
       3.373665024931e-01       2.771888112931e+02 
       3.488697941667e-01       2.574805255548e+02 
       3.608267951645e-01       2.396696640230e+02 
       3.732701808774e-01       2.244008721385e+02 
       3.862375836022e-01       2.103281618875e+02 
       3.997726411382e-01       1.961630382406e+02 
       4.139263308233e-01       1.820246269093e+02 
       4.287586871213e-01       1.689270585222e+02 
       4.443410413287e-01       1.570826449923e+02 
       4.607589820742e-01       1.458639665963e+02 
       4.781163260651e-01       1.348001908114e+02 
       4.965405280147e-01       1.242868550641e+02 
       5.161901767526e-01       1.145665700485e+02 
       5.372655712937e-01       1.051887978925e+02 
       5.600239306133e-01       9.614551576359e+01 
       5.848017053680e-01       8.758658420763e+01 
       6.120479564648e-01       7.932095122641e+01 
       6.423751703103e-01       7.134675373131e+01 
       6.766374864735e-01       6.363904792881e+01 
       7.160505782202e-01       5.613434443431e+01 
       7.623675870757e-01       4.880930814254e+01 
       8.181009515535e-01       4.165222125351e+01 
       8.866669877955e-01       3.470970763717e+01 
       9.720352653516e-01       2.813276799617e+01 
       1.077298081276e+00       2.219288747189e+01 
       1.203007562282e+00       1.716252361281e+01 
       1.348050603337e+00       1.313247644109e+01 
       1.512161386350e+00       9.998951748173e+00 
       1.696615642717e+00       7.591422288915e+00 
       1.903628028800e+00       5.750116378410e+00 
       2.135905356582e+00       4.346001465823e+00 
       2.396525207951e+00       3.278070079814e+00 
       2.688945509013e+00       2.467774186536e+00 
       3.017046483717e+00       1.854344823111e+00 
       3.385181832217e+00       1.390958767709e+00 
       3.798236486915e+00       1.041631559954e+00 
       4.261691432122e+00       7.787404608121e-01 
       4.781696433381e+00       5.813298183403e-01 
       5.365151641124e+00       4.333387962380e-01 
       6.019799151469e+00       3.225662023636e-01 
       6.754325739140e+00       2.397867489418e-01 
       7.578478125682e+00       1.780215533047e-01 
       8.503192312539e+00       1.320022669256e-01 
       9.540738695147e+00       9.775882501115e-02 
       1.070488488363e+01       7.232384693741e-02 
       1.201107839061e+01       5.344384174083e-02 
       1.347665161033e+01       3.945203360077e-02 
       1.512105180899e+01       2.909430250842e-02 
       1.696609917814e+01       2.143636699459e-02 
       1.903627637539e+01       1.577513531729e-02 
       2.135905339438e+01       1.159909958461e-02 
       2.396525207492e+01       8.521065533914e-03 
       2.688945509006e+01       6.254317852073e-03 
       3.017046483717e+01       4.586480920012e-03 
       3.385181832217e+01       3.360443913562e-03 
       3.798236486915e+01       2.459512929160e-03 
       4.261691432122e+01       1.798775183050e-03 
       4.781696433381e+01       1.314268970299e-03 
       5.365151641124e+01       9.593492552152e-04 
       6.019799151469e+01       6.994704198509e-04 
       6.754325739140e+01       5.095046475103e-04 
       7.578478125682e+01       3.705494350471e-04 
       8.503192312539e+01       2.691661410082e-04 
       9.540738695147e+01       1.952744151604e-04 
       1.070488488363e+02       1.414104564080e-04 
       1.201107839061e+02       1.021240111315e-04 
       1.347665161033e+02       7.363405860043e-05 
       1.512105180899e+02       5.292796808076e-05 
       1.696609917814e+02       3.792835193257e-05 
       1.903627637539e+02       2.706951922242e-05 
       2.135905339438e+02       1.923172711432e-05 
       2.396525207492e+02       1.358485238234e-05 
