### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
 0.642703	        0	        0	-3.11285e-20
 0.657739	-2.19931e-21	        0	-3.11285e-20
 0.673084	3.42143e-11	        0	5.93511e-10
 0.688745	8.42396e-11	        0	1.10011e-09
 0.704726	1.48589e-10	        0	1.56786e-09
 0.721036	2.25273e-10	        0	2.00256e-09
  0.73768	3.12522e-10	        0	2.40793e-09
 0.754664	4.08787e-10	        0	2.78723e-09
 0.771996	5.12715e-10	        0	3.14343e-09
 0.789681	6.23129e-10	        0	3.47917e-09
 0.807728	7.3901e-10	        0	3.79688e-09
 0.826143	8.59478e-10	        0	4.09877e-09
 0.844933	9.83777e-10	        0	4.38685e-09
 0.864106	1.11126e-09	        0	4.66296e-09
 0.883669	1.24139e-09	        0	4.92877e-09
 0.903631	1.3737e-09	        0	5.18582e-09
 0.923998	1.50782e-09	        0	5.43552e-09
 0.944778	1.64343e-09	        0	5.67918e-09
 0.965981	1.78029e-09	        0	5.91798e-09
 0.987614	1.91821e-09	        0	6.15303e-09
  1.00969	2.05703e-09	        0	6.38536e-09
   1.0322	2.19667e-09	        0	6.61592e-09
  1.05518	2.33705e-09	        0	6.84558e-09
  1.07862	2.47815e-09	        0	7.07518e-09
  1.10253	2.61998e-09	        0	7.3055e-09
  1.12693	2.76256e-09	        0	7.53726e-09
  1.15182	2.90594e-09	        0	7.77115e-09
  1.17722	3.05021e-09	        0	8.00783e-09
  1.20313	3.19544e-09	        0	8.24793e-09
  1.22956	3.34177e-09	        0	8.49204e-09
  1.25652	3.4893e-09	        0	8.74073e-09
  1.28403	3.63818e-09	        0	8.99457e-09
   1.3121	3.78857e-09	        0	9.25408e-09
  1.34073	3.94063e-09	        0	9.5198e-09
  1.36993	4.09452e-09	        0	9.79224e-09
  1.39973	4.25043e-09	        0	1.00719e-08
  1.43012	4.40856e-09	        0	1.03593e-08
  1.46113	4.5691e-09	        0	1.06549e-08
  1.49276	4.73226e-09	        0	1.09592e-08
  1.52503	4.89826e-09	        0	1.12728e-08
  1.55795	5.0673e-09	        0	1.1596e-08
  1.59153	5.23963e-09	        0	1.19294e-08
  1.62578	5.41548e-09	        0	1.22735e-08
  1.66072	5.59508e-09	        0	1.26289e-08
  1.69637	5.77868e-09	        0	1.2996e-08
  1.73273	5.96654e-09	        0	1.33753e-08
  1.76982	6.15891e-09	        0	1.37674e-08
  1.80765	6.35607e-09	        0	1.41728e-08
  1.84625	6.55828e-09	        0	1.45921e-08
  1.88561	6.76582e-09	        0	1.50258e-08
  1.92577	6.97899e-09	        0	1.54746e-08
  1.96673	7.19808e-09	        0	1.59391e-08
  2.00851	7.42338e-09	        0	1.64197e-08
  2.05113	7.65522e-09	        0	1.69172e-08
   2.0946	7.89391e-09	        0	1.74323e-08
  2.13894	8.13979e-09	        0	1.79655e-08
  2.18417	8.39318e-09	        0	1.85176e-08
   2.2303	8.65444e-09	        0	1.90893e-08
  2.27735	8.92393e-09	        0	1.96813e-08
  2.32534	9.20202e-09	        0	2.02943e-08
  2.37428	9.48909e-09	        0	2.0929e-08
   2.4242	9.78554e-09	        0	2.15864e-08
  2.47512	1.00918e-08	        0	2.2267e-08
  2.52704	1.04082e-08	        0	2.29719e-08
  2.57999	1.07353e-08	        0	2.37018e-08
  2.63399	1.10735e-08	        0	2.44575e-08
  2.68906	1.14232e-08	        0	2.524e-08
  2.74522	1.1785e-08	        0	2.60501e-08
  2.80248	1.21594e-08	        0	2.68887e-08
  2.86087	1.25468e-08	        0	2.77567e-08
   2.9204	1.29479e-08	        0	2.8655e-08
   2.9811	1.33632e-08	        0	2.95845e-08
  3.04298	1.37932e-08	        0	3.05462e-08
  3.10606	1.42387e-08	        0	3.15408e-08
  3.17036	1.47002e-08	        0	3.25694e-08
  3.23589	1.51785e-08	        0	3.36327e-08
  3.30269	1.56742e-08	        0	3.47316e-08
  3.37075	1.6188e-08	        0	3.58668e-08
   3.4401	1.67208e-08	        0	3.7039e-08
  3.51076	1.72733e-08	        0	3.82489e-08
  3.58272	1.78465e-08	        0	3.9497e-08
  3.65602	1.84411e-08	        0	4.07837e-08
  3.73065	1.90583e-08	        0	4.21092e-08
  3.80663	1.96988e-08	        0	4.34737e-08
  3.88396	2.03639e-08	        0	4.48771e-08
  3.96265	2.10545e-08	        0	4.6319e-08
  4.04269	2.17719e-08	        0	4.77988e-08
  4.12408	2.25173e-08	        0	4.93155e-08
  4.20681	2.32921e-08	        0	5.08679e-08
  4.29088	2.40975e-08	        0	5.24541e-08
  4.37626	2.49351e-08	        0	5.40721e-08
  4.46293	2.58063e-08	        0	5.57189e-08
  4.55086	2.67129e-08	        0	5.73914e-08
  4.64001	2.76564e-08	        0	5.90854e-08
