### The result of the verage over time 
### d tau = 0.238644
### number of kessence update = 10
### initial time = 11.9322
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
  11.9322	        0	        0	 (32 , 32 , 32) 
  12.1708	7.74887e-07	-9.47705e-07	 (32 , 32 , 32) 
  12.4142	1.64554e-06	-7.95497e-07	 (32 , 32 , 32) 
  12.6625	2.49102e-06	-6.36368e-07	 (32 , 32 , 32) 
  12.9158	3.34431e-06	-4.78892e-07	 (32 , 32 , 32) 
  13.1741	4.20761e-06	-3.314e-07	 (32 , 32 , 32) 
  13.4376	5.07971e-06	-2.01059e-07	 (32 , 32 , 32) 
  13.7063	5.95749e-06	-9.31255e-08	 (32 , 32 , 32) 
  13.9805	6.83659e-06	-1.04245e-08	 (32 , 32 , 32) 
  14.2601	7.71203e-06	4.68575e-08	 (32 , 32 , 32) 
  14.5453	8.57894e-06	8.10316e-08	 (32 , 32 , 32) 
  14.8362	9.43319e-06	9.64303e-08	 (32 , 32 , 32) 
  15.1329	1.02719e-05	9.86622e-08	 (32 , 32 , 32) 
  15.4356	1.10939e-05	9.37151e-08	 (32 , 32 , 32) 
  15.7443	1.18994e-05	8.705e-08	 (32 , 32 , 32) 
  16.0591	1.26901e-05	8.28412e-08	 (32 , 32 , 32) 
  16.3803	1.34687e-05	8.34887e-08	 (32 , 32 , 32) 
  16.7079	1.4238e-05	8.9488e-08	 (32 , 32 , 32) 
  17.0421	1.50011e-05	9.96695e-08	 (32 , 32 , 32) 
  17.3829	1.57599e-05	1.1175e-07	 (32 , 32 , 32) 
  17.7306	1.65158e-05	1.23062e-07	 (32 , 32 , 32) 
  18.0852	1.72691e-05	1.31301e-07	 (32 , 32 , 32) 
  18.4469	1.80194e-05	1.35098e-07	 (32 , 32 , 32) 
  18.8159	1.87661e-05	1.34291e-07	 (32 , 32 , 32) 
  19.1922	1.95086e-05	1.29833e-07	 (32 , 32 , 32) 
   19.576	2.02467e-05	1.23381e-07	 (32 , 32 , 32) 
  19.9675	2.0981e-05	1.16721e-07	 (32 , 32 , 32) 
  20.3669	2.17124e-05	1.1122e-07	 (32 , 32 , 32) 
  20.7742	2.24423e-05	1.07491e-07	 (32 , 32 , 32) 
  21.1897	2.31724e-05	1.05392e-07	 (32 , 32 , 32) 
  21.6135	2.39037e-05	1.043e-07	 (32 , 32 , 32) 
  22.0458	2.46374e-05	1.03531e-07	 (32 , 32 , 32) 
  22.4867	2.53741e-05	1.02685e-07	 (32 , 32 , 32) 
  22.9364	2.61147e-05	1.01767e-07	 (32 , 32 , 32) 
  23.3951	2.68599e-05	1.01073e-07	 (32 , 32 , 32) 
  23.8631	2.76108e-05	1.0087e-07	 (32 , 32 , 32) 
  24.3403	2.83681e-05	1.01136e-07	 (32 , 32 , 32) 
  24.8271	2.91331e-05	1.01645e-07	 (32 , 32 , 32) 
  25.3237	2.99077e-05	1.01964e-07	 (32 , 32 , 32) 
  25.8301	3.06947e-05	1.02002e-07	 (32 , 32 , 32) 
  26.3467	3.15004e-05	9.94618e-08	 (32 , 32 , 32) 
  26.8737	3.23257e-05	8.9762e-08	 (32 , 32 , 32) 
  27.4111	3.31634e-05	7.59493e-08	 (32 , 32 , 32) 
  27.9594	3.40169e-05	6.5535e-08	 (32 , 32 , 32) 
  28.5186	3.48891e-05	6.08861e-08	 (32 , 32 , 32) 
  29.0889	3.57819e-05	5.95962e-08	 (32 , 32 , 32) 
