### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 30
### initial time = 0.642703
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
 0.642703	        0	        0	-3.11285e-20
 0.657739	-4.38872e-12	-1.07231e-10	-3.11285e-20
 0.673084	2.62909e-11	-8.99815e-11	5.93511e-10
 0.688745	7.37665e-11	-6.63541e-11	1.10011e-09
 0.704726	1.36803e-10	-3.32372e-11	1.56786e-09
 0.721036	2.13757e-10	1.18499e-11	2.00256e-09
  0.73768	3.03267e-10	7.09032e-11	2.40793e-09
 0.754664	4.04239e-10	1.45514e-10	2.78723e-09
 0.771996	5.15801e-10	2.36932e-10	3.14343e-09
 0.789681	6.37274e-10	3.46124e-10	3.47917e-09
 0.807728	7.68138e-10	4.73817e-10	3.79688e-09
 0.826143	9.08008e-10	6.20545e-10	4.09877e-09
 0.844933	1.05661e-09	7.86682e-10	4.38685e-09
 0.864106	1.21378e-09	9.72473e-10	4.66296e-09
 0.883669	1.3794e-09	1.17806e-09	4.92877e-09
 0.903631	1.55345e-09	1.40352e-09	5.18582e-09
 0.923998	1.73596e-09	1.64884e-09	5.43552e-09
 0.944778	1.92698e-09	1.914e-09	5.67918e-09
 0.965981	2.12664e-09	2.19893e-09	5.91798e-09
 0.987614	2.33507e-09	2.50355e-09	6.15303e-09
  1.00969	2.55243e-09	2.82779e-09	6.38536e-09
   1.0322	2.77891e-09	3.17155e-09	6.61592e-09
  1.05518	3.01472e-09	3.53477e-09	6.84558e-09
  1.07862	3.26009e-09	3.9174e-09	7.07518e-09
  1.10253	3.51525e-09	4.31941e-09	7.3055e-09
  1.12693	3.78046e-09	4.7408e-09	7.53726e-09
  1.15182	4.05597e-09	5.18159e-09	7.77115e-09
  1.17722	4.34206e-09	5.64184e-09	8.00783e-09
  1.20313	4.63902e-09	6.12167e-09	8.24793e-09
  1.22956	4.94713e-09	6.62119e-09	8.49204e-09
  1.25652	5.26672e-09	7.14059e-09	8.74073e-09
  1.28403	5.59809e-09	7.68008e-09	8.99457e-09
   1.3121	5.94157e-09	8.23992e-09	9.25408e-09
  1.34073	6.2975e-09	8.82042e-09	9.5198e-09
  1.36993	6.66625e-09	9.42192e-09	9.79224e-09
  1.39973	7.04816e-09	1.00448e-08	1.00719e-08
  1.43012	7.44363e-09	1.06895e-08	1.03593e-08
