7.290995000000e-06	1.565990010079e+03	1.899988010427e-01	2.763465000000e-01
7.460824000000e-06	1.565965519186e+03	1.899967979393e-01	2.763465000000e-01
7.634609000000e-06	1.565985932057e+03	1.899984815822e-01	2.677882000000e-01
7.812442000000e-06	1.565961177172e+03	1.899963988592e-01	2.763465000000e-01
7.994417000000e-06	1.566007455538e+03	1.900001495512e-01	2.763465000000e-01
8.180631000000e-06	1.565958176386e+03	1.899961584999e-01	2.655529000000e-01
8.371182000000e-06	1.565969008500e+03	1.899970276789e-01	2.655529000000e-01
8.566172000000e-06	1.565965875878e+03	1.899967821010e-01	2.548621000000e-01
8.765704000000e-06	1.565940779963e+03	1.899946747387e-01	2.550068000000e-01
8.969883000000e-06	1.565985127471e+03	1.899983220208e-01	2.550068000000e-01
9.178819000000e-06	1.565944304221e+03	1.899950174953e-01	2.425626000000e-01
9.392621000000e-06	1.565927536582e+03	1.899935889119e-01	2.447037000000e-01
9.611403000000e-06	1.565945916435e+03	1.899950462273e-01	2.447037000000e-01
9.835282000000e-06	1.565986503141e+03	1.899982929691e-01	2.308588000000e-01
1.006437000000e-05	1.565939291641e+03	1.899945479942e-01	2.346390000000e-01
1.029880000000e-05	1.565942718482e+03	1.899947142997e-01	2.346390000000e-01
1.053869000000e-05	1.565996876615e+03	1.899991286020e-01	2.248089000000e-01
1.078417000000e-05	1.565933933041e+03	1.899940106404e-01	2.248089000000e-01
1.103537000000e-05	1.565947374435e+03	1.899950114347e-01	2.677882000000e-01
1.129241000000e-05	1.565932889036e+03	1.899939359105e-01	2.736390000000e-01
1.155545000000e-05	1.565971352693e+03	1.899970631066e-01	2.736390000000e-01
1.182461000000e-05	1.565943501521e+03	1.899947747259e-01	2.548621000000e-01
1.210004000000e-05	1.565927071779e+03	1.899933008059e-01	2.626558000000e-01
1.238189000000e-05	1.565987003469e+03	1.899981457590e-01	2.626558000000e-01
1.267030000000e-05	1.565968591036e+03	1.899966925533e-01	2.425626000000e-01
1.296543000000e-05	1.565955602856e+03	1.899955786861e-01	2.519308000000e-01
1.326743000000e-05	1.565942069939e+03	1.899944118640e-01	2.519308000000e-01
1.357647000000e-05	1.565913247017e+03	1.899920782941e-01	2.540958000000e-01
1.389270000000e-05	1.565970985214e+03	1.899967495743e-01	2.540958000000e-01
1.421631000000e-05	1.565966520182e+03	1.899962876627e-01	2.414589000000e-01
1.454745000000e-05	1.565997191651e+03	1.899988785399e-01	2.414589000000e-01
1.488630000000e-05	1.565939237537e+03	1.899940362705e-01	2.308588000000e-01
1.523305000000e-05	1.565962571226e+03	1.899958860403e-01	2.312738000000e-01
1.558787000000e-05	1.565935472013e+03	1.899936812057e-01	2.312738000000e-01
1.595096000000e-05	1.565965778543e+03	1.899960782835e-01	2.213315000000e-01
1.632250000000e-05	1.565951079515e+03	1.899948140891e-01	2.213315000000e-01
1.670270000000e-05	1.565949677108e+03	1.899947143836e-01	2.794747000000e-01
1.709176000000e-05	1.565939074097e+03	1.899938113487e-01	2.794747000000e-01
1.748988000000e-05	1.565967940783e+03	1.899960694028e-01	2.684026000000e-01
1.789727000000e-05	1.565943385912e+03	1.899940834740e-01	2.684026000000e-01
1.831415000000e-05	1.565936214170e+03	1.899934321114e-01	2.684026000000e-01
1.874074000000e-05	1.565943682141e+03	1.899939320889e-01	2.684026000000e-01
1.917727000000e-05	1.565988130060e+03	1.899974792232e-01	2.684026000000e-01
1.962397000000e-05	1.565995857677e+03	1.899980572723e-01	2.684026000000e-01
2.008107000000e-05	1.565930643775e+03	1.899927189040e-01	2.684026000000e-01
2.054882000000e-05	1.565931400979e+03	1.899927023409e-01	2.794747000000e-01
2.102746000000e-05	1.565940717740e+03	1.899934045619e-01	2.794747000000e-01
2.151725000000e-05	1.565922248749e+03	1.899918598939e-01	2.677882000000e-01
2.201845000000e-05	1.565943453004e+03	1.899934705295e-01	2.684026000000e-01
2.253133000000e-05	1.565933897337e+03	1.899926799942e-01	2.684026000000e-01
2.305615000000e-05	1.565949665673e+03	1.899937900013e-01	2.684026000000e-01
2.359320000000e-05	1.565941333585e+03	1.899931258490e-01	2.548621000000e-01
2.414275000000e-05	1.565954542525e+03	1.899940318055e-01	2.575891000000e-01
2.470511000000e-05	1.565951709882e+03	1.899937391555e-01	2.575891000000e-01
2.528057000000e-05	1.565912199726e+03	1.899903826848e-01	2.575891000000e-01
2.586943000000e-05	1.565949165205e+03	1.899933463899e-01	2.425626000000e-01
2.647200000000e-05	1.565950752418e+03	1.899932858062e-01	2.470291000000e-01
2.708862000000e-05	1.565944227572e+03	1.899926937614e-01	2.470291000000e-01
2.771959000000e-05	1.565952749892e+03	1.899931926836e-01	2.470291000000e-01
2.836526000000e-05	1.565946571031e+03	1.899925556765e-01	2.308588000000e-01
2.902597000000e-05	1.565931423038e+03	1.899912322652e-01	2.377495000000e-01
2.970208000000e-05	1.565937302714e+03	1.899915435898e-01	2.377495000000e-01
3.039393000000e-05	1.565931901579e+03	1.899909592559e-01	2.286678000000e-01
3.110189000000e-05	1.565917922126e+03	1.899896949076e-01	2.286678000000e-01
3.182635000000e-05	1.565936437482e+03	1.899910069540e-01	2.677882000000e-01
3.256768000000e-05	1.565923389226e+03	1.899897436837e-01	2.778768000000e-01
3.332628000000e-05	1.565918771788e+03	1.899892516084e-01	2.778768000000e-01
3.410255000000e-05	1.565917689803e+03	1.899890544771e-01	2.664687000000e-01
3.489690000000e-05	1.565952556928e+03	1.899916536991e-01	2.664687000000e-01
3.570975000000e-05	1.565926157957e+03	1.899892578147e-01	2.548621000000e-01
