7.290995000000e-06	1.903644000000e-06	1.836850000000e-10	2.304580000000e+03	-3.878336000000e-02	4.805366000000e-01
7.460824000000e-06	1.993360000000e-06	1.923423000000e-10	2.304580000000e+03	-3.878331000000e-02	4.805366000000e-01
7.634609000000e-06	2.087301000000e-06	2.014074000000e-10	2.304580000000e+03	-3.878337000000e-02	4.805365000000e-01
7.812442000000e-06	2.185674000000e-06	2.108988000000e-10	2.304579000000e+03	-3.878335000000e-02	4.805365000000e-01
7.994417000000e-06	2.288676000000e-06	2.208382000000e-10	2.304580000000e+03	-3.878349000000e-02	4.805363000000e-01
8.180631000000e-06	2.396541000000e-06	2.312454000000e-10	2.304579000000e+03	-3.878341000000e-02	4.805363000000e-01
8.371182000000e-06	2.509491000000e-06	2.421443000000e-10	2.304579000000e+03	-3.878331000000e-02	4.805363000000e-01
8.566172000000e-06	2.627754000000e-06	2.535569000000e-10	2.304579000000e+03	-3.878336000000e-02	4.805363000000e-01
8.765704000000e-06	2.751602000000e-06	2.655070000000e-10	2.304578000000e+03	-3.878329000000e-02	4.805363000000e-01
8.969883000000e-06	2.881276000000e-06	2.780196000000e-10	2.304578000000e+03	-3.878338000000e-02	4.805362000000e-01
9.178819000000e-06	3.017064000000e-06	2.911210000000e-10	2.304578000000e+03	-3.878348000000e-02	4.805361000000e-01
9.392621000000e-06	3.159257000000e-06	3.048410000000e-10	2.304578000000e+03	-3.878340000000e-02	4.805360000000e-01
9.611403000000e-06	3.308147000000e-06	3.192092000000e-10	2.304577000000e+03	-3.878337000000e-02	4.805360000000e-01
9.835282000000e-06	3.464055000000e-06	3.342513000000e-10	2.304577000000e+03	-3.878340000000e-02	4.805359000000e-01
1.006437000000e-05	3.627309000000e-06	3.500045000000e-10	2.304577000000e+03	-3.878347000000e-02	4.805358000000e-01
1.029880000000e-05	3.798257000000e-06	3.664979000000e-10	2.304577000000e+03	-3.878349000000e-02	4.805357000000e-01
1.053869000000e-05	3.977263000000e-06	3.837708000000e-10	2.304576000000e+03	-3.878347000000e-02	4.805357000000e-01
1.078417000000e-05	4.164693000000e-06	4.018490000000e-10	2.304577000000e+03	-3.878378000000e-02	4.805354000000e-01
1.103537000000e-05	4.360980000000e-06	4.207954000000e-10	2.304576000000e+03	-3.878352000000e-02	4.805355000000e-01
1.129241000000e-05	4.566508000000e-06	4.406289000000e-10	2.304575000000e+03	-3.878347000000e-02	4.805354000000e-01
1.155545000000e-05	4.781713000000e-06	4.613922000000e-10	2.304575000000e+03	-3.878361000000e-02	4.805353000000e-01
1.182461000000e-05	5.007071000000e-06	4.831364000000e-10	2.304575000000e+03	-3.878357000000e-02	4.805352000000e-01
1.210004000000e-05	5.243047000000e-06	5.059068000000e-10	2.304574000000e+03	-3.878355000000e-02	4.805351000000e-01
1.238189000000e-05	5.490143000000e-06	5.297509000000e-10	2.304574000000e+03	-3.878353000000e-02	4.805350000000e-01
1.267030000000e-05	5.748884000000e-06	5.547117000000e-10	2.304573000000e+03	-3.878364000000e-02	4.805348000000e-01
1.296543000000e-05	6.019821000000e-06	5.808595000000e-10	2.304573000000e+03	-3.878355000000e-02	4.805348000000e-01
1.326743000000e-05	6.303529000000e-06	6.082330000000e-10	2.304572000000e+03	-3.878355000000e-02	4.805346000000e-01
1.357647000000e-05	6.600575000000e-06	6.368849000000e-10	2.304573000000e+03	-3.878391000000e-02	4.805343000000e-01
1.389270000000e-05	6.911679000000e-06	6.669165000000e-10	2.304571000000e+03	-3.878353000000e-02	4.805344000000e-01
1.421631000000e-05	7.237414000000e-06	6.983426000000e-10	2.304571000000e+03	-3.878360000000e-02	4.805342000000e-01
1.454745000000e-05	7.578498000000e-06	7.312606000000e-10	2.304570000000e+03	-3.878354000000e-02	4.805341000000e-01
1.488630000000e-05	7.935661000000e-06	7.657181000000e-10	2.304569000000e+03	-3.878361000000e-02	4.805339000000e-01
1.523305000000e-05	8.309656000000e-06	8.018063000000e-10	2.304569000000e+03	-3.878360000000e-02	4.805338000000e-01
1.558787000000e-05	8.701266000000e-06	8.395940000000e-10	2.304568000000e+03	-3.878364000000e-02	4.805336000000e-01
1.595096000000e-05	9.111350000000e-06	8.791640000000e-10	2.304567000000e+03	-3.878362000000e-02	4.805334000000e-01
1.632250000000e-05	9.540747000000e-06	9.205964000000e-10	2.304567000000e+03	-3.878366000000e-02	4.805332000000e-01
1.670270000000e-05	9.990383000000e-06	9.639852000000e-10	2.304566000000e+03	-3.878365000000e-02	4.805331000000e-01
1.709176000000e-05	1.046121000000e-05	1.009413000000e-09	2.304565000000e+03	-3.878369000000e-02	4.805328000000e-01
1.748988000000e-05	1.095422000000e-05	1.056979000000e-09	2.304564000000e+03	-3.878379000000e-02	4.805326000000e-01
1.789727000000e-05	1.147047000000e-05	1.106798000000e-09	2.304563000000e+03	-3.878375000000e-02	4.805324000000e-01
1.831415000000e-05	1.201104000000e-05	1.158945000000e-09	2.304563000000e+03	-3.878395000000e-02	4.805321000000e-01
1.874074000000e-05	1.257709000000e-05	1.213560000000e-09	2.304562000000e+03	-3.878402000000e-02	4.805318000000e-01
1.917727000000e-05	1.316983000000e-05	1.270764000000e-09	2.304560000000e+03	-3.878390000000e-02	4.805316000000e-01
1.962397000000e-05	1.379050000000e-05	1.330653000000e-09	2.304559000000e+03	-3.878390000000e-02	4.805314000000e-01
2.008107000000e-05	1.444041000000e-05	1.393351000000e-09	2.304558000000e+03	-3.878406000000e-02	4.805310000000e-01
