### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
 0.642703	        0	        0	-3.11285e-20
 0.657739	-3.76868e-12	-9.29555e-11	-3.11285e-20
 0.673084	-6.89571e-12	-8.25344e-11	5.93511e-10
 0.688745	-9.46589e-12	-7.32815e-11	1.10011e-09
 0.704726	-1.15537e-11	-6.50658e-11	1.56786e-09
 0.721036	-1.32247e-11	-5.77712e-11	2.00256e-09
  0.73768	-1.45362e-11	-5.12943e-11	2.40793e-09
 0.754664	-1.55385e-11	-4.55436e-11	2.78723e-09
 0.771996	-1.62759e-11	-4.04375e-11	3.14343e-09
 0.789681	-1.67869e-11	-3.59038e-11	3.47917e-09
 0.807728	-1.71053e-11	-3.18785e-11	3.79688e-09
 0.826143	-1.72605e-11	-2.83044e-11	4.09877e-09
 0.844933	-1.72783e-11	-2.5131e-11	4.38685e-09
 0.864106	-1.7181e-11	-2.23133e-11	4.66296e-09
 0.883669	-1.69881e-11	-1.98116e-11	4.92877e-09
 0.903631	-1.67166e-11	-1.75903e-11	5.18582e-09
 0.923998	-1.6381e-11	-1.56181e-11	5.43552e-09
 0.944778	-1.5994e-11	-1.3867e-11	5.67918e-09
 0.965981	-1.55666e-11	-1.23122e-11	5.91798e-09
 0.987614	-1.51082e-11	-1.09318e-11	6.15303e-09
  1.00969	-1.46267e-11	-9.70609e-12	6.38536e-09
   1.0322	-1.41292e-11	-8.61782e-12	6.61592e-09
  1.05518	-1.36214e-11	-7.65157e-12	6.84558e-09
  1.07862	-1.31083e-11	-6.79365e-12	7.07518e-09
  1.10253	-1.25941e-11	-6.03192e-12	7.3055e-09
  1.12693	-1.20824e-11	-5.3556e-12	7.53726e-09
  1.15182	-1.15761e-11	-4.7551e-12	7.77115e-09
  1.17722	-1.10775e-11	-4.22194e-12	8.00783e-09
  1.20313	-1.05887e-11	-3.74855e-12	8.24793e-09
  1.22956	-1.01111e-11	-3.32824e-12	8.49204e-09
  1.25652	-9.64618e-12	-2.95506e-12	8.74073e-09
  1.28403	-9.19473e-12	-2.62372e-12	8.99457e-09
   1.3121	-8.75752e-12	-2.32953e-12	9.25408e-09
  1.34073	-8.33506e-12	-2.06833e-12	9.5198e-09
  1.36993	-7.92767e-12	-1.83641e-12	9.79224e-09
  1.39973	-7.53553e-12	-1.6305e-12	1.00719e-08
  1.43012	-7.15869e-12	-1.44767e-12	1.03593e-08
  1.46113	-6.79709e-12	-1.28535e-12	1.06549e-08
  1.49276	-6.45059e-12	-1.14122e-12	1.09592e-08
  1.52503	-6.11895e-12	-1.01326e-12	1.12728e-08
  1.55795	-5.80191e-12	-8.99644e-13	1.1596e-08
  1.59153	-5.49913e-12	-7.98768e-13	1.19294e-08
  1.62578	-5.21024e-12	-7.09202e-13	1.22735e-08
  1.66072	-4.93484e-12	-6.29679e-13	1.26289e-08
  1.69637	-4.67252e-12	-5.59073e-13	1.2996e-08
  1.73273	-4.42283e-12	-4.96384e-13	1.33753e-08
  1.76982	-4.18533e-12	-4.40724e-13	1.37674e-08
  1.80765	-3.95957e-12	-3.91305e-13	1.41728e-08
  1.84625	-3.74509e-12	-3.47427e-13	1.45921e-08
  1.88561	-3.54144e-12	-3.08469e-13	1.50258e-08
  1.92577	-3.34817e-12	-2.7388e-13	1.54746e-08
  1.96673	-3.16483e-12	-2.43169e-13	1.59391e-08
  2.00851	-2.991e-12	-2.15901e-13	1.64197e-08
  2.05113	-2.82624e-12	-1.91692e-13	1.69172e-08
   2.0946	-2.67014e-12	-1.70196e-13	1.74323e-08
  2.13894	-2.5223e-12	-1.51111e-13	1.79655e-08
  2.18417	-2.38232e-12	-1.34166e-13	1.85176e-08
   2.2303	-2.24984e-12	-1.19121e-13	1.90893e-08
  2.27735	-2.12448e-12	-1.05764e-13	1.96813e-08
  2.32534	-2.0059e-12	-9.39034e-14	2.02943e-08
  2.37428	-1.89376e-12	-8.33732e-14	2.0929e-08
   2.4242	-1.78773e-12	-7.40238e-14	2.15864e-08
  2.47512	-1.68751e-12	-6.57227e-14	2.2267e-08
  2.52704	-1.5928e-12	-5.83524e-14	2.29719e-08
  2.57999	-1.50331e-12	-5.18086e-14	2.37018e-08
  2.63399	-1.41878e-12	-4.59985e-14	2.44575e-08
  2.68906	-1.33894e-12	-4.084e-14	2.524e-08
  2.74522	-1.26355e-12	-3.62598e-14	2.60501e-08
  2.80248	-1.19237e-12	-3.21933e-14	2.68887e-08
  2.86087	-1.12519e-12	-2.85827e-14	2.77567e-08
   2.9204	-1.06178e-12	-2.5377e-14	2.8655e-08
   2.9811	-1.00195e-12	-2.25308e-14	2.95845e-08
  3.04298	-9.45505e-13	-2.00037e-14	3.05462e-08
  3.10606	-8.92262e-13	-1.776e-14	3.15408e-08
  3.17036	-8.42047e-13	-1.57679e-14	3.25694e-08
  3.23589	-7.94699e-13	-1.39991e-14	3.36327e-08
  3.30269	-7.50061e-13	-1.24287e-14	3.47316e-08
  3.37075	-7.07987e-13	-1.10344e-14	3.58668e-08
   3.4401	-6.68337e-13	-9.79647e-15	3.7039e-08
  3.51076	-6.3098e-13	-8.69733e-15	3.82489e-08
  3.58272	-5.95791e-13	-7.72144e-15	3.9497e-08
  3.65602	-5.62652e-13	-6.85498e-15	4.07837e-08
  3.73065	-5.31452e-13	-6.08568e-15	4.21092e-08
  3.80663	-5.02086e-13	-5.40265e-15	4.34737e-08
  3.88396	-4.74454e-13	-4.79621e-15	4.48771e-08
  3.96265	-4.48463e-13	-4.25778e-15	4.6319e-08
  4.04269	-4.24023e-13	-3.77973e-15	4.77988e-08
  4.12408	-4.0105e-13	-3.35528e-15	4.93155e-08
  4.20681	-3.79467e-13	-2.97844e-15	5.08679e-08
  4.29088	-3.59198e-13	-2.64385e-15	5.24541e-08
  4.37626	-3.40174e-13	-2.34679e-15	5.40721e-08
  4.46293	-3.22327e-13	-2.08305e-15	5.57189e-08
  4.55086	-3.05595e-13	-1.84888e-15	5.73914e-08
  4.64001	-2.89919e-13	-1.64099e-15	5.90854e-08
  4.73035	-2.75242e-13	-1.45641e-15	6.07963e-08
  4.82181	-2.61513e-13	-1.29253e-15	6.25185e-08
  4.91434	-2.48681e-13	-1.14705e-15	6.42456e-08
  5.00787	-2.36699e-13	-1.01788e-15	6.59705e-08
  5.10231	-2.25522e-13	-9.03213e-16	6.7685e-08
  5.19758	-2.15108e-13	-8.01414e-16	6.93802e-08
  5.29358	-2.05415e-13	-7.11043e-16	7.10461e-08
  5.39019	-1.96407e-13	-6.30819e-16	7.2672e-08
   5.4873	-1.88044e-13	-5.59605e-16	7.42463e-08
  5.58476	-1.80294e-13	-4.96392e-16	7.57569e-08
  5.68245	-1.73121e-13	-4.40284e-16	7.71911e-08
   5.7802	-1.66493e-13	-3.90484e-16	7.85359e-08
  5.87787	-1.6038e-13	-3.46285e-16	7.97782e-08
  5.97529	-1.54751e-13	-3.07062e-16	8.09051e-08
   6.0723	-1.49577e-13	-2.72255e-16	8.19044e-08
  6.16872	-1.4483e-13	-2.4137e-16	8.27643e-08
  6.26439	-1.40484e-13	-2.13968e-16	8.34743e-08
  6.35915	-1.36511e-13	-1.89658e-16	8.40253e-08
  6.45282	-1.32887e-13	-1.68093e-16	8.44098e-08
  6.54525	-1.29587e-13	-1.48966e-16	8.46222e-08
   6.6363	-1.26588e-13	-1.32002e-16	8.46588e-08
  6.72582	-1.23868e-13	-1.16959e-16	8.45184e-08
  6.81369	-1.21405e-13	-1.03621e-16	8.42015e-08
   6.8998	-1.19178e-13	-9.17962e-17	8.37112e-08
  6.98405	-1.17169e-13	-8.13137e-17	8.30522e-08
  7.06634	-1.15359e-13	-7.20224e-17	8.22315e-08
  7.14661	-1.13731e-13	-6.37879e-17	8.12574e-08
   7.2248	-1.12269e-13	-5.64909e-17	8.014e-08
  7.30085	-1.10957e-13	-5.00252e-17	7.88902e-08
  7.37475	-1.09782e-13	-4.42968e-17	7.75199e-08
  7.44647	-1.0873e-13	-3.92221e-17	7.60416e-08
  7.51601	-1.0779e-13	-3.4727e-17	7.44681e-08
  7.58335	-1.06951e-13	-3.07454e-17	7.28124e-08
  7.64853	-1.06202e-13	-2.72192e-17	7.1087e-08
  7.71154	-1.05534e-13	-2.40964e-17	6.93044e-08
