# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.02819e-05 to 5.00333 h/Mpc,
# number of wavenumbers equal to 1940
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       1.167001802520e-05      -1.692855591837e-03      -1.270494228733e-03      -1.270494276729e-03      -1.692822401518e-03      -1.270614428619e-03       4.676261700352e-01       4.674867025460e-01 
       1.173738977449e-05      -1.712444702269e-03      -1.285205916539e-03      -1.285205965653e-03      -1.712410739208e-03      -1.285327504915e-03       4.676261879506e-01       4.674867220270e-01 
       1.180515046514e-05      -1.732260135289e-03      -1.300087808798e-03      -1.300087859055e-03      -1.732225381419e-03      -1.300210801650e-03       4.676261520914e-01       4.674866877693e-01 
       1.187330234252e-05      -1.752304822301e-03      -1.315142114690e-03      -1.315142166118e-03      -1.752269259159e-03      -1.315266528210e-03       4.676261483823e-01       4.674866856745e-01 
       1.194184766498e-05      -1.772581152465e-03      -1.330370636624e-03      -1.330370689250e-03      -1.772544761030e-03      -1.330496487171e-03       4.676261077638e-01       4.674866467062e-01 
       1.201078870391e-05      -1.793092047167e-03      -1.345775578121e-03      -1.345775631971e-03      -1.793054808779e-03      -1.345902882256e-03       4.676260959954e-01       4.674866365735e-01 
       1.208012774379e-05      -1.813840199626e-03      -1.361358969468e-03      -1.361359024574e-03      -1.813802093886e-03      -1.361487743947e-03       4.676261079681e-01       4.674866502218e-01 
       1.214986708233e-05      -1.834828216541e-03      -1.377122777642e-03      -1.377122834031e-03      -1.834789223198e-03      -1.377253039398e-03       4.676261093580e-01       4.674866533111e-01 
       1.222000903046e-05      -1.856058787599e-03      -1.393069032914e-03      -1.393069090616e-03      -1.856018886529e-03      -1.393200799071e-03       4.676260808238e-01       4.674866264850e-01 
       1.229055591247e-05      -1.877534875843e-03      -1.409199968745e-03      -1.409200027791e-03      -1.877494045633e-03      -1.409333256634e-03       4.676260629280e-01       4.674866103249e-01 
       1.236151006608e-05      -1.899259290029e-03      -1.425517705087e-03      -1.425517765509e-03      -1.899217509053e-03      -1.425652532236e-03       4.676260494907e-01       4.674865986409e-01 
       1.243287384249e-05      -1.921234826573e-03      -1.442024352068e-03      -1.442024413898e-03      -1.921192072772e-03      -1.442160736202e-03       4.676260232241e-01       4.674865741497e-01 
       1.250464960647e-05      -1.943464569996e-03      -1.458722236276e-03      -1.458722299546e-03      -1.943420820588e-03      -1.458860195333e-03       4.676260289973e-01       4.674865817133e-01 
       1.257683973647e-05      -1.965951184211e-03      -1.475613369000e-03      -1.475613433743e-03      -1.965906416153e-03      -1.475752921107e-03       4.676260016640e-01       4.674865561949e-01 
       1.264944662463e-05      -1.988697840805e-03      -1.492700142917e-03      -1.492700209168e-03      -1.988652030172e-03      -1.492841306422e-03       4.676259905664e-01       4.674865469367e-01 
       1.272247267693e-05      -2.011707458598e-03      -1.509984761497e-03      -1.509984829291e-03      -2.011660581228e-03      -1.510127554952e-03       4.676259761705e-01       4.674865343985e-01 
       1.279592031323e-05      -2.034983123270e-03      -1.527469553563e-03      -1.527469622936e-03      -2.034935154336e-03      -1.527613995736e-03       4.676259701619e-01       4.674865302662e-01 
       1.286979196736e-05      -2.058527829960e-03      -1.545156780031e-03      -1.545156851020e-03      -2.058478744070e-03      -1.545302889901e-03       4.676259550396e-01       4.674865170441e-01 
       1.294409008721e-05      -2.082344718959e-03      -1.563048811060e-03      -1.563048883703e-03      -2.082294489585e-03      -1.563196607825e-03       4.676259388065e-01       4.674865027482e-01 
       1.301881713479e-05      -2.106436945561e-03      -1.581148029457e-03      -1.581148103792e-03      -2.106385546611e-03      -1.581297532533e-03       4.676259248955e-01       4.674864907804e-01 
       1.309397558631e-05      -2.130807632792e-03      -1.599456793433e-03      -1.599456869498e-03      -2.130755037633e-03      -1.599608022457e-03       4.676259012899e-01       4.674864691279e-01 
       1.316956793232e-05      -2.155460031777e-03      -1.617977556763e-03      -1.617977634600e-03      -2.155406211802e-03      -1.618130531600e-03       4.676258760609e-01       4.674864458952e-01 
       1.324559667769e-05      -2.180397521575e-03      -1.636712871131e-03      -1.636712950781e-03      -2.180342448444e-03      -1.636867611880e-03       4.676258769768e-01       4.674864488183e-01 
       1.332206434181e-05      -2.205623162773e-03      -1.655665048148e-03      -1.655665129654e-03      -2.205566806736e-03      -1.655821575124e-03       4.676258545361e-01       4.674864284289e-01 
       1.339897345857e-05      -2.231140445952e-03      -1.674836724270e-03      -1.674836807675e-03      -2.231082777681e-03      -1.674995058030e-03       4.676258443667e-01       4.674864203177e-01 
       1.347632657650e-05      -2.256952501957e-03      -1.694230265003e-03      -1.694230350350e-03      -2.256893490837e-03      -1.694390426322e-03       4.676257975355e-01       4.674863755817e-01 
       1.355412625886e-05      -2.283063200575e-03      -1.713848591695e-03      -1.713848679029e-03      -2.283002816034e-03      -1.714010601619e-03       4.676258110341e-01       4.674863911625e-01 
       1.363237508369e-05      -2.309475500214e-03      -1.733693940546e-03      -1.733694029914e-03      -2.309413709628e-03      -1.733857820329e-03       4.676257844956e-01       4.674863667613e-01 
       1.371107564391e-05      -2.336193260805e-03      -1.753769226393e-03      -1.753769317843e-03      -2.336130031459e-03      -1.753934997559e-03       4.676257951242e-01       4.674863795358e-01 
       1.379023054742e-05      -2.363219552136e-03      -1.774076770950e-03      -1.774076864530e-03      -2.363154850459e-03      -1.774244455233e-03       4.676257522806e-01       4.674863388858e-01 
       1.386984241718e-05      -2.390558347170e-03      -1.794619574170e-03      -1.794619669929e-03      -2.390492139020e-03      -1.794789193584e-03       4.676257380463e-01       4.674863268575e-01 
       1.394991389128e-05      -2.418213110355e-03      -1.815400254996e-03      -1.815400352986e-03      -2.418145360811e-03      -1.815571831798e-03       4.676257247116e-01       4.674863157500e-01 
       1.403044762304e-05      -2.446187477258e-03      -1.836421560149e-03      -1.836421660422e-03      -2.446118149506e-03      -1.836595116848e-03       4.676257101937e-01       4.674863035035e-01 
       1.411144628111e-05      -2.474485100514e-03      -1.857686252274e-03      -1.857686354881e-03      -2.474414159220e-03      -1.857861811631e-03       4.676256886758e-01       4.674862842571e-01 
       1.419291254954e-05      -2.503109562856e-03      -1.879197038216e-03      -1.879197143214e-03      -2.503036969198e-03      -1.879374623247e-03       4.676256324796e-01       4.674862303961e-01 
       1.427484912787e-05      -2.532065056343e-03      -1.900957087135e-03      -1.900957194578e-03      -2.531990772887e-03      -1.901136721143e-03       4.676256211054e-01       4.674862213503e-01 
       1.435725873122e-05      -2.561355271654e-03      -1.922969188199e-03      -1.922969298144e-03      -2.561279258894e-03      -1.923150894748e-03       4.676256298516e-01       4.674862324456e-01 
       1.444014409041e-05      -2.590983821683e-03      -1.945236074832e-03      -1.945236187338e-03      -2.590906039000e-03      -1.945419877737e-03       4.676256137112e-01       4.674862186985e-01 
       1.452350795200e-05      -2.620954718488e-03      -1.967760780369e-03      -1.967760895496e-03      -2.620875124549e-03      -1.967946703722e-03       4.676255930305e-01       4.674862004414e-01 
       1.460735307841e-05      -2.651271604479e-03      -1.990546061127e-03      -1.990546178935e-03      -2.651190157397e-03      -1.990734129274e-03       4.676255140686e-01       4.674861239478e-01 
       1.469168224802e-05      -2.681939520271e-03      -2.013595723721e-03      -2.013595844273e-03      -2.681856177039e-03      -2.013785961363e-03       4.676255614849e-01       4.674861738133e-01 
       1.477649825524e-05      -2.712961390601e-03      -2.036911986134e-03      -2.036912109493e-03      -2.712876106997e-03      -2.037104418170e-03       4.676255387238e-01       4.674861535557e-01 
       1.486180391061e-05      -2.744341698135e-03      -2.060498237342e-03      -2.060498363575e-03      -2.744254428609e-03      -2.060692888986e-03       4.676255159423e-01       4.674861333123e-01 
       1.494760204091e-05      -2.776084587902e-03      -2.084357613485e-03      -2.084357742657e-03      -2.775995286736e-03      -2.084554510238e-03       4.676254953264e-01       4.674861152561e-01 
       1.503389548922e-05      -2.808194263248e-03      -2.108493294548e-03      -2.108493426730e-03      -2.808102883032e-03      -2.108692462205e-03       4.676254806942e-01       4.674861032141e-01 
       1.512068711504e-05      -2.840674505713e-03      -2.132908144078e-03      -2.132908279338e-03      -2.840580997712e-03      -2.133109608693e-03       4.676253982162e-01       4.674860233841e-01 
       1.520797979438e-05      -2.873530370466e-03      -2.157605983750e-03      -2.157606122160e-03      -2.873434685363e-03      -2.157809771733e-03       4.676253771490e-01       4.674860049700e-01 
       1.529577641986e-05      -2.906766016627e-03      -2.182589962029e-03      -2.182590103663e-03      -2.906668103750e-03      -2.182796100076e-03       4.676253885630e-01       4.674860190575e-01 
       1.538407990080e-05      -2.940385290194e-03      -2.207862993681e-03      -2.207863138614e-03      -2.940285097677e-03      -2.208071508756e-03       4.676253473326e-01       4.674859805480e-01 
       1.547289316329e-05      -2.974393270152e-03      -2.233428919127e-03      -2.233429067435e-03      -2.974290745050e-03      -2.233639838546e-03       4.676253579130e-01       4.674859938632e-01 
       1.556221915034e-05      -3.008793949669e-03      -2.259290765085e-03      -2.259290916847e-03      -3.008689037835e-03      -2.259504116442e-03       4.676253436429e-01       4.674859823621e-01 
       1.565206082194e-05      -3.043591956062e-03      -2.285452033939e-03      -2.285452189236e-03      -3.043484601692e-03      -2.285667845149e-03       4.676253205646e-01       4.674859620942e-01 
       1.574242115517e-05      -3.078791981397e-03      -2.311916278158e-03      -2.311916437073e-03      -3.078682127207e-03      -2.312134577461e-03       4.676253061454e-01       4.674859505217e-01 
       1.583330314430e-05      -3.114398545442e-03      -2.338686921963e-03      -2.338687084579e-03      -3.114286133705e-03      -2.338907737912e-03       4.676252833780e-01       4.674859306293e-01 
       1.592470980088e-05      -3.150416385617e-03      -2.365767553128e-03      -2.365767719531e-03      -3.150301356928e-03      -2.365990914606e-03       4.676252603286e-01       4.674859104869e-01 
       1.601664415384e-05      -3.186850243582e-03      -2.393161763543e-03      -2.393161933822e-03      -3.186732537223e-03      -2.393387699760e-03       4.676252374716e-01       4.674858905666e-01 
       1.610910924962e-05      -3.223704901901e-03      -2.420873176382e-03      -2.420873350625e-03      -3.223584455351e-03      -2.421101716879e-03       4.676252132764e-01       4.674858693487e-01 
       1.620210815222e-05      -3.260985235412e-03      -2.448905484900e-03      -2.448905663201e-03      -3.260861984766e-03      -2.449136659558e-03       4.676251916149e-01       4.674858506947e-01 
       1.629564394334e-05      -3.298696090423e-03      -2.477262362134e-03      -2.477262544588e-03      -3.298569970108e-03      -2.477496201168e-03       4.676251643878e-01       4.674858265158e-01 
       1.638971972248e-05      -3.336842491304e-03      -2.505947615631e-03      -2.505947802335e-03      -3.336713434745e-03      -2.506184149604e-03       4.676251408946e-01       4.674858061046e-01 
       1.648433860702e-05      -3.375429368281e-03      -2.534964983181e-03      -2.534965174235e-03      -3.375297307539e-03      -2.535204242998e-03       4.676251091579e-01       4.674857774831e-01 
       1.657950373234e-05      -3.414461858009e-03      -2.564318357688e-03      -2.564318553190e-03      -3.414326722733e-03      -2.564560374607e-03       4.676250779150e-01       4.674857493970e-01 
       1.667521825193e-05      -3.453944876226e-03      -2.594011467506e-03      -2.594011667563e-03      -3.453806594522e-03      -2.594256273128e-03       4.676250179076e-01       4.674856925939e-01 
       1.677148533746e-05      -3.493884182013e-03      -2.624048675741e-03      -2.624048880457e-03      -3.493742681116e-03      -2.624296302063e-03       4.676250062702e-01       4.674856841769e-01 
       1.686830817895e-05      -3.534284820580e-03      -2.654433810502e-03      -2.654434019985e-03      -3.534140026242e-03      -2.654684289869e-03       4.676250143785e-01       4.674856955294e-01 
       1.696568998480e-05      -3.575151647949e-03      -2.685170557066e-03      -2.685170771427e-03      -3.575003483038e-03      -2.685423922160e-03       4.676249819269e-01       4.674856663789e-01 
       1.706363398195e-05      -3.616490362679e-03      -2.716263234599e-03      -2.716263453955e-03      -3.616338746839e-03      -2.716519518499e-03       4.676249524523e-01       4.674856402627e-01 
       1.716214341596e-05      -3.658306413197e-03      -2.747715979532e-03      -2.747716203997e-03      -3.658151268864e-03      -2.747975215686e-03       4.676249285100e-01       4.674856196844e-01 
       1.726122155115e-05      -3.700605211818e-03      -2.779532896840e-03      -2.779533126532e-03      -3.700446456054e-03      -2.779795119073e-03       4.676248990786e-01       4.674855936675e-01 
       1.736087167065e-05      -3.743392432174e-03      -2.811718290805e-03      -2.811718525847e-03      -3.743229980245e-03      -2.811983533334e-03       4.676248788082e-01       4.674855768566e-01 
       1.746109707657e-05      -3.786673548600e-03      -2.844276319858e-03      -2.844276560371e-03      -3.786507317093e-03      -2.844544617274e-03       4.676248497285e-01       4.674855512579e-01 
       1.756190109007e-05      -3.830454324353e-03      -2.877211353334e-03      -2.877211599451e-03      -3.830284221221e-03      -2.877482740632e-03       4.676248208241e-01       4.674855259024e-01 
       1.766328705150e-05      -3.874740376042e-03      -2.910527660735e-03      -2.910527912584e-03      -3.874566313745e-03      -2.910802173291e-03       4.676247767195e-01       4.674854853756e-01 
       1.776525832046e-05      -3.919537812107e-03      -2.944229874574e-03      -2.944230132290e-03      -3.919359697255e-03      -2.944507548189e-03       4.676247522710e-01       4.674854645502e-01 
       1.786781827599e-05      -3.964852343379e-03      -2.978322337252e-03      -2.978322600964e-03      -3.964670085329e-03      -2.978603208111e-03       4.676247272928e-01       4.674854432073e-01 
       1.797097031660e-05      -4.010689945609e-03      -3.012809580812e-03      -3.012809850667e-03      -4.010503444097e-03      -3.013093685525e-03       4.676247037437e-01       4.674854233638e-01 
       1.807471786044e-05      -4.057056568598e-03      -3.047696127181e-03      -3.047696403328e-03      -4.056865722649e-03      -3.047983502766e-03       4.676246740617e-01       4.674853974523e-01 
       1.817906434539e-05      -4.103958242500e-03      -3.082986562098e-03      -3.082986844674e-03      -4.103762955382e-03      -3.083277245974e-03       4.676246326421e-01       4.674853598148e-01 
       1.828401322917e-05      -4.151401420394e-03      -3.118685781990e-03      -3.118686071148e-03      -4.151201587279e-03      -3.118979812032e-03       4.676246126541e-01       4.674853436575e-01 
       1.838956798946e-05      -4.199391921738e-03      -3.154798214125e-03      -3.154798510017e-03      -4.199187436296e-03      -3.155095628601e-03       4.676245682052e-01       4.674853030957e-01 
       1.849573212404e-05      -4.247936512285e-03      -3.191328996925e-03      -3.191329299708e-03      -4.247727267157e-03      -3.191629834573e-03       4.676245517043e-01       4.674852905086e-01 
       1.860250915086e-05      -4.297041009510e-03      -3.228282558608e-03      -3.228282868440e-03      -4.296826895133e-03      -3.228586858560e-03       4.676245022624e-01       4.674852450321e-01 
       1.870990260817e-05      -4.346712387506e-03      -3.265664194451e-03      -3.265664511499e-03      -4.346493289509e-03      -3.265971996323e-03       4.676244778311e-01       4.674852246078e-01 
       1.881791605469e-05      -4.396956966847e-03      -3.303478712732e-03      -3.303479037165e-03      -4.396732768617e-03      -3.303790056574e-03       4.676244567992e-01       4.674852076347e-01 
       1.892655306963e-05      -4.447781198088e-03      -3.341731021772e-03      -3.341731353761e-03      -4.447551781247e-03      -3.342045948073e-03       4.676244245386e-01       4.674851794803e-01 
       1.903581725291e-05      -4.499191666997e-03      -3.380426133310e-03      -3.380426473025e-03      -4.498956912996e-03      -3.380744683005e-03       4.676243733293e-01       4.674851324121e-01 
       1.914571222520e-05      -4.551195588968e-03      -3.419569526617e-03      -3.419569874250e-03      -4.550955368363e-03      -3.419891741152e-03       4.676243517038e-01       4.674851150013e-01 
       1.925624162809e-05      -4.603799158073e-03      -3.459165924701e-03      -3.459166280433e-03      -4.603553344255e-03      -3.459491845934e-03       4.676242957170e-01       4.674850632825e-01 
       1.936740912418e-05      -4.657010091393e-03      -3.499221194413e-03      -3.499221558426e-03      -4.656758557833e-03      -3.499550864727e-03       4.676242892430e-01       4.674850610874e-01 
       1.947921839724e-05      -4.710834638750e-03      -3.539740095486e-03      -3.539740467979e-03      -4.710577249205e-03      -3.540073557702e-03       4.676242579368e-01       4.674850341364e-01 
       1.959167315227e-05      -4.765279897539e-03      -3.580728035904e-03      -3.580728417069e-03      -4.765016519286e-03      -3.581065333319e-03       4.676242075812e-01       4.674849881747e-01 
       1.970477711569e-05      -4.820353476260e-03      -3.622190797809e-03      -3.622191187855e-03      -4.820083965348e-03      -3.622531974250e-03       4.676241838297e-01       4.674849688811e-01 
       1.981853403541e-05      -4.876062189082e-03      -3.664133580725e-03      -3.664133979852e-03      -4.875786406345e-03      -3.664478680473e-03       4.676241480272e-01       4.674849375752e-01 
       1.993294768100e-05      -4.932413456402e-03      -3.706562031412e-03      -3.706562439838e-03      -4.932131253985e-03      -3.706911099266e-03       4.676241115609e-01       4.674849056667e-01 
       2.004802184377e-05      -4.989414543970e-03      -3.749481690749e-03      -3.749482108683e-03      -4.989125776257e-03      -3.749834771993e-03       4.676240641534e-01       4.674848628556e-01 
       2.016376033694e-05      -5.047073208766e-03      -3.792898462515e-03      -3.792898890181e-03      -5.046777721742e-03      -3.793255602970e-03       4.676240326280e-01       4.674848359826e-01 
       2.028016699571e-05      -5.105396601780e-03      -3.836817799327e-03      -3.836818236952e-03      -5.105094236477e-03      -3.837179045300e-03       4.676239795666e-01       4.674847876457e-01 
       2.039724567747e-05      -5.164392779270e-03      -3.881245838851e-03      -3.881246286675e-03      -5.164083373690e-03      -3.881611237205e-03       4.676239438769e-01       4.674847567359e-01 
       2.051500026182e-05      -5.224069317023e-03      -3.926188364232e-03      -3.926188822479e-03      -5.223752714023e-03      -3.926557962328e-03       4.676239123925e-01       4.674847300548e-01 
       2.063343465082e-05      -5.284433906878e-03      -3.971651234836e-03      -3.971651703755e-03      -5.284109935465e-03      -3.972025080574e-03       4.676238733982e-01       4.674846959391e-01 
       2.075255276900e-05      -5.345494332333e-03      -4.017640389130e-03      -4.017640868973e-03      -5.345162818526e-03      -4.018018530939e-03       4.676238169649e-01       4.674846444585e-01 
       2.087235856358e-05      -5.407259214593e-03      -4.064162398268e-03      -4.064162889292e-03      -5.406919982817e-03      -4.064544885162e-03       4.676237984269e-01       4.674846309161e-01 
       2.099285600456e-05      -5.469735878387e-03      -4.111222861886e-03      -4.111223364344e-03      -5.469388752330e-03      -4.111609743369e-03       4.676237519984e-01       4.674845895358e-01 
       2.111404908486e-05      -5.532932909561e-03      -4.158828327596e-03      -4.158828841750e-03      -5.532577708826e-03      -4.159219653757e-03       4.676237134994e-01       4.674845561281e-01 
       2.123594182045e-05      -5.596858523800e-03      -4.206985060506e-03      -4.206985586639e-03      -5.596495054855e-03      -4.207380882005e-03       4.676236776055e-01       4.674845254075e-01 
       2.135853825048e-05      -5.661520925205e-03      -4.255699333104e-03      -4.255699871486e-03      -5.661148999547e-03      -4.256099701141e-03       4.676236321187e-01       4.674844851404e-01 
       2.148184243743e-05      -5.726928743218e-03      -4.304977724335e-03      -4.304978275263e-03      -5.726548156418e-03      -4.305382690714e-03       4.676235905658e-01       4.674844488967e-01 
       2.160585846721e-05      -5.793090329564e-03      -4.354826627845e-03      -4.354827191597e-03      -5.792700890323e-03      -4.355236244913e-03       4.676235380540e-01       4.674844017185e-01 
       2.173059044935e-05      -5.860014341413e-03      -4.405252646892e-03      -4.405253223773e-03      -5.859615838990e-03      -4.405666967600e-03       4.676234744627e-01       4.674843435456e-01 
       2.185604251708e-05      -5.927710204286e-03      -4.456262979673e-03      -4.456263569985e-03      -5.927302430448e-03      -4.456682057603e-03       4.676234541624e-01       4.674843287010e-01 
       2.198221882750e-05      -5.996186040534e-03      -4.507863840126e-03      -4.507864444188e-03      -5.995768777596e-03      -4.508287729417e-03       4.676234188943e-01       4.674842989662e-01 
       2.210912356171e-05      -6.065450861771e-03      -4.560062117450e-03      -4.560062735580e-03      -6.065023888922e-03      -4.560490872843e-03       4.676233742332e-01       4.674842599044e-01 
       2.223676092494e-05      -6.135513418421e-03      -4.612864507171e-03      -4.612865139691e-03      -6.135076510572e-03      -4.613298183996e-03       4.676232978824e-01       4.674841892268e-01 
       2.236513514672e-05      -6.206383687977e-03      -4.666278625070e-03      -4.666279272326e-03      -6.205936610918e-03      -4.666717279345e-03       4.676232527234e-01       4.674841498030e-01 
       2.249425048096e-05      -6.278070500879e-03      -4.720311238299e-03      -4.720311900623e-03      -6.277613023212e-03      -4.720754926620e-03       4.676232067535e-01       4.674841096214e-01 
       2.262411120617e-05      -6.350583576588e-03      -4.774969771360e-03      -4.774970449113e-03      -6.350115452299e-03      -4.775418550998e-03       4.676231856683e-01       4.674840943927e-01 
       2.275472162552e-05      -6.423931430936e-03      -4.830260759201e-03      -4.830261452739e-03      -6.423452413685e-03      -4.830714687984e-03       4.676231199115e-01       4.674840345737e-01 
       2.288608606705e-05      -6.498124599955e-03      -4.886192250175e-03      -4.886192959868e-03      -6.497634434850e-03      -4.886651386653e-03       4.676230798546e-01       4.674840005178e-01 
       2.301820888378e-05      -6.573172441399e-03      -4.942771419286e-03      -4.942772145499e-03      -6.572670873345e-03      -4.943235822625e-03       4.676230420747e-01       4.674839687970e-01 
       2.315109445385e-05      -6.649084496171e-03      -5.000005571985e-03      -5.000006315109e-03      -6.648571258054e-03      -5.000475302005e-03       4.676229883332e-01       4.674839211894e-01 
       2.328474718069e-05      -6.725870583580e-03      -5.057902233178e-03      -5.057902993608e-03      -6.725345404753e-03      -5.058377350358e-03       4.676229135052e-01       4.674838525786e-01 
       2.341917149315e-05      -6.803541851314e-03      -5.116469926086e-03      -5.116470704222e-03      -6.803004453639e-03      -5.116950491652e-03       4.676228958778e-01       4.674838412178e-01 
       2.355437184562e-05      -6.882107073274e-03      -5.175715396630e-03      -5.175716192888e-03      -6.881557170630e-03      -5.176201472399e-03       4.676228416610e-01       4.674837933573e-01 
       2.369035271825e-05      -6.961577051722e-03      -5.235646917308e-03      -5.235647732110e-03      -6.961014354115e-03      -5.236138565821e-03       4.676227895375e-01       4.674837476614e-01 
       2.382711861703e-05      -7.041962026174e-03      -5.296272341779e-03      -5.296273175559e-03      -7.041386235958e-03      -5.296769626264e-03       4.676227314992e-01       4.674836961299e-01 
       2.396467407396e-05      -7.123272651453e-03      -5.357599837490e-03      -5.357600690691e-03      -7.122683462151e-03      -5.358102821890e-03       4.676226792133e-01       4.674836504237e-01 
       2.410302364720e-05      -7.205519466797e-03      -5.419637497826e-03      -5.419638370888e-03      -7.204916574304e-03      -5.420146246778e-03       4.676226294433e-01       4.674836072922e-01 
       2.424217192125e-05      -7.288713131597e-03      -5.482393496185e-03      -5.482394389581e-03      -7.288096211924e-03      -5.482908075057e-03       4.676225778854e-01       4.674835624629e-01 
       2.438212350705e-05      -7.372864342504e-03      -5.545876053998e-03      -5.545876968183e-03      -7.372233077223e-03      -5.546396528849e-03       4.676225164297e-01       4.674835077980e-01 
       2.452288304217e-05      -7.457984415595e-03      -5.610093837761e-03      -5.610094773251e-03      -7.457338457350e-03      -5.610620275452e-03       4.676224663876e-01       4.674834646540e-01 
       2.466445519096e-05      -7.544083890839e-03      -5.675054965681e-03      -5.675055922957e-03      -7.543422901739e-03      -5.675587433733e-03       4.676223949551e-01       4.674834001976e-01 
