# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   2.249460e+00   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   2.302086e+00   1.030088e-02   5.581859e+00   3.706345e-10   3.120460e-01
      2   2.355794e+00   1.071692e-02   5.469494e+00   7.093372e-10   3.120460e-01
      3   2.410606e+00   1.114977e-02   5.359500e+00   1.027544e-09   3.120460e-01
      4   2.466542e+00   1.160010e-02   5.251820e+00   1.327681e-09   3.120460e-01
      5   2.523626e+00   1.206863e-02   5.146399e+00   1.611944e-09   3.120460e-01
      6   2.581879e+00   1.255609e-02   5.043186e+00   1.882337e-09   3.120460e-01
      7   2.641324e+00   1.306324e-02   4.942128e+00   2.140692e-09   3.120460e-01
      8   2.701985e+00   1.359088e-02   4.843177e+00   2.388690e-09   3.120460e-01
      9   2.763884e+00   1.413984e-02   4.746283e+00   2.627871e-09   3.120460e-01
     10   2.827048e+00   1.471097e-02   4.651400e+00   2.859653e-09   3.120460e-01
     11   2.891500e+00   1.530518e-02   4.558482e+00   3.085343e-09   3.120460e-01
     12   2.957266e+00   1.592339e-02   4.467484e+00   3.306147e-09   3.120460e-01
     13   3.024371e+00   1.656658e-02   4.378363e+00   3.523181e-09   3.120460e-01
     14   3.092843e+00   1.723576e-02   4.291078e+00   3.737482e-09   3.120460e-01
     15   3.162707e+00   1.793197e-02   4.205587e+00   3.950013e-09   3.120460e-01
     16   3.233991e+00   1.865631e-02   4.121850e+00   4.161674e-09   3.120460e-01
     17   3.306724e+00   1.940990e-02   4.039829e+00   4.373310e-09   3.120460e-01
     18   3.380933e+00   2.019395e-02   3.959485e+00   4.585714e-09   3.120460e-01
     19   3.456648e+00   2.100967e-02   3.880783e+00   4.799632e-09   3.120460e-01
     20   3.533899e+00   2.185835e-02   3.803685e+00   5.015777e-09   3.120460e-01
     21   3.612715e+00   2.274131e-02   3.728158e+00   5.234822e-09   3.120459e-01
     22   3.693128e+00   2.365994e-02   3.654166e+00   5.457413e-09   3.120459e-01
     23   3.775169e+00   2.461569e-02   3.581678e+00   5.684173e-09   3.120459e-01
     24   3.858871e+00   2.561005e-02   3.510660e+00   5.915700e-09   3.120459e-01
     25   3.944266e+00   2.664458e-02   3.441081e+00   6.152575e-09   3.120459e-01
     26   4.031387e+00   2.772090e-02   3.372911e+00   6.395367e-09   3.120459e-01
     27   4.120270e+00   2.884071e-02   3.306118e+00   6.644630e-09   3.120459e-01
     28   4.210948e+00   3.000576e-02   3.240675e+00   6.900912e-09   3.120459e-01
     29   4.303457e+00   3.121788e-02   3.176552e+00   7.164753e-09   3.120459e-01
     30   4.397834e+00   3.247897e-02   3.113721e+00   7.436692e-09   3.120459e-01
     31   4.494115e+00   3.379101e-02   3.052156e+00   7.717263e-09   3.120459e-01
     32   4.592338e+00   3.515605e-02   2.991830e+00   8.007004e-09   3.120459e-01
     33   4.692542e+00   3.657624e-02   2.932717e+00   8.306456e-09   3.120459e-01
     34   4.794765e+00   3.805381e-02   2.874791e+00   8.616162e-09   3.120459e-01
     35   4.899048e+00   3.959107e-02   2.818029e+00   8.936676e-09   3.120459e-01
     36   5.005432e+00   4.119044e-02   2.762406e+00   9.268557e-09   3.120458e-01
     37   5.113958e+00   4.285443e-02   2.707898e+00   9.612376e-09   3.120458e-01
     38   5.224668e+00   4.458564e-02   2.654484e+00   9.968715e-09   3.120458e-01
     39   5.337607e+00   4.638680e-02   2.602139e+00   1.033817e-08   3.120458e-01
     40   5.452817e+00   4.826072e-02   2.550843e+00   1.072136e-08   3.120458e-01
     41   5.570343e+00   5.021035e-02   2.500574e+00   1.111890e-08   3.120458e-01
     42   5.690233e+00   5.223875e-02   2.451312e+00   1.153145e-08   3.120458e-01
     43   5.812532e+00   5.434910e-02   2.403035e+00   1.195966e-08   3.120458e-01
     44   5.937287e+00   5.654471e-02   2.355725e+00   1.240424e-08   3.120458e-01
     45   6.064549e+00   5.882903e-02   2.309363e+00   1.286588e-08   3.120458e-01
     46   6.194365e+00   6.120563e-02   2.263928e+00   1.334532e-08   3.120457e-01
     47   6.326786e+00   6.367826e-02   2.219403e+00   1.384331e-08   3.120457e-01
     48   6.461864e+00   6.625080e-02   2.175770e+00   1.436065e-08   3.120457e-01
     49   6.599651e+00   6.892726e-02   2.133012e+00   1.489813e-08   3.120457e-01
     50   6.740200e+00   7.171187e-02   2.091112e+00   1.545659e-08   3.120457e-01
     51   6.883565e+00   7.460899e-02   2.050053e+00   1.603690e-08   3.120457e-01
     52   7.029801e+00   7.762316e-02   2.009819e+00   1.663993e-08   3.120457e-01
     53   7.178965e+00   8.075912e-02   1.970394e+00   1.726662e-08   3.120456e-01
     54   7.331114e+00   8.402179e-02   1.931764e+00   1.791790e-08   3.120456e-01
     55   7.486305e+00   8.741629e-02   1.893913e+00   1.859476e-08   3.120456e-01
     56   7.644597e+00   9.094795e-02   1.856829e+00   1.929823e-08   3.120456e-01
     57   7.806051e+00   9.462232e-02   1.820495e+00   2.002936e-08   3.120456e-01
     58   7.970728e+00   9.844517e-02   1.784901e+00   2.078924e-08   3.120455e-01
     59   8.138688e+00   1.024225e-01   1.750031e+00   2.157901e-08   3.120455e-01
     60   8.309995e+00   1.065606e-01   1.715875e+00   2.239979e-08   3.120455e-01
     61   8.484712e+00   1.108658e-01   1.682421e+00   2.325277e-08   3.120455e-01
     62   8.662903e+00   1.153451e-01   1.649657e+00   2.413919e-08   3.120454e-01
     63   8.844633e+00   1.200054e-01   1.617571e+00   2.506035e-08   3.120454e-01
     64   9.029968e+00   1.248541e-01   1.586155e+00   2.601757e-08   3.120454e-01
     65   9.218974e+00   1.298988e-01   1.555398e+00   2.701223e-08   3.120454e-01
     66   9.411717e+00   1.351474e-01   1.525292e+00   2.804575e-08   3.120453e-01
     67   9.608265e+00   1.406081e-01   1.495826e+00   2.911955e-08   3.120453e-01
