### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
 0.642703	    1e-05	    1e-05	 (32 , 32 , 32) 
 0.657739	9.95149e-06	9.42769e-06	 (32 , 32 , 32) 
 0.673084	9.90155e-06	8.37078e-06	 (32 , 32 , 32) 
 0.688745	9.84154e-06	7.43236e-06	 (32 , 32 , 32) 
 0.704726	9.77555e-06	6.59916e-06	 (32 , 32 , 32) 
 0.721036	9.70517e-06	5.85941e-06	 (32 , 32 , 32) 
  0.73768	9.63166e-06	5.20263e-06	 (32 , 32 , 32) 
 0.754664	9.55617e-06	4.61952e-06	 (32 , 32 , 32) 
 0.771996	9.47968e-06	4.10184e-06	 (32 , 32 , 32) 
 0.789681	9.40307e-06	3.64226e-06	 (32 , 32 , 32) 
 0.807728	9.32712e-06	3.23427e-06	 (32 , 32 , 32) 
 0.826143	9.25249e-06	2.87209e-06	 (32 , 32 , 32) 
 0.844933	9.1798e-06	2.55061e-06	 (32 , 32 , 32) 
 0.864106	9.10956e-06	2.26525e-06	 (32 , 32 , 32) 
 0.883669	9.04223e-06	2.01198e-06	 (32 , 32 , 32) 
 0.903631	8.97819e-06	1.7872e-06	 (32 , 32 , 32) 
 0.923998	8.91779e-06	1.58773e-06	 (32 , 32 , 32) 
 0.944778	8.86133e-06	1.41074e-06	 (32 , 32 , 32) 
 0.965981	8.80905e-06	1.25371e-06	 (32 , 32 , 32) 
 0.987614	8.76116e-06	1.11441e-06	 (32 , 32 , 32) 
  1.00969	8.71785e-06	9.90854e-07	 (32 , 32 , 32) 
   1.0322	8.67927e-06	8.8129e-07	 (32 , 32 , 32) 
  1.05518	8.64554e-06	7.84153e-07	 (32 , 32 , 32) 
  1.07862	8.61676e-06	6.98055e-07	 (32 , 32 , 32) 
  1.10253	8.59302e-06	6.21767e-07	 (32 , 32 , 32) 
  1.12693	8.57438e-06	5.54194e-07	 (32 , 32 , 32) 
  1.15182	8.56089e-06	4.94366e-07	 (32 , 32 , 32) 
  1.17722	8.5526e-06	4.41421e-07	 (32 , 32 , 32) 
  1.20313	8.54951e-06	3.94596e-07	 (32 , 32 , 32) 
  1.22956	8.55166e-06	3.5321e-07	 (32 , 32 , 32) 
  1.25652	8.55905e-06	3.16663e-07	 (32 , 32 , 32) 
  1.28403	8.57169e-06	2.84418e-07	 (32 , 32 , 32) 
   1.3121	8.58957e-06	2.56002e-07	 (32 , 32 , 32) 
  1.34073	8.61268e-06	2.30993e-07	 (32 , 32 , 32) 
  1.36993	8.64101e-06	2.09018e-07	 (32 , 32 , 32) 
  1.39973	8.67455e-06	1.89746e-07	 (32 , 32 , 32) 
  1.43012	8.71329e-06	1.72883e-07	 (32 , 32 , 32) 
  1.46113	8.7572e-06	1.58168e-07	 (32 , 32 , 32) 
  1.49276	8.80627e-06	1.45371e-07	 (32 , 32 , 32) 
  1.52503	8.86048e-06	1.34286e-07	 (32 , 32 , 32) 
  1.55795	8.91981e-06	1.24732e-07	 (32 , 32 , 32) 
  1.59153	8.98425e-06	1.16548e-07	 (32 , 32 , 32) 
  1.62578	9.05378e-06	1.09593e-07	 (32 , 32 , 32) 
  1.66072	9.12839e-06	1.03741e-07	 (32 , 32 , 32) 
  1.69637	9.20805e-06	9.88799e-08	 (32 , 32 , 32) 
  1.73273	9.29276e-06	9.4912e-08	 (32 , 32 , 32) 
  1.76982	9.38252e-06	9.17505e-08	 (32 , 32 , 32) 
  1.80765	9.4773e-06	8.9319e-08	 (32 , 32 , 32) 
  1.84625	9.57711e-06	8.75503e-08	 (32 , 32 , 32) 
  1.88561	9.68194e-06	8.63851e-08	 (32 , 32 , 32) 
  1.92577	9.79179e-06	8.57715e-08	 (32 , 32 , 32) 
  1.96673	9.90666e-06	8.56641e-08	 (32 , 32 , 32) 
  2.00851	1.00266e-05	8.60233e-08	 (32 , 32 , 32) 
  2.05113	1.01515e-05	8.68143e-08	 (32 , 32 , 32) 
   2.0946	1.02815e-05	8.80074e-08	 (32 , 32 , 32) 
  2.13894	1.04165e-05	8.95766e-08	 (32 , 32 , 32) 
  2.18417	1.05565e-05	9.14998e-08	 (32 , 32 , 32) 
   2.2303	1.07017e-05	9.37582e-08	 (32 , 32 , 32) 
  2.27735	1.0852e-05	9.63357e-08	 (32 , 32 , 32) 
  2.32534	1.10073e-05	9.92192e-08	 (32 , 32 , 32) 
  2.37428	1.11678e-05	1.02398e-07	 (32 , 32 , 32) 
   2.4242	1.13335e-05	1.05863e-07	 (32 , 32 , 32) 
  2.47512	1.15043e-05	1.09607e-07	 (32 , 32 , 32) 
  2.52704	1.16804e-05	1.13626e-07	 (32 , 32 , 32) 
  2.57999	1.18617e-05	1.17916e-07	 (32 , 32 , 32) 
  2.63399	1.20483e-05	1.22475e-07	 (32 , 32 , 32) 
  2.68906	1.22401e-05	1.27302e-07	 (32 , 32 , 32) 
  2.74522	1.24373e-05	1.32398e-07	 (32 , 32 , 32) 
  2.80248	1.26398e-05	1.37765e-07	 (32 , 32 , 32) 
  2.86087	1.28477e-05	1.43404e-07	 (32 , 32 , 32) 
   2.9204	1.3061e-05	1.4932e-07	 (32 , 32 , 32) 
   2.9811	1.32797e-05	1.55516e-07	 (32 , 32 , 32) 
  3.04298	1.35039e-05	1.61998e-07	 (32 , 32 , 32) 
  3.10606	1.37334e-05	1.68772e-07	 (32 , 32 , 32) 
  3.17036	1.39684e-05	1.75843e-07	 (32 , 32 , 32) 
  3.23589	1.42089e-05	1.83218e-07	 (32 , 32 , 32) 
  3.30269	1.44548e-05	1.90904e-07	 (32 , 32 , 32) 
  3.37075	1.4706e-05	1.9891e-07	 (32 , 32 , 32) 
   3.4401	1.49626e-05	2.07242e-07	 (32 , 32 , 32) 
  3.51076	1.52246e-05	2.15909e-07	 (32 , 32 , 32) 
  3.58272	1.54917e-05	2.24919e-07	 (32 , 32 , 32) 
  3.65602	1.5764e-05	2.34279e-07	 (32 , 32 , 32) 
  3.73065	1.60412e-05	2.43998e-07	 (32 , 32 , 32) 
  3.80663	1.63234e-05	2.54083e-07	 (32 , 32 , 32) 
  3.88396	1.66101e-05	2.64541e-07	 (32 , 32 , 32) 
  3.96265	1.69014e-05	2.75379e-07	 (32 , 32 , 32) 
  4.04269	1.71967e-05	2.86602e-07	 (32 , 32 , 32) 
  4.12408	1.7496e-05	2.98214e-07	 (32 , 32 , 32) 
  4.20681	1.77987e-05	3.10219e-07	 (32 , 32 , 32) 
  4.29088	1.81045e-05	3.22617e-07	 (32 , 32 , 32) 
  4.37626	1.84128e-05	3.35408e-07	 (32 , 32 , 32) 
  4.46293	1.87231e-05	3.4859e-07	 (32 , 32 , 32) 
  4.55086	1.90346e-05	3.62155e-07	 (32 , 32 , 32) 
  4.64001	1.93468e-05	3.76096e-07	 (32 , 32 , 32) 
  4.73035	1.96587e-05	3.90399e-07	 (32 , 32 , 32) 
  4.82181	1.99693e-05	4.05046e-07	 (32 , 32 , 32) 
  4.91434	2.02776e-05	4.20017e-07	 (32 , 32 , 32) 
  5.00787	2.05825e-05	4.35284e-07	 (32 , 32 , 32) 
  5.10231	2.08827e-05	4.50813e-07	 (32 , 32 , 32) 
  5.19758	2.11768e-05	4.66566e-07	 (32 , 32 , 32) 
  5.29358	2.14633e-05	4.82495e-07	 (32 , 32 , 32) 
  5.39019	2.17406e-05	4.98546e-07	 (32 , 32 , 32) 
   5.4873	2.2007e-05	5.1466e-07	 (32 , 32 , 32) 
  5.58476	2.22611e-05	5.30765e-07	 (32 , 32 , 32) 
  5.68245	2.25012e-05	5.46786e-07	 (32 , 32 , 32) 
   5.7802	2.27255e-05	5.62639e-07	 (32 , 32 , 32) 
  5.87787	2.29324e-05	5.78233e-07	 (32 , 32 , 32) 
  5.97529	2.31198e-05	5.93469e-07	 (32 , 32 , 32) 
   6.0723	2.32862e-05	6.08243e-07	 (32 , 32 , 32) 
  6.16872	2.34296e-05	6.22452e-07	 (32 , 32 , 32) 
  6.26439	2.35487e-05	6.35986e-07	 (32 , 32 , 32) 
  6.35915	2.36421e-05	6.48736e-07	 (32 , 32 , 32) 
  6.45282	2.37085e-05	6.60594e-07	 (32 , 32 , 32) 
  6.54525	2.37476e-05	6.71451e-07	 (32 , 32 , 32) 
   6.6363	2.37592e-05	6.81208e-07	 (32 , 32 , 32) 
  6.72582	2.37443e-05	6.89771e-07	 (32 , 32 , 32) 
  6.81369	2.3703e-05	6.97043e-07	 (32 , 32 , 32) 
   6.8998	2.36361e-05	7.0294e-07	 (32 , 32 , 32) 
