# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=2.10937e-07 to 223.611 h/Mpc,
# number of wavenumbers equal to 873
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       2.109370519242e-07      -2.077283205912e+00      -1.557962404434e+00      -1.557962404434e+00      -1.557962064605e-01      -2.077283205912e+00      -5.935128052652e-01       4.806793288783e-01       4.805374248726e-01       4.679783583808e-11       4.679786103296e-11       4.679786103351e-11       4.679786103351e-11       4.679783525485e-11       4.679786102528e-11 
       2.158504070464e-07      -2.077283225963e+00      -1.557962419472e+00      -1.557962419472e+00      -1.557962071941e-01      -2.077283225963e+00      -5.935128104643e-01       4.806793300090e-01       4.805374260035e-01       4.900334953093e-11       4.900337639058e-11       4.900337639112e-11       4.900337639112e-11       4.900334892258e-11       4.900337638236e-11 
       2.208782089115e-07      -2.077283253084e+00      -1.557962439813e+00      -1.557962439813e+00      -1.557962074685e-01      -2.077283253084e+00      -5.935128170027e-01       4.806793296619e-01       4.805374256591e-01       5.131280476484e-11       5.131283433298e-11       5.131283433358e-11       5.131283433358e-11       5.131280409268e-11       5.131283432393e-11 
       2.260231233267e-07      -2.077283280950e+00      -1.557962460712e+00      -1.557962460712e+00      -1.557962077988e-01      -2.077283280950e+00      -5.935128237541e-01       4.806793294316e-01       4.805374254314e-01       5.373110122639e-11       5.373113368630e-11       5.373113368696e-11       5.373113368696e-11       5.373110048745e-11       5.373113367637e-11 
       2.312878781936e-07      -2.077283311366e+00      -1.557962483524e+00      -1.557962483524e+00      -1.557962080450e-01      -2.077283311366e+00      -5.935128310446e-01       4.806793288813e-01       4.805374248842e-01       5.626336810183e-11       5.626340393841e-11       5.626340393915e-11       5.626340393915e-11       5.626336728103e-11       5.626340392745e-11 
       2.366752649550e-07      -2.077283340729e+00      -1.557962505547e+00      -1.557962505547e+00      -1.557962085032e-01      -2.077283340729e+00      -5.935128382345e-01       4.806793289266e-01       4.805374249319e-01       5.891497735901e-11       5.891501648054e-11       5.891501648133e-11       5.891501648133e-11       5.891497646573e-11       5.891501646856e-11 
       2.421881400746e-07      -2.077283372682e+00      -1.557962529511e+00      -1.557962529511e+00      -1.557962088858e-01      -2.077283372682e+00      -5.935128459786e-01       4.806793286726e-01       4.805374246809e-01       6.169155270088e-11       6.169159563382e-11       6.169159563468e-11       6.169159563468e-11       6.169155171946e-11       6.169159562067e-11 
       2.478294265519e-07      -2.077283405103e+00      -1.557962553827e+00      -1.557962553827e+00      -1.557962093700e-01      -2.077283405103e+00      -5.935128539024e-01       4.806793286660e-01       4.805374246769e-01       6.459898404462e-11       6.459903096279e-11       6.459903096373e-11       6.459903096373e-11       6.459898297442e-11       6.459903094842e-11 
       2.536021154715e-07      -2.077283438854e+00      -1.557962579141e+00      -1.557962579141e+00      -1.557962098931e-01      -2.077283438854e+00      -5.935128621643e-01       4.806793287086e-01       4.805374247222e-01       6.764343826294e-11       6.764348950429e-11       6.764348950530e-11       6.764348950530e-11       6.764343709727e-11       6.764348948858e-11 
       2.595092675895e-07      -2.077283475979e+00      -1.557962606984e+00      -1.557962606984e+00      -1.557962102971e-01      -2.077283475979e+00      -5.935128711340e-01       4.806793283075e-01       4.805374243247e-01       7.083137255099e-11       7.083142889167e-11       7.083142889278e-11       7.083142889278e-11       7.083137126606e-11       7.083142887440e-11 
       2.655540149563e-07      -2.077283512018e+00      -1.557962634013e+00      -1.557962634013e+00      -1.557962109487e-01      -2.077283512018e+00      -5.935128800199e-01       4.806793285963e-01       4.805374246161e-01       7.416955001318e-11       7.416961133702e-11       7.416961133820e-11       7.416961133820e-11       7.416954862247e-11       7.416961131819e-11 
       2.717395625768e-07      -2.077283553843e+00      -1.557962665383e+00      -1.557962665383e+00      -1.557962113014e-01      -2.077283553843e+00      -5.935128900550e-01       4.806793278767e-01       4.805374239008e-01       7.766504961816e-11       7.766511731399e-11       7.766511731531e-11       7.766511731531e-11       7.766504807405e-11       7.766511729322e-11 
       2.780691901103e-07      -2.077283593303e+00      -1.557962694978e+00      -1.557962694978e+00      -1.557962120203e-01      -2.077283593303e+00      -5.935128997881e-01       4.806793282073e-01       4.805374242343e-01       8.132528791161e-11       8.132536158403e-11       8.132536158545e-11       8.132536158545e-11       8.132528624070e-11       8.132536156141e-11 
       2.845462536090e-07      -2.077283637977e+00      -1.557962728483e+00      -1.557962728483e+00      -1.557962125028e-01      -2.077283637977e+00      -5.935129105793e-01       4.806793277151e-01       4.805374237463e-01       8.515802667430e-11       8.515810770952e-11       8.515810771108e-11       8.515810771108e-11       8.515802483111e-11       8.515810768464e-11 
       2.911741872978e-07      -2.077283682387e+00      -1.557962761791e+00      -1.557962761791e+00      -1.557962131989e-01      -2.077283682387e+00      -5.935129214558e-01       4.806793277918e-01       4.805374238266e-01       8.917139719372e-11       8.917148569613e-11       8.917148569781e-11       8.917148569781e-11       8.917139518647e-11       8.917148566894e-11 
       2.979565053949e-07      -2.077283730831e+00      -1.557962798124e+00      -1.557962798124e+00      -1.557962137715e-01      -2.077283730831e+00      -5.935129331916e-01       4.806793273871e-01       4.805374234263e-01       9.337391106395e-11       9.337400826764e-11       9.337400826950e-11       9.337400826950e-11       9.337390885561e-11       9.337400823778e-11 
       3.048968039751e-07      -2.077283780350e+00      -1.557962835263e+00      -1.557962835263e+00      -1.557962144683e-01      -2.077283780350e+00      -5.935129452647e-01       4.806793272652e-01       4.805374233087e-01       9.777448327376e-11       9.777458967988e-11       9.777458968189e-11       9.777458968189e-11       9.777448085901e-11       9.777458964717e-11 
       3.119987628765e-07      -2.077283829555e+00      -1.557962872166e+00      -1.557962872166e+00      -1.557962154116e-01      -2.077283829555e+00      -5.935129574335e-01       4.806793277997e-01       4.805374238465e-01       1.023824485480e-10       1.023825642429e-10       1.023825642451e-10       1.023825642451e-10       1.023824459397e-10       1.023825642073e-10 
       3.192661476518e-07      -2.077283885977e+00      -1.557962914483e+00      -1.557962914483e+00      -1.557962160043e-01      -2.077283885977e+00      -5.935129710512e-01       4.806793271346e-01       4.805374231869e-01       1.072075783254e-10       1.072077056955e-10       1.072077056979e-10       1.072077056979e-10       1.072075754436e-10       1.072077056564e-10 
       3.267028115646e-07      -2.077283941731e+00      -1.557962956299e+00      -1.557962956299e+00      -1.557962168933e-01      -2.077283941731e+00      -5.935129847162e-01       4.806793272700e-01       4.805374233267e-01       1.122601101350e-10       1.122602492384e-10       1.122602492410e-10       1.122602492410e-10       1.122601069973e-10       1.122602491956e-10 
